-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6330,0.0012308912507377524,0.0014640891997347403,7.39,pdiv(X1, (X2 + (abs((0.90920156 * pdiv(X1, 5.1473145))) ^ -0.2672876)))
2,12235,0.0012307171608535682,0.001463753452585568,7.538,pdiv(X1, (X2 + (abs((0.91338545 * pdiv(X1, 5.1465755))) ^ -0.26693976)))
3,19272,0.001230717160853571,0.0014637533870880217,9.398,(X1 - (abs(pdiv((exp(1.597315) - -0.40055498), pdiv((X1 * -1.359262), log(abs(4.1961694)))) ^ (0.17670864 + 0.09023111)))
4,27546,0.0012307171608535693,0.0014637533185262368,13.634,(X1 - (abs(pdiv(-0.907815, pdiv((X1 * -0.19990246), 1.2407522))) ^ (0.17670864 + 0.09023111)))
5,35787,0.000996933856400859,0.0012825265093140588,16.934,(abs((pdiv(1.1387398, (X2 * -0.104939096)) + X2)) ^ (-1.6983095 + (abs(pdiv(((pdiv(((-12.552478 - pdiv(X1, log(abs(-3.2211921))) * -5.748269), ((log(abs(X2) - (-5.851497 + -3.7192206)) * X1)) - 0.120528415) + -0.32118398), pdiv(X1, X2))) ^ 0.13162035)))
6,44766,0.0009476196325866508,0.0010879804917320367,20.606,pdiv(X1, ((X2 * 0.54213893) + (abs(((X2 + -7.3570433) * pdiv(X1, 5.634911))) ^ pdiv(((1.0997937 - pdiv(X1, X2)) * -3.6696832), ((log(abs(X2) - (pdiv(2.515773, exp((-2.8919084 - (X2 * log(abs(-0.5053077))))) + 3.4008245)) * X1)))))
7,55046,0.0009328163335324526,0.0010927559469664887,23.146,pdiv(X1, ((X2 * 0.54213893) + (abs(((X2 + -7.1392436) * pdiv(X1, 5.719594))) ^ pdiv(((0.9918283 - pdiv(X1, X2)) * -3.626241), ((log(abs(X2) - (pdiv(2.6026404, exp((-3.110339 - (X2 * log(abs(-0.47323668))))) + 3.3762999)) * X1)))))
8,65933,0.0009287084279414635,0.001089616107643914,25.55,pdiv(-0.36023983, ((-0.33263028 * (abs(pdiv((0.4284436 - -2.3159122), pdiv((X1 + 1.8466463), 2.3814378))) ^ (0.18225971 + 0.095782176))) + (abs(((X2 + -7.2408423) * pdiv(X1, 5.8756447))) ^ pdiv(((1.0037034 - pdiv(X1, X2)) * -3.5333552), ((log(abs(X2) - (pdiv(2.6793115, exp((-3.3104799 - (X2 * log(abs(-0.43679246))))) + 3.5148816)) * X1)))))
9,78357,0.0009201893440833841,0.0011035433151577435,28.438,pdiv(-0.36023983, (((X1 * X1) * -0.104939096) + (abs(((X2 + -7.4406114) * pdiv(X1, 7.441415))) ^ pdiv(((0.8937462 - pdiv(X1, X2)) * -4.4730577), ((0.6620236 - (pdiv(2.6760826, exp((-3.29106 - (X2 * log(abs(-0.48597297))))) + 2.4718611)) * X1)))))
10,93259,0.0009186525268402982,0.0011003514116624286,31.134,pdiv(-0.36023983, (((X1 * X1) * -0.104939096) + (abs(((X2 + -7.4945464) * pdiv(X1, 7.498769))) ^ pdiv(((0.90515894 - pdiv(X1, X2)) * -4.423711), ((0.60609514 - (pdiv(2.720519, exp((-3.4099956 - (X2 * log(abs(-0.46600008))))) + 2.5277896)) * X1)))))
11,111377,0.0009112798551859207,0.001231223599907531,32.802,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-12.034379 - pdiv(X1, log(abs(-2.2670915))) * -5.1103706), ((log(abs(X2) - (-5.9234505 + -3.212173)) * X1)) - 0.1934486) + -0.39410418), pdiv(X1, X2))) ^ 0.124132715)))
12,133622,0.0009055405203824532,0.0012242012295092218,35.84,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-12.013684 - pdiv(X1, log(abs(-2.2144673))) * -5.0807834), ((log(abs(X2) - (-5.9282427 + -3.2169654)) * X1)) - 0.19994284) + -0.4005984), pdiv(X1, X2))) ^ 0.12417399)))
13,158459,0.0009015161660068976,0.0012196775237848362,37.91,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.995147 - pdiv(X1, log(abs(-2.1638355))) * -5.0545087), ((log(abs(X2) - (-5.932194 + -3.220917)) * X1)) - 0.20691846) + -0.40757403), pdiv(X1, X2))) ^ 0.1241302)))
14,186492,0.0008971510342373349,0.0012152953121522547,40.002,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.977646 - pdiv(X1, log(abs(-2.1128573))) * -5.0298505), ((log(abs(X2) - (-5.9356756 + -3.2243986)) * X1)) - 0.21479777) + -0.4154533), pdiv(X1, X2))) ^ 0.12408476)))
15,213996,0.0008942748731837548,0.0012106746958486796,39.85,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.961759 - pdiv(X1, log(abs(-2.0638108))) * -5.007532), ((log(abs(X2) - (-5.9386897 + -3.2274127)) * X1)) - 0.22320276) + -0.4238583), pdiv(X1, X2))) ^ 0.12412301)))
16,240304,0.0008927397029508866,0.0012083442951250922,39.294,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.951889 - pdiv(X1, log(abs(-2.0311742))) * -4.9937134), ((log(abs(X2) - (-5.9405413 + -3.229264)) * X1)) - 0.22934754) + -0.4300031), pdiv(X1, X2))) ^ 0.12409561)))
17,266088,0.0008917397133028677,0.0012057263688912793,38.756,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.942414 - pdiv(X1, log(abs(-1.9987082))) * -4.9803963), ((log(abs(X2) - (-5.942436 + -3.231159)) * X1)) - 0.23585463) + -0.43651018), pdiv(X1, X2))) ^ 0.12413038)))
18,291266,0.000891295444309368,0.0012044110060380744,38.88,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.93715 - pdiv(X1, log(abs(-1.9802712))) * -4.9729013), ((log(abs(X2) - (-5.943705 + -3.2324278)) * X1)) - 0.23975657) + -0.44041213), pdiv(X1, X2))) ^ 0.12412897)))
19,318474,0.0008910550802995677,0.0012030329573749262,39.738,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.9313965 - pdiv(X1, log(abs(-1.9601443))) * -4.9645667), ((log(abs(X2) - (-5.945454 + -3.2341766)) * X1)) - 0.24414453) + -0.4448001), pdiv(X1, X2))) ^ 0.12412619)))
20,345128,0.0008910085368839021,0.0012017878772333953,39.316,(abs((-0.27772215 + -0.3287704)) ^ (pdiv(1.1387398, ((X2 * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.926938 - pdiv(X1, log(abs(-1.9456203))) * -4.9577236), ((log(abs(X2) - (-5.9479275 + -3.2366502)) * X1)) - 0.24729511) + -0.4479507), pdiv(X1, X2))) ^ 0.12414108)))
21,370667,0.0008910017242506926,0.0012019393065116452,39.192,(abs((-0.27772215 + (abs(0.27707252) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs((pdiv(1.1387398, (abs(X2) ^ -2.633037)) + -0.3287704)) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.927141 - pdiv(X1, log(abs(-1.9491065))) * -4.9573016), ((log(abs(X2) - (-5.950795 + -3.2395182)) * X1)) - 0.24616298) + -0.44681856), pdiv(X1, X2))) ^ 0.124106325)))
22,396368,0.0008909973981902307,0.001201832239698351,39.246,(abs((pdiv(-2.1686072, (X2 * log(abs(-0.47295374))) + -0.5516481)) ^ (0.24616298 + (abs(pdiv(((pdiv(((-11.927871 - pdiv(X1, log(abs(-1.948285))) * -4.959278), ((log(abs(X2) - (-5.956324 + -3.245047)) * X1)) - 0.24616508) + -0.44682065), pdiv(X1, X2))) ^ 0.12409503)))
23,422657,0.0008909897704067985,0.0012019702560015235,39.318,(abs((-0.27772215 + (abs(0.27707252) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs((pdiv(-3.2395182, (abs(X2) ^ -2.633037)) + -0.3287704)) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.932677 - pdiv(X1, log(abs(-1.9475827))) * -4.971031), ((log(abs(X2) - (-5.9731903 + -3.2619135)) * X1)) - 0.24609974) + -0.44675532), pdiv(X1, X2))) ^ 0.12406958)))
24,447446,0.0008909484840013932,0.001203220341373602,39.77,(abs((pdiv(-0.3287704, (-0.39772916 + -0.3287704)) + (abs((pdiv(-2.1314704, (-1.4277009 * log(abs(-0.47295374))) + X1)) ^ -0.26693973))) ^ (pdiv((X1 + X2), -11.963823) + (abs(pdiv(((pdiv(((-12.002756 - pdiv(X1, log(abs(-1.9052714))) * -5.132477), ((log(abs(X2) - (-5.847809 + -3.715531)) * X1)) - 0.27514815) + -0.4427127), pdiv(X1, X2))) ^ 0.12424673)))
25,474418,0.0008908562293509873,0.001202085947721438,40.148,(abs((pdiv(-0.3287704, (-0.39772916 + -0.3287704)) + (abs((pdiv(-2.1314704, (-1.4277009 * log(abs(-0.47295374))) + X1)) ^ -0.26693973))) ^ (pdiv((X1 + X2), -11.963823) + (abs(pdiv(((pdiv(((-11.997799 - pdiv(X1, log(abs(-1.8932772))) * -5.123755), ((log(abs(X2) - (-5.8511944 + -3.7189167)) * X1)) - 0.27781498) + -0.44537953), pdiv(X1, X2))) ^ 0.12422703)))
26,503272,0.0008908298258109537,0.001201393247440851,40.382,(abs((pdiv((-0.6087651 - (-5.9526815 + -3.2414048)), (abs(-6.149737) ^ -1.7334139)) * ((pdiv(X2, -0.44537953) + -12.075489) - -0.26693973))) ^ (log(abs(0.87653613) + (abs(pdiv(((pdiv(((-11.992592 - pdiv(X1, log(abs(-1.8930541))) * -5.1116166), ((log(abs(X2) - (-5.8602457 + -3.727968)) * X1)) - 0.27644166) + -0.4440062), pdiv(X1, X2))) ^ 0.12411647)))
27,531045,0.000888629237910715,0.0012007581696559554,40.668,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.357928 - pdiv(X1, log(abs(-1.9269648))) * -4.926703), ((log(abs(X2) - (-6.005656 + -3.294379)) * (X1 + -0.3418022))) - 0.24642001) + -0.44707558), pdiv(X1, X2))) ^ 0.123913854)))
28,559298,0.0008884773727738701,0.001201017238450743,40.916,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.353824 - pdiv(X1, log(abs(-1.9383148))) * -4.9143286), ((log(abs(X2) - (-6.014196 + -3.302919)) * (X1 + -0.353913))) - 0.24199398) + -0.44264954), pdiv(X1, X2))) ^ 0.12379357)))
29,586145,0.0008879320505100007,0.001197682088976325,41.648,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.307263 - pdiv(X1, log(abs(-1.9067338))) * -4.815005), ((log(abs(X2) - (-6.065135 + -3.3538578)) * (X1 + -0.4355878))) - 0.24037269) + -0.44102824), pdiv(X1, X2))) ^ 0.12337064)))
30,613881,0.0008875887343317902,0.0012003398205732469,40.206,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.315055 - pdiv(X1, log(abs(-1.9228839))) * -4.829173), ((log(abs(X2) - (-6.0626373 + -3.3513598)) * (X1 + -0.4733404))) - 0.23721167) + -0.43786722), pdiv(X1, X2))) ^ 0.12351169)))
31,643943,0.0008874237045961622,0.001199448907676646,40.78,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.305849 - pdiv(X1, log(abs(-1.9026268))) * -4.8132176), ((log(abs(X2) - (-6.068564 + -3.3572862)) * (X1 + -0.49237752))) - 0.24119763) + -0.44185317), pdiv(X1, X2))) ^ 0.12353905)))
32,671708,0.0008872479438515908,0.0012008550703773953,40.854,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.3020735 - pdiv(X1, log(abs(-1.9142379))) * -4.8013973), ((log(abs(X2) - (-6.0783644 + -3.3670866)) * (X1 + -0.5351887))) - 0.2366482) + -0.43730375), pdiv(X1, X2))) ^ 0.1235059)))
33,700256,0.0008871036925331071,0.001199330255954168,41.06,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.293031 - pdiv(X1, log(abs(-1.8961488))) * -4.784795), ((log(abs(X2) - (-6.083967 + -3.3726895)) * (X1 + -0.53634244))) - 0.24004757) + -0.44070312), pdiv(X1, X2))) ^ 0.12347571)))
34,727305,0.0008868123548608474,0.0012011416427570257,40.042,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.281594 - pdiv(X1, log(abs(-1.9052024))) * -4.755506), ((log(abs(X2) - (-6.1039014 + -3.3926234)) * (X1 + -0.6166095))) - 0.23435022) + -0.43500575), pdiv(X1, X2))) ^ 0.123419106)))
35,754094,0.0008865908364805622,0.0011993494240223434,39.55,(abs((-0.27772215 + (abs(-0.46715263) ^ -0.104939096))) ^ (pdiv(1.1387398, (((abs(X2) ^ -0.26693973) * X1) * -0.104939096)) + (abs(pdiv(((pdiv(((-11.272852 - pdiv(X1, log(abs(-1.8865821))) * -4.7395744), ((log(abs(X2) - (-6.108598 + -3.39732)) * (X1 + -0.6120513))) - 0.23802763) + -0.43868315), pdiv(X1, X2))) ^ 0.12339944)))
