-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6163,0.001899281598945221,0.0024983017327874853,7.268,pdiv((X2 - 0.6893384), log(abs((0.17303911 + (abs((X1 + -10.641617)) ^ -0.17724225))))
2,11266,0.0018992815989453023,0.0024983017327874853,7.838,pdiv((X2 - 0.6893384), log(abs((0.17303911 + (abs((X1 + -10.641617)) ^ -0.17724225))))
3,18195,0.0012307252113984745,0.001462819716723455,9.782,(abs(exp(0.33490464)) ^ (((0.07050084 + log(abs(X1)) * (exp(-0.584075) * log(abs(0.23963587))) - log(abs(0.2386822)))
4,25690,0.001216740344461786,0.0019069402628584566,12.984,(0.25210634 - pdiv(((-3.378879 + -12.372166) - 12.980162), (40.678677 + X1)))
5,32702,0.001177016421972613,0.0014397121914717667,16.214,(pdiv(log(abs((exp((pdiv(43.03347, (X1 - -97.621315)) * X1)) * (-6.362946 - X2))), X1) - -0.22401857)
6,39757,0.0011589706573922462,0.0015384623706852765,18.48,(pdiv(log(abs((exp((pdiv(36.661095, (X1 - -71.141884)) * X1)) * (-0.2733081 - X2))), X1) - -0.23036885)
7,47229,0.0011300975957051283,0.0015810360072320273,20.89,(pdiv(log(abs((exp((pdiv(30.996181, (X1 - -54.172256)) * X1)) * (1.8417242 - X2))), X1) - -0.24526541)
8,55645,0.0011239681601090251,0.0015894981978838625,22.846,(pdiv(log(abs((exp((pdiv(30.486639, (X1 - -50.993587)) * X1)) * (2.3496299 - X2))), X1) - -0.24705674)
9,65031,0.0011239173447420365,0.0015208860399261602,25.126,(log(abs(exp((log(abs(-1.0857283) + (-0.8933507 * (abs(((0.6921936 + (-1.2931391 + (-1.2457018 - X1))) * -0.15301019)) ^ (-0.26205584 + -0.015986035)))))) * (abs(((pdiv(log(abs((exp((pdiv(36.569447, (X1 - -71.252846)) * X1)) * (1.7369046 - X2))), X1) - -0.36699054) * -0.949195)) ^ (0.54994243 + 0.7960122)))
10,76572,0.0011225729916274439,0.0015231512407234572,25.244,(log(abs(exp((log(abs(-1.0857283) + (-0.8933507 * (abs(((0.6921936 + (-1.2931391 + (-1.2457018 - X1))) * -0.15301019)) ^ (-0.26205584 + -0.015986035)))))) * (abs(((pdiv(log(abs((exp((pdiv(36.547012, (X1 - -71.26167)) * X1)) * (1.8316231 - X2))), X1) - -0.4175195) * -0.9136048)) ^ (0.6062516 + 0.8523214)))
11,91670,0.001122514948455988,0.0015160970946222648,25.224,(log(abs((0.6699673 + (log(abs(-1.0857283) + (-0.8933507 * (abs(((0.6921936 + (-1.2931391 + (-1.2457018 - X1))) * -0.15301019)) ^ (-30.334951 + 1.5449114)))))) * (abs(((pdiv(log(abs((exp((pdiv(36.26728, (X1 - -72.29672)) * X1)) * (1.7752734 - X2))), X1) - -0.41314778) * -0.9255483)) ^ (0.6087333 + 0.8548031)))
12,108496,0.0011224134294344093,0.001503779608434544,26.204,((X2 - exp((X2 - exp(X1)))) - pdiv(((-27.613953 + 4.26591) - X2), (-0.21460353 + (abs(((pdiv(log(abs((exp((pdiv(35.766018, (X1 - -74.075745)) * X1)) * (1.7187192 - X2))), X1) - -0.40773785) * -0.9462555)) ^ (0.4786801 + 1.0005645)))))
13,126841,0.0010069786976149356,0.0017862404240670702,29.49,(1.0056072 - pdiv(((X1 + pdiv((((-13.737325 + -5.7373633) + (0.4401084 + X1)) * -1.2718445), X2)) - 3.6842353), (37.427124 + X1)))
14,147229,0.0009267828119434956,0.0015435708632063848,32.096,(1.084978 - pdiv(((X1 + pdiv((((-19.2484 + -11.248439) + (-5.0709667 + X1)) * (-0.15195921 + log(abs(exp(-0.71482736)))), X2)) - 1.7381109), (38.408092 + X1)))
15,168952,0.0008261210665010719,0.0012849263477301477,33.81,(-0.03591324 - pdiv(((-32.3077 + pdiv((((-23.426569 + -15.426608) + (-9.249136 + X1)) * -1.4669338), X2)) - 20.646675), (38.22946 + X1)))
16,190258,0.0007792439739924537,0.0010872478872743438,32.936,(0.85318875 - pdiv(((X1 + pdiv(((((pdiv(28.945665, (X1 - -74.89277)) * X1) + -35.522743) + (-29.345272 + X1)) * (-1.020659 - pdiv(((X1 + pdiv((((-37.047977 + X1) + (-22.870546 + X1)) * 0.06139803), X2)) - -4.4286523), (45.517582 + X1)))), X2)) - 21.764595), (52.133835 + X1)))
17,211662,0.0007364602274550928,0.0011980367941958792,32.67,(0.90413785 - pdiv(((X1 + pdiv(((((pdiv(28.486536, (X1 - -75.17755)) * X1) + -40.293407) + (-34.115936 + X1)) * (-0.5588233 - pdiv(((X1 + pdiv((((-37.054714 + X1) + (-22.877283 + X1)) * 0.51671827), X2)) - -7.1634994), (44.17125 + X1)))), X2)) - 14.133499), (65.681274 + X1)))
18,233887,0.0007000128539749019,0.0011267049836874057,31.946,(0.81129843 - pdiv(((X1 + pdiv(((((pdiv(2.130929, (X1 - -75.27853)) * X1) + -44.436123) + (-38.25865 + X1)) * (-0.748377 - pdiv(((X1 + pdiv((((-35.783234 + X1) + (-21.605803 + X1)) * 1.2936602), X2)) - -16.589325), (38.171535 + X1)))), X2)) - 27.797813), (84.44451 + X1)))
19,255649,0.0006863523906275636,0.0010948533694696589,31.744,(0.8348253 - pdiv(((X1 + pdiv(((((pdiv(3.8828876, (X1 - -75.26656)) * X1) + -42.09124) + (-35.91377 + X1)) * (-0.32159528 - pdiv(((X1 + pdiv((((-36.337925 + X1) + (X1 + X1)) * 1.3182385), X2)) - -16.764097), (37.209694 + X1)))), X2)) - 20.82697), (88.75955 + X1)))
20,279283,0.00041995275470260154,0.0010224083624277205,33.8,(1.2681568 - pdiv(((X1 + pdiv((((((38.39074 + X1) * ((((pdiv(X1, (X1 - -76.59797)) * X1) + (-13.781599 - X2)) + (-37.666447 + X1)) * ((0.21178016 * X2) - 0.993139))) + -24.691462) + (-18.51399 + X1)) * ((-0.0038177837 * X2) - -0.0230317)), X2)) - -11.47145), (37.881565 + X1)))
21,304298,0.0003673704258415916,0.0008800999372783046,35.742,(1.2692777 - pdiv(((X1 + pdiv((((((38.390743 + X1) * ((((pdiv(X1, (X1 - -76.59797)) * -1.0323573) + (-13.781604 - X2)) + (-37.66645 + X1)) * ((0.2118868 * X2) - 0.9937689))) + -24.691462) + (-18.51399 + X1)) * ((-0.0077152303 * X2) - -0.04660849)), X2)) - -11.471418), (37.881565 + X1)))
22,329172,0.000365638901303776,0.0009096206885763508,37.874,(1.2644092 - pdiv(((X1 + pdiv((((((38.454716 + X1) * ((((pdiv(X1, (X1 - -76.59779)) * -1.0496708) + (-13.873856 - X2)) + (-37.7587 + X1)) * ((0.20719232 * X2) - 0.9767256))) + -24.682495) + (-18.505024 + X1)) * ((-0.007918921 * X2) - -0.04759341)), X2)) - -11.08184), (37.837246 + X1)))
23,354943,0.0003535716257906518,0.0004688886980569193,38.378,(2.2704887 - pdiv((((68.23649 + X1) + pdiv(((-8.6603365 + (-12.891689 + X1)) * -13.815649), 76.676025)) - (-29.391222 + pdiv(((X1 + X1) * (-6.5181804 - pdiv(((X1 + pdiv(((-11.343423 + (12.666295 + X1)) * -22.45688), X2)) - 16.471792), (29.020617 + X1)))), X2))), (80.439 + X1)))
24,381551,0.00031818272029096324,0.0004591342395866198,38.658,(1.310908 - pdiv(((((pdiv(5.500877, (X1 - X1)) + X1) + (X1 + X1)) * -0.3617352) - (-22.461079 + pdiv(((X1 + X1) * (-11.116393 - pdiv(((X1 + pdiv(((-6.424902 + (17.584816 + X1)) * -33.597267), X2)) - 14.716995), (30.143309 + X1)))), X2))), (77.2339 + X1)))
25,408317,0.0002967934951230138,0.0004131528789196884,39.404,(1.463498 - pdiv(((((-36.33772 + X1) + (-21.23883 + X1)) * -0.32170403) - (-22.398933 + pdiv(((X1 + X1) * (-9.826461 - pdiv(((X1 + pdiv(((-7.296863 + (16.712856 + X1)) * -30.730495), X2)) - 16.983944), (32.887577 + X1)))), X2))), (88.02178 + X1)))
26,434905,0.00028258397100310224,0.0005691111153205434,39.478,(1.9991702 - pdiv((((81.57971 + -40.049973) + pdiv(((-9.883516 + (-14.114869 + (-43.551064 + X1))) * -24.236597), 74.34354)) - (-30.106823 + pdiv(((X1 + X1) * (-10.945682 - pdiv(((X1 + pdiv(((-0.371782 + (23.637936 + X1)) * -33.763344), X2)) - 15.496608), (49.91839 + X1)))), X2))), (91.4048 + X1)))
27,462005,0.00027170892422366316,0.0004936878475942479,40.41,(1.9459214 - pdiv((((82.872375 + -38.75731) + pdiv(((-10.304724 + (-14.536077 + (-43.97227 + X1))) * -26.99907), 73.44372)) - (-31.399487 + pdiv(((X1 + X1) * (-11.104929 - pdiv(((X1 + pdiv(((-2.7550344 + (21.254683 + X1)) * -34.6321), X2)) - 19.273642), (46.650112 + X1)))), X2))), (103.35066 + X1)))
28,489142,0.00025470851845185456,0.0004088788487941125,40.862,(1.3570727 - pdiv((((((-38.95033 + (-46.01463 + X1)) + X1) + (X1 + X1)) * -0.4479266) - (-22.436049 + pdiv(((X1 + X1) * (-16.715145 - pdiv(((18.710833 + pdiv(((-7.6493287 + (27.824865 + X1)) * -47.0531), X2)) - 10.268955), (42.22606 + X1)))), X2))), (67.37578 + (88.097595 + X1))))
29,514666,0.00023912784198307178,0.00033179122562799384,40.28,(0.99200594 - pdiv(((((pdiv(5.400962, -39.95084) + X1) + (X1 + X1)) * -0.8385698) - (-22.480965 + pdiv(((X1 + (-10.446766 + X1)) * (-17.159962 - pdiv(((X1 + pdiv(((X1 + (15.663962 + X1)) * -24.806318), X2)) - 14.194098), (24.770355 + X1)))), X2))), (120.91259 + X1)))
30,539704,0.0002255515092516842,0.00032030293576571997,39.898,(0.9618638 - pdiv(((((pdiv(5.4009943, -39.950836) + X1) + (X1 + X1)) * -0.70908034) - (-22.480927 + pdiv(((X1 + (-12.785139 + X1)) * (-15.043945 - pdiv(((X1 + pdiv(((X1 + (14.983799 + X1)) * -22.166126), X2)) - 14.278424), (26.180054 + X1)))), X2))), (121.76457 + X1)))
31,565079,0.00022301037213167668,0.000295886377938316,40.632,(0.96888125 - pdiv(((((pdiv(5.400991, -28.101112) + X1) + (X1 + X1)) * -0.7451591) - (-22.481499 + pdiv(((X1 + (-11.990438 + X1)) * (-15.716078 - pdiv(((X1 + pdiv(((X1 + (12.869601 + X1)) * -23.09888), X2)) - 16.176619), (25.257895 + X1)))), X2))), (127.175186 + X1)))
32,591882,0.00022127358728453342,0.00030111608235520673,41.84,(0.9397913 - pdiv(((((pdiv(5.400997, -28.10111) + X1) + (X1 + X1)) * -0.7423073) - (-22.481722 + pdiv(((X1 + (-13.68778 + X1)) * (-15.501656 - pdiv(((X1 + pdiv(((X1 + (12.9499235 + X1)) * -22.80453), X2)) - 16.243942), (25.2585 + X1)))), X2))), (127.53111 + X1)))
33,618375,0.0002178217814323329,0.00027419634589742695,41.1,(1.0027218 - pdiv(((((pdiv(3.9689662, -39.950836) + X1) + (X1 + X1)) * -0.8207683) - (-37.108685 + pdiv(((X1 + (-15.277639 + X1)) * (-17.06757 - pdiv(((X1 + pdiv(((X1 + (9.917596 + X1)) * -24.807022), X2)) - 19.010489), (22.72703 + X1)))), X2))), (135.55043 + X1)))
34,644381,0.0002169531250255579,0.0002738453613248157,40.816,(1.0081965 - pdiv(((((pdiv(3.9689622, -39.950836) + X1) + (X1 + X1)) * -0.7779899) - (-37.108536 + pdiv(((X1 + (-15.315336 + X1)) * (-16.470898 - pdiv(((X1 + pdiv(((X1 + (9.458892 + X1)) * -24.09162), X2)) - 19.091871), (23.108736 + X1)))), X2))), (135.94232 + X1)))
35,670403,0.00021531678785772492,0.00024911563505075076,41.42,(0.98228717 - pdiv(((((pdiv(3.9689183, -39.95084) + X1) + (X1 + X1)) * -0.8368046) - (-37.10999 + pdiv(((X1 + (-16.150503 + X1)) * (-17.293959 - pdiv(((X1 + pdiv(((X1 + (5.539327 + X1)) * -25.169296), X2)) - 20.994566), (20.651266 + X1)))), X2))), (142.56854 + X1)))
36,695925,0.00021423720055360873,0.00025885752511512996,41.18,(0.8698449 - pdiv(((X1 * -2.660713) - (-22.497309 + pdiv(((X1 + (-16.365522 + X1)) * (-17.510693 - pdiv(((X1 + pdiv(((X1 + (2.6799138 + X1)) * -25.480608), X2)) - 46.057484), (17.863916 + (X2 + X1))))), X2))), (150.15575 + X1)))
37,720022,0.00021385256320453547,0.00024410630117005578,41.384,(0.86339384 - pdiv(((X1 * -2.625972) - (-22.496935 + pdiv(((X1 + (-17.010134 + X1)) * (-17.325653 - pdiv(((X1 + pdiv(((X1 + (-0.8029432 + X1)) * -25.257406), X2)) - 46.053463), (15.948531 + (X2 + X1))))), X2))), (152.19328 + X1)))
38,742865,0.0002136583814800314,0.00024408269179484852,41.344,(0.86104655 - pdiv(((X1 * -2.6948237) - (-22.497396 + pdiv(((X1 + (-16.980442 + X1)) * (-17.655409 - pdiv(((X1 + pdiv(((X1 + (-0.80719346 + X1)) * -25.66018), X2)) - 46.022663), (15.57735 + (X2 + X1))))), X2))), (152.20421 + X1)))
39,765739,0.00021344496740914902,0.00023254034160768262,41.988,(0.8505668 - pdiv(((X1 * -2.7371538) - (-22.497118 + pdiv(((X1 + (-17.684578 + X1)) * (-17.832405 - pdiv(((X1 + pdiv((((6.963515 + X1) + (-11.256467 + X1)) * -25.878284), X2)) - 45.1175), (13.198402 + (X2 + X1))))), X2))), (154.71951 + X1)))
40,788110,0.00021340905683571798,0.00023233344543215529,41.26,(0.85351527 - pdiv(((X1 * -2.7086875) - (-22.496916 + pdiv(((X1 + (-17.652275 + X1)) * (-17.693676 - pdiv(((X1 + pdiv((((6.7075663 + X1) + (-11.512415 + X1)) * -25.689573), X2)) - 43.35145), (12.758174 + (X2 + X1))))), X2))), (153.95613 + X1)))
41,810770,0.0002133703073301156,0.0002338075234296829,40.588,(0.85403216 - pdiv(((X1 * -2.749915) - (-22.496998 + pdiv(((X1 + (-17.413345 + X1)) * (-17.933855 - pdiv(((X1 + pdiv((((7.553423 + X1) + (-10.666558 + X1)) * -26.028416), X2)) - 39.89929), (13.709717 + (X2 + X1))))), X2))), (157.80196 + X1)))
42,834149,0.00021335742507507606,0.00023333990727792265,41.86,(0.8541977 - pdiv(((X1 * -2.7548609) - (-22.49703 + pdiv(((X1 + (-17.432516 + X1)) * (-17.953007 - pdiv(((X1 + pdiv((((7.3463593 + X1) + (-10.873622 + X1)) * -26.041988), X2)) - 39.243176), (13.317156 + (X2 + X1))))), X2))), (157.41747 + X1)))
43,857023,0.00021334271877986773,0.00023283696975924116,42.012,(0.8555066 - pdiv(((X1 * -2.7321274) - (-22.496878 + pdiv(((X1 + (-17.436485 + X1)) * (-17.841228 - pdiv(((X1 + pdiv((((7.2216997 + X1) + (-10.9982815 + X1)) * -25.896269), X2)) - 38.46698), (13.155804 + (X2 + X1))))), X2))), (157.2001 + X1)))
44,879210,0.00021333780726972494,0.00023306047680546715,42.436,(0.8251742 - pdiv(((X1 * -2.7658901) - (-17.801582 + pdiv(((X1 + (-17.457005 + X1)) * (-17.858906 - pdiv(((X1 + pdiv((((7.2339935 + X1) + (-10.985988 + X1)) * -25.919111), X2)) - 38.36974), (13.149058 + (X2 + X1))))), X2))), (157.21248 + X1)))
