-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6766,0.0010920414031248234,0.0012195484739719248,7.378,(abs((exp(pdiv((X2 + -4.7346363), X1)) * 0.7678604)) ^ log(abs((exp((-1.4515982 * 1.4667867)) * (log(abs(X2) * X1))))
2,13431,0.001090028032681826,0.0012059553867875318,7.824,(abs((exp(pdiv((X2 + -4.818559), X1)) * 0.7683589)) ^ log(abs((exp((-1.4555991 * 1.4707448)) * (log(abs(X2) * X1))))
3,22504,0.0010900280326818321,0.0012059553867875318,9.458,(abs((exp(pdiv((X2 + -4.818559), X1)) * 0.7683589)) ^ log(abs((exp((-1.4555991 * 1.4707448)) * (log(abs(X2) * X1))))
4,32551,0.0010900280326818321,0.0012059553867875318,12.178,(abs((exp(pdiv((X2 + -4.818559), X1)) * 0.7683589)) ^ log(abs((exp((-1.4555991 * 1.4707448)) * (log(abs(X2) * X1))))
5,44499,0.0010900280326818321,0.0012059553867875318,14.35,(abs((exp(pdiv((X2 + -4.818559), X1)) * 0.7683589)) ^ log(abs((exp((-1.4555991 * 1.4707448)) * (log(abs(X2) * X1))))
6,54252,0.0010900280326818321,0.0012059553867875318,17.438,(abs((exp(pdiv((X2 + -4.818559), X1)) * 0.7683589)) ^ log(abs((exp((-1.4555991 * 1.4707448)) * (log(abs(X2) * X1))))
7,63097,0.0010900280326818321,0.0012059553867875318,18.886,(abs((exp(pdiv((X2 + -4.818559), X1)) * 0.7683589)) ^ log(abs((exp((-1.4555991 * 1.4707448)) * (log(abs(X2) * X1))))
8,71934,0.0010900280326818321,0.0012059553867875318,20.826,(abs((exp(pdiv((X2 + -4.818559), X1)) * 0.7683589)) ^ log(abs((exp((-1.4555991 * 1.4707448)) * (log(abs(X2) * X1))))
9,81929,0.0010900280326818265,0.0012059554069419158,21.568,(abs((exp(pdiv((X2 + -4.818559), X1)) * 0.7683589)) ^ log(abs((exp((-1.4555631 * 1.4707812)) * (log(abs(X2) * X1))))
10,92643,0.0010898402034150928,0.0012354631404593124,22.834,(abs((exp(pdiv((X2 + -4.5422397), X1)) * 0.7756779)) ^ log(abs((exp((-1.7633616 * 1.7748458)) * (X1 * X2))))
11,105995,0.0010874801557188751,0.001225791526586902,22.844,(abs((exp(pdiv((X2 + -4.4280343), X1)) * 0.7769658)) ^ log(abs((exp((-1.7515191 * 1.7630796)) * (X1 * X2))))
12,123936,0.0010828208440319083,0.0011998037455231807,23.748,(abs((exp(pdiv((pdiv(log(abs(X2), 0.23675396) + -5.895399), X1)) * 0.78577733)) ^ log(abs((exp((-1.6927992 * 1.7047344)) * (X1 * X2))))
13,142705,0.001074722916947739,0.0012177691765099087,25.45,(abs((exp(pdiv((pdiv(log(abs(X2), 0.22461529) + -6.3984246), X1)) * 0.7804076)) ^ log(abs((exp((-1.728518 * 1.7400857)) * (X1 * X2))))
14,163202,0.0010140016919554507,0.00146448492519349,27.762,(pdiv((exp(log(abs(pdiv(X2, ((-100.886246 - X1) * log(abs(((X1 + X2) + exp(-389.57266))))))) + X1), pdiv((X2 - 3.5954225), 5.000172e-5)) + (0.2516035 - pdiv(-5.932178, (pdiv((0.45863545 - (X1 - 18.932663)), -4.5749197) + 12.666232))))
15,183388,0.0009839269747229109,0.0015833703746791902,30.66,(pdiv((exp(log(abs(pdiv(X2, ((-100.886246 - X1) * log(abs(((X1 + X2) + exp(-389.57266))))))) + X1), pdiv((X2 - 3.6050212), 4.572405e-5)) + (0.24555174 - pdiv(-6.015067, (pdiv((0.46800056 - (X1 - 18.942028)), -4.5637965) + 12.623388))))
16,206203,0.0009621792430840427,0.0014956253721706168,35.576,(pdiv((exp(log(abs(pdiv(X2, ((-100.886246 - X1) * log(abs(((X1 + X2) + exp(-389.57266))))))) + X1), pdiv((X2 - 3.587019), 6.3974796e-5)) + (0.24509099 - pdiv(-6.0179234, (pdiv((0.46830356 - (X1 - 18.942331)), -4.563736) + 12.622005))))
17,231437,0.0008847998011574383,0.0016973481097874896,37.106,(pdiv((exp(log(abs(pdiv(X2, ((-100.886246 - X1) * log(abs((X1 + exp(-389.57266))))))) + X1), pdiv((X2 - 3.5601673), 0.00011884258)) + (0.22113895 - pdiv(-6.3235226, (pdiv((0.5010371 - (X1 - 18.975065)), -4.5537577) + 12.472621))))
18,259247,0.0007599539019378323,0.000707491437859587,37.134,(-2.6668634 * pdiv(pdiv(-0.24537955, exp(pdiv(-1.567079, (X2 + 0.27785495)))), log(abs(((abs(log(abs(12.023506)) ^ log(abs(-2.6668634)) * pdiv(-6.554092, log(abs((abs((pdiv((pdiv(pdiv(X1, 5.6366973), ((pdiv(2.224451, X1) - X1) + -33.00422)) + (0.33073714 - 0.22366154)), (X2 - 3.3662107)) - 0.7182589)) ^ log(abs((X1 * -0.1277957)))))))))
19,288148,0.000750402740051221,0.0006687039472927784,36.952,(-2.6668634 * pdiv(pdiv(-0.24537955, exp(pdiv(-1.567079, (-2.6668634 + 0.27785495)))), log(abs(((abs(log(abs(12.023506)) ^ log(abs(-2.6668634)) * pdiv(-6.554092, log(abs((abs((pdiv((pdiv(pdiv(X1, 6.2809544), ((pdiv(2.2236664, X1) - X1) + -32.86978)) + (0.32555756 - 0.22884113)), (X2 - 3.4106467)) - 0.7214593)) ^ log(abs((X1 * -0.12960085)))))))))
20,319682,0.0006998150670174373,0.0013532296994649134,36.832,(pdiv((pdiv((-4.6085315 + (-15.086639 - 15.641038)), (X2 - 2.9623609)) + X1), pdiv((X2 - 3.5702736), 0.00017008335)) + (0.18720263 - pdiv(-6.828481, (pdiv((0.47413307 - (X1 - 18.948162)), -5.5550485) + 12.596842))))
21,350109,0.0006688866778405176,0.0014858009396048258,35.542,(pdiv((pdiv((-4.609165 + (-15.088893 - 15.643291)), (X2 - 2.9770546)) + X1), pdiv((X2 - 3.561567), 0.00021072003)) + (0.17165649 - pdiv(-7.0186377, (pdiv((0.49515408 - (X1 - 18.969183)), -5.524057) + 12.480073))))
22,381143,0.000652198662840352,0.0013780558396162543,35.54,(pdiv((pdiv((-4.6140704 + (-15.093798 - 15.648196)), (X2 - 3.0877202)) + X1), pdiv((X2 - 3.5683792), 0.00021460671)) + (0.16400401 - pdiv(-7.1469345, (pdiv((0.48229417 - (X1 - 18.956324)), -5.847453) + 12.551107))))
23,411534,0.0006447494965187218,0.0014508362065333118,35.59,(pdiv((pdiv((-4.613595 + (-15.093323 - 15.647721)), (X2 - 3.0169055)) + X1), pdiv((X2 - 3.5575826), 0.00023390801)) + (0.15675718 - pdiv(-7.22728, (pdiv((0.48993045 - (X1 - 18.96396)), -5.849821) + 12.506454))))
24,443923,0.000632532555075653,0.0013623263769343753,35.538,(pdiv((((-4.6227646 + (((-100.88614 - pdiv((exp(log(abs(pdiv(X2, -1.2233407))) + X1), pdiv(X1, -8.2546714e-5))) * log(abs(X2)) - 15.655272)) + (X1 - 2.9765944)) + X1), pdiv((X2 - 3.5718307), 0.000109273744)) + (0.1746305 - pdiv(-7.174974, (pdiv((0.48602483 - (X1 - 18.960052)), -5.833808) + 12.528546))))
25,476197,0.0006098337261530731,0.0014235202656747274,36.78,(pdiv((((-4.622196 + (((-100.88543 - pdiv((exp(log(abs(pdiv(X2, -1.2233407))) + X1), pdiv(X1, -0.00074604485))) * log(abs(X2)) - pdiv(2.1654093, X1))) + (X1 - 2.976026)) + X1), pdiv((X2 - 3.55991), 0.00012461154)) + (0.16349916 - pdiv(-7.299231, (pdiv((0.4972128 - (X1 - 18.971241)), -5.8464837) + 12.463277))))
26,508153,0.0006025543171478267,0.001337196517991425,37.556,(pdiv((((12.666734 + (((-100.88304 - pdiv((exp(log(abs(pdiv(X2, -1.2233412))) + X1), pdiv(X1, -0.0029003173))) * log(abs(X2)) - 15.652798)) + (X1 - 2.9741206)) + X1), pdiv((X2 - 3.561708), 0.00012219373)) + (0.1621006 - pdiv(-7.3242164, (pdiv((0.48648548 - (X1 - 18.960512)), -6.0111675) + 12.526017))))
27,542880,0.0005979501410562767,0.0014038950302234293,38.882,(pdiv((((12.667166 + (((-100.882515 - pdiv((exp(log(abs(pdiv(X2, -1.2233413))) + X1), pdiv(X1, -0.0033659814))) * log(abs(X2)) - 15.652366)) + (X1 - 2.9736884)) + X1), pdiv((X2 - 3.5557783), 0.00013131162)) + (0.15560156 - pdiv(-7.4130993, (pdiv((0.49424934 - (X1 - 18.968277)), -6.022234) + 12.479346))))
