-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6425,0.0012524354898363651,0.0014739377254739579,7.63,pdiv(X2, (((X1 * -2.026935) * (X1 * (abs(X1) ^ X1))) * (abs(((X1 - 1.789652) * (-1.474198 + 1.2667811))) ^ -0.2560765)))
2,12109,0.001221879986903194,0.001447048533170078,7.154,pdiv(X2, (((X1 * -2.026935) * (X1 * (abs(X1) ^ X1))) * (abs(((X1 - (0.33463073 * X2)) * (-1.4731241 + 1.2678549))) ^ -0.2568208)))
3,20121,0.0012218697372280384,0.001447615090825759,9.742,pdiv(X2, (((X1 * -2.026935) * (X1 * (abs(X1) ^ X1))) * (abs(((X1 - (0.3421896 * X2)) * (-1.4735527 + 1.2674264))) ^ -0.256565)))
4,29124,0.0012161868014010282,0.0018907653757119548,15.238,log(abs(pdiv(504.24573, ((pdiv(-199.66331, (X1 + 57.383812)) * X1) - 192.53479)))
5,37560,0.0012015832084191686,0.0014176664244904898,20.614,pdiv(X2, (((X1 * -2.026935) * (1.2558883 * (abs(X1) ^ X1))) * (abs(((((X1 - (0.3952669 * X2)) * (-1.5719652 + 1.1690139)) - log(abs(X1)) * (-1.5258785 + 1.2151005))) ^ -0.29007664)))
6,46289,0.0011521695363994223,0.001813822334872267,24.992,(-0.74104834 + exp(pdiv(-26.24991, (((log(abs(X2) * exp(log(abs(-7.5216594))) - X1) - (pdiv(X2, X1) + 60.088787)))))
7,55401,0.0011268680942481302,0.0017269535852206036,27.792,(-0.7465854 + exp(pdiv(-27.93559, (((log(abs(X2) * exp(log(abs(-13.882914))) - X1) - (pdiv(X2, X1) + 73.82936)))))
8,65799,0.0011268680942481573,0.0017269535852206036,29.018,(-0.7465854 + exp(pdiv(-27.93559, (((log(abs(X2) * exp(log(abs(-13.882914))) - X1) - (pdiv(X2, X1) + 73.82936)))))
9,77087,0.0011268527822453232,0.0017148230006692258,32.432,(-0.74698555 + exp(pdiv(-28.149584, (((log(abs(X2) * exp(log(abs(-13.659912))) - X1) - (0.9582739 + 73.316795)))))
10,92157,0.0011268527822453672,0.0017148230006692258,35.29,(-0.74698555 + exp(pdiv(-28.149584, (((log(abs(X2) * exp(log(abs(-13.659912))) - X1) - (0.9582739 + 73.316795)))))
11,109977,0.0011207238852239433,0.0014357466778705601,34.846,(-0.7592596 + exp(pdiv(-35.354366, (((log(abs(X2) * exp(log(abs(-15.0503645))) - X1) - (pdiv((exp(-33.18915) + (-85.7751 + -86.72117)), X1) + 103.664215)))))
12,126260,0.0011195334722681886,0.0013762986503869168,33.764,(-0.7646026 + exp(pdiv(-38.397884, (((log(abs(X2) * exp(log(abs(-17.201656))) - X1) - (pdiv((exp(-33.18915) + (-113.90507 + -114.851135)), X1) + 117.22598)))))
13,139507,0.0011195311728392889,0.0013764220376350316,33.872,(-0.7647486 + exp(pdiv(-38.437393, (((log(abs(X2) * exp(log(abs(-17.209017))) - X1) - (pdiv((exp(-33.18915) + (-113.890144 + -114.83621)), X1) + 117.31141)))))
14,153034,0.0011195311728383298,0.0013764220376350316,35.676,(-0.7647486 + exp(pdiv(-38.437393, (((log(abs(X2) * exp(log(abs(-17.209017))) - X1) - (pdiv((exp(-33.18915) + (-113.890144 + -114.83621)), X1) + 117.31141)))))
15,166028,0.0011096311593387686,0.0017480214993042698,35.842,(((0.29899487 + 1.6239692) - exp(pdiv((-1.6133337 + 1.1276454), (X2 + 1.1668475)))) * (-0.7460056 + exp(pdiv(-28.026014, (((log(abs(X2) * exp(log(abs(-13.714749))) - X1) - (0.9423458 + 73.30086))))))
16,181410,0.0009932092990973616,0.08932751094881977,35.03,(-0.74803466 + exp(pdiv(-28.160015, (((log(abs(X2) * exp(log(abs(-14.184369))) - X1) - (pdiv((-28.06637 + -31.2287), (((log(abs(X2) * exp(log(abs(-11.606081))) - ((log(abs(X2) * exp(log(abs(-20.801035))) - X1)) - (pdiv((exp(-33.18915) + (-101.710396 + -102.65646)), X1) + 115.08035))) + 74.38441)))))
17,196481,0.0009931760579930593,0.10247152243490976,34.942,(-0.7480871 + exp(pdiv(-28.145445, (((log(abs(X2) * exp(log(abs(-14.050964))) - X1) - (pdiv((-28.091705 + -31.254036), (((log(abs(X2) * exp(log(abs(-11.593378))) - ((log(abs(X2) * exp(log(abs(-20.813738))) - X1)) - (pdiv((exp(-33.18915) + (-101.710144 + -102.65621)), X1) + 115.04773))) + 74.1535)))))
18,213134,0.000993176057985951,0.10247152243490976,35.128,(-0.7480871 + exp(pdiv(-28.145445, (((log(abs(X2) * exp(log(abs(-14.050964))) - X1) - (pdiv((-28.091705 + -31.254036), (((log(abs(X2) * exp(log(abs(-11.593378))) - ((log(abs(X2) * exp(log(abs(-20.813738))) - X1)) - (pdiv((exp(-33.18915) + (-101.710144 + -102.65621)), X1) + 115.04773))) + 74.1535)))))
19,232942,0.000993176057985951,0.10247152243490976,35.724,(-0.7480871 + exp(pdiv(-28.145445, (((log(abs(X2) * exp(log(abs(-14.050964))) - X1) - (pdiv((-28.091705 + -31.254036), (((log(abs(X2) * exp(log(abs(-11.593378))) - ((log(abs(X2) * exp(log(abs(-20.813738))) - X1)) - (pdiv((exp(-33.18915) + (-101.710144 + -102.65621)), X1) + 115.04773))) + 74.1535)))))
20,252046,0.000993176057985951,0.10247152243490976,35.754,(-0.7480871 + exp(pdiv(-28.145445, (((log(abs(X2) * exp(log(abs(-14.050964))) - X1) - (pdiv((-28.091705 + -31.254036), (((log(abs(X2) * exp(log(abs(-11.593378))) - ((log(abs(X2) * exp(log(abs(-20.813738))) - X1)) - (pdiv((exp(-33.18915) + (-101.710144 + -102.65621)), X1) + 115.04773))) + 74.1535)))))
21,273292,0.000993063700940523,0.007885266518586627,36.996,(-0.748099 + exp(pdiv(-28.142103, (((log(abs(X2) * exp(log(abs(-14.0399475))) - X1) - (pdiv((-28.207767 + -31.370098), (((log(abs((1.9731013 + 3.1709726)) * exp(log(abs(-10.2490015))) - ((log(abs(X2) * exp(log(abs(-21.705061))) - X1)) - (pdiv((exp(-33.18915) + (-101.70463 + -102.650696)), X1) + 115.735725))) + 74.14725)))))
22,294909,0.0009930513791512085,0.00822944557518532,37.92,(-0.748015 + exp(pdiv(-28.117325, (((log(abs(X2) * exp(log(abs(-13.997688))) - X1) - (pdiv((-28.795185 + -31.957516), (((log(abs((2.0988882 + 3.2967594)) * exp(log(abs(-10.39591))) - ((log(abs(X2) * exp(log(abs(-22.327703))) - X1)) - (pdiv((exp(-33.18915) + (-101.70009 + -102.64616)), X1) + 115.65759))) + 74.017006)))))
23,318186,0.0009930464607752422,0.008129897744116573,38.586,(-0.74803346 + exp(pdiv(-28.118784, (((log(abs(X2) * exp(log(abs(-13.924104))) - X1) - (pdiv((-28.946085 + -32.108414), (((log(abs((2.1350775 + 3.3329487)) * exp(log(abs(-10.427595))) - ((log(abs(X2) * exp(log(abs(-22.487604))) - X1)) - (pdiv((exp(-33.18915) + (-101.69881 + -102.644875)), X1) + 115.6388))) + 73.89821)))))
24,340677,0.0009930443815323678,0.008122870983132675,37.588,(-0.748064 + exp(pdiv(-28.131266, (((log(abs(X2) * exp(log(abs(-13.987424))) - X1) - (pdiv((-29.000273 + -32.1626), (((log(abs((2.1482837 + 3.346155)) * exp(log(abs(-10.439723))) - ((log(abs(X2) * exp(log(abs(-22.546965))) - X1)) - (pdiv((exp(-33.18915) + (-101.69855 + -102.644615)), X1) + 115.63176))) + 74.02602)))))
25,363304,0.0009930425028233725,0.008182095569716094,37.244,(-0.74802136 + exp(pdiv(-28.118025, (((log(abs(X2) * exp(log(abs(-13.929456))) - X1) - (pdiv((-29.118116 + -32.280445), (((log(abs((2.176164 + 3.3740351)) * exp(log(abs(-10.464718))) - ((log(abs(X2) * exp(log(abs(-22.671251))) - X1)) - (pdiv((exp(-17.229322) + (-101.69752 + -102.643585)), X1) + 115.61709))) + 73.90317)))))
26,386924,0.000992783061209151,0.01918477024494275,38.244,(-0.74881184 + exp(pdiv(-28.393965, (((log(abs(X2) * exp(log(abs(-13.852332))) - X1) - (pdiv((-33.221622 + -71.713135), (((log(abs(((-36.765568 + -39.9279) + 3.2869225)) * exp(log(abs(-4.7435904))) - ((log(abs(X2) * exp(log(abs(-23.07205))) - X1)) - (pdiv((exp(-33.18915) + (-101.73192 + -102.677986)), X1) + 117.031815))) + 73.94224)))))
27,411117,0.0009925129516692589,0.007300465689629007,37.7,(-0.7488542 + exp(pdiv(-28.40249, (((log(abs(X2) * exp(log(abs(-13.863443))) - X1) - (pdiv((-41.359188 + -79.8507), (((log(abs(((-36.845703 + -40.008034) + 3.2067876)) * exp(log(abs(-9.9986315))) - ((log(abs(X2) * exp(log(abs(-41.395374))) - X1)) - (pdiv((exp(-33.18915) + (-101.64313 + -102.589195)), X1) + 115.808586))) + 73.87105)))))
28,436294,0.0009924322125842767,0.007333712608573481,37.176,(-0.7486898 + exp(pdiv(-28.345608, (((log(abs(X2) * exp(log(abs(-13.708198))) - X1) - (pdiv((-41.40103 + -79.89254), (((log(abs(((-36.846066 + -40.008396) + 3.2064233)) * exp(log(abs(-10.010126))) - ((log(abs(X2) * exp(log(abs(-41.44719))) - X1)) - (pdiv((exp(-33.18915) + (-101.64214 + -102.58821)), X1) + 115.805916))) + 73.503845)))))
29,461403,0.000992057830356456,0.01034162804681025,37.39,(-0.7488957 + exp(pdiv(-28.404545, (((log(abs(X2) * exp(log(abs(-13.342793))) - X1) - (pdiv((-58.431282 + -96.92279), (((log(abs(((-37.092503 + -40.254833) + 2.9599874)) * exp(log(abs(-16.608946))) - ((log(abs(X2) * exp(log(abs(-64.43278))) - X1)) - (pdiv((exp(-33.18915) + (-101.62196 + -102.56803)), X1) + 114.27187))) + 72.801834)))))
30,488047,0.0009919172546612482,0.014819070905854175,38.334,(-0.74896544 + exp(pdiv(-28.423868, (((log(abs(X2) * exp(log(abs(-13.406519))) - X1) - (pdiv((-58.54063 + -97.032135), (((log(abs(((-37.093796 + -40.256126) + 2.9586923)) * exp(log(abs(-16.633923))) - ((log(abs(X2) * exp(log(abs(-64.54316))) - X1)) - (pdiv((exp(-33.18915) + (-101.62488 + -102.570946)), X1) + 114.266075))) + 72.94558)))))
31,514310,0.0009913408164315897,0.012745275575150362,37.558,(-0.74947464 + exp(pdiv(-28.559301, (((log(abs(X2) * exp(log(abs(-12.726137))) - X1) - (pdiv((-88.24947 + -126.74098), (((log(abs(((-37.480946 + -40.643276) + 2.571542)) * exp(log(abs(-24.931362))) - ((log(abs(X2) * exp(log(abs(-93.48412))) - X1)) - (pdiv((exp(-33.18915) + (-102.298256 + -103.24432)), X1) + 112.33898))) + 71.72665)))))
32,539876,0.0009876928129498924,0.0020248258814851614,37.446,(-0.7474554 + exp(pdiv(-27.937952, (((log(abs(X2) * exp(log(abs(-12.358152))) - X1) - (pdiv((X2 + -93.870346), (((log(abs(X1) * exp(-36.970963)) - ((53.28509 * X2) - X1)) - (-91.86031 + 23.399923))) + 71.139755)))))
33,567100,0.000987054055736715,0.0020444876708174795,39.316,(-0.74823785 + exp(pdiv(-27.95454, (((log(abs(X2) * exp(log(abs(-12.449526))) - X1) - (pdiv((X2 + -93.88003), (((log(abs(X1) * exp(-36.970963)) - ((53.18259 * X2) - X1)) - (-91.68027 + 23.579973))) + 71.18143)))))
34,592649,0.0009868026406756978,0.002034988736631414,38.756,(-0.7482494 + exp(pdiv(-27.976091, (((log(abs(X2) * exp(log(abs(-13.161171))) - X1) - (pdiv((X2 + -94.03324), (((log(abs(X1) * exp(-36.970963)) - ((53.181023 * X2) - X1)) - (-91.676956 + 23.583284))) + 72.37106)))))
35,616763,0.000986760407094225,0.0020369356250792316,37.46,(-0.7486678 + exp(pdiv(-28.098425, (((log(abs(X2) * exp(log(abs(-13.056602))) - X1) - (pdiv((X2 + -94.06106), (((-101.72484 * exp(-36.970963)) - ((53.192345 * X2) - X1)) - (-91.69828 + 23.561956))) + 72.463326)))))
36,641088,0.0009861755931694612,0.0021280798096230285,39.038,(-0.7490139 + exp(pdiv(-28.182915, (((log(abs(X2) * exp(log(abs(-13.027467))) - X1) - (pdiv((-16.412397 + -94.07039), (((log(abs(X1) * exp(-36.970963)) - ((53.15337 * X2) - X1)) - (-91.745056 + 23.515184))) + 72.4606)))))
37,665528,0.0009860870777660877,0.002166264931069791,38.424,(-0.7490796 + exp(pdiv(-28.203268, (((log(abs(X2) * exp(log(abs(-12.572012))) - X1) - (pdiv((-19.730242 + -97.38823), (((log(abs(X1) * exp(-36.970963)) - ((53.127724 * X2) - X1)) - (-91.73868 + 23.521563))) + 71.73931)))))
38,690165,0.0009858324484752214,0.002211705303104553,38.118,(-0.74895644 + exp(pdiv(-28.149885, (((log(abs(X2) * exp(log(abs(-12.686566))) - X1) - (pdiv((-28.705223 + -97.39916), (((log(abs(X1) * exp(-36.970963)) - ((53.131725 * X2) - X1)) - (-91.798 + 23.462244))) + 71.74668)))))
39,714513,0.0009858018204107874,0.0022125621177132276,38.63,(-0.74917966 + exp(pdiv(-28.221748, (((log(abs(X2) * exp(log(abs(-12.88795))) - X1) - (pdiv((-28.99343 + -97.68737), (((log(abs(X1) * exp(-36.970963)) - ((53.110973 * X2) - X1)) - (-91.763214 + 23.497023))) + 72.21848)))))
40,739582,0.000985779347447114,0.0022235748041923692,39.25,(-0.7491309 + exp(pdiv(-28.20294, (((log(abs(X2) * exp(log(abs(-12.677243))) - X1) - (pdiv((-29.759735 + -98.453674), (((log(abs(X1) * exp(-36.970963)) - ((53.130314 * X2) - X1)) - (-91.80866 + 23.45157))) + 71.834915)))))
