-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6675,0.0019721579328775673,0.001963779834335889,7.832,pdiv(-0.66483355, (abs(((pdiv(-1.1603897, X1) * X2) - log(abs((X1 * -0.18988168)))) ^ log(abs(0.48150238)))
2,13630,0.0017537476807130904,0.0017833834951269752,8.04,(pdiv(5.6539865, (33.63678 * log(abs(X1))) * 12.41868)
3,21476,0.0012254834888921642,0.0014779878330149993,9.474,((0.57132274 + X1) - pdiv(X1, (abs(((0.1433849 * X1) - (-0.19396202 * 1.9864916))) ^ -0.28347602)))
4,31186,0.0012241875429965599,0.0014683265203663315,12.808,((0.57132274 + X1) - pdiv(X1, (abs(((0.15301019 * X1) - (-0.14259852 * 1.9814771))) ^ -0.27804187)))
5,42097,0.0012167429067639877,0.0019083842814393533,15.734,(0.25201604 + pdiv(57.478027, exp(log(abs(((-81.3585 - X1) - X1)))))
6,54682,0.0012126239682393207,0.0014330972136807243,17.78,(((0.57132274 - -1.1942959) + pdiv(X1, (abs(pdiv((13.323862 - log(abs(X1)), -0.8939052)) ^ -0.12559454))) - (abs(pdiv((-4.0868087 - log(abs(X2)), X1)) ^ log(abs(-1.3072952)))
7,65171,0.001212623897580843,0.0014330650212778177,19.38,(((0.57132274 - -1.1942959) + pdiv(X1, (abs(pdiv((13.323862 - log(abs(X1)), -0.8939052)) ^ -0.12559454))) - (abs(pdiv((-4.0862155 - log(abs(X2)), X1)) ^ log(abs(-1.3072822)))
8,75014,0.0012055824843493336,0.0014324689247764907,23.174,(((0.57132274 - X2) + pdiv(X1, (abs(pdiv((13.323862 - log(abs(X1)), -0.8939052)) ^ -0.12559454))) - (abs(pdiv((-4.0589542 - log(abs(X2)), ((0.8618222 * X1) - (-0.56172764 * 2.7731457)))) ^ log(abs(-1.3215244)))
9,82922,0.0012047598539802252,0.0014299307474826936,25.17,(((0.57132274 - X2) + pdiv(X1, (abs(pdiv((13.323862 - log(abs(X1)), -0.8939052)) ^ -0.12559454))) - (abs(pdiv((-2.923665 - log(abs(X2)), ((0.6789653 * X1) - (-0.47972816 * 2.7488298)))) ^ log(abs(-1.3232175)))
10,92007,0.0012042120863020337,0.001439924650661816,25.698,(((0.57132274 - X2) + 0.42591172) - (abs(pdiv((-2.6873841 - log(abs(X2)), ((0.68088377 * X1) - pdiv((2.2593737 - log(abs(2.0293615e6)), X1)))) ^ log(abs(-1.3181759)))
11,100316,0.0011812823931147214,0.0014000316251335178,24.816,(((0.57132274 - X2) + 0.42591172) - (abs(pdiv((-3.939579 - log(abs(X2)), ((0.7494362 * X1) - pdiv((2.5008683 - log(abs(2.0293615e6)), X2)))) ^ log(abs(-1.3341147)))
12,109023,0.0011804553314313524,0.0014013357672081417,25.978,(((0.57132274 - X2) + 0.42591172) - (abs(pdiv((-4.434773 - log(abs(X2)), ((0.84102726 * X1) - pdiv((2.5000951 - log(abs(2.0293615e6)), X2)))) ^ log(abs(-1.331065)))
13,120022,0.0011769340372496293,0.0014050289058766996,27.82,(((0.57132274 - X2) + 0.42591172) - (abs(pdiv((-10.362744 - log(abs(X2)), ((1.575182 * X1) - pdiv((-14.733466 - log(abs(2.0293615e6)), X2)))) ^ log(abs(-1.3369839)))
14,131308,0.0011695996297250598,0.0014133691401327796,29.392,(((0.57132274 - X2) + 0.42591172) - (abs(pdiv((-3.1563613 - log(abs(X2)), ((0.7844878 * X1) - pdiv((X1 - log(abs(2.0293615e6)), X2)))) ^ log(abs(-1.3435835)))
15,143661,0.001154331603007004,0.0016976546944858554,30.738,(0.2575466 - pdiv((-2.8173363 - log(abs(X2)), ((0.16011015 * X1) - (-2.0608292 * 3.0206366))))
