-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=5
----------------------------------
gen,fevals,mse_train,mse_test,avg_len,best_expr
1,6091,0.0029198312065498106,0.0045021636806710326,7.008,(abs((X2 * (-13.504709 + X1))) ^ -0.13326284)
2,11529,0.0012307171628521984,0.0014637727284187213,7.464,exp((log(abs(pdiv(X1, 5.634652)) * -0.26694158))
3,18274,0.0012307171608535675,0.0014637534793896672,8.786,exp((log(abs(pdiv(X1, 5.634615)) * -0.26693976))
4,27030,0.0012283309011961083,0.0014765314968651858,10.264,(abs(((0.3491934 - pdiv(X1, -7.1420183)) + exp(-2.3495264))) ^ -0.28554478)
5,37238,0.001224187542996604,0.0014683265935192102,13.01,(abs(((0.18859264 - pdiv(X1, -6.5355144)) + exp(-2.3648474))) ^ -0.2780419)
6,49827,0.001150583196607676,0.0013335191810376625,14.542,((1.6822257 - X2) * (abs(pdiv(-6.890664, ((2.4612958 + X1) - (((2.119957 * X2) + -3.8243263) + -6.630891)))) ^ 0.28286803))
7,64685,0.0011488344423291027,0.0013379038154801696,17.574,((1.6822257 - X2) * (abs(pdiv(-6.5357475, ((1.8570648 + X1) - (((1.8980476 * X2) + -3.2200954) + -6.02666)))) ^ 0.27827924))
8,81440,0.001122442119377589,0.0013592465483925405,18.144,(abs(pdiv(-6.885752, ((-2.1586268 + X1) - (log(abs(pdiv(((-1.3608718 + (X2 - 14.112978)) - -11.649151), 9.046254)) + -2.0109687)))) ^ 0.28251722)
9,97071,0.0011190778783711872,0.0013435105757282156,18.624,(abs(pdiv(-6.408932, ((-2.5263522 + X1) - (log(abs(pdiv(((-1.3597136 + (X2 - 14.111819)) - -11.65031), 9.005619)) + -1.6432434)))) ^ 0.2760363)
10,113152,0.0011178646961821652,0.0014066154105218252,20.242,(abs(pdiv(-6.543412, ((-0.22035141 + X1) - (log(abs(pdiv((X2 - pdiv((X2 + (((X1 + (5.446239 - -4.9525423)) * (0.07425272 + pdiv(-1.0384765, X1))) - 14.447139)), -2.747647)), 9.265762)) + pdiv(pdiv(X1, X2), 11.982985))))) ^ 0.28080356)
11,130566,0.0010709481342667374,0.0013323602548558537,22.518,((1.6822257 - X1) * (abs(pdiv(-5.604279, ((-1.9243802 + X1) - (((2.3527043 * X2) + -5.998777) + -7.623699)))) ^ pdiv(pdiv((pdiv(-5.060654, -1.3434871) + ((9.201405 * -2.2106888) - (((0.5037031 * X2) + -3.3082933) + -6.114857))), -2.8055882), 12.984267)))
12,151420,0.0010532504051674835,0.0013126943571843226,27.154,((1.6822257 - X1) * (abs(pdiv(-5.633189, ((-1.84255 + X1) - (((2.389704 * X2) + -6.080607) + -7.705529)))) ^ pdiv(pdiv((pdiv(-5.1254745, -1.0787375) + ((9.049378 * -1.4749097) - (((0.960693 * X2) + -3.3889422) + -6.195506))), -2.8526914), X2)))
13,176634,0.0010432091928204363,0.001275223933806005,31.052,((1.6822257 - X1) * (abs(pdiv(-6.3612857, ((-0.109862775 + X1) - (((3.120613 * X2) + -7.8132944) + -9.438216)))) ^ pdiv(pdiv((pdiv(-5.126823, -1.072656) + ((9.046972 * -1.4610797) - (((1.0117706 * X2) + -3.3904676) + -6.1970315))), -2.8358834), X2)))
14,204914,0.0010432075008704152,0.0012751352096439913,33.838,((1.6822257 - X1) * (abs(pdiv(-6.374718, ((-0.088626556 + X1) - (((3.1279335 * X2) + -7.834531) + -9.459453)))) ^ pdiv(pdiv((pdiv(-5.1268377, -1.0725837) + ((9.04695 * -1.4609381) - (((1.0125215 * X2) + -3.3904834) + -6.197047))), -2.8355987), X2)))
15,233828,0.00104320750087035,0.0012751352096439913,35.384,((1.6822257 - X1) * (abs(pdiv(-6.374718, ((-0.088626556 + X1) - (((3.1279335 * X2) + -7.834531) + -9.459453)))) ^ pdiv(pdiv((pdiv(-5.1268377, -1.0725837) + ((9.04695 * -1.4609381) - (((1.0125215 * X2) + -3.3904834) + -6.197047))), -2.8355987), X2)))
16,263953,0.00104320750087035,0.0012751352096439913,35.16,((1.6822257 - X1) * (abs(pdiv(-6.374718, ((-0.088626556 + X1) - (((3.1279335 * X2) + -7.834531) + -9.459453)))) ^ pdiv(pdiv((pdiv(-5.1268377, -1.0725837) + ((9.04695 * -1.4609381) - (((1.0125215 * X2) + -3.3904834) + -6.197047))), -2.8355987), X2)))
17,293395,0.0009082701316635666,0.0016285917565939869,36.214,(pdiv(-6.535512, (((-4.081058 + (-0.29398012 * 12.945367)) + 0.14747226) - pdiv(((X1 + (5.4427543 - pdiv(-6.534548, (1.175865 - (pdiv(-5.7629833, -4.578626) + X1))))) * (-0.08116166 + 0.12043339)), -2.285825))) - (abs((X2 * X2)) ^ pdiv(log(abs(1.1338246), ((2.696344 * (pdiv(X2, X1) * (-1.5842377 + pdiv(3.0309017, X1)))) + -0.30185196))))
18,321343,0.0009074011955304328,0.0016320437545165776,35.528,(pdiv(-6.535512, (((-4.081058 + (-0.29398012 * 12.945367)) + 0.14747226) - pdiv(((X1 + (5.4427543 - pdiv(-6.534548, (1.175865 - (pdiv(-5.7629833, -4.578626) + X1))))) * (-0.08116166 + 0.12043339)), -2.285825))) - (abs((X2 * X2)) ^ pdiv(log(abs(1.1192665), ((2.7011697 * (pdiv(X2, X1) * (-1.4402533 + pdiv(3.1101737, X1)))) + -0.26932508))))
19,347705,0.0009074011955304564,0.0016320437545165776,35.688,(pdiv(-6.535512, (((-4.081058 + (-0.29398012 * 12.945367)) + 0.14747226) - pdiv(((X1 + (5.4427543 - pdiv(-6.534548, (1.175865 - (pdiv(-5.7629833, -4.578626) + X1))))) * (-0.08116166 + 0.12043339)), -2.285825))) - (abs((X2 * X2)) ^ pdiv(log(abs(1.1192665), ((2.7011697 * (pdiv(X2, X1) * (-1.4402533 + pdiv(3.1101737, X1)))) + -0.26932508))))
20,372112,0.0009074011955304564,0.0016320437545165776,36.31,(pdiv(-6.535512, (((-4.081058 + (-0.29398012 * 12.945367)) + 0.14747226) - pdiv(((X1 + (5.4427543 - pdiv(-6.534548, (1.175865 - (pdiv(-5.7629833, -4.578626) + X1))))) * (-0.08116166 + 0.12043339)), -2.285825))) - (abs((X2 * X2)) ^ pdiv(log(abs(1.1192665), ((2.7011697 * (pdiv(X2, X1) * (-1.4402533 + pdiv(3.1101737, X1)))) + -0.26932508))))
21,395986,0.0008957621999957082,0.0015120282980373482,36.832,(pdiv(-6.535512, -6.4094343) - (abs(((2.9472775 * X2) + -3.4118626)) ^ pdiv(log(abs(1.3495959), ((2.7340167 * (pdiv(X2, X1) * (-2.9842882 + pdiv(1.9945612, X2)))) + -0.5565125))))
22,417594,0.0008694633697039133,0.0015704438217596425,37.62,(pdiv(-6.535512, -6.4094343) - (abs(((2.438396 * X2) + -3.7172635)) ^ pdiv(log(abs(1.3023658), ((2.7495275 * (pdiv(X2, X1) * (-2.4881752 + pdiv(2.6954842, X2)))) + -0.42613876))))
23,438029,0.0008213037784637765,0.0013626912247002027,38.68,(pdiv(2.7011697, (((-4.081058 + (-0.29398012 * 12.945367)) + 0.14747226) - pdiv(((X2 + (5.4427543 - pdiv(-6.534548, (1.175865 - (X2 * X2))))) * (4.1534986 + 4.3847237)), -2.285825))) - (abs((X2 * X2)) ^ pdiv(log(abs(1.928819), ((2.2540228 * (pdiv(X2, X1) * (-1.1050749 + ((-1.2477556 * X2) + -1.7296515)))) + -1.6103886))))
24,458077,0.0007669862421288456,0.001357250960301426,39.922,(pdiv(4.1534986, -6.4094343) - (abs(((2.0286899 * X2) + -3.9467857)) ^ pdiv(log(abs(1.1633), ((2.792187 * (pdiv(X2, X1) * (-1.6130003 + pdiv(3.4207025, X2)))) + -0.20915383))))
25,480340,0.0007005848216504622,0.001167109076968657,39.816,(pdiv(4.1534986, -6.4094343) - (abs(((2.1307487 * X2) + -3.916336)) ^ pdiv(log(abs(1.1089123), ((2.800293 * (pdiv(X2, X1) * (-1.3988785 + pdiv(3.525985, X2)))) + -0.14844635))))
26,501943,0.0005682434862930341,0.0007923920665665775,40.398,(pdiv(-2.285825, ((X2 - X1) * (-1.4907975 + pdiv(3.0795815, X1)))) - (abs(((1.7334526 * X2) + -4.067369)) ^ pdiv(log(abs(1.0750232), ((2.8053389 * (pdiv(X2, X1) * (-1.1062272 + pdiv(3.614277, X2)))) + -0.082327075))))
27,521045,0.0005216152911018802,0.0006666536189994834,40.866,(pdiv(5.4427543, (0.99989337 * X2)) - (abs(((5.542053 - pdiv(-6.5283628, (1.1737535 - (X2 * X2)))) + -3.817037)) ^ pdiv(log(abs(1.3368257), ((2.8103106 * (pdiv(X2, X1) * (-1.1056529 + pdiv(3.6396203, X2)))) + -0.07950869))))
28,540822,0.0005206619161633179,0.0006477389388902204,40.272,(pdiv(5.4427543, (0.99989337 * X2)) - (abs(((5.5334578 - pdiv(-6.490062, (1.0092391 - (X2 * X2)))) + -3.8256323)) ^ pdiv(log(abs(1.3388575), ((2.8101 * (pdiv(X2, X1) * (-1.0987483 + pdiv(3.6415784, X2)))) + -0.078078136))))
29,564362,0.00051851561022696,0.0006463599438143192,39.068,(pdiv(5.4427543, (0.99989337 * X2)) - (abs(((5.507695 - pdiv(-6.3380003, (0.36560175 - (X2 * X2)))) + -3.851395)) ^ pdiv(log(abs(1.3632703), ((2.8067515 * (pdiv(X2, X1) * (-1.093953 + pdiv(3.6405807, X2)))) + -0.07678344))))
30,589449,0.0005175910501850795,0.0006492325026028928,38.562,(pdiv(5.4427543, (0.99989337 * X2)) - (abs(((5.494872 - pdiv(-6.251428, (0.019682324 - (X2 * X2)))) + -3.864218)) ^ pdiv(log(abs(1.3792447), ((2.8043563 * (pdiv(X2, X1) * (-1.0925398 + pdiv(3.6391761, X2)))) + -0.07649187))))
31,617779,0.0005039212547880732,0.0005747867972575936,38.852,(-2.285825 - (abs(((5.4384828 - pdiv(-5.2686286, ((pdiv(X2, X1) * (5.423976 + pdiv(5.049967, X2))) - (X2 * X2)))) + -3.9206076)) ^ pdiv(log(abs(1.3678657), ((2.8070054 * (pdiv(X2, X1) * (-1.012346 + pdiv(3.6660924, X2)))) + -0.062380884))))
32,646170,0.0005035374425063138,0.0005760711615259131,37.342,(-2.285825 - (abs(((5.430789 - pdiv(-5.098783, ((pdiv(X2, X1) * (5.406463 + pdiv(5.0293126, X2))) - (X2 * X2)))) + -3.9283013)) ^ pdiv(log(abs(1.3809005), ((2.8050065 * (pdiv(X2, X1) * (-1.0132297 + pdiv(3.6643226, X2)))) + -0.06274631))))
33,673030,0.0005030308146544809,0.0005744643875864853,37.588,(-2.285825 - (abs(((5.416549 - pdiv(-4.7991266, ((pdiv(X2, X1) * (5.392896 + pdiv(4.9973254, X2))) - (X2 * X2)))) + -3.9425411)) ^ pdiv(log(abs(1.4028503), ((2.8015218 * (pdiv(X2, X1) * (-1.0127428 + pdiv(3.6617959, X2)))) + -0.06261449))))
34,700518,0.0005025566253700806,0.0005769124633510691,38.006,(-2.285825 - (abs(((5.4075913 - pdiv(-4.6151505, ((pdiv(X2, X1) * (5.4018517 + pdiv(4.9821258, X2))) - (X2 * X2)))) + -3.951499)) ^ pdiv(log(abs(1.4186256), ((2.7988274 * (pdiv(X2, X1) * (-1.0120448 + pdiv(3.659927, X2)))) + -0.06250393))))
35,730648,0.0005021687933772438,0.0005753897077022736,38.306,(-2.285825 - (abs(((5.3973713 - pdiv(-4.4049735, ((pdiv(X2, X1) * (5.4220657 + pdiv(4.967369, X2))) - (X2 * X2)))) + -3.9617188)) ^ pdiv(log(abs(1.4370251), ((2.7955725 * (pdiv(X2, X1) * (-1.0108047 + pdiv(3.6577847, X2)))) + -0.06225276))))
36,757017,0.0005018336005650147,0.000577178595779816,38.092,(-2.285825 - (abs(((5.3892784 - pdiv(-4.238884, ((pdiv(X2, X1) * (5.4462414 + pdiv(4.9578443, X2))) - (X2 * X2)))) + -3.969812)) ^ pdiv(log(abs(1.4538927), ((2.7924325 * (pdiv(X2, X1) * (-1.0100355 + pdiv(3.6555998, X2)))) + -0.062133666))))
37,783456,0.0005015135357251999,0.0005751059517160755,39.59,(-2.285825 - (abs(((5.381429 - pdiv(-4.077253, ((pdiv(X2, X1) * (5.4752827 + pdiv(4.950042, X2))) - (X2 * X2)))) + -3.9776611)) ^ pdiv(log(abs(1.4701469), ((2.7892797 * (pdiv(X2, X1) * (-1.0086707 + pdiv(3.6535723, X2)))) + -0.061855864))))
38,811574,0.0005012135234574844,0.0005757348569119011,39.872,(-2.285825 - (abs(((5.374498 - pdiv(-3.9317265, ((pdiv(X2, X1) * (5.505925 + pdiv(4.9441996, X2))) - (X2 * X2)))) + -3.9845922)) ^ pdiv(log(abs(1.4870741), ((2.7858968 * (pdiv(X2, X1) * (-1.007988 + pdiv(3.651176, X2)))) + -0.061777074))))
39,839038,0.0005009654026803397,0.0005747099163084395,39.432,(-2.285825 - (abs(((5.3681836 - pdiv(-3.8063781, ((pdiv(X2, X1) * (5.5354557 + pdiv(4.9400043, X2))) - (X2 * X2)))) + -3.9909065)) ^ pdiv(log(abs(1.5015687), ((2.7828386 * (pdiv(X2, X1) * (-1.0063142 + pdiv(3.6493068, X2)))) + -0.061393086))))
40,867538,0.0005006305979413272,0.000582487285856041,39.408,(pdiv(4.650277, X2) - (abs(((5.3739843 - pdiv(-3.9173796, ((pdiv(X2, X1) * (4.399108 + pdiv((X2 + X2), X2))) - (X2 * X2)))) + -3.985106)) ^ pdiv(log(abs(1.4958937), ((2.7841275 * (pdiv(X2, X1) * (-1.0121123 + pdiv(3.651295, X2)))) + -0.06252794))))
41,894834,0.0004974339147694702,0.0007337468655813332,39.78,(pdiv(5.4427543, ((-0.098712824 + log(abs(pdiv(X2, X1))) * X2)) - (abs(((5.4283543 - pdiv(-5.700718, ((-0.70678604 * (7.0417666 + log(abs(pdiv(X2, X1)))) - (X2 * X2)))) + -3.9307356)) ^ pdiv(log(abs(1.6156138), ((2.8059866 * (pdiv(X2, X1) * (-1.1796707 + pdiv(3.6236694, X2)))) + -0.08770994))))
42,922971,0.0004836795059878341,0.0007094241242514216,40.502,(pdiv(5.4427543, ((-0.098712824 + log(abs(pdiv(X2, X1))) * X2)) - (abs(((5.4747157 - pdiv(-5.6875343, ((-0.7312145 * (7.0451164 + log(abs(pdiv(-0.11736303, X1)))) - (X2 * X2)))) + -3.8843744)) ^ pdiv(log(abs(1.5185313), ((2.8320906 * (pdiv(X2, X1) * (-1.2014046 + pdiv(3.6372573, X2)))) + -0.09221846))))
43,949681,0.00047568111279745474,0.0006811096748896616,38.994,(pdiv(5.4427543, ((-0.098712824 + log(abs(pdiv(X2, X1))) * X2)) - (abs(((5.5134783 - pdiv(-5.6854544, ((-0.9111274 * (7.028565 + log(abs(pdiv(0.027253035, X1)))) - (X2 * X2)))) + -3.845612)) ^ pdiv(log(abs(1.4600711), ((2.842959 * (pdiv(X2, X1) * (-1.2311205 + pdiv(3.6363308, X2)))) + -0.09550208))))
44,974703,0.00045808313003278014,0.0006108261706170809,39.9,(pdiv(5.4427543, ((-0.098712824 + log(abs(pdiv(X2, X1))) * X2)) - (abs(((5.5258183 - pdiv(-5.681876, ((-0.9440098 * (7.027828 + log(abs(pdiv(0.010503796, X1)))) - (X2 * X2)))) + -3.833272)) ^ pdiv(log(abs(1.420049), ((2.850992 * (pdiv(X2, X1) * (-1.2038597 + pdiv(3.6518037, X2)))) + -0.09092316))))
45,1001444,0.0004529259804310306,0.0006114233091238407,40.4,(pdiv(5.4427543, ((-0.098712824 + log(abs(pdiv(X2, X1))) * X2)) - (abs(((5.555206 - pdiv(-5.677753, ((-0.97457254 * (7.0277553 + log(abs(pdiv(0.0046763653, X1)))) - (X2 * X2)))) + -3.8038843)) ^ pdiv(log(abs(1.3999124), ((2.8543928 * (pdiv(X2, X1) * (-1.223534 + pdiv(3.647977, X2)))) + -0.09509126))))
46,1029658,0.00044478547049321807,0.0007680704410394917,40.91,(-3.8917763 - (abs(((5.401871 - -1.1141568) + -3.9572184)) ^ pdiv(2.308327, (abs(((5.4585814 - pdiv(-4.9377575, ((pdiv(0.027371416, X2) * (X1 + pdiv(log(abs(0.8109843), pdiv(-6.5833106, -3.141291)))) - (X2 * X2)))) + -3.9005084)) ^ pdiv(log(abs(1.4781462), ((2.7881985 * (pdiv(X2, X1) * (-1.1646066 + pdiv(3.6245613, X2)))) + -0.083122864))))))
47,1058806,0.0004260831597377763,0.0005888380548142499,40.206,(pdiv(5.4427543, ((-0.098712824 + log(abs(pdiv(X2, X1))) * X2)) - (abs(((5.692261 - pdiv(-5.660943, ((-1.437387 * (7.027631 + log(abs(pdiv(0.0020821092, X1)))) - (X2 * X2)))) + -3.666829)) ^ pdiv(log(abs(1.3875952), ((2.855553 * (pdiv(X2, X1) * (-1.3832821 + pdiv(3.5929806, X2)))) + -0.12703308))))
48,1088701,0.00041132173299023993,0.0005480236901734271,40.074,(pdiv(5.4427543, ((-0.098712824 + exp(0.002562673)) * X2)) - (abs(((5.7575035 - pdiv(-5.6510663, ((-1.6803465 * (7.0277033 + log(abs(pdiv(-0.0023620387, X1)))) - (X2 * X2)))) + -3.601587)) ^ pdiv(log(abs(1.3710991), ((2.8615148 * (pdiv(X2, X1) * (-1.4354442 + pdiv(3.5816288, X2)))) + -0.13674489))))
49,1119421,0.00039642185471059374,0.0005548880923530528,40.488,(pdiv(5.4427543, ((-0.098712824 + exp(0.002562673)) * X2)) - (abs(((5.7517457 - pdiv(-5.650758, ((-1.8573259 * (7.027725 + log(abs(pdiv(-0.0031417357, X1)))) - (X2 * X2)))) + -3.6073446)) ^ pdiv(log(abs(1.3496789), ((2.8653824 * (pdiv(X2, X1) * (-1.4033127 + pdiv(3.5975974, X2)))) + -0.12500541))))
50,1150400,0.0003935544461807402,0.0005948930806350934,40.12,(pdiv(5.4427543, ((-0.098712824 + exp(0.002562673)) * X2)) - (abs(((5.750045 - pdiv(-5.6525893, ((-1.8802613 * (7.0277343 + log(abs(pdiv(-0.003565247, X1)))) - (X2 * X2)))) + -3.6090455)) ^ pdiv(log(abs(1.3918643), ((2.8588548 * (pdiv(X2, X1) * (-1.4662236 + pdiv(3.567864, X2)))) + -0.13813816))))
51,1179778,0.00038983486529411103,0.0006146566806572599,40.78,((abs(5.4427543) ^ ((-0.13813816 + log(abs(pdiv(5.507516, -3.806472))) * X2)) - (abs(((5.752472 - pdiv(-5.6497474, ((-2.16666 * (7.0277534 + log(abs(pdiv(0.0057422253, X1)))) - (X2 * X2)))) + -3.6066184)) ^ pdiv(log(abs(1.4155933), ((2.8560066 * (pdiv(X2, X1) * (-1.5156263 + pdiv(3.5481029, X2)))) + -0.14429043))))
52,1209219,0.0003871813033615232,0.0005919366813090752,40.718,(pdiv(5.4427543, (((-0.6266405 - (-5.49229 * X2)) + log(abs(pdiv(5.4427543, 5.9735155))) * 1.4155933)) - (abs(((5.8029904 - pdiv(-5.640397, ((-2.1532364 * (7.027744 + log(abs(pdiv(0.0042504207, X1)))) - (X2 * X2)))) + -3.5560997)) ^ pdiv(log(abs(1.3944695), ((2.8593812 * (pdiv(X2, X1) * (-1.53542 + pdiv(3.5423658, X2)))) + -0.14968443))))
53,1237846,0.00038635486307391214,0.0006014923513239873,39.686,(pdiv(5.8029904, ((-0.098712824 + log(abs(pdiv(log(abs(1.4364667), X1))) + 8.25992)) - (abs(((5.829637 - pdiv(-5.6357765, ((-2.14142 * (6.767183 + log(abs(pdiv(0.0048146765, X1)))) - (X2 * X2)))) + -3.5294535)) ^ pdiv(log(abs(1.4021126), ((2.8576376 * (pdiv(X2, X1) * (-1.5735753 + pdiv(3.5244634, X2)))) + -0.15824442))))
54,1269595,0.0003859642767699129,0.0006133809693496632,40.472,(pdiv(5.8029904, ((-0.098712824 + log(abs(pdiv(log(abs(1.4364667), X1))) + 8.25992)) - (abs(((5.8485255 - pdiv(-5.6312437, ((-2.2174084 * (6.7671714 + log(abs(pdiv(0.0050999885, X1)))) - (X2 * X2)))) + -3.510565)) ^ pdiv(log(abs(1.4170926), ((2.8546777 * (pdiv(X2, X1) * (-1.621268 + pdiv(3.5007744, X2)))) + -0.16738307))))
55,1299514,0.0003859535335587794,0.0006129023405405093,40.7,(pdiv(5.8029904, ((-0.098712824 + log(abs(pdiv(log(abs(1.4364667), X1))) + 8.25992)) - (abs(((5.85119 - pdiv(-5.630422, ((-2.2163498 * (6.767171 + log(abs(pdiv(0.0050248075, X1)))) - (X2 * X2)))) + -3.5079002)) ^ pdiv(log(abs(1.4150108), ((2.8550484 * (pdiv(X2, X1) * (-1.6205287 + pdiv(3.501419, X2)))) + -0.16720322))))
