Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,1663.2836,1,143012.25916314262,80333.08796443549,143012.25916314262,80333.08796443549,-1.0143841322474145e-10,-0.05007471290476673
1,powabs(7.453785, x4),3,33897.587673507296,29835.25450369295,33897.587673507296,29835.25450369295,0.7629742521703904,0.6100081908805013
2,exp(powabs(x4, 1.5316167)),4,16417.42427287321,12424.455211720982,16417.42427287321,12424.455211720982,0.8852026786332335,0.8375936171503584
3,powabs(powabs(x4, 1.5302135), x4),5,15697.952605843606,7359.775070102567,15697.952605843606,7359.775070102567,0.8902335177466962,0.9037966311315826
4,exp(powabs(x4, 1.4622403)) * x1,6,13766.434401972541,13202.48643462815,13766.434401972541,13202.48643462815,0.9037394802101211,0.8274235747216785
5,powabs(x1 + (x1 + x4), x4) - x0,9,8811.984861959947,7286.926073153551,8811.984861959947,7286.926073153551,0.9383830105585461,0.9047488774785735
6,powabs(x1 + (sqrtabs(x4) + x4), x4) - x0,10,5381.7085610665945,7638.433401091945,5381.7085610665945,7638.433401091945,0.9623689004487841,0.900154146144055
7,powabs(sqrtabs(x2) + (x1 + x4), x4) - (x0 + x0),12,4915.397088532096,9932.133658865392,4915.397088532096,9932.133658865392,0.9656295403079856,0.8701720217081396
8,powabs(x1, powabs(x1, 2.8512654)) + (powabs(x4 + x4, x4) - x0),13,3402.561302771668,3996.407242426492,3402.561302771668,3996.407242426492,0.9762079046717574,0.9477609252416714
9,((powabs(x4 + x4, x4) + sqrtabs(powabs(x1, 15.937036))) - x0) - x0,14,2615.8282298643235,4918.503240564474,2615.8282298643235,4918.503240564474,0.9817090629472146,0.9357077387521388
10,(sqrtabs(powabs(x1, 16.747421)) - sqrtabs(x0 * -820.2667)) + powabs(x4 + x4, x4),15,1249.0979887886733,1001.5389021464277,1249.0979887886733,1001.5389021464277,0.9912657977978625,0.9869083748454938
11,(sqrtabs(powabs(x1, 16.689468)) - (sqrtabs(x0 * 860.53595) - 19.614378)) + powabs(x4 + x4, x4),17,1167.4720534175058,1269.5904298023086,1167.4720534175058,1269.5904298023086,0.9918365596042775,0.9834045367872388
12,((sqrtabs(powabs(x1, 16.689468)) - (sqrtabs(x0 * 860.53595) - 19.614378)) + powabs(x4 + x4, x4)) - 0.013565381,19,1167.469876106846,1269.0770409406505,1167.469876106846,1269.0770409406505,0.991836574828921,0.9834112475545599
13,(sqrtabs(sqrtabs(powabs(x1, 33.504395))) + ((x0 - sqrtabs(x0 * 2037.9021)) + powabs(x4 + x4, x4))) + 71.7392,20,1080.3361257122542,1010.8322952099927,1080.3361257122542,1010.8322952099927,0.9924458495226662,0.9867868961708852
14,sqrtabs(sqrtabs(powabs(x1, sqrtabs(x0 - -1029.127)))) + ((104.899734 - sqrtabs(x0 * -1545.2234)) + powabs(x4 + x4, x4)),21,865.8404382272214,1205.5161889049027,865.8404382272214,1205.5161889049027,0.9939456907863589,0.9842420838281881
15,sqrtabs(sqrtabs(powabs(x1, sqrtabs(-1029.7087 - x0)) - x0)) + ((104.19467 - sqrtabs(x0 * 1543.058)) + powabs(x4 + x4, x4)),23,865.8032960430685,1193.534502806263,865.8032960430685,1193.534502806263,0.9939459504996476,0.9843987025504226
16,(((104.68853 - sqrtabs(x0 * -1543.1799)) + powabs(x4 + x4, x4)) + sqrtabs(sqrtabs(powabs(x1, sqrtabs(-1029.6105 - x0))))) + sin(x0),24,865.4547966580511,1211.1646940691012,865.4547966580511,1211.1646940691012,0.9939483873493771,0.9841682493399476
17,sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs(-970.38855 - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261))),25,793.0219908723246,1066.6352532060944,793.0219908723246,1066.6352532060944,0.9944548670471102,0.9860574672819704
18,sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs(x0 - -964.98114)))) + ((powabs(x4 + x4, x4) + (x4 - sqrtabs(x0 * -1216.4681))) + 124.66075),27,759.0056136057076,1245.1442943225738,759.0056136057076,1245.1442943225738,0.994692723420187,0.9837240846764831
19,((sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs(x0 - -965.69806)))) + powabs(x4 + x4, x4)) + (127.8381 - sqrtabs(x0 * -1216.3534))) + (x2 / x0),29,756.1317953416265,1227.945435875103,756.1317953416265,1227.945435875103,0.9947128183287017,0.983948899716016
20,((sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs(x0 - -965.69806)))) + powabs(x4 + x4, x4)) + (127.8381 - sqrtabs(x0 * -1216.3534))) + (x4 / (x1 - x0)),31,733.8928510319373,1236.945715278905,733.8928510319373,1236.945715278905,0.9948683220907014,0.9838312524793605
21,(sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs(-970.38855 - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261)))) + (sqrtabs(sqrtabs(5.21837e6 - powabs(x1, sqrtabs(-970.38855 - x0)))) / (x0 * x1)),40,725.2821290288749,1068.687240383602,725.2821290288749,1068.687240383602,0.9949285317682096,0.9860306447123306
22,(sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs(-970.38855 - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261)))) + (sqrtabs(powabs(x1, sqrtabs(-1216.0261 - x4))) / (x0 + (x0 - (x0 * -1216.0261)))),41,696.9010023463773,1053.5331754493548,696.9010023463773,1053.5331754493548,0.99512698417258,0.9862287312142738
23,(sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs(-970.38855 - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261)))) + (sqrtabs(powabs(x1, sqrtabs(-1216.0261 - sqrtabs(x4)))) / (x0 + (x4 - (x0 * -1216.0261)))),42,696.3583503405698,1053.5690754499396,696.3583503405698,1053.5690754499396,0.9951307786165602,0.9862282619470794
24,(sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs(-970.38855 - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261)))) + (sqrtabs(powabs(x1, sqrtabs(-1216.0261 - powabs(-1.3519139, 0.5432916)))) / (x0 + (x0 - (x0 * -1216.0261)))),43,696.3036007811138,1053.459008707357,696.3036007811138,1053.459008707357,0.9951311614477929,0.9862297006855375
25,(sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs((-970.38855 - x1) - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261)))) + (sqrtabs(powabs(x1, sqrtabs(-1216.0261 - x1))) / (x4 + (sqrtabs(-1216.0261) - (x0 * -1216.0261)))),44,691.2159908607398,1048.7051653543879,691.2159908607398,1048.7051653543879,0.9951667360897898,0.98629184059352
26,(sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs((-970.38855 - x1) - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261)))) + (sqrtabs(powabs(x1, sqrtabs(-1216.0261 - x1))) / (118.274864 + ((118.274864 - sqrtabs(1543.058)) - (x0 * -1216.0261)))),46,687.2489153846215,1051.8410379314485,687.2489153846215,1051.8410379314485,0.9951944754982833,0.9862508500057124
27,(sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs((-970.38855 - x1) - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261)))) + (sqrtabs(powabs(x1, sqrtabs(-1216.0261 - x1))) / (118.274864 + ((118.274864 - (x4 + x0)) - (x0 * -1216.0261)))),47,686.7715534765949,1052.4947821896242,686.7715534765949,1052.4947821896242,0.9951978134072911,0.9862423045815092
28,(sqrtabs(sqrtabs((x0 * 5.21837e6) - powabs(x1, sqrtabs((-970.38855 - x1) - x0)))) + (powabs(x4 + x4, x4) + (118.274864 - sqrtabs(x0 * -1216.0261)))) + (sqrtabs(powabs(x1, sqrtabs(-1216.0261 - x1))) / (118.274864 + ((118.274864 - sqrtabs(x0 - x0)) - (x0 * -1216.0261)))),48,686.7122500471263,1052.5494829423446,686.7122500471263,1052.5494829423446,0.9951982280810387,0.9862415895601069
