Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,1663.2836,1,143012.25916314262,80333.08796443549,143012.25916314262,80333.08796443549,-1.0143841322474145e-10,-0.05007471290476673
1,powabs(-7.453719, x4),3,33897.59023864,29826.53793618273,33897.59023864,29826.53793618273,0.7629742342339372,0.6101221295744783
2,powabs(x4 + x4, x4),5,17415.09475995564,10872.715636686233,17415.09475995564,10872.715636686233,0.8782265599912259,0.8578771955617716
3,powabs(-23.06145, x4) / exp(x2),6,13945.356205025699,13396.97901120782,13945.356205025699,13396.97901120782,0.9024883860443601,0.8248812631824479
4,(powabs(8.02075, x4) + -459.0498) - x0,7,12650.70050827777,13567.840047119189,12650.70050827777,13567.840047119189,0.9115411463073971,0.8226478515487426
5,powabs(x4, x4 + log(x4 * x1)),8,7334.262121912708,8115.956387516772,7334.262121912708,8115.956387516772,0.9487158501965202,0.8939121999475205
6,(powabs(8.553891, x4) - 4352.5137) + (x1 * 1667.6074),9,4541.500053706291,5308.683734042566,4541.500053706291,5308.683734042566,0.9682439807556203,0.9306074907714881
7,(powabs(8.553891, x4) - 4352.5137) + (x1 * (1667.6074 + 0.16915983)),11,4541.374222798611,5281.809527192919,4541.374222798611,5281.809527192919,0.9682448606166086,0.9309587772184211
8,(powabs(log(x4) * 6.091279, x4) + -3623.6484) + (x1 * 1620.2614),12,3679.029987888185,5201.785214178323,3679.029987888185,5201.785214178323,0.9742747229517961,0.9320048157766725
9,(powabs(log(x4) * (x4 + 2.1095567), x4) - 3202.5222) + (1572.3396 * x1),14,3173.900341924097,6197.87876108617,3173.900341924097,6197.87876108617,0.9778067952997974,0.9189843696342485
10,((x1 * 1569.5709) + powabs(log(powabs(log(powabs(8.045535, x4)), x4)), x4)) - 3149.2134,15,2997.879586983451,4818.812072726034,2997.879586983451,4818.812072726034,0.979037604154846,0.9370108527877082
11,(powabs(log(powabs(10.280091, x4)), x4) - 4021.8523) + (x1 * ((18529.322 / x4) + -3577.6768)),16,2274.0930854001936,5130.300092767622,2274.0930854001936,5130.300092767622,0.98409861435,0.9329392342117704
12,(powabs((-10898.999 / ((x0 * -131.55855) + -16935.15)) + 7.5738316, x4) - 2593.3528) + (x1 * 1075.8092),17,1069.7299182847657,1487.9495590567003,1069.7299182847657,1487.9495590567003,0.9925200124475135,0.9805502533808366
13,(powabs((-8950.197 / ((x0 * -37.97622) + -8915.436)) + (log(x4) * 5.1387577), x4) - 2039.966) + (1026.0887 * x1),20,933.8789785839577,1560.9676995275818,933.8789785839577,1560.9676995275818,0.9934699375833693,0.9795957960727129
14,(x1 * 1044.6444) + (powabs((-6043.682 / (((x0 + x0) * -15.228187) + -6473.877)) + (x4 * 1.8085386), x4) - 1995.4773),21,898.5429846425966,1287.9526595046555,898.5429846425966,1287.9526595046555,0.99371702125404,0.9831645147294347
15,(x1 * ((44.67222 / x0) + 1078.3282)) + (powabs((-3606.5557 / (((x0 + x0) * -20.508017) + -5477.1436)) + (x4 * 1.889228), x4) - 2089.3577),25,865.128367732376,852.2546248118382,865.128367732376,852.2546248118382,0.99395066987346,0.9888597456770584
16,(powabs((-5294.7817 / (((x0 + x0) * -10.793229) + -5565.6675)) + (log(x4) * 5.1830673), x4) - 2146.8074) + (x1 * ((58.87945 / x0) + 1065.1447)),26,860.0856114799467,1054.6633329713918,860.0856114799467,1054.6633329713918,0.9939859308803307,0.9862139583496229
17,(powabs((-8949.928 / (((x0 + x0) * -18.402344) + (x0 + -9405.953))) + (log(x4) * 5.1847563), x4) - 2150.016) + ((((63.38144 - x4) / x0) + 1064.3824) * x1),30,859.7443538397337,1043.9999178450707,859.7443538397337,1043.9999178450707,0.9939883170928292,0.9863533452804765
18,((x1 * (((x4 * 82.94886) / (x4 * x0)) + 1049.7405)) + powabs((-7036.092 / (((x0 + x0) * -1.8860934) + (x0 + -2696.3577))) + (log(x4) * x4), x4)) - 1910.3424,32,817.1908919036835,931.9200844518052,817.1908919036835,931.9200844518052,0.9942858682411669,0.9878183978740597
19,(x1 * ((1049.7405 / (x0 * (x4 * x4))) + 1049.7405)) + (powabs((-7036.092 / ((x4 + ((x0 + x0) * -1.8860934)) + (x0 + -2696.3577))) + (log(x4) * x4), x4) - 1910.3424),34,815.6214134356769,1024.8160771139735,815.6214134356769,1024.8160771139735,0.9942968426742494,0.9866041070345501
20,(powabs((-8950.2 / (((x0 + x0) * -18.652466) + -9410.0625)) + (log(x4) * 5.22274), x4) - 2156.9705) + (x1 * ((-55694.77 / (((sin(x4 * -21.560923) + 1.1523653) * -8950.2) + -18.652466)) + 1044.3633)),35,763.2217875761983,1259.171224145478,763.2217875761983,1259.171224145478,0.9946632422135017,0.9835407315317212
21,(powabs((-8950.2 / (((x0 + x0) * -18.652466) + -9410.0625)) + (log(x4) * 5.22274), x4) - 2156.9705) + (x1 * ((-55694.77 / (((sin(x4 * -21.560923) + 1.1523653) * -8950.2) + (x4 * -21.560923))) + 1044.3633)),37,762.2616156092263,1258.4344946456745,762.2616156092263,1258.4344946456745,0.9946699561272087,0.9835503616982888
22,(powabs((-8968.339 / (((x0 + x0) * -18.652466) + ((1044.3633 / x0) + -9409.865))) + (log(x4) * 5.22274), x4) - 2156.9705) + (x1 * (((x4 + (5.22274 * -9409.865)) / ((sin(x4 * -21.560923) + 1.1523653) * (10.280091 + -8968.339))) + 1044.3633)),43,743.3006431955918,1096.0652190397889,743.3006431955918,1096.0652190397889,0.9948025389737878,0.9856727732075027
23,(powabs((-8968.339 / (((x0 + x0) * -18.652466) + ((1044.3633 / (x0 + x0)) + -9409.865))) + (log(x4) * 5.22274), x4) - 2156.9705) + (x1 * (((x4 + (5.22274 * -9409.865)) / ((sin(x4 * -21.560923) + 1.1523653) * (10.280091 + -8968.339))) + 1044.3633)),45,716.8104672092925,1149.6109746948425,716.8104672092925,1149.6109746948425,0.9949877690802416,0.9849728493601629
