Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,1663.2836,1,143012.25916314262,80333.08796443549,143012.25916314262,80333.08796443549,-1.0143841322474145e-10,-0.05007471290476673
1,powabs(7.453773, x4),3,33897.58767721484,29833.66919653558,33897.58767721484,29833.66919653558,0.7629742521444658,0.6100289132378801
2,exp(powabs(1.7171429, x4)),4,17454.823190285984,3781.8159525586657,17454.823190285984,3781.8159525586657,0.8779487626152048,0.9505659573001873
3,powabs(3.9796226, powabs(-1.5745481, x4)),5,14978.181751607939,8579.518564718881,14978.181751607939,8579.518564718881,0.8952664488990361,0.8878527425997024
4,exp(powabs(1.7070373, x4)) + 277.97073,6,14511.771256011567,11264.903004190986,14511.771256011567,11264.903004190986,0.8985277811678426,0.8527507147084555
5,powabs(x4, powabs(1.5791229, x4)) + 429.70828,7,12942.60017281637,6780.953454441417,12942.60017281637,6780.953454441417,0.9095000648904871,0.9113627033104279
6,exp(powabs(1.7060598, x4)) + powabs(x1, 8.609056),8,7076.74420794059,6568.699069171237,7076.74420794059,6568.699069171237,0.9505165204013344,0.9141371884985741
7,powabs(x1, 8.630808) + powabs(x4, powabs(1.5849001, x4)),9,2070.0834953376557,4442.988322444316,2070.0834953376557,4442.988322444316,0.9855251325469506,0.9419234364649918
8,(powabs(1.8617319, powabs(1.9381361, x4)) + 1.1099523) + powabs(x1, 8.615967),11,2059.797909458951,4456.855390717267,2059.797909458951,4456.855390717267,0.9855970535552608,0.9417421729519795
9,(powabs(x1, 8.656762) + powabs(x4, powabs(1.5847002, x4))) - log(x0),12,2047.62566812228,4918.64442418949,2047.62566812228,4918.64442418949,0.9856821668274316,0.93570589326906
10,powabs(sin(1.5819794), x0) * (powabs(x1, 8.632279) + powabs(x4, powabs(1.5848998, x4))),14,1999.784039100105,4860.166491323223,1999.784039100105,4860.166491323223,0.9860166949952054,0.9364702881170832
11,(powabs(1.5848998, 1.58374 / x0) * powabs(x1, 8.630808)) + powabs(x4, powabs(1.5843589, x4)),15,1611.2342966210479,3828.430388712107,1611.2342966210479,3828.430388712107,0.9887335931463997,0.9499566362607333
12,(powabs(1.5811033, powabs(sin(x1), x0)) * powabs(x1, 8.630808)) + powabs(x4, powabs(1.5843589, x4)),16,1212.707103396118,2517.4500929650035,1212.707103396118,2517.4500929650035,0.9915202576994765,0.9670931274944563
13,(powabs(1.5811033, powabs(sin(x1), x0) / x4) * powabs(x4, powabs(-1.5831692, x4))) + powabs(x1, 8.738184),18,1094.170998810406,2084.3554759749436,1094.170998810406,2084.3554759749436,0.9923491104516207,0.9727543278431566
14,(powabs(x4, (powabs(sin(x1), x0) / x4) / x4) * powabs(x4, powabs(-1.5831692, x4))) + powabs(x1, 8.738184),20,1042.292843608337,2747.2137692518936,1042.292843608337,2747.2137692518936,0.9927118636555132,0.9640897694445365
15,(powabs(x1, (powabs(sin(x1), x0) / powabs(x1, x1)) / x1) * powabs(x4, powabs(-1.5831692, x4))) + powabs(x1, 8.738184),22,1023.1958133533955,2425.42362140254,1023.1958133533955,2425.42362140254,0.9928453978739685,0.9682960523807544
16,powabs(x1, ((powabs(sin(x1), x0) / x1) / x1) / x1) * ((powabs(x1, 8.727728) + powabs(x4, powabs(-1.5831724, x4))) - x1),24,1007.0589998326045,2590.868981993288,1007.0589998326045,2590.868981993288,0.992958233050595,0.9661334317978052
17,powabs(sqrtabs(x2), powabs(sin(powabs(1.5811033, x1)), powabs(x0, x4 / 8.741311)) / x4) * (powabs(x1, 8.727225) + powabs(x4, powabs(1.5819794, x4))),25,952.5654487971194,1980.0200822535496,952.5654487971194,1980.0200822535496,0.9933392741680481,0.9741181489209211
18,powabs(x1, powabs(sin(powabs(1.575058, x1)), powabs(x0, powabs(x1, x1) / 8.779151)) / x4) * (powabs(x1, 8.779151) + powabs(x4, powabs(1.5811033, x4))),26,870.7733121926223,1952.1390554001484,870.7733121926223,1952.1390554001484,0.9939111981212211,0.9744825960249778
19,powabs(x1, powabs(sin(powabs(1.575058, x1)), powabs(x0, powabs(x1, x1) / 8.779151)) / x4) * ((powabs(x1, 8.779151) + powabs(x4, powabs(1.5811033, x4))) + x1),28,864.2147108204659,1820.4591446444076,864.2147108204659,1820.4591446444076,0.9939570585349451,0.9762038512136664
20,sqrtabs(powabs(x4, powabs(sin(powabs(1.5811033, x1)), powabs(x0, powabs(x1, x1) / 8.779151)) / x4)) * ((powabs(x1, 8.779151) + powabs(x4, powabs(1.5811033, x4))) + x4),29,853.4373662173923,1617.3878384867435,853.4373662173923,1617.3878384867435,0.9940324181206703,0.9788582996970498
21,((powabs(sqrtabs(x2), powabs(sin(powabs(1.5811033, x1)), powabs(x0, powabs(x1, x1) / 8.779151)) / x4) * (powabs(x1, 8.779151) + powabs(x4, powabs(1.5811033, x4)))) + x1) - 1.5811033,31,850.8516615933089,1373.6780413651338,850.8516615933089,1373.6780413651338,0.9940504984211948,0.9820439545962845
22,((powabs(sqrtabs(x2), powabs(sin(powabs(1.5811033, x1)), powabs(x0, powabs(x1, x1) / 8.779151)) / x4) * (powabs(x1, 8.779151) + powabs(x4, powabs(1.5811033, x4)))) + 1.5811033) - sin(exp(x4)),33,849.985064383615,1313.4654484557132,849.985064383615,1313.4654484557132,0.9940565580220629,0.9828310240693341
23,((powabs(sqrtabs(x1 * -2.2461512), powabs(sin(powabs(1.5811033, x1)), powabs(x0, powabs(x1, x1) / 8.779151)) / x4) * (powabs(x1, 8.779151) + powabs(x4, powabs(1.5811033, x4)))) + 1.5811033) - sin(x1),34,848.9013695469935,1372.8090476754207,848.9013695469935,1372.8090476754207,0.9940641356580158,0.9820553136554513
24,((powabs(sqrtabs(x1 * -2.2461512), powabs(sin(powabs(1.5811033, x1)), powabs(x0, powabs(x1, x1) / 8.779151)) / x4) * (powabs(x1, 8.779151) + powabs(x4, powabs(1.5811033, x4)))) + x1) - powabs(1.5811033, x1),35,847.7191168239864,1433.4332077996482,847.7191168239864,1433.4332077996482,0.994072402450877,0.9812628643776926
25,powabs(x1, powabs(sin(powabs(1.5747721, x1)), powabs(powabs(x0, x1), x1 / 8.741311)) / x4) * ((powabs(x1, 8.741311) + powabs(x4, powabs(1.5815896, x4))) + powabs(powabs(x4, sin(x1 / sin(x4))), x1)),36,810.3865899902203,2089.000351149433,810.3865899902203,2089.000351149433,0.9943334466932099,0.9726936123137413
26,powabs(x1, powabs(sin(powabs(1.5747721, x1)), powabs(powabs(x0, x1), x1 / 8.741311)) / x4) * ((powabs(x1, 8.741311) + powabs(x4, powabs(1.5815896, x4))) + powabs(powabs(x1 / sin(x4), sin(x1 / sin(x4))), x1)),39,770.4864500694729,2086.9188704983203,770.4864500694729,2086.9188704983203,0.9946124447326666,0.972720820407598
27,(powabs(x1, powabs(sin(powabs(1.5805162, x1)), powabs(powabs(x0, x1) / x4, x1 / 8.741565)) / x4) * (powabs(x1, 8.741565) + powabs(x4, powabs(1.5805162, x4)))) + powabs(sin(1.5805162) / powabs(1.5805162, sin(powabs(1.5811715, powabs(1.5811715, x4)))), 8.741565),42,721.5278935695922,1897.6140866020899,721.5278935695922,1897.6140866020899,0.9949547829125636,0.975195319666102
