Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,1663.3395,1,143012.26186212877,80340.0108036149,143012.26186212877,80340.0108036149,-1.897384960258819e-08,-0.050165204862041346
1,576.8618 / x3,3,36264.664562250306,41776.06043054233,36264.664562250306,41776.06043054233,0.7464226858722673,0.4539238341950099
2,-474.33548 / (x4 + -3.992877),5,11552.479864564411,6175.189246351741,11552.479864564411,6175.189246351741,0.9192203526233532,0.9192809558389422
3,((x0 * -1.2785491) + 672.0625) / x3,7,4020.6412429585334,24166.425423310993,4020.6412429585334,24166.425423310993,0.9718860378341426,0.6841083433820908
4,(x0 / -1.4605576) - ((x0 + -669.6696) / x3),9,4007.184167793152,24449.16241837104,4007.184167793152,24449.16241837104,0.9719801351880722,0.6804125440989028
5,(x1 - ((x0 + -669.6696) / x3)) + (x0 / -1.4605576),11,4005.2012919574286,24998.357113588834,4005.2012919574286,24998.357113588834,0.9719940002640282,0.6732337404885529
6,exp(powabs(x1, x1)) - (x0 + ((x0 + -664.13007) / x3)),12,3410.4617907523293,20119.496460970244,3410.4617907523293,20119.496460970244,0.9761526612399867,0.7370078132762059
7,(exp(x4 + x4) + 177.07584) + (x4 * (powabs(x1, x4 + x1) - x0)),16,3075.3171150521725,9212.511189235043,3075.3171150521725,9212.511189235043,0.9784961293992571,0.8795785735704487
8,(((exp(x1) * (x1 * exp(sqrtabs(x4)))) - x0) * x4) + exp(x4 + x4),17,2951.318165617181,10723.744957851744,2951.318165617181,10723.744957851744,0.9793631805889464,0.8598244671876004
9,((((exp(x1) + x4) * (exp(x1) + x1)) - x0) * x4) + exp(x4 + x4),18,2838.2131248278984,12217.46823977595,2838.2131248278984,12217.46823977595,0.9801540571296193,0.840299249295813
10,(512.7459 - ((x0 / x3) - (x3 - (((-294.95297 / x1) * -8.541758) + (-796.0856 / x3))))) + 371.36755,19,2160.833611818749,11787.854306274048,2160.833611818749,11787.854306274048,0.984890570747694,0.8459149518576468
11,(512.7459 - ((x0 / x3) - (0.5281152 - ((((-294.95297 / x1) * -8.541758) + (-796.0856 / x3)) + x1)))) + 371.36755,21,2157.960827034147,11478.227557381713,2157.960827034147,11478.227557381713,0.9849106584296992,0.8499622408102971
12,(((x4 + sin(powabs(x1, x1 + x4) + x1)) * ((powabs(x1, x1 + x4) + x4) - x0)) + 158.15295) + exp(x4 + x4),27,1541.7785550643637,5857.598204800979,1541.7785550643637,5857.598204800979,0.9892192559977536,0.9234323501177877
13,exp(x4 + x4) + (94.62584 + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * ((powabs(x1, x4 + x1) + sqrtabs(-664.13007)) - x0))),28,1322.793209161131,11350.88176955474,1322.793209161131,11350.88176955474,0.9907504907828474,0.8516268424704654
14,((exp(x4 + x4) + 66.5099) + 24.22467) + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * ((powabs(x1, x4 + x1) + 24.22467) - x0)),29,1250.26485814993,9422.318262765362,1250.26485814993,9422.318262765362,0.991257638571736,0.8768360784406677
15,(exp(x4 + x4) + 103.15309) + ((x4 + sin(powabs(x1, x1 + x4) + x1)) * ((powabs(x1, x1 + x4) + sqrtabs(512.7459)) - (x0 + x1))),30,1241.2092892850533,8927.637379215805,1241.2092892850533,8927.637379215805,0.9913209587997974,0.8833023042504204
16,(94.62584 + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * ((powabs(x1, x4 + x1) + sqrtabs((x0 + 377.56247) + x0)) - x0))) + exp(x4 + x4),32,1131.5521449162886,8538.238866561032,1131.5521449162886,8538.238866561032,0.9920877262435226,0.8883923305614037
17,((exp(x4 + x4) + sqrtabs(x0)) + 94.62584) + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * (powabs(x1, x4 + x1) + (sqrtabs(x0 + 377.56247) - x0))),33,1131.018280241514,8772.399557082865,1131.018280241514,8772.399557082865,0.9920914592429029,0.885331496898665
18,exp(x4 + x4) + (94.62584 + (((x4 + sin(powabs(x1, x4 + x1) + x1)) * (powabs(x1, x4 + x1) + (sqrtabs((x0 + 377.56247) + x0) - x0))) + x1)),34,1125.9352795391924,8837.97972457232,1125.9352795391924,8837.97972457232,0.9921270016553687,0.8844742651241411
19,(exp(x4 + x4) + sqrtabs(x4)) + (94.62584 + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * (powabs(x1, x4 + x1) + (sqrtabs(x0 + (377.56247 + x0)) - x0)))),35,1125.8749758453073,8849.339605675075,1125.8749758453073,8849.339605675075,0.9921274233233729,0.8843257743317432
20,((exp(x4 + x4) + sqrtabs(sqrtabs(x0))) + 94.62584) + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * (powabs(x1, x4 + x1) + (sqrtabs((x0 + 377.56247) + x0) - x0))),36,1124.238764668773,8977.135128031437,1124.238764668773,8977.135128031437,0.99213886437875,0.8826552939624552
21,(((exp(x4 + x4) - x4) + sqrtabs(x0)) + 94.62584) + ((x4 + sin(powabs(x1, x4 + x1) + x1)) * (powabs(x1, x4 + x1) + (sqrtabs((x0 + 377.56247) + x0) - x0))),37,1124.0711498151622,9159.611374867784,1124.0711498151622,9159.611374867784,0.9921400364101172,0.8802700539901857
