id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Exp(t0) + (Log((Abs(Exp((x0 + x1))) ^ Log(Sqrt(Abs((Sin((Abs(Sqrt(Abs(x1))) ^ t1)) * t2)))))) / t3)) - ((x3 / t4) - ((Abs(Exp(Exp(((Sqrt(Abs(((Abs(t5) ^ x2) - Exp(x2)))) + x4) * t6)))) ^ Sqrt(Abs((Abs(Sqrt(Abs(x0))) ^ (x1 + t7))))) * t8))),0.6134077742109328;-0.3608345550584607;1.4279043306075618;0.2682807779180775;-1.5077912787030519;-0.2543419359472993;-0.16448003995539917;1.1778345598974271;-0.8811119560997626,48,0.15416513879278704,0.13913146792323622,0.8389507168306922,0.8698830342668341
