id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Log(Exp(((Abs(Sqrt(Abs(t0))) ^ x1) / t1))) - ((Exp(((Sin(x1) / t2) / (Abs(Exp(t3)) ^ Exp(t4)))) + ((Exp((t5 * (Abs(Exp(t6)) ^ x3))) * ((t7 - ((t8 + t9) - x4)) - t10)) * ((x0 + t11) / t12))) / (Abs(t13) ^ x0))),-0.21226390629994862;-1.7604393792365702;0.866074026083778;1.0462383273176965;0.6030363797294328;-1.148053928970916;-0.2788654360310818;0.550005023070544;-2.174244975563168;-0.4957339625834356;-1.9807212308287965;2.799475866493667;-2.3529663330131143;-1.464591080324866,48,0.1981657099084176,0.22497441445724622,0.8092468984154741,0.752469151101685
