id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((Sin(((Exp(t0) / (Abs((x2 - t1)) ^ t2)) - x1)) - ((Sin((Exp((Sqrt(Abs((Abs(t3) ^ x4))) + t4)) * t5)) + (Abs(Exp(t6)) ^ (x0 + t7))) - x3)) / (Abs((Exp(t8) / x4)) ^ Log((Abs((Sqrt(Abs(t9)) * Exp(t10))) ^ (Abs(x1) ^ t11))))) * t12),0.8486502264925858;5.543117008674882e-2;0.17845506192514934;-1.4555932637411588;0.4780865450947989;0.7985582562861506;-1.0496728190454219;0.8037294385527173;0.3713006070089648;0.9236117690240935;-2.5628130889489068e-2;-0.22903559528848255;0.6143822939683353,49,0.1590734621563333,0.18048796183874322,0.8338232154678532,0.8312060794271361
