gen,fevals_median,fevals_p5,fevals_p10,fevals_p90,fevals_p95,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
435,1680243,1369984,1464899,1852624,1883639,4.639247e-5,2.2784963e-5,2.4083876e-5,9.988039e-5,0.00025865086,8.756997e-5,4.6411704e-5,5.0651724e-5,0.00049217633,0.002635661,-821.1570434570312,-902.9262084960938,-896.5504760742188,-732.9708862304688,-623.5477294921875,-640.4219970703125,-728.8067016601562,-707.30712890625,-538.12744140625,-509.09844970703125,131.00482,70.31119,85.19565,165.78613,181.90422,49.553726,23.573715,32.41909,63.48185,73.01163,58,31,37,71,79,61.591587,60.594894,60.84074,62.327244,62.655006
436,1684385,1373262,1468280,1856829,1887988,4.639247e-5,2.2784963e-5,2.4083876e-5,9.988039e-5,0.00025865086,8.756997e-5,4.6411704e-5,5.0651724e-5,0.00049217633,0.002635661,-821.1570434570312,-902.9262084960938,-896.5504760742188,-732.9708862304688,-623.5477294921875,-640.4219970703125,-728.8067016601562,-707.30712890625,-538.12744140625,-509.09844970703125,128.94476,70.31119,85.19565,165.78613,181.90422,49.553726,23.573715,32.41909,63.48185,73.01163,57,31,37,71,79,61.591587,60.594894,60.84074,62.33351,62.655006
437,1688761,1376778,1471896,1860979,1892460,4.639247e-5,2.2894903e-5,2.4319239e-5,9.988039e-5,0.00025865086,8.8522254e-5,4.763137e-5,5.2230742e-5,0.00048702979,0.0014637765,-821.1570434570312,-902.3726806640625,-895.4320068359375,-732.9708862304688,-623.5477294921875,-640.4219970703125,-730.031005859375,-707.30712890625,-538.12744140625,-509.09844970703125,128.94476,74.334755,85.19565,165.78613,181.90422,49.508377,23.573715,32.584755,62.79044,73.01163,57,35,37,71,79,61.591587,60.619358,60.84074,62.340244,62.655006
438,1692979,1380526,1476035,1865423,1896933,4.639247e-5,2.2894903e-5,2.4319239e-5,9.3899005e-5,0.00025865086,8.8522254e-5,4.763137e-5,5.2230742e-5,0.00048702979,0.0014637765,-821.1570434570312,-902.3726806640625,-895.4320068359375,-740.0725708007812,-623.5477294921875,-640.4219970703125,-730.031005859375,-707.30712890625,-545.8317260742188,-509.09844970703125,131.00482,74.334755,85.19565,165.78613,181.90422,49.508377,23.573715,32.584755,62.79044,73.01163,57,35,37,71,79,61.593555,60.61267,60.84074,62.336876,62.655006
439,1697236,1384065,1479620,1869787,1901392,4.639247e-5,2.2894903e-5,2.4319239e-5,9.3899005e-5,0.00025865086,8.8522254e-5,4.763137e-5,5.2230742e-5,0.00048702979,0.0014637765,-821.1570434570312,-902.3726806640625,-895.4320068359375,-740.0725708007812,-623.5477294921875,-640.4219970703125,-730.031005859375,-707.30712890625,-545.8317260742188,-509.09844970703125,131.00482,74.334755,85.19565,165.78613,175.77797,49.508377,23.573715,32.584755,62.79044,73.01163,57,35,37,71,73,61.610767,60.603786,60.84074,62.336876,62.640144
440,1701602,1387358,1483608,1874362,1905604,4.639247e-5,2.2894903e-5,2.4319239e-5,9.3899005e-5,0.00025865086,8.8522254e-5,4.763137e-5,5.2230742e-5,0.00048702979,0.0014637765,-821.1570434570312,-902.3726806640625,-895.4320068359375,-740.0725708007812,-623.5477294921875,-641.9688720703125,-730.031005859375,-707.30712890625,-545.8317260742188,-509.09844970703125,128.94476,74.334755,80.59048,165.78613,175.77797,49.027683,23.573715,32.584755,62.79044,73.01163,57,33,37,71,73,61.610767,60.603786,60.84074,62.342358,62.6767
441,1705924,1390755,1487109,1878946,1910119,4.5706325e-5,2.2894903e-5,2.4319239e-5,9.3899005e-5,0.00025865086,8.756997e-5,4.763137e-5,5.2230742e-5,0.00048702979,0.0014637765,-822.87060546875,-902.3726806640625,-895.4320068359375,-740.0725708007812,-623.5477294921875,-641.9688720703125,-730.031005859375,-707.30712890625,-545.8317260742188,-509.09844970703125,131.00482,74.334755,80.59048,168.08871,175.77797,49.41329,23.573715,32.41909,62.79044,73.01163,57,33,37,71,73,61.610767,60.603786,60.84074,62.342358,62.687725
442,1709828,1393974,1490945,1883258,1914460,4.3776254e-5,2.2894903e-5,2.4319239e-5,9.3899005e-5,0.00025865086,8.756997e-5,4.763137e-5,5.2230742e-5,0.00048702979,0.0014637765,-827.832275390625,-902.3726806640625,-895.4320068359375,-740.0725708007812,-623.5477294921875,-641.9688720703125,-730.031005859375,-707.30712890625,-545.8317260742188,-509.09844970703125,131.00482,74.334755,80.59048,168.08871,177.29906,49.027683,23.573715,32.41909,62.79044,73.01163,57,33,37,71,77,61.634647,60.603786,60.84074,62.348175,62.715145
443,1714050,1397460,1494267,1887691,1918611,4.3776254e-5,2.2894903e-5,2.4319239e-5,9.988039e-5,0.00026621687,8.756997e-5,4.763137e-5,5.2230742e-5,0.0005383722,0.0014637765,-827.832275390625,-902.3726806640625,-895.4320068359375,-732.9708862304688,-620.2320556640625,-641.9688720703125,-730.031005859375,-707.30712890625,-545.8317260742188,-509.09844970703125,128.94476,71.99867,80.59048,168.08871,177.29906,48.97177,22.95385,32.160133,62.79044,73.01163,57,32,37,71,77,61.637825,60.6043,60.84074,62.36685,62.715145
444,1718541,1400726,1498063,1892232,1922991,4.3776254e-5,2.2894903e-5,2.4319239e-5,0.00010768818,0.00026621687,8.504633e-5,4.763137e-5,5.2230742e-5,0.0005383722,0.0014637765,-827.832275390625,-902.3726806640625,-895.4320068359375,-724.3153076171875,-620.2320556640625,-642.0369262695312,-730.031005859375,-707.30712890625,-551.5963134765625,-509.09844970703125,126.64218,71.99867,80.59048,168.08871,177.29906,48.823833,22.95385,31.531174,62.289368,73.01163,56,32,35,71,77,61.637825,60.614082,60.84074,62.36685,62.715145
445,1722966,1404244,1501817,1896805,1927578,4.3651933e-5,2.2894903e-5,2.4083876e-5,0.00010768818,0.00025865086,8.504633e-5,4.763137e-5,5.262837e-5,0.00048702979,0.0014637765,-828.159423828125,-902.3726806640625,-896.5504760742188,-724.3153076171875,-623.5477294921875,-642.0369262695312,-730.031005859375,-710.2628784179688,-554.838623046875,-509.09844970703125,128.94476,74.334755,80.59048,170.25056,178.91328,48.823833,23.573715,31.785873,66.13727,73.01163,56,33,37,72,80,61.637825,60.614082,60.844707,62.367367,62.737694
446,1727488,1407663,1505213,1901405,1931972,4.3651933e-5,2.2894903e-5,2.4083876e-5,0.00012703518,0.00025865086,8.756997e-5,4.763137e-5,5.262837e-5,0.00048702979,0.0014637765,-828.159423828125,-902.3726806640625,-896.5504760742188,-705.314453125,-623.5477294921875,-642.1195678710938,-730.031005859375,-710.5675659179688,-565.9464721679688,-509.09844970703125,126.64218,74.334755,80.59048,168.08871,178.91328,48.823833,23.573715,31.785873,66.13727,73.01163,56,33,37,72,80,61.641354,60.614082,60.86045,62.367367,62.776978
447,1731670,1411024,1508901,1905935,1936677,4.251596e-5,2.2968708e-5,2.4319239e-5,0.00012703518,0.00025865086,8.8522254e-5,4.763137e-5,5.262837e-5,0.00048702979,0.0014637765,-831.191650390625,-902.0025634765625,-895.4320068359375,-705.314453125,-623.5477294921875,-642.1195678710938,-730.031005859375,-710.7350463867188,-565.9464721679688,-509.09844970703125,126.64218,74.705635,80.59048,168.08871,178.91328,48.907955,25.198479,32.160133,66.13727,73.01163,56,34,37,72,80,61.64576,60.614082,60.86045,62.37077,62.776978
448,1736189,1414206,1512600,1910459,1941227,4.2345073e-5,2.2968708e-5,2.4319239e-5,0.000116015995,0.00020283896,8.756997e-5,4.763137e-5,5.262837e-5,0.0004784497,0.0014637765,-831.6548461914062,-902.0025634765625,-895.4320068359375,-715.7491455078125,-651.5004272460938,-642.1195678710938,-730.031005859375,-712.5702514648438,-565.9464721679688,-512.6292724609375,128.24747,74.705635,80.59048,170.25056,180.17241,48.907955,26.9181,32.41909,66.13727,73.01163,56,34,37,72,80,61.637825,60.614082,60.854908,62.382366,62.794323
449,1739851,1417897,1516241,1914769,1945838,4.066688e-5,2.2968708e-5,2.4319239e-5,0.000116015995,0.00020283896,8.756997e-5,4.5577395e-5,5.2230742e-5,0.0004784497,0.0014637765,-836.3052368164062,-902.0025634765625,-895.4320068359375,-715.7491455078125,-651.5004272460938,-642.1195678710938,-730.031005859375,-712.5702514648438,-565.9464721679688,-512.6292724609375,128.24747,74.705635,80.59048,170.25056,180.17241,48.907955,26.9181,32.41909,66.13727,73.01163,56,34,37,72,80,61.647537,60.637135,60.854908,62.382366,62.788258
450,1743584,1421384,1520264,1919127,1950303,4.066688e-5,2.2968708e-5,2.4319239e-5,0.000116015995,0.00020283896,8.475699e-5,4.5577395e-5,5.2230742e-5,0.0004784497,0.0014637765,-836.3052368164062,-902.0025634765625,-895.4320068359375,-715.7491455078125,-651.5004272460938,-642.1195678710938,-730.031005859375,-712.5702514648438,-565.9464721679688,-512.6292724609375,128.94476,74.705635,80.59048,170.25056,180.17241,48.907955,26.9181,32.41909,66.13727,73.01163,56,34,37,72,80,61.652172,60.637135,60.87625,62.393143,62.788258
451,1748058,1424894,1523593,1923797,1954880,4.066688e-5,2.2968708e-5,2.4319239e-5,0.000116015995,0.00020283896,8.756997e-5,4.5577395e-5,5.2230742e-5,0.0004784497,0.0014637765,-836.3052368164062,-902.0025634765625,-895.4320068359375,-715.7491455078125,-651.5004272460938,-642.1195678710938,-730.031005859375,-712.5702514648438,-565.9464721679688,-512.6292724609375,128.94476,74.705635,80.59048,170.25056,180.17241,48.823833,26.9181,32.41909,66.13727,73.01163,56,34,37,72,80,61.658604,60.6487,60.87625,62.393143,62.788258
452,1752133,1428158,1527232,1928263,1959393,4.2345073e-5,2.2968708e-5,2.4319239e-5,0.000116015995,0.00020283896,8.76019e-5,4.5577395e-5,5.262837e-5,0.00042356135,0.0014637765,-831.6548461914062,-902.0025634765625,-895.4320068359375,-715.7491455078125,-651.5004272460938,-642.1195678710938,-730.031005859375,-712.5702514648438,-565.9464721679688,-512.6292724609375,128.24747,74.705635,80.59048,168.08871,178.91328,48.458237,25.198479,32.160133,66.13727,73.01163,56,34,38,72,80,61.668568,60.64974,60.87625,62.398567,62.788258
453,1756338,1431550,1531172,1932825,1963970,4.251596e-5,2.3142115e-5,2.4319239e-5,0.000116015995,0.00020283896,8.8522254e-5,4.763137e-5,5.3621025e-5,0.00042356135,0.0014637765,-831.191650390625,-901.1375732421875,-895.4320068359375,-715.7491455078125,-651.5004272460938,-642.1195678710938,-730.031005859375,-712.6461181640625,-565.9464721679688,-512.6292724609375,125.2418,74.334755,80.59048,168.08871,178.91328,48.129887,25.198479,31.785873,66.09066,73.01163,56,33,37,72,80,61.658604,60.6618,60.86579,62.398567,62.786358
454,1760429,1435035,1534918,1937241,1968667,4.251596e-5,2.3142115e-5,2.4319239e-5,9.875611e-5,0.00020283896,8.88496e-5,4.763137e-5,5.3621025e-5,0.0004241637,0.0014637765,-831.191650390625,-901.1375732421875,-895.4320068359375,-734.272705078125,-651.5004272460938,-642.1195678710938,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,125.2418,74.334755,80.59048,170.25056,180.17241,48.129887,25.489534,31.785873,66.09066,73.01163,56,33,37,72,80,61.673805,60.662548,60.880848,62.413223,62.786358
455,1764513,1438536,1538563,1941906,1973188,4.251596e-5,2.297732e-5,2.4446468e-5,9.875611e-5,0.00020283896,8.76019e-5,4.689453e-5,5.262837e-5,0.00040477153,0.0014637765,-831.191650390625,-901.9594116210938,-894.83203125,-734.272705078125,-651.5004272460938,-642.714111328125,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,125.2418,74.334755,80.59048,168.08871,178.91328,48.129887,25.489534,31.785873,66.09066,73.01163,56,33,37,72,80,61.68223,60.662117,60.901497,62.418827,62.786358
456,1768968,1442197,1542200,1946088,1977675,4.2345073e-5,2.297732e-5,2.4446468e-5,9.875611e-5,0.00020283896,8.8522254e-5,4.689453e-5,5.262837e-5,0.00040477153,0.0014637765,-831.6548461914062,-901.9594116210938,-894.83203125,-734.272705078125,-651.5004272460938,-642.714111328125,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,125.2418,74.334755,80.59048,165.78613,177.29906,47.55663,25.489534,31.785873,66.09066,73.01163,56,33,37,71,77,61.691696,60.662117,60.901497,62.41922,62.786358
457,1772832,1445785,1546227,1950369,1982421,4.2345073e-5,2.297732e-5,2.4446468e-5,9.875611e-5,0.00020283896,8.88496e-5,4.5577395e-5,5.262837e-5,0.00040477153,0.0014637765,-831.6548461914062,-901.9594116210938,-894.83203125,-734.272705078125,-651.5004272460938,-642.714111328125,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,125.2418,74.334755,80.59048,165.78613,177.29906,47.810944,25.489534,32.160133,66.09066,73.01163,56,33,37,71,77,61.691696,60.662117,60.910904,62.420994,62.786358
458,1777184,1448934,1549674,1954604,1986889,4.2345073e-5,2.297732e-5,2.4446468e-5,9.875611e-5,0.00020283896,9.198126e-5,4.5577395e-5,5.262837e-5,0.00040477153,0.0014637765,-831.6548461914062,-901.9594116210938,-894.83203125,-734.272705078125,-651.5004272460938,-642.714111328125,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,124.33959,74.334755,80.59048,165.78613,177.29906,48.129887,25.489534,32.160133,66.09066,73.01163,56,33,37,71,77,61.691696,60.679222,60.910904,62.420994,62.786358
459,1781461,1452560,1553729,1959029,1991371,4.2345073e-5,2.297732e-5,2.4446468e-5,9.875611e-5,0.00020283896,9.198126e-5,4.5577395e-5,5.262837e-5,0.00040477153,0.0014637765,-831.6548461914062,-901.9594116210938,-894.83203125,-734.272705078125,-651.5004272460938,-642.714111328125,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,124.33959,74.334755,80.59048,165.78613,177.29906,48.129887,25.489534,32.160133,66.09066,73.01163,56,33,37,71,77,61.68418,60.679222,60.92035,62.441143,62.790977
460,1785935,1456022,1557284,1963521,1995800,4.251596e-5,2.297732e-5,2.4446468e-5,9.875611e-5,0.00020283896,9.198126e-5,4.5577395e-5,5.262837e-5,0.00040477153,0.0014637765,-831.191650390625,-901.9594116210938,-894.83203125,-734.272705078125,-651.5004272460938,-642.714111328125,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,125.2418,74.334755,80.59048,165.78613,177.29906,48.458237,25.489534,32.160133,62.289368,73.72465,56,33,37,71,77,61.695503,60.679222,60.92035,62.441143,62.77605
461,1790018,1459410,1561028,1967831,2000371,4.251596e-5,2.2968708e-5,2.4083876e-5,9.875611e-5,0.00020283896,9.4124334e-5,4.5577395e-5,5.262837e-5,0.00040477153,0.0014637765,-831.191650390625,-902.0025634765625,-896.5504760742188,-734.272705078125,-651.5004272460938,-642.714111328125,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,125.2418,74.334755,80.59048,165.78613,177.29906,48.129887,25.489534,32.160133,62.289368,73.72465,56,33,37,71,77,61.695503,60.679222,60.92035,62.44563,62.788788
462,1794079,1462891,1564711,1972161,2004665,4.251596e-5,2.2968708e-5,2.4083876e-5,9.875611e-5,0.00020283896,9.587997e-5,4.5577395e-5,5.262837e-5,0.00040477153,0.0014637765,-831.191650390625,-902.0025634765625,-896.5504760742188,-734.272705078125,-651.5004272460938,-644.0840454101562,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,126.64218,74.334755,80.59048,164.00385,177.29906,48.129887,25.489534,32.160133,62.289368,73.72465,56,33,37,71,77,61.695503,60.679222,60.91729,62.44563,62.788788
463,1798153,1466068,1568163,1976674,2009485,4.3651984e-5,2.2894903e-5,2.4083876e-5,9.875611e-5,0.00020283896,9.551662e-5,4.5577395e-5,5.262837e-5,0.00040477153,0.0014637765,-828.1592407226562,-902.3726806640625,-896.5504760742188,-734.272705078125,-651.5004272460938,-644.0840454101562,-730.031005859375,-712.6461181640625,-565.9464721679688,-524.7799072265625,126.64218,74.334755,80.59048,165.78613,177.29906,47.810944,25.489534,32.160133,62.289368,73.24927,56,33,37,71,77,61.720875,60.66126,60.92629,62.453587,62.788788
464,1802580,1469467,1571703,1980786,2014116,4.066688e-5,2.2784963e-5,2.4001092e-5,8.579915e-5,0.00020283896,9.551662e-5,4.5577395e-5,5.3621025e-5,0.0005383722,0.004457536,-836.3052368164062,-902.9262084960938,-896.9464111328125,-750.4468383789062,-651.5004272460938,-646.5436401367188,-730.031005859375,-712.6461181640625,-567.1346435546875,-524.7799072265625,128.24747,74.334755,80.59048,175.77797,178.91328,48.52049,25.489534,31.785873,66.09066,73.24927,56,33,37,72,81,61.723087,60.66126,60.92629,62.459736,62.788788
465,1806554,1472745,1575631,1985066,2018609,4.066688e-5,2.2894903e-5,2.4083876e-5,8.579915e-5,0.00020283896,9.198059e-5,4.5577395e-5,5.262837e-5,0.0004241637,0.0014637765,-836.3052368164062,-902.3726806640625,-896.5504760742188,-750.4468383789062,-651.5004272460938,-646.5436401367188,-730.031005859375,-712.6461181640625,-567.1346435546875,-524.7799072265625,128.94476,74.334755,80.59048,170.25056,178.91328,48.52049,25.489534,31.785873,66.258644,73.24927,56,33,37,72,80,61.725548,60.66126,60.92629,62.46758,62.788788
466,1810834,1476106,1578963,1989530,2022990,4.066688e-5,2.2894903e-5,2.4083876e-5,8.579915e-5,0.00020283896,8.88496e-5,4.5577395e-5,5.2276602e-5,0.00040477153,0.0006794134,-836.3052368164062,-902.3726806640625,-896.5504760742188,-750.4468383789062,-651.5004272460938,-646.5436401367188,-730.031005859375,-712.6461181640625,-567.1346435546875,-524.7799072265625,128.24747,74.334755,80.59048,170.25056,178.91328,48.52049,25.489534,31.785873,66.258644,73.24927,56,33,37,72,80,61.725548,60.671856,60.938038,62.46786,62.788788
467,1814883,1479748,1582957,1993892,2027168,4.066688e-5,2.2894903e-5,2.4083876e-5,8.566634e-5,0.00020283896,8.88496e-5,4.5577395e-5,5.2276602e-5,0.00040477153,0.0006794134,-836.3052368164062,-902.3726806640625,-896.5504760742188,-750.6249389648438,-651.5004272460938,-646.5436401367188,-730.031005859375,-713.0401611328125,-567.1346435546875,-524.7799072265625,128.24747,74.334755,80.59048,170.25056,178.91328,48.52049,25.489534,32.160133,66.50437,73.24927,56,33,37,72,80,61.739105,60.6954,60.956467,62.476566,62.788788
468,1818726,1483221,1587078,1998416,2031550,4.066688e-5,2.2894903e-5,2.4083876e-5,8.566634e-5,0.00020283896,8.88496e-5,4.5577395e-5,5.2276602e-5,0.00040477153,0.0006794134,-836.3052368164062,-902.3726806640625,-896.5504760742188,-750.6249389648438,-651.5004272460938,-646.5436401367188,-730.031005859375,-714.1752319335938,-567.1346435546875,-524.7799072265625,128.24747,74.334755,80.59048,170.25056,178.91328,48.458237,25.489534,32.160133,66.50437,73.24927,56,33,37,72,80,61.746033,60.6954,60.956467,62.476566,62.788788
469,1822846,1486394,1590762,2003054,2036040,3.966711e-5,2.2894903e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,5.0991934e-5,0.00040477153,0.0006794134,-839.1678466796875,-902.3726806640625,-896.9464111328125,-750.6249389648438,-651.5004272460938,-649.7425537109375,-730.031005859375,-714.1752319335938,-567.1346435546875,-524.7799072265625,126.64218,75.985306,92.1034,170.25056,178.91328,48.458237,25.489534,32.41909,66.50437,71.53992,56,35,39,72,80,61.728664,60.6954,60.97794,62.49263,62.8145
470,1827081,1489526,1594486,2007796,2040363,3.9988794e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.8522254e-5,4.5159046e-5,5.0991934e-5,0.0004241637,0.0014637765,-838.2388916015625,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-733.241455078125,-714.1752319335938,-567.1346435546875,-524.7799072265625,125.2418,75.985306,92.1034,170.25056,178.91328,48.129887,25.489534,32.41909,66.50437,71.53992,56,35,39,72,80,61.728664,60.737217,60.97794,62.494686,62.8145
471,1831098,1493320,1598247,2011729,2044609,4.066688e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.9148784e-5,0.0004241637,0.0014637765,-836.3052368164062,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-733.241455078125,-714.1752319335938,-567.1346435546875,-524.7799072265625,125.2418,74.705635,80.59048,165.78613,178.91328,48.129887,25.489534,32.160133,67.29746,71.53992,56,34,38,72,80,61.723167,60.737217,60.97794,62.501575,62.8145
472,1835268,1496707,1601960,2016199,2049281,4.2345044e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.9148784e-5,0.0004241637,0.0014637765,-831.6549072265625,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-733.241455078125,-714.1752319335938,-567.1346435546875,-524.7799072265625,125.2418,74.334755,80.59048,165.78613,178.91328,47.810944,25.489534,32.160133,67.29746,71.53992,56,33,37,72,80,61.723167,60.746002,60.97794,62.516026,62.8001
473,1839443,1500322,1605734,2020661,2053830,4.2345044e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005383722,0.0014637765,-831.6549072265625,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-733.241455078125,-714.1752319335938,-567.1346435546875,-524.7799072265625,125.2418,74.334755,80.59048,172.69388,178.91328,47.810944,25.489534,32.160133,66.50437,71.53992,56,33,37,72,80,61.726334,60.729538,60.978973,62.51891,62.8001
474,1843471,1503518,1609677,2025253,2058191,4.2345044e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005383722,0.0014637765,-831.6549072265625,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-733.241455078125,-714.1752319335938,-567.1346435546875,-524.7799072265625,125.2418,74.334755,80.59048,172.69388,178.91328,47.810944,25.489534,32.160133,66.50437,71.53992,56,33,37,72,80,61.74127,60.757343,60.996937,62.531815,62.796703
475,1847578,1506774,1613219,2029653,2062885,4.2345044e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005383722,0.0014637765,-831.6549072265625,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-733.241455078125,-714.1752319335938,-567.1346435546875,-524.7799072265625,125.2418,74.334755,80.59048,172.69388,178.91328,47.810944,25.489534,32.160133,66.50437,71.53992,56,33,37,72,80,61.75,60.757343,61.0105,62.54612,62.812782
476,1851993,1510348,1616818,2033841,2067416,4.066688e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005556118,0.0020815,-836.3052368164062,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-735.631103515625,-714.1752319335938,-567.1346435546875,-524.7799072265625,126.64218,74.334755,80.59048,172.69388,178.91328,47.810944,25.489534,32.160133,66.50437,72.07392,56,33,37,72,80,61.75,60.75938,61.0105,62.54612,62.812782
477,1855837,1513438,1620822,2038122,2071953,4.066688e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005556118,0.0020815,-836.3052368164062,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-735.631103515625,-714.1752319335938,-567.1346435546875,-524.7799072265625,126.64218,74.334755,80.59048,172.69388,178.91328,47.810944,25.489534,32.160133,66.50437,72.07392,56,33,37,72,80,61.75,60.75938,61.030228,62.54612,62.813465
478,1859892,1516683,1624634,2042729,2076545,4.066688e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005556118,0.0020815,-836.3052368164062,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-735.631103515625,-714.1752319335938,-567.1346435546875,-530.8858032226562,126.64218,74.705635,80.59048,172.69388,178.91328,47.810944,30.169743,32.41909,66.50437,72.07392,56,33,38,72,80,61.75,60.75938,61.041306,62.54612,62.813465
479,1864202,1519955,1628277,2047259,2081032,4.066688e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005556118,0.0020815,-836.3052368164062,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-735.631103515625,-714.1752319335938,-567.1346435546875,-530.8858032226562,126.64218,74.705635,80.59048,172.69388,178.91328,47.680267,30.169743,32.41909,66.50437,72.07392,56,33,38,72,80,61.743126,60.759533,61.04498,62.54473,62.829014
480,1868151,1523412,1631987,2051652,2085690,4.066688e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005556118,0.0020815,-836.3052368164062,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-735.631103515625,-714.1752319335938,-567.1346435546875,-530.8858032226562,126.64218,74.705635,80.59048,172.69388,178.91328,47.680267,30.169743,32.41909,66.50437,72.07392,56,33,38,72,80,61.743126,60.759533,61.04498,62.54612,62.830093
481,1872086,1526578,1635619,2056153,2090309,4.066688e-5,2.2784963e-5,2.4001092e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005556118,0.0020815,-836.3052368164062,-902.9262084960938,-896.9464111328125,-750.6249389648438,-651.5004272460938,-652.027587890625,-735.631103515625,-714.1752319335938,-567.1346435546875,-530.8858032226562,126.64218,74.705635,80.59048,172.69388,178.91328,47.680267,30.169743,32.41909,66.50437,72.07392,56,33,38,72,80,61.74959,60.759533,61.04498,62.547356,62.830093
482,1876107,1530045,1639533,2060560,2094766,3.9988794e-5,2.2784963e-5,2.4147794e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005556118,0.0020815,-838.2388916015625,-902.9262084960938,-896.2456665039062,-750.6249389648438,-651.5004272460938,-652.03271484375,-735.631103515625,-714.1752319335938,-567.1346435546875,-530.8858032226562,126.64218,75.985306,83.17766,172.69388,178.91328,47.810944,30.169743,32.56563,66.50437,72.07392,56,34,39,72,80,61.743126,60.759533,61.039658,62.547356,62.82678
483,1880356,1533440,1643236,2065157,2099197,3.966711e-5,2.2784963e-5,2.4147794e-5,8.566634e-5,0.00020283896,8.926946e-5,4.5159046e-5,4.8662878e-5,0.0005383722,0.0020815,-839.1678466796875,-902.9262084960938,-896.2456665039062,-750.6249389648438,-651.5004272460938,-653.6515502929688,-735.631103515625,-714.1752319335938,-567.1346435546875,-530.8858032226562,126.64218,75.985306,89.80082,172.69388,178.91328,47.810944,29.36878,32.41909,66.50437,72.07392,56,34,39,72,80,61.743126,60.759533,61.039658,62.546375,62.817413
