gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
11,5.435023e-5,2.3119988e-5,3.7340804e-5,6.2929386e-5,6.2929386e-5,6.1580875e-5,2.440732e-5,4.5507313e-5,0.00010078769,0.00010078769,1511.5913,-2427.3225,-633.72217,2593.6372,2593.6372,1616.3502,-2145.805,-485.9144,2709.1816,2709.1816,35,15,19,67,67
12,5.2416508e-5,2.3119988e-5,3.7340804e-5,6.134212e-5,6.134212e-5,6.0168793e-5,2.440732e-5,4.5507313e-5,9.785695e-5,9.785695e-5,1267.7007,-2427.3225,-633.72217,2393.4438,2393.4438,1429.9941,-2145.805,-485.9144,2551.4902,2551.4902,52,19,30,67,67
13,3.865327e-5,2.3119988e-5,3.6190515e-5,5.8099355e-5,5.8099355e-5,5.4654236e-5,2.440732e-5,3.5966343e-5,8.4317544e-5,8.4317544e-5,-468.1875,-2427.3225,-778.80225,1984.4497,1984.4497,-395.34454,-2145.805,-621.1713,2142.5125,2142.5125,47,19,22,67,67
14,3.7893256e-5,2.3119988e-5,3.1482272e-5,5.8076315e-5,5.8076315e-5,4.5242337e-5,2.440732e-5,3.6371675e-5,8.431583e-5,8.431583e-5,-564.04395,-2427.3225,-1372.6294,1981.544,1981.544,-451.76846,-2145.805,-1158.9833,2070.7168,2070.7168,55,22,27,67,67
15,3.60852e-5,2.2945958e-5,3.1482272e-5,5.3231357e-5,5.3231357e-5,4.4328288e-5,2.4475374e-5,3.6371675e-5,5.89646e-5,5.89646e-5,-792.08545,-2449.2717,-1372.6294,1370.4736,1370.4736,-629.59607,-2169.4534,-1193.8417,1482.6603,1482.6603,55,31,33,67,67
16,3.4801007e-5,2.2945958e-5,3.1482272e-5,4.4622997e-5,4.4622997e-5,3.812907e-5,2.4475374e-5,3.6349633e-5,0.00011819163,0.00011819163,-954.0537,-2449.2717,-1372.6294,284.74414,284.74414,-719.9606,-2169.4534,-1193.8417,491.70538,491.70538,60,37,45,72,72
17,3.3967986e-5,2.2945958e-5,3.0480927e-5,4.210844e-5,4.210844e-5,3.8376336e-5,2.4475374e-5,3.4584296e-5,0.00011819163,0.00011819163,-1059.1187,-2449.2717,-1498.9241,-32.404297,-32.404297,-767.1485,-2169.4534,-1206.4016,201.45813,201.45813,63,37,45,83,83
18,3.3504868e-5,2.3156583e-5,2.7213393e-5,4.210844e-5,4.210844e-5,3.734716e-5,2.5943567e-5,3.0781986e-5,0.00011819163,0.00011819163,-1117.5293,-2422.7068,-1911.0417,-32.404297,-32.404297,-936.29877,-2204.3408,-1635.0791,201.45813,201.45813,61,37,46,87,87
19,3.317895e-5,2.3156583e-5,2.7212487e-5,4.210844e-5,4.210844e-5,3.734716e-5,2.5943567e-5,3.080538e-5,0.00011819163,0.00011819163,-1158.6362,-2422.7068,-1911.156,-32.404297,-32.404297,-936.29877,-2204.3408,-1642.8783,201.45813,201.45813,61,35,46,80,80
20,3.293759e-5,2.2170481e-5,2.5794483e-5,4.210844e-5,4.210844e-5,3.8788105e-5,2.6722364e-5,3.05441e-5,0.00011819163,0.00011819163,-1189.0771,-2547.0789,-2090.002,-32.404297,-32.404297,-982.5969,-2406.4604,-1642.8783,193.51688,193.51688,63,35,41,95,95
21,3.059465e-5,2.2170467e-5,2.7212487e-5,4.210844e-5,4.210844e-5,3.7236387e-5,2.6722253e-5,3.080538e-5,0.00011819163,0.00011819163,-1484.581,-2547.0808,-1911.156,-32.404297,-32.404297,-1026.4264,-2410.929,-1642.8783,193.51688,193.51688,63,41,45,92,92
22,3.059465e-5,2.2170452e-5,2.579061e-5,4.210844e-5,4.210844e-5,3.7236387e-5,2.6722118e-5,3.053958e-5,0.00011819163,0.00011819163,-1484.581,-2547.0825,-2090.49,-32.404297,-32.404297,-1026.4264,-2416.6829,-1647.1058,193.51688,193.51688,60,39,45,92,92
23,3.0821073e-5,2.2170452e-5,2.5848634e-5,4.161603e-5,4.161603e-5,3.7236387e-5,2.6722118e-5,3.0798208e-5,0.000106509106,0.000106509106,-1456.0232,-2547.0825,-2083.1719,-94.50928,-94.50928,-1169.9271,-2416.6829,-1674.6469,191.80106,191.80106,67,39,45,86,86
24,2.9387358e-5,2.2170452e-5,2.4508543e-5,4.219878e-5,4.219878e-5,3.421239e-5,2.6722118e-5,2.8370176e-5,0.00011861739,0.00011861739,-1636.8503,-2547.0825,-2252.191,-21.010254,-21.010254,-1385.8116,-2416.6829,-1968.3998,184.82527,184.82527,69,39,41,88,88
25,2.938721e-5,2.185425e-5,2.2170452e-5,4.1618085e-5,4.1618085e-5,3.421239e-5,2.5590527e-5,2.6722118e-5,0.00010660129,0.00010660129,-1636.8689,-2586.9636,-2547.0825,-94.25049,-94.25049,-1386.7933,-2416.6829,-2054.7878,179.6875,179.6875,82,39,59,94,94
26,2.7721882e-5,2.185425e-5,2.2167013e-5,3.88809e-5,3.88809e-5,3.2143653e-5,2.5590527e-5,2.6722118e-5,5.4516895e-5,5.4516895e-5,-1846.9084,-2586.9636,-2547.5164,-439.47754,-439.47754,-1540.6965,-2416.6829,-2129.849,-250.43134,-250.43134,86,39,58,92,92
27,2.7721882e-5,2.0990825e-5,2.2167013e-5,3.88809e-5,3.88809e-5,3.0207546e-5,2.0583659e-5,2.6722118e-5,5.174726e-5,5.174726e-5,-1846.9084,-2695.863,-2547.5164,-439.47754,-439.47754,-1566.6615,-2416.6829,-2291.7227,-250.43134,-250.43134,83,39,58,91,91
28,2.7721882e-5,2.0990808e-5,2.2167013e-5,3.3702596e-5,3.3702596e-5,2.992679e-5,2.0582762e-5,2.407121e-5,3.614736e-5,3.614736e-5,-1846.9084,-2695.865,-2547.5164,-1092.5913,-1092.5913,-1566.6615,-2416.6829,-2294.025,-498.2328,-498.2328,85,39,63,96,96
29,2.7721882e-5,2.1208927e-5,2.2170452e-5,3.345293e-5,3.345293e-5,2.992679e-5,2.0639422e-5,2.4076739e-5,4.1324463e-5,4.1324463e-5,-1846.9084,-2668.355,-2547.0825,-1124.0801,-1124.0801,-1566.6615,-2416.6829,-2310.6062,-828.8779,-828.8779,81,39,63,92,92
30,2.6094844e-5,2.1277876e-5,2.2170452e-5,3.345293e-5,3.345293e-5,2.8509772e-5,2.4011919e-5,2.4076739e-5,4.1324463e-5,4.1324463e-5,-2052.1187,-2659.6587,-2547.0825,-1124.0801,-1124.0801,-1781.8656,-2416.6829,-2392.8323,-828.8779,-828.8779,80,39,63,88,88
31,2.6094844e-5,2.127746e-5,2.2170452e-5,3.0646555e-5,3.0646555e-5,2.8176963e-5,2.3993029e-5,2.4076739e-5,9.243833e-5,9.243833e-5,-2052.1187,-2659.7114,-2547.0825,-1478.0339,-1478.0339,-1781.8656,-2416.6829,-2395.0107,-1045.2458,-1045.2458,78,39,58,92,92
32,2.6094844e-5,2.127746e-5,2.2170452e-5,3.0646555e-5,3.0646555e-5,2.8176963e-5,2.3993029e-5,2.4076731e-5,9.243833e-5,9.243833e-5,-2052.1187,-2659.7114,-2547.0825,-1478.0339,-1478.0339,-1781.8656,-2416.6829,-2395.0107,-1045.2458,-1045.2458,78,39,63,92,92
33,2.6094844e-5,2.127746e-5,2.217117e-5,3.0646555e-5,3.0646555e-5,2.8176963e-5,2.3993029e-5,2.4076731e-5,9.155395e-5,9.155395e-5,-2052.1187,-2659.7114,-2546.992,-1478.0339,-1478.0339,-1781.8656,-2437.022,-2395.0107,-1091.52,-1091.52,74,31,60,88,88
34,2.5198751e-5,2.127746e-5,2.217117e-5,3.0311916e-5,3.0311916e-5,2.8176963e-5,2.3993029e-5,2.4076731e-5,3.5013883e-5,3.5013883e-5,-2165.1384,-2659.7114,-2546.992,-1520.2407,-1520.2407,-1845.7211,-2437.022,-2395.0107,-1180.8921,-1180.8921,76,31,60,97,97
35,2.4577801e-5,2.127746e-5,2.1813383e-5,3.0309266e-5,3.0309266e-5,2.7804472e-5,2.2740302e-5,2.3993029e-5,3.497495e-5,3.497495e-5,-2243.4558,-2659.7114,-2592.1182,-1520.5747,-1520.5747,-1866.3068,-2447.7966,-2395.0107,-1174.0631,-1174.0631,79,45,63,98,98
36,2.3538763e-5,2.076454e-5,2.127746e-5,3.0307994e-5,3.0307994e-5,2.7508459e-5,2.2740302e-5,2.378836e-5,3.4952653e-5,3.4952653e-5,-2374.5044,-2724.403,-2659.7114,-1520.7351,-1520.7351,-1901.9921,-2447.7966,-2396.2896,-1182.1174,-1182.1174,84,45,69,96,96
37,2.3538763e-5,2.076454e-5,2.155465e-5,3.108523e-5,3.108523e-5,2.7508459e-5,2.230512e-5,2.2740302e-5,3.6445894e-5,3.6445894e-5,-2374.5044,-2724.403,-2624.7507,-1422.7065,-1422.7065,-1915.767,-2447.7966,-2401.261,-1204.189,-1204.189,84,45,52,96,96
38,2.3538763e-5,2.076454e-5,2.1198835e-5,3.1084386e-5,3.1084386e-5,2.7085965e-5,2.1746122e-5,2.2740302e-5,3.64361e-5,3.64361e-5,-2374.5044,-2724.403,-2669.628,-1422.8127,-1422.8127,-1932.2766,-2447.7966,-2422.0747,-1211.7638,-1211.7638,75,45,62,96,96
39,2.3369932e-5,1.9611904e-5,2.0063526e-5,3.1084386e-5,3.1084386e-5,2.525e-5,2.1999354e-5,2.2201797e-5,3.64361e-5,3.64361e-5,-2395.7983,-2869.7795,-2812.8186,-1422.8127,-1422.8127,-2037.3118,-2533.2563,-2468.33,-1211.7638,-1211.7638,84,63,67,96,96
40,2.3369932e-5,1.9216186e-5,1.9939813e-5,3.0072048e-5,3.0072048e-5,2.4532013e-5,2.1373782e-5,2.1999354e-5,3.478136e-5,3.478136e-5,-2395.7983,-2919.6895,-2828.422,-1550.4939,-1550.4939,-2037.3118,-2548.643,-2468.33,-1303.8575,-1303.8575,84,63,69,98,98
41,2.3369932e-5,1.8989376e-5,1.9939813e-5,3.0072048e-5,3.0072048e-5,2.4532013e-5,2.14026e-5,2.1999354e-5,3.478136e-5,3.478136e-5,-2395.7983,-2948.296,-2828.422,-1550.4939,-1550.4939,-2037.3118,-2585.024,-2468.33,-1303.8575,-1303.8575,84,63,63,100,100
42,2.3168179e-5,1.8989187e-5,1.9939813e-5,3.007204e-5,3.007204e-5,2.5267249e-5,2.1402424e-5,2.1999354e-5,3.4781264e-5,3.4781264e-5,-2421.2444,-2948.3196,-2828.422,-1550.4949,-1550.4949,-2160.5718,-2601.3228,-2468.33,-1304.348,-1304.348,84,63,65,98,98
43,2.3168393e-5,1.8767589e-5,1.926423e-5,3.007204e-5,3.007204e-5,2.5267524e-5,2.0314013e-5,2.1411202e-5,3.4781264e-5,3.4781264e-5,-2421.2173,-2976.2688,-2913.63,-1550.4949,-1550.4949,-2164.3516,-2620.8987,-2589.0205,-1307.4755,-1307.4755,85,65,71,100,100
44,2.3168393e-5,1.8767589e-5,1.926423e-5,3.007204e-5,3.007204e-5,2.5232479e-5,2.0314013e-5,2.1411202e-5,3.4781264e-5,3.4781264e-5,-2421.2173,-2976.2688,-2913.63,-1550.4949,-1550.4949,-2164.3516,-2620.8987,-2589.0205,-1320.1526,-1320.1526,90,71,75,100,100
45,2.3225364e-5,1.8767589e-5,1.926423e-5,3.0227333e-5,3.0227333e-5,2.5232479e-5,2.0314725e-5,2.1411202e-5,3.487054e-5,3.487054e-5,-2414.0317,-2976.2688,-2913.63,-1530.9087,-1530.9087,-2167.6218,-2620.8987,-2589.0205,-1383.9808,-1383.9808,88,48,67,100,100
46,2.225201e-5,1.8767589e-5,1.926423e-5,3.022734e-5,3.022734e-5,2.2253971e-5,2.0314725e-5,2.1411202e-5,3.4870744e-5,3.4870744e-5,-2536.7961,-2976.2688,-2913.63,-1530.9077,-1530.9077,-2297.8494,-2620.8987,-2605.2734,-1392.3134,-1392.3134,88,47,63,100,100
47,2.1451637e-5,1.8767589e-5,1.9495055e-5,3.022734e-5,3.022734e-5,2.273028e-5,2.0314725e-5,2.1411202e-5,3.4870744e-5,3.4870744e-5,-2637.7432,-2976.2688,-2884.517,-1530.9077,-1530.9077,-2329.2012,-2620.8987,-2605.2734,-1392.3134,-1392.3134,85,47,78,100,100
48,2.1451637e-5,1.7579081e-5,1.9495055e-5,2.9263156e-5,2.9263156e-5,2.273028e-5,1.9282452e-5,2.0314725e-5,3.2988704e-5,3.2988704e-5,-2637.7432,-3126.1692,-2884.517,-1652.5154,-1652.5154,-2329.2012,-2655.253,-2605.2734,-1448.8873,-1448.8873,85,69,78,97,97
49,2.0559455e-5,1.7579081e-5,1.9495055e-5,2.9263158e-5,2.9263158e-5,2.2727423e-5,1.9282452e-5,2.0314725e-5,3.2988693e-5,3.2988693e-5,-2750.2698,-3126.1692,-2884.517,-1652.5151,-1652.5151,-2337.4124,-2655.253,-2605.2734,-1448.9559,-1448.9559,86,69,76,97,97
50,2.0559475e-5,1.7561071e-5,1.9495055e-5,2.9263158e-5,2.9263158e-5,2.2745313e-5,2.154825e-5,2.183274e-5,3.2988693e-5,3.2988693e-5,-2750.267,-3128.4407,-2884.517,-1652.5151,-1652.5151,-2354.574,-2747.5142,-2605.2734,-1448.9559,-1448.9559,86,69,76,97,97
51,2.0478778e-5,1.7561071e-5,1.9166393e-5,2.9263172e-5,2.9263172e-5,2.2745313e-5,1.9604982e-5,2.095976e-5,3.2989916e-5,3.2989916e-5,-2760.445,-3128.4407,-2925.9695,-1652.5134,-1652.5134,-2470.2754,-2747.5142,-2605.2734,-1474.5784,-1474.5784,84,59,59,99,99
52,2.0478778e-5,1.7983797e-5,1.916641e-5,2.8469298e-5,2.8469298e-5,2.2543694e-5,1.9604327e-5,2.095983e-5,2.9491253e-5,2.9491253e-5,-2760.445,-3075.1245,-2925.9673,-1752.6409,-1752.6409,-2470.2754,-2761.745,-2605.2734,-1511.0935,-1511.0935,86,59,78,99,99
53,2.0478778e-5,1.7983797e-5,1.9273493e-5,2.8832295e-5,2.8832295e-5,2.225398e-5,1.6981527e-5,2.0299836e-5,3.252339e-5,3.252339e-5,-2760.445,-3075.1245,-2912.4617,-1706.8577,-1706.8577,-2475.0557,-2761.745,-2607.1956,-1526.6146,-1526.6146,87,57,61,98,98
54,2.079258e-5,1.7983797e-5,1.9273493e-5,2.8051385e-5,2.8051385e-5,2.3287403e-5,1.6981527e-5,2.0299836e-5,3.2115262e-5,3.2115262e-5,-2720.8667,-3075.1245,-2912.4617,-1805.3501,-1805.3501,-2475.9624,-2761.745,-2617.7102,-1629.2415,-1629.2415,87,51,54,98,98
55,2.079258e-5,1.7998203e-5,1.9273493e-5,2.3939072e-5,2.3939072e-5,2.328472e-5,1.6981527e-5,2.0299836e-5,2.7585305e-5,2.7585305e-5,-2720.8667,-3073.3074,-2912.4617,-2324.0154,-2324.0154,-2491.9375,-2777.7803,-2623.0225,-2078.2708,-2078.2708,86,51,69,98,98
56,1.953312e-5,1.7998203e-5,1.9031186e-5,2.3939072e-5,2.3939072e-5,2.3379956e-5,1.6981527e-5,2.0780288e-5,2.7585305e-5,2.7585305e-5,-2879.716,-3073.3074,-2943.0225,-2324.0154,-2324.0154,-2503.687,-2777.7803,-2678.999,-2078.2708,-2078.2708,84,51,69,98,98
57,1.953312e-5,1.7998203e-5,1.9031186e-5,2.436816e-5,2.436816e-5,2.3379956e-5,1.6981527e-5,2.0780288e-5,2.7939117e-5,2.7939117e-5,-2879.716,-3073.3074,-2943.0225,-2269.8965,-2269.8965,-2507.3816,-2777.7803,-2678.999,-2115.908,-2115.908,84,46,57,97,97
58,1.9495064e-5,1.743406e-5,1.9031186e-5,2.326007e-5,2.326007e-5,2.3379956e-5,1.6981527e-5,2.0925392e-5,2.7324917e-5,2.7324917e-5,-2884.5159,-3144.46,-2943.0225,-2409.6545,-2409.6545,-2507.3816,-2820.3335,-2678.999,-2125.5837,-2125.5837,90,67,77,96,96
59,1.9464396e-5,1.743406e-5,1.9103085e-5,2.326007e-5,2.326007e-5,2.3254344e-5,1.6981527e-5,2.0925392e-5,2.7324917e-5,2.7324917e-5,-2888.3838,-3144.46,-2933.954,-2409.6545,-2409.6545,-2534.3787,-2820.3335,-2712.6257,-2125.5837,-2125.5837,90,67,68,95,95
60,1.9593539e-5,1.694221e-5,1.8784975e-5,2.326007e-5,2.326007e-5,2.2784945e-5,1.6981527e-5,1.9025645e-5,2.7324917e-5,2.7324917e-5,-2872.0957,-3206.4946,-2974.076,-2409.6545,-2409.6545,-2534.3787,-2871.2307,-2748.9248,-2125.5837,-2125.5837,88,62,67,95,95
61,1.9392533e-5,1.694221e-5,1.8784167e-5,2.2751177e-5,2.2751177e-5,2.2535547e-5,1.6981527e-5,1.9025645e-5,2.7415457e-5,2.7415457e-5,-2897.4475,-3206.4946,-2974.1777,-2473.8386,-2473.8386,-2588.5771,-2871.2307,-2753.4548,-2162.7095,-2162.7095,87,60,76,95,95
62,1.9392533e-5,1.5414047e-5,1.878429e-5,2.2973276e-5,2.2973276e-5,2.2535547e-5,1.6981527e-5,1.7081684e-5,2.6677677e-5,2.6677677e-5,-2897.4475,-3399.2341,-2974.162,-2445.8264,-2445.8264,-2588.5771,-2998.5024,-2765.1492,-2172.3052,-2172.3052,90,60,61,100,100
63,1.9273493e-5,1.5414042e-5,1.8670864e-5,2.2751177e-5,2.2751177e-5,2.218158e-5,1.6981527e-5,1.7081578e-5,2.8426428e-5,2.8426428e-5,-2912.4617,-3399.2349,-2988.4683,-2473.8386,-2473.8386,-2588.5771,-3009.6655,-2765.1492,-2172.3052,-2172.3052,87,60,84,98,98
64,1.925264e-5,1.5414116e-5,1.8670864e-5,2.2751177e-5,2.2751177e-5,2.2155775e-5,1.6981527e-5,1.7080649e-5,2.8426428e-5,2.8426428e-5,-2915.0916,-3399.2256,-2988.4683,-2473.8386,-2473.8386,-2588.5771,-3016.0928,-2765.1492,-2172.3052,-2172.3052,90,60,76,98,98
65,1.925264e-5,1.5414118e-5,1.8670864e-5,2.2750814e-5,2.2750814e-5,2.218158e-5,1.6981527e-5,1.7080374e-5,2.6642041e-5,2.6642041e-5,-2915.0916,-3399.225,-2988.4683,-2473.8845,-2473.8845,-2588.5771,-3023.6357,-2789.7688,-2176.1409,-2176.1409,90,61,69,94,94
66,1.925264e-5,1.5414125e-5,1.8370434e-5,2.2750814e-5,2.2750814e-5,2.211709e-5,1.6981527e-5,1.7082166e-5,2.6642041e-5,2.6642041e-5,-2915.0916,-3399.224,-3026.3599,-2473.8845,-2473.8845,-2588.5771,-3034.0056,-2793.4258,-2176.1409,-2176.1409,90,69,74,96,96
67,1.925264e-5,1.5414138e-5,1.8370434e-5,2.2750814e-5,2.2750814e-5,2.211709e-5,1.6981527e-5,1.7080196e-5,2.6642041e-5,2.6642041e-5,-2915.0916,-3399.2227,-3026.3599,-2473.8845,-2473.8845,-2588.5771,-3041.2031,-2793.4258,-2176.1409,-2176.1409,88,73,74,94,94
68,1.925264e-5,1.5418958e-5,1.8370434e-5,2.2750814e-5,2.2750814e-5,2.211709e-5,1.6981527e-5,1.7078724e-5,2.6642041e-5,2.6642041e-5,-2915.0916,-3398.6147,-3026.3599,-2473.8845,-2473.8845,-2588.5771,-3042.4668,-2793.4258,-2176.1409,-2176.1409,88,69,74,92,92
69,1.922381e-5,1.5418958e-5,1.8370434e-5,2.2773806e-5,2.2773806e-5,2.211709e-5,1.7078724e-5,1.893023e-5,2.8598204e-5,2.8598204e-5,-2918.728,-3398.6147,-3026.3599,-2470.9846,-2470.9846,-2617.0288,-3042.4668,-2793.4258,-2177.9937,-2177.9937,87,69,74,99,99
70,1.9284966e-5,1.5418958e-5,1.8146533e-5,2.2773806e-5,2.2773806e-5,2.187624e-5,1.7078724e-5,1.893023e-5,2.8598204e-5,2.8598204e-5,-2911.0146,-3398.6147,-3054.5994,-2470.9846,-2470.9846,-2617.0288,-3042.4668,-2807.6184,-2177.9937,-2177.9937,87,69,76,99,99
71,1.9284966e-5,1.5418958e-5,1.8388311e-5,2.2773806e-5,2.2773806e-5,2.1875328e-5,1.7078724e-5,1.893023e-5,2.8598204e-5,2.8598204e-5,-2911.0146,-3398.6147,-3024.105,-2470.9846,-2470.9846,-2617.0288,-3042.4668,-2820.9006,-2177.9937,-2177.9937,87,60,69,99,99
72,1.9284966e-5,1.5952106e-5,1.81934e-5,2.2773806e-5,2.2773806e-5,2.1917249e-5,1.576419e-5,1.893023e-5,2.8598204e-5,2.8598204e-5,-2911.0146,-3331.3713,-3048.6885,-2470.9846,-2470.9846,-2617.0288,-3056.7295,-2870.7024,-2177.9937,-2177.9937,87,58,68,99,99
73,1.921951e-5,1.5952106e-5,1.81934e-5,2.2773806e-5,2.2773806e-5,2.1917249e-5,1.576419e-5,1.893023e-5,2.8598204e-5,2.8598204e-5,-2919.2703,-3331.3713,-3048.6885,-2470.9846,-2470.9846,-2617.0288,-3056.7295,-2870.7024,-2177.9937,-2177.9937,83,58,68,99,99
74,1.9049443e-5,1.5952106e-5,1.7711587e-5,2.2773806e-5,2.2773806e-5,2.1915193e-5,1.576419e-5,1.7967415e-5,2.8598204e-5,2.8598204e-5,-2940.7197,-3331.3713,-3109.457,-2470.9846,-2470.9846,-2646.788,-3056.7295,-2872.785,-2177.9937,-2177.9937,88,58,68,99,99
75,1.9049443e-5,1.5952106e-5,1.7711587e-5,2.2773806e-5,2.2773806e-5,2.1915193e-5,1.576419e-5,1.7967415e-5,2.8598204e-5,2.8598204e-5,-2940.7197,-3331.3713,-3109.457,-2470.9846,-2470.9846,-2646.788,-3056.7295,-2872.785,-2177.9937,-2177.9937,88,58,68,99,99
76,1.9049443e-5,1.5952106e-5,1.7711596e-5,2.2773806e-5,2.2773806e-5,2.1915193e-5,1.576419e-5,1.7967415e-5,2.8598204e-5,2.8598204e-5,-2940.7197,-3331.3713,-3109.4558,-2470.9846,-2470.9846,-2646.788,-3056.7295,-2872.785,-2177.9937,-2177.9937,89,58,68,95,95
77,1.9049443e-5,1.5952106e-5,1.7711596e-5,2.277381e-5,2.277381e-5,2.0502757e-5,1.576419e-5,1.6983257e-5,2.8596423e-5,2.8596423e-5,-2940.7197,-3331.3713,-3109.4558,-2470.9841,-2470.9841,-2646.788,-3056.7295,-2872.785,-2181.4902,-2181.4902,88,58,68,94,94
78,1.9049443e-5,1.5952106e-5,1.7711604e-5,2.277385e-5,2.277385e-5,2.0500142e-5,1.576419e-5,1.6983257e-5,2.8578814e-5,2.8578814e-5,-2940.7197,-3331.3713,-3109.4548,-2470.979,-2470.979,-2648.5767,-3056.7295,-2872.872,-2182.692,-2182.692,85,58,68,96,96
79,1.9049443e-5,1.5952106e-5,1.7711598e-5,2.277385e-5,2.277385e-5,2.050146e-5,1.576419e-5,1.6983257e-5,2.8578814e-5,2.8578814e-5,-2940.7197,-3331.3713,-3109.4556,-2470.979,-2470.979,-2648.5767,-3056.7295,-2872.872,-2182.692,-2182.692,85,58,68,94,94
80,1.9049443e-5,1.5952106e-5,1.7642458e-5,2.277385e-5,2.277385e-5,2.0502768e-5,1.576419e-5,1.6983257e-5,2.8578814e-5,2.8578814e-5,-2940.7197,-3331.3713,-3118.1758,-2470.979,-2470.979,-2648.5767,-3056.7295,-2872.872,-2182.692,-2182.692,88,58,68,94,94
81,1.9049443e-5,1.5952106e-5,1.7642458e-5,2.277385e-5,2.277385e-5,2.0502755e-5,1.576419e-5,1.6983257e-5,2.8578814e-5,2.8578814e-5,-2940.7197,-3331.3713,-3118.1758,-2470.979,-2470.979,-2648.5767,-3056.7295,-2873.008,-2182.692,-2182.692,88,58,68,94,94
82,1.8796476e-5,1.5952106e-5,1.7642458e-5,2.277385e-5,2.277385e-5,2.0233698e-5,1.576419e-5,1.7967415e-5,2.8578814e-5,2.8578814e-5,-2972.6252,-3331.3713,-3118.1758,-2470.979,-2470.979,-2648.5767,-3056.7295,-2903.8948,-2182.692,-2182.692,88,66,68,97,97
83,1.8794497e-5,1.59247e-5,1.6443193e-5,2.277385e-5,2.277385e-5,1.9847232e-5,1.6412447e-5,1.8119115e-5,2.8578814e-5,2.8578814e-5,-2972.8748,-3334.8281,-3269.433,-2470.979,-2470.979,-2653.9224,-3063.5864,-2972.108,-2182.692,-2182.692,85,66,68,95,95
