gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_median,nll_p5,nll_p10,nll_p90,nll_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
25,2849.6697,2036.1796,2161.749,3688.676,3764.871,2288.353,1672.0391,1786.7489,2933.5845,3109.54,16923.166015625,16396.1171875,16489.951171875,17327.8125,17359.87109375,17183.681640625,16663.025390625,16694.091796875,17588.87890625,3.4028234663852886e38,138.38863,59.867214,66.77497,257.24307,273.83282,52.059017,17.062096,23.48122,266.92822,3.4028235e38,51,26,28,91,95,41.54016,37.104782,38.20339,45.236427,47.732944
26,2831.7393,1982.7455,2123.365,3688.676,3764.871,2277.373,1672.0391,1749.38,2932.5308,3109.54,16913.267578125,16354.419921875,16461.859375,17327.8125,17359.87109375,17171.5625,16661.984375,16694.091796875,17588.87890625,3.4028234663852886e38,138.82745,59.867214,66.77497,257.24307,273.83282,57.01478,18.68254,25.16963,230.02545,3.4028235e38,52,26,27,89,96,42.461388,38.444942,38.993477,45.984898,48.464016
27,2757.119,1982.7455,2105.5696,3636.972,3764.871,2252.4714,1662.68,1735.8861,2933.5845,3109.54,16871.396484375,16354.419921875,16448.662109375,17305.677734375,17359.87109375,17142.990234375,16595.369140625,16685.806640625,17588.87890625,3.4028234663852886e38,146.23471,59.867214,66.77497,257.24307,270.8884,55.361443,18.46408,25.205067,230.02545,3.4028235e38,54,26,27,89,94,43.397705,39.229572,40.07677,46.745266,49.073666
28,2735.5498,1982.7455,2105.5696,3636.972,3764.871,2238.848,1662.68,1735.8861,2959.6855,3109.54,16859.080078125,16354.419921875,16448.662109375,17305.677734375,17359.87109375,17108.810546875,16595.369140625,16685.806640625,17631.583984375,3.4028234663852886e38,146.20212,59.867214,69.25363,242.79123,270.80502,57.248505,21.645294,25.802706,337.47678,3.4028235e38,53,26,29,84,94,44.153004,40.109642,41.175907,47.518394,49.626793
29,2735.5498,1982.7455,2101.2676,3636.972,3764.871,2243.045,1605.6067,1694.0177,2972.6958,3109.54,16859.080078125,16354.419921875,16445.455078125,17305.677734375,17359.87109375,17099.01953125,16595.369140625,16666.9375,17616.552734375,3.4028234663852886e38,146.20212,64.607574,74.38353,257.11053,272.61163,57.01478,23.078983,28.034122,266.63132,3.4028235e38,54,26,29,84,94,45.146507,40.964844,41.913357,48.418156,50.208397
30,2721.327,1982.7455,2082.5312,3629.7847,3764.871,2218.414,1605.6067,1687.9359,2972.6958,3109.54,16850.90625,16354.419921875,16431.412109375,17302.576171875,17359.87109375,17102.29296875,16595.369140625,16670.021484375,3.4028234663852886e38,3.4028234663852886e38,154.06421,66.77497,76.73265,261.26666,272.61163,60.081123,23.078983,28.034122,3.4028235e38,3.4028235e38,57,27,31,89,97,45.823345,41.831577,42.540493,48.974228,51.06005
31,2681.0059,1982.5974,2051.8628,3607.4272,3764.871,2190.1145,1524.8464,1662.68,2917.603,3109.54,16827.501953125,16354.302734375,16408.1484375,17292.888671875,17359.87109375,17099.01953125,16580.822265625,16666.9375,3.4028234663852886e38,3.4028234663852886e38,158.34344,69.53896,82.89307,261.26666,272.61163,64.21826,23.299164,29.475767,3.4028235e38,3.4028235e38,58,28,34,89,97,46.664516,42.82267,43.208683,49.608402,51.78399
32,2644.9143,1913.9843,1993.3827,3550.3909,3710.2144,2180.3262,1504.7592,1642.7141,2917.603,3055.087,16806.248046875,16299.0771484375,16362.8095703125,17267.8984375,17336.94140625,17098.5546875,16555.65234375,16640.7265625,3.4028234663852886e38,3.4028234663852886e38,167.83302,69.53896,79.51343,244.19235,270.80502,70.38307,21.645294,29.475767,3.4028235e38,3.4028235e38,61,28,31,89,93,47.071777,43.725914,44.126247,50.472313,52.388615
33,2626.0237,1913.9843,1983.5728,3514.327,3682.9187,2180.3262,1481.4066,1642.7141,2748.5293,3055.087,16795.009765625,16299.0771484375,16355.0732421875,17251.888671875,17325.361328125,17098.5546875,16555.65234375,16628.3203125,3.4028234663852886e38,3.4028234663852886e38,165.19106,69.53896,81.24151,254.9892,273.83282,68.2117,20.90595,29.475767,3.4028235e38,3.4028235e38,60,28,31,90,98,47.72254,44.11438,44.774307,50.919827,52.53366
34,2597.824,1913.9843,1983.5728,3469.573,3682.9187,2129.8486,1504.7592,1653.1742,2743.9583,3032.009,16778.080078125,16299.0771484375,16355.0732421875,17231.79296875,17325.361328125,17056.322265625,16566.302734375,16628.3203125,3.4028234663852886e38,3.4028234663852886e38,176.02327,69.53896,82.89307,261.26666,280.48813,70.38307,19.929882,29.475767,3.4028235e38,3.4028235e38,64,29,36,91,98,48.33531,44.61882,45.495296,51.450783,53.10585
35,2577.345,1883.0516,1982.5974,3469.573,3682.9187,2110.7102,1475.6786,1653.1742,2743.9583,3032.009,16765.669921875,16273.5283203125,16354.302734375,17231.79296875,17325.361328125,17089.20703125,16548.8359375,16595.369140625,3.4028234663852886e38,3.4028234663852886e38,176.02327,69.53896,81.24151,261.26666,281.59885,81.69924,19.929882,29.889038,3.4028235e38,3.4028235e38,65,29,35,93,98,48.96965,45.282406,46.22258,52.03506,53.296295
36,2535.706,1850.6624,1982.5974,3445.099,3636.972,2110.7102,1475.6786,1645.7606,2748.5293,2916.3027,16740.1328125,16246.32421875,16354.302734375,17220.693359375,17305.677734375,17049.064453125,16555.65234375,16595.369140625,17665.833984375,3.4028234663852886e38,175.65923,74.38353,97.46808,261.26666,280.48813,75.91811,19.929882,29.595207,297.09695,3.4028235e38,65,29,36,93,98,49.477654,45.791542,46.880775,52.439644,53.69125
37,2522.5352,1691.9863,1929.9525,3445.099,3636.972,2090.8035,1362.5216,1564.0961,2748.5293,3019.2036,16731.96484375,16105.7685546875,16312.1044921875,17220.693359375,17305.677734375,17056.322265625,16469.083984375,16595.369140625,3.4028234663852886e38,3.4028234663852886e38,179.4559,74.38353,97.46808,270.8884,281.59885,75.91811,19.929882,29.889038,3.4028235e38,3.4028235e38,65,29,36,93,98,50.128895,46.21037,47.41185,52.827232,54.0504
38,2519.2227,1672.012,1929.9525,3416.0388,3619.2327,2030.3842,1362.5216,1564.0961,2743.9583,3032.009,16729.90625,16087.146484375,16312.1044921875,17207.412109375,17298.009765625,17053.35546875,16514.888671875,16595.369140625,3.4028234663852886e38,3.4028234663852886e38,191.38853,78.533455,106.85098,272.61163,279.7217,79.73276,20.974884,29.889038,3.4028235e38,3.4028235e38,68,29,39,93,98,50.52507,46.6807,47.998577,53.43185,54.291527
39,2506.997,1672.012,1929.9525,3357.546,3619.2327,2030.3842,1362.5216,1512.2667,2748.5293,3032.009,16722.27734375,16087.146484375,16312.1044921875,17180.330078125,17298.009765625,17049.064453125,16514.888671875,16595.369140625,3.4028234663852886e38,3.4028234663852886e38,195.29024,78.533455,110.29282,271.69495,277.6549,89.43274,20.974884,29.919716,3.4028235e38,3.4028235e38,71,29,43,93,98,51.010574,47.24576,48.484806,53.825256,54.67458
40,2506.997,1651.8085,1919.249,3357.546,3607.4272,2016.146,1362.5216,1512.2667,2703.3079,2785.8513,16722.27734375,16068.083984375,16303.384765625,17180.330078125,17292.888671875,17053.35546875,16483.630859375,16570.845703125,3.4028234663852886e38,3.4028234663852886e38,199.43565,74.38353,111.8208,273.83282,279.7217,88.78297,20.974884,29.919716,3.4028235e38,3.4028235e38,72,29,43,94,99,51.36024,47.63978,48.963165,54.16416,55.078403
41,2473.9404,1651.8085,1919.249,3332.8179,3535.0486,2014.9685,1362.5216,1512.2667,2652.2078,2752.361,16701.46484375,16068.083984375,16303.384765625,17168.73828125,17261.107421875,17053.35546875,16483.630859375,16566.302734375,3.4028234663852886e38,3.4028234663852886e38,203.99136,92.33818,116.79061,273.83282,277.6549,96.2838,20.974884,29.475767,3.4028235e38,3.4028235e38,74,36,45,95,98,51.73862,48.10944,49.3311,54.440594,55.162823
42,2444.2314,1595.5979,1919.249,3296.768,3535.0486,2012.3002,1355.7631,1504.7592,2640.5103,2752.361,16682.521484375,16013.7978515625,16303.384765625,17151.685546875,17261.107421875,16995.853515625,16482.0078125,16566.302734375,3.4028234663852886e38,3.4028234663852886e38,203.10376,86.65761,111.8208,271.69495,277.6549,89.43274,19.816984,29.026667,3.4028235e38,3.4028235e38,74,32,43,94,98,52.090446,48.79735,49.836388,54.664215,55.366936
43,2415.5493,1595.5979,1919.249,3290.297,3514.327,1977.1986,1355.7631,1504.7592,2641.1162,2769.5442,16664.01171875,16013.7978515625,16303.384765625,17148.60546875,17251.888671875,17020.083984375,16482.0078125,16566.302734375,3.4028234663852886e38,3.4028234663852886e38,203.99136,79.51343,99.39626,273.83282,277.6549,88.78297,20.587255,29.475767,3.4028235e38,3.4028235e38,74,31,40,93,99,52.589264,49.284416,50.275066,54.98549,55.494022
44,2415.5493,1595.5979,1919.249,3270.249,3514.327,1975.5707,1355.7631,1504.7592,2641.1162,2769.5442,16664.01171875,16013.7978515625,16303.384765625,17139.021484375,17251.888671875,16991.208984375,16482.0078125,16570.845703125,3.4028234663852886e38,3.4028234663852886e38,203.10376,79.51343,99.39626,273.83282,286.1468,91.78603,20.31425,29.3791,3.4028235e38,3.4028235e38,74,31,40,94,99,52.954544,49.55527,50.52863,55.13101,55.680756
45,2387.8127,1566.8702,1803.1995,3270.249,3448.014,1968.9816,1285.9059,1395.7338,2641.1162,2769.5442,16645.904296875,15985.310546875,16205.5849609375,17139.021484375,17222.01953125,17000.990234375,16440.77734375,16525.115234375,3.4028234663852886e38,3.4028234663852886e38,205.19595,86.65761,110.29282,273.83282,283.32132,91.13696,24.683662,29.475767,3.4028235e38,3.4028235e38,74,32,41,94,99,53.249706,50.076923,50.914585,55.304447,55.84485
46,2387.8127,1566.8702,1763.1036,3223.2917,3447.81,1968.9816,1285.9059,1355.7631,2582.3965,2755.4895,16645.904296875,15985.310546875,16170.3251953125,17116.34375,17221.927734375,17000.990234375,16396.7109375,16532.708984375,3.4028234663852886e38,3.4028234663852886e38,213.88751,79.51343,95.006065,273.83282,283.32132,101.49158,21.239288,29.026667,3.4028235e38,3.4028235e38,75,31,36,95,100,53.471592,50.516685,51.457977,55.639324,55.990967
47,2378.2903,1566.8702,1761.4363,3209.0872,3357.546,1974.6566,1285.9059,1355.7631,2582.3965,2755.4895,16639.638671875,15985.310546875,16168.8427734375,17109.41796875,17180.330078125,16991.208984375,16396.7109375,16553.498046875,3.4028234663852886e38,3.4028234663852886e38,213.88751,76.94848,92.33818,273.83282,288.46545,101.49158,19.816984,26.763332,3.4028235e38,3.4028235e38,75,30,35,99,100,53.805847,50.810513,51.757504,55.94649,56.131607
48,2378.2903,1566.8702,1761.4363,3209.0872,3307.0332,1974.6566,1285.9059,1355.7631,2486.9456,2754.7869,16639.638671875,15985.310546875,16168.8427734375,17109.41796875,17156.560546875,16991.240234375,16396.7109375,16522.626953125,3.4028234663852886e38,3.4028234663852886e38,218.15742,81.810776,110.29282,271.69495,288.46545,112.39697,21.239288,26.763332,3.4028235e38,3.4028235e38,80,31,42,98,100,53.947006,51.17167,51.94052,56.202354,56.329906
49,2345.1606,1566.8702,1761.4363,3130.5825,3307.0332,1972.0522,1285.9059,1355.7631,2486.9456,2754.7869,16617.642578125,15985.310546875,16168.8427734375,17070.583984375,17156.560546875,16977.162109375,16396.7109375,16522.626953125,3.4028234663852886e38,3.4028234663852886e38,218.02069,79.51701,91.49543,271.71368,288.46545,104.47572,19.816984,26.763332,3.4028235e38,3.4028235e38,80,31,34,98,100,54.36626,51.541912,52.155827,56.373814,56.666668
50,2345.1606,1566.8702,1682.816,3130.5825,3298.9229,1968.6038,1285.9059,1355.7631,2462.217,2772.4407,16617.642578125,15985.310546875,16097.2470703125,17070.583984375,17152.7109375,16965.537109375,16396.7109375,16515.357421875,3.4028234663852886e38,3.4028234663852886e38,216.4027,76.94848,89.72795,273.83282,288.46545,94.85717,19.816984,26.763332,3.4028235e38,3.4028235e38,77,30,33,98,100,54.501686,51.83972,52.376812,56.518288,56.78384
51,2326.5486,1566.8702,1682.816,3064.935,3298.9229,1930.8157,1285.9059,1355.7631,2462.3674,2772.4407,16605.1484375,15985.310546875,16097.2470703125,17037.353515625,17152.7109375,16959.9765625,16396.7109375,16515.357421875,3.4028234663852886e38,3.4028234663852886e38,218.02069,79.51701,91.49543,277.25888,288.55502,94.85717,19.816984,29.3791,3.4028235e38,3.4028235e38,78,31,34,98,100,54.734066,52.033447,52.782978,56.612835,57.04837
52,2318.0955,1566.8702,1682.816,3064.935,3298.9229,1941.166,1288.4802,1355.7631,2462.217,2716.965,16599.44140625,15985.310546875,16097.2470703125,17037.353515625,17152.7109375,16959.9765625,16373.1005859375,16469.083984375,3.4028234663852886e38,3.4028234663852886e38,218.02069,79.51701,110.29282,274.58533,288.55502,94.85717,22.959234,31.151245,3.4028235e38,3.4028235e38,77,31,43,96,100,55.004402,52.450512,52.994102,56.68923,57.20317
53,2318.0955,1566.8702,1682.816,3033.2097,3234.6353,1930.8157,1288.4802,1355.7631,2439.8406,2632.6194,16599.44140625,15985.310546875,16097.2470703125,17021.037109375,17121.853515625,16953.978515625,16373.1005859375,16469.083984375,3.4028234663852886e38,3.4028234663852886e38,216.4027,81.810776,116.11852,273.83282,288.55502,94.85717,22.959234,34.81136,3.4028235e38,3.4028235e38,80,31,44,96,100,55.260128,52.78507,53.352024,56.92352,57.40628
54,2308.1775,1566.8702,1682.816,3006.4639,3234.6353,1928.691,1288.4802,1355.7631,2424.8276,2632.6194,16592.716796875,15985.310546875,16097.2470703125,17007.15234375,17121.853515625,16923.431640625,16373.1005859375,16466.99609375,3.4028234663852886e38,3.4028234663852886e38,212.491,74.38353,94.26801,273.83282,289.03717,94.13876,20.18797,29.3791,3.4028235e38,3.4028235e38,75,29,34,98,100,55.477837,53.10907,53.65302,57.125603,57.592094
55,2274.484,1566.8702,1682.816,2995.1604,3234.6353,1879.6355,1288.4802,1355.7631,2424.8276,2632.6194,16569.66015625,15985.310546875,16097.2470703125,17001.244140625,17121.853515625,16921.431640625,16373.1005859375,16466.99609375,3.4028234663852886e38,3.4028234663852886e38,209.65779,74.38353,94.78175,273.83282,289.03717,92.54768,22.959234,33.841885,3.4028235e38,3.4028235e38,75,29,35,95,100,55.644104,53.377316,53.905872,57.290787,57.696068
56,2274.484,1546.2512,1681.9691,2957.2405,3220.3833,1882.4287,1248.7925,1348.0562,2424.8276,2632.6194,16569.66015625,15964.5380859375,16096.4580078125,16981.265625,17114.927734375,16921.431640625,16373.1005859375,16469.083984375,3.4028234663852886e38,3.4028234663852886e38,213.76364,74.38353,94.78175,280.36606,289.03717,92.54768,22.57741,33.841885,3.4028235e38,3.4028235e38,75,29,35,97,100,55.845917,53.692955,54.088146,57.42897,57.869606
57,2274.484,1513.2479,1614.1835,2957.2405,3220.3833,1882.4287,1248.7925,1340.519,2418.435,2632.6194,16569.66015625,15930.7080078125,16031.955078125,16981.265625,17114.927734375,16912.462890625,16362.5478515625,16469.083984375,3.4028234663852886e38,3.4028234663852886e38,213.76364,79.51343,113.47946,278.6031,288.55502,92.54768,25.093534,34.880173,3.4028235e38,3.4028235e38,75,31,43,97,98,56.026287,53.95672,54.364822,57.563328,58.068504
58,2274.484,1513.2479,1614.1835,2957.2405,3205.9622,1882.4287,1248.7925,1340.519,2418.435,2632.6194,16569.66015625,15930.7080078125,16031.955078125,16981.265625,17107.890625,16884.916015625,16293.626953125,16442.33203125,3.4028234663852886e38,3.4028234663852886e38,209.65779,81.810776,115.42272,276.77725,288.46545,92.08539,28.648277,35.607952,3.4028235e38,3.4028235e38,75,31,44,97,99,56.15762,54.189617,54.589233,57.696712,58.189766
59,2262.4739,1513.2479,1614.1835,2957.2405,3205.9622,1879.6355,1248.7925,1340.519,2418.435,2632.6194,16561.359375,15930.7080078125,16031.955078125,16981.265625,17107.890625,16884.916015625,16293.626953125,16442.060546875,3.4028234663852886e38,3.4028234663852886e38,205.17157,81.810776,115.42272,274.4863,285.6106,89.16681,28.648277,35.607952,3.4028235e38,3.4028235e38,75,31,44,95,98,56.33047,54.43408,54.855457,57.814507,58.472763
60,2257.1514,1513.2479,1614.1835,2957.2405,3205.9622,1850.1584,1248.7925,1340.519,2418.435,2632.6194,16557.666015625,15930.7080078125,16031.955078125,16981.265625,17107.890625,16882.791015625,16337.888671875,16401.30078125,3.4028234663852886e38,3.4028234663852886e38,208.48553,81.810776,115.42272,274.58533,285.6106,92.60968,28.648277,35.607952,3.4028235e38,3.4028235e38,75,31,44,97,98,56.43218,54.510616,55.019493,57.91778,58.569992
