run,algorithm,dataset,r2_test,r2_ideal,hypervolume,size
2,eggp_so,chemical 1,0.8539746760214493,0.8539746760214493,19.42495459952023,28
3,eggp_so,chemical 1,0.8227139068613459,0.8227139068613459,19.003397230986714,23
4,eggp_so,chemical 1,0.8421845294559346,0.8421845294559346,19.436036601755774,25
5,eggp_so,chemical 1,0.8330706501361126,0.8331359680618746,19.04057080476771,29
6,eggp_so,chemical 1,0.8703860198531315,0.8703860198531315,19.703868041417024,29
7,eggp_so,chemical 1,0.8069145126944213,0.8069145126944213,19.533270554395845,25
8,eggp_so,chemical 1,0.8506728793077434,0.8506728793077434,18.2678228018386,30
9,eggp_so,chemical 1,0.8307929753455322,0.8307929753455322,18.922306380784555,29
10,eggp_so,chemical 1,0.855448289528501,0.855448289528501,20.149633393915853,29
11,eggp_so,chemical 1,0.799013169250729,0.799013169250729,18.935717178794153,29
12,eggp_so,chemical 1,0.8372170871352306,0.8372170871352306,18.222938848285583,25
13,eggp_so,chemical 1,0.8324190016144472,0.8324190016144472,18.130979004615675,27
14,eggp_so,chemical 1,0.8339654445860512,0.8339654445860512,18.74407876580782,31
15,eggp_so,chemical 1,0.812934098718593,0.820105131517843,19.274748129611165,29
16,eggp_so,chemical 1,0.8435337430861434,0.8435337430861434,18.61072209546083,19
17,eggp_so,chemical 1,0.8164554647018396,0.8275867107543344,19.673418923575067,26
18,eggp_so,chemical 1,0.8615790246907172,0.8615790246907172,19.28251035874841,28
19,eggp_so,chemical 1,0.8571791214679402,0.8571791214679402,19.184861698084568,30
20,eggp_so,chemical 1,0.859406177080299,0.859406177080299,19.419121313238836,27
21,eggp_so,chemical 1,0.8495073482489198,0.8575465673922283,20.076689131729214,31
22,eggp_so,chemical 1,0.8502250354078641,0.8529186801210866,18.87106496305409,29
23,eggp_so,chemical 1,0.8425242036221493,0.8425242036221493,19.579417410697364,27
24,eggp_so,chemical 1,0.8566236811297396,0.8566236811297396,19.428961185810792,27
25,eggp_so,chemical 1,0.8551508734128858,0.8551508734128858,19.20432381383796,29
26,eggp_so,chemical 1,0.8429255431768264,0.8429255431768264,19.41836150000258,29
27,eggp_so,chemical 1,0.8185325502725529,0.8185325502725529,18.967014058142492,29
28,eggp_so,chemical 1,0.8437552333062135,0.8467992088693509,19.943203432713112,25
29,eggp_so,chemical 1,0.8617649607335335,0.8617649607335335,18.676972162638986,29
0,PySR,chemical 1,0.5819104662632608,0.5844085137392011,13.929119852189299,30
1,PySR,chemical 1,0.6420282359853424,0.6420282359853424,15.28437975670783,29
2,PySR,chemical 1,0.6964652548400496,0.6980515216409147,16.11152918310934,29
3,PySR,chemical 1,0.7193942394012288,0.7193942394012288,16.17971800394533,30
4,PySR,chemical 1,0.6559645129356474,0.6658466852831317,15.0881130977489,27
5,PySR,chemical 1,0.6959533891909617,0.6985656541382377,16.73934888753574,29
6,PySR,chemical 1,0.6669917018599842,0.6669917018599842,15.723255007698246,26
7,PySR,chemical 1,0.6747329736249281,0.6747329736249281,14.802587012988583,29
8,PySR,chemical 1,0.6142239442909037,0.6142239442909037,14.784971141837039,22
9,PySR,chemical 1,0.6462136666206899,0.6462136666206899,14.800052135799323,30
10,PySR,chemical 1,0.6167504530809611,0.6167504530809611,14.572078584565656,28
11,PySR,chemical 1,0.648497947902376,0.6515423066795877,14.665522049095884,30
12,PySR,chemical 1,0.5994191842459247,0.5994191842459247,13.883944935485028,30
13,PySR,chemical 1,0.7310559045021396,0.7324115304958663,16.96525907969747,30
14,PySR,chemical 1,0.724978432497716,0.724978432497716,16.80755815069105,21
15,PySR,chemical 1,0.6861640296370941,0.6861640296370941,15.59200765298673,25
16,PySR,chemical 1,0.6393080363955954,0.6393080363955954,16.31632951340674,30
17,PySR,chemical 1,0.6920075553372266,0.6920075553372266,15.785555999131146,30
18,PySR,chemical 1,0.6170353966468315,0.6170353966468315,14.484358975732269,21
19,PySR,chemical 1,0.6667336070658498,0.6685028586842865,15.376162278493961,24
20,PySR,chemical 1,0.6505722224386798,0.6505722224386798,15.330009914320778,30
21,PySR,chemical 1,0.6461582977778507,0.6461582977778507,15.578059621330398,22
22,PySR,chemical 1,0.6467615591899122,0.6467615591899122,14.275917252873779,29
23,PySR,chemical 1,0.6151998683647648,0.6151998683647648,14.791742617642894,27
24,PySR,chemical 1,0.6725087506461764,0.6725087506461764,15.269128355658252,24
25,PySR,chemical 1,0.6863796602653881,0.6863796602653881,16.36610665292112,28
26,PySR,chemical 1,0.7328656731354137,0.7328656731354137,16.906307820887793,30
27,PySR,chemical 1,0.662866378272457,0.662866378272457,14.958869733662855,30
28,PySR,chemical 1,0.6743993908693223,0.6743993908693223,14.680063115765485,27
29,PySR,chemical 1,0.710289784426669,0.710289784426669,15.51685068536525,30
0,Operon,chemical 1,0.9026068066886872,0.9026068066886872,19.368910731541582,28
1,Operon,chemical 1,0.8824923028854038,0.8824923028854038,18.878654022597644,27
2,Operon,chemical 1,0.892212854349429,0.8996958622256231,20.20698069448245,29
3,Operon,chemical 1,0.9025539559578822,0.9025539559578822,19.21257157763561,28
4,Operon,chemical 1,0.9022036576732836,0.9022036576732836,18.364994705124325,29
5,Operon,chemical 1,0.8893623333787709,0.8893623333787709,17.222238287867775,29
6,Operon,chemical 1,0.9072400038009144,0.9072400038009144,18.806211347266586,29
7,Operon,chemical 1,0.8998300773029806,0.8998300773029806,18.2530736687001,26
8,Operon,chemical 1,0.9006765890173039,0.9006765890173039,19.5116053945688,29
9,Operon,chemical 1,0.8998709853131655,0.8998709853131655,19.431508968010164,27
10,Operon,chemical 1,0.8807908018525898,0.8807908018525898,17.85263969720675,27
11,Operon,chemical 1,0.8998711473826043,0.8998711473826043,19.7486738994445,28
12,Operon,chemical 1,0.8997746446819355,0.8997746446819355,19.538568069148702,29
13,Operon,chemical 1,0.8934153313360397,0.8934153313360397,19.238404799815317,28
14,Operon,chemical 1,0.8930346359146283,0.8957036816991483,19.74017597743748,30
15,Operon,chemical 1,0.8940126960253357,0.8975925301496747,17.800345658666366,30
16,Operon,chemical 1,0.8986909533653185,0.8986909533653185,19.531129413627816,29
17,Operon,chemical 1,0.8817721139064797,0.8817721139064797,19.475199516962416,26
18,Operon,chemical 1,0.8972849968596596,0.8972849968596596,19.517958885842514,27
19,Operon,chemical 1,0.8945537741716942,0.8965222911247374,18.0892885127275,29
20,Operon,chemical 1,0.8891452988238119,0.8929195184073504,17.64285510970369,29
21,Operon,chemical 1,0.8956496166046066,0.8956496166046066,19.265499725867972,27
22,Operon,chemical 1,0.864392151648829,0.8667069719625404,19.280101427041235,28
23,Operon,chemical 1,0.900666159429962,0.900666159429962,18.85390963752466,29
24,Operon,chemical 1,0.9005852129542036,0.9005852129542036,19.816632961721577,30
25,Operon,chemical 1,0.891210672854356,0.8923412777119544,18.758633932605857,30
26,Operon,chemical 1,0.8957010527040667,0.8957010527040667,16.90418898133414,28
27,Operon,chemical 1,0.903050757135544,0.903053521766821,19.875168180355125,26
28,Operon,chemical 1,0.8740537837891081,0.8740537837891081,19.227118371016925,21
29,Operon,chemical 1,0.8870605390575398,0.8904655083818838,18.33784394833377,29
0,tinyGP,chemical 1,0.7571972087112352,0.7571972087112352,0.0,30
1,tinyGP,chemical 1,0.8054582473295815,0.8054582473295815,0.8000833541628563,29
2,tinyGP,chemical 1,0.8240111900698269,0.8240111900698269,0.0,30
3,tinyGP,chemical 1,0.8220380748732019,0.8220380748732019,1.6565937901167556,28
4,tinyGP,chemical 1,0.8258745081020884,0.8258745081020884,0.0,30
5,tinyGP,chemical 1,0.8429766407390765,0.8429766407390765,0.8320325665259147,29
6,tinyGP,chemical 1,0.8229930790759901,0.8229930790759901,0.0,30
7,tinyGP,chemical 1,0.848763522394808,0.848763522394808,0.8458653343681164,29
8,tinyGP,chemical 1,0.8318117111015366,0.8318117111015366,0.8278289230813544,29
9,tinyGP,chemical 1,0.8458912023478531,0.8458912023478531,0.8501422636462934,29
10,tinyGP,chemical 1,0.8355873360113814,0.8355873360113814,0.8355010379511365,29
11,tinyGP,chemical 1,0.7235452413064393,0.7235452413064393,1.4001349482640228,28
12,tinyGP,chemical 1,0.7981421010760907,0.7981421010760907,0.8104002842747524,29
13,tinyGP,chemical 1,0.6234910471157824,0.6234910471157824,1.2696965656154118,28
14,tinyGP,chemical 1,0.7958236275545149,0.7958236275545149,0.0,30
15,tinyGP,chemical 1,0.8508070510915375,0.8508070510915375,0.0,30
16,tinyGP,chemical 1,0.7972281411291624,0.7972281411291624,0.0,30
17,tinyGP,chemical 1,0.8598664737096474,0.8598664737096474,0.0,30
18,tinyGP,chemical 1,0.781750433364521,0.781750433364521,0.7789804904529464,29
19,tinyGP,chemical 1,0.8913066194938157,0.8913066194938157,0.8804196684935679,29
20,tinyGP,chemical 1,0.7811181076615472,0.7811181076615472,0.0,30
21,tinyGP,chemical 1,0.7474505497792395,0.7474505497792395,0.0,30
22,tinyGP,chemical 1,0.8835830900274189,0.8835830900274189,0.0,30
23,tinyGP,chemical 1,0.7688643490394212,0.7688643490394212,1.536724326175269,28
24,tinyGP,chemical 1,0.7814555471103083,0.7814555471103083,0.7858272755821756,29
25,tinyGP,chemical 1,0.8058695054268088,0.8058695054268088,0.7982290666077967,29
26,tinyGP,chemical 1,0.8055549336997063,0.8055549336997063,0.8001133379208992,29
27,tinyGP,chemical 1,0.8163000548190518,0.8163000548190518,0.8275339572180777,29
28,tinyGP,chemical 1,0.8130971301178712,0.8130971301178712,0.8047647204115479,29
29,tinyGP,chemical 1,0.832795269944977,0.832795269944977,0.8267758427184635,29
0,eggp_mo,chemical 2,0.7421357748896867,0.7554787600247762,16.55086924797643,29
1,eggp_mo,chemical 2,0.5059745313108072,0.6969119894829701,13.103770145054016,27
2,eggp_mo,chemical 2,0.7866899167900019,0.7866899167900019,16.38433350509008,22
3,eggp_mo,chemical 2,0.7659338204650353,0.7659338204650353,16.142565554152643,29
4,eggp_mo,chemical 2,0.6910010691283011,0.6910010691283011,15.852005253726887,31
5,eggp_mo,chemical 2,0.7722768811209835,0.7722768811209835,16.361391518187574,30
6,eggp_mo,chemical 2,0.7508003481947041,0.7584650304380989,16.22213274341319,29
7,eggp_mo,chemical 2,0.3893523895585483,0.5078974722975486,14.945643293988155,32
8,eggp_mo,chemical 2,0.6743223099785478,0.7494212322868705,16.09004976493846,29
9,eggp_mo,chemical 2,0.3682147642443936,0.7572913818171952,15.803217473254877,31
10,eggp_mo,chemical 2,0.7453390708808354,0.753859999670105,16.11353177631341,18
11,eggp_mo,chemical 2,0.55610974209315,0.55610974209315,14.214936855873777,18
12,eggp_mo,chemical 2,0.776854338227006,0.776854338227006,15.236362345307812,29
13,eggp_mo,chemical 2,0.6160709398398315,0.6160709398398315,15.466182418991146,33
14,eggp_mo,chemical 2,0.2875004752628443,0.3785371520415338,15.430826138077812,25
15,eggp_mo,chemical 2,0.4882289362687181,0.5096567699984551,15.194973641142836,28
16,eggp_mo,chemical 2,-0.1313449260337129,0.5207923779583697,15.386972913458177,27
17,eggp_mo,chemical 2,0.5013663720182573,0.7391856647411484,15.800646617763642,30
18,eggp_mo,chemical 2,0.5455786814597248,0.7044406843709216,15.405810487287795,26
19,eggp_mo,chemical 2,0.6637623669411459,0.7222513812669991,16.182390614859052,29
20,eggp_mo,chemical 2,0.7025739612475645,0.7196445837841734,17.06348197986773,19
21,eggp_mo,chemical 2,0.3235939014991764,0.6179350977188296,14.708689127353335,30
22,eggp_mo,chemical 2,-4913.473350253431,0.7887112079404061,14.850502818811902,23
23,eggp_mo,chemical 2,0.5691587343329851,0.6656270979683117,16.114005252277003,31
24,eggp_mo,chemical 2,0.4597601989838694,0.4597601989838694,15.273741647618724,30
25,eggp_mo,chemical 2,0.7510894653762248,0.7510894653762248,16.213760557424763,19
26,eggp_mo,chemical 2,0.7356837076650649,0.7356837076650649,16.953722323399095,28
27,eggp_mo,chemical 2,0.7109965107497512,0.7114054304512332,16.28090371178682,29
28,eggp_mo,chemical 2,0.5462591107439031,0.6456791110726625,16.40951117938358,32
29,eggp_mo,chemical 2,-0.7757460722396083,0.8011615515815628,16.541414562118153,29
0,eggp_so,chemical 2,0.6936990397634355,0.7151201749710624,15.50380140398544,25
1,eggp_so,chemical 2,0.5145479999223208,0.5145479999223208,15.279109635350236,21
2,eggp_so,chemical 2,0.4893442882937614,0.5772878240205039,15.16304732394735,27
3,eggp_so,chemical 2,0.6944091146296505,0.6944091146296505,15.177777629392645,28
4,eggp_so,chemical 2,0.3437234408540798,0.7212393166142437,16.184693761960524,24
5,eggp_so,chemical 2,0.6846563840279286,0.7019470674379098,15.49072974518546,30
6,eggp_so,chemical 2,0.5240501008266905,0.6736495002300524,16.062444288686287,25
7,eggp_so,chemical 2,0.03541997662816598,0.2489749071409125,15.553360968938753,25
8,eggp_so,chemical 2,0.4868768747487487,0.4868768747487487,15.355581995291436,26
9,eggp_so,chemical 2,0.4497432829213814,0.5052849133802298,15.686544367536547,29
10,eggp_so,chemical 2,0.554045529864525,0.554045529864525,15.600697718931187,17
11,eggp_so,chemical 2,0.4887146684817263,0.4953261424891223,16.357701911524504,27
12,eggp_so,chemical 2,0.4427316988078746,0.5125192800438461,15.816566686505523,27
13,eggp_so,chemical 2,0.2414708191112269,0.4835044798128685,14.61558155321119,28
14,eggp_so,chemical 2,0.2077311031795018,0.6810094827753693,14.761032722417426,29
15,eggp_so,chemical 2,0.7677507889549611,0.7677507889549611,15.957922424491304,29
16,eggp_so,chemical 2,0.585503436941003,0.585503436941003,15.729353232387101,22
17,eggp_so,chemical 2,0.7132532060689726,0.7132532060689726,15.33002564455471,19
18,eggp_so,chemical 2,0.5127317120590916,0.5619497373343451,15.59239193505175,27
19,eggp_so,chemical 2,0.5487461088572829,0.6612526727721324,15.902549995152283,30
20,eggp_so,chemical 2,0.5838523309293089,0.7351565037184524,16.434511357437163,31
21,eggp_so,chemical 2,0.718642620657349,0.718642620657349,15.156127361496235,29
22,eggp_so,chemical 2,0.5856871291239285,0.6996909703652097,15.110102347721385,29
23,eggp_so,chemical 2,0.6934253592899643,0.7145651721274549,15.348359035629581,29
24,eggp_so,chemical 2,0.6749869911918758,0.6749869911918758,15.884795062460997,29
25,eggp_so,chemical 2,0.7201113506493307,0.7201113506493307,15.434063937040655,25
26,eggp_so,chemical 2,0.4842366173766546,0.7097311293384154,15.713382585256264,28
27,eggp_so,chemical 2,0.4433311910563084,0.4433311910563084,15.51850136870852,25
28,eggp_so,chemical 2,0.7032280713413537,0.7032280713413537,15.973168411941117,17
29,eggp_so,chemical 2,0.5238784103313254,0.5692712141808465,15.84954675032109,25
0,PySR,chemical 2,0.0829533259049606,0.0829533259049606,11.949330223379963,20
1,PySR,chemical 2,0.0167992126441949,0.0540270859670305,13.686585626050089,19
2,PySR,chemical 2,0.0139285856451008,0.057147642512744,12.632929226146246,21
3,PySR,chemical 2,-0.0069099185098686,0.0556601809894263,13.094729875054572,28
4,PySR,chemical 2,0.0069183760055149,0.193132004772833,9.328317512279892,15
5,PySR,chemical 2,0.1053094159581871,0.1518015679219376,14.157447394072099,25
6,PySR,chemical 2,-0.0433497087304068,0.0424404502452504,11.714371084502874,25
7,PySR,chemical 2,0.2291129839230343,0.2314412725124117,11.670798961481875,29
8,PySR,chemical 2,0.3426241387537772,0.3426241387537772,12.694157797908897,24
9,PySR,chemical 2,-0.059771408450824,0.0766485250868149,12.847747846040377,26
10,PySR,chemical 2,0.0797038688483344,0.1442504887603393,12.514167678442412,24
11,PySR,chemical 2,-0.1637983513149554,-0.0166034407102633,12.993481688128739,28
12,PySR,chemical 2,-0.0042643324427433,0.0718060740979794,11.852424654031662,28
13,PySR,chemical 2,-0.0024784245834534,0.2897572779146324,13.071634869631005,29
14,PySR,chemical 2,-0.1324476286079416,0.0113808067063725,13.022091281050955,16
15,PySR,chemical 2,-0.0082761578732397,0.0508190318481311,11.771531497085578,6
16,PySR,chemical 2,0.0440024738546971,0.0921709335011466,7.437499934747748,30
17,PySR,chemical 2,-0.0642758966331937,0.0288751518563914,12.531750449133982,15
18,PySR,chemical 2,0.0520559992092138,0.0520559992092138,9.124098292576539,5
19,PySR,chemical 2,-0.0401901297675104,0.0526675848013208,13.089543291632443,26
20,PySR,chemical 2,-0.0102999340565286,0.4232658647659195,12.72107061383841,29
21,PySR,chemical 2,-0.2346291510815712,0.1070073234560521,9.435534483400797,9
22,PySR,chemical 2,-0.1073350215446773,0.086129772340782,11.077850746028062,29
23,PySR,chemical 2,0.3212483597085241,0.3212483597085241,10.130684675798918,20
24,PySR,chemical 2,0.0169869157939512,0.0255222927294971,13.672501429891092,23
25,PySR,chemical 2,-0.1039801196497787,-0.0166214890433935,13.020216914874844,30
26,PySR,chemical 2,-0.1882194568641311,-0.0109455577075872,12.95972575829123,24
27,PySR,chemical 2,0.0244826221488912,0.0709475258353568,13.81783175969574,17
28,PySR,chemical 2,0.4173820345380227,0.4258777068999095,12.105086435833652,27
29,PySR,chemical 2,0.0281021292334083,0.0396738265611759,13.561970928183971,25
0,Operon,chemical 2,0.4723938492718273,0.8212606209098314,15.451117435176348,30
1,Operon,chemical 2,0.6792349349556068,0.6792349349556068,16.12080068434509,29
2,Operon,chemical 2,0.7347759433331574,0.7347759433331574,16.07670700939642,30
3,Operon,chemical 2,0.8255054790447177,0.8255054790447177,17.12276028668889,28
4,Operon,chemical 2,0.8090586050794999,0.8090586050794999,15.746381371992484,30
5,Operon,chemical 2,0.787911834466771,0.7969863593307331,16.340567082459767,28
6,Operon,chemical 2,0.4823293108164052,0.8050125001395552,16.87539103495559,30
7,Operon,chemical 2,0.5630180896589714,0.7644704561180921,15.999971071524248,30
8,Operon,chemical 2,0.6702416823851975,0.7944109999891389,16.59838556260765,28
9,Operon,chemical 2,0.803021529056956,0.8096265242185493,14.943418943120896,28
10,Operon,chemical 2,0.2943364328006947,0.6961302807148844,15.756906295026386,27
11,Operon,chemical 2,0.5074130698903568,0.714123025188713,13.292301965760721,28
12,Operon,chemical 2,0.8279189604921162,0.8308600391033979,15.3271407626608,30
13,Operon,chemical 2,0.7714689009603166,0.7742781882228016,16.316999843576717,28
14,Operon,chemical 2,0.8149676782596493,0.8231612003456185,14.66034118743648,30
15,Operon,chemical 2,0.8004438109418908,0.8023731631143751,15.386662044220628,30
16,Operon,chemical 2,0.7014504777992776,0.7919585608426692,16.618909798798924,29
17,Operon,chemical 2,0.662433103116221,0.7573533642336425,16.24178011448903,30
18,Operon,chemical 2,0.5586088029863586,0.5586088029863586,14.889791096878943,30
19,Operon,chemical 2,0.8052420252592913,0.8098210183655039,16.265012845347094,28
20,Operon,chemical 2,0.518546567447948,0.7534689819406035,14.803963516466402,30
21,Operon,chemical 2,0.83331296528326,0.83331296528326,15.221408221875063,30
22,Operon,chemical 2,0.7072456111403302,0.811268317425536,15.859681678670395,30
23,Operon,chemical 2,0.6401212558162562,0.7983188670997744,14.832295903849186,27
24,Operon,chemical 2,0.4246218470195109,0.7305240835687659,15.833814355480007,29
25,Operon,chemical 2,0.4768903022511002,0.6957935742423156,16.473542711513126,30
26,Operon,chemical 2,0.7041333069965952,0.7041333069965952,15.410475925312673,30
27,Operon,chemical 2,0.8060982451625187,0.8060982451625187,13.370630031142351,27
28,Operon,chemical 2,0.6410688095847507,0.6523144514006485,14.424825053677088,30
29,Operon,chemical 2,0.4028543484566284,0.5297554020426768,15.582241086648025,28
0,tinyGP,chemical 2,0.4018269047502996,0.4018269047502996,0.0,30
1,tinyGP,chemical 2,-2.545608127987083,-2.545608127987083,0.0,30
2,tinyGP,chemical 2,0.3008261230619889,0.3008261230619889,0.0,30
3,tinyGP,chemical 2,0.6659797640050868,0.6659797640050868,0.6815408405400899,29
4,tinyGP,chemical 2,0.03156764975624238,0.03156764975624238,0.5863683944861235,29
5,tinyGP,chemical 2,0.5152352426635052,0.5152352426635052,0.0,30
6,tinyGP,chemical 2,0.3986189820544125,0.3986189820544125,0.5539204500219146,29
7,tinyGP,chemical 2,0.4267681705746124,0.4267681705746124,0.0,30
8,tinyGP,chemical 2,0.2013017924911069,0.2013017924911069,0.0,30
9,tinyGP,chemical 2,0.4588109125390843,0.4588109125390843,0.6950322252965548,29
10,tinyGP,chemical 2,0.04700643201330335,0.04700643201330335,0.5320622106379204,28
11,tinyGP,chemical 2,0.1323857667497793,0.1323857667497793,0.0,30
13,tinyGP,chemical 2,0.7028223249284458,0.7028223249284458,0.0,30
14,tinyGP,chemical 2,0.6092419058293636,0.6092419058293636,0.6867364780892491,29
15,tinyGP,chemical 2,0.4272895799260396,0.4272895799260396,0.7126538876945131,29
16,tinyGP,chemical 2,0.06803998935066202,0.06803998935066202,1.105567752400304,28
17,tinyGP,chemical 2,0.6415542147785998,0.6415542147785998,1.3497965661680102,28
18,tinyGP,chemical 2,0.6362530062759647,0.6362530062759647,0.0,30
19,tinyGP,chemical 2,0.4926994007071341,0.4926994007071341,1.1776828072285532,28
20,tinyGP,chemical 2,0.3324402135440318,0.3324402135440318,0.6941525095705576,28
21,tinyGP,chemical 2,0.4387259291310847,0.4387259291310847,0.5390803574474238,29
22,tinyGP,chemical 2,0.6505756973324244,0.6505756973324244,0.0,30
23,tinyGP,chemical 2,0.2466812081146879,0.2466812081146879,0.5854697271536453,29
24,tinyGP,chemical 2,-690.9461076505703,-690.9461076505703,1.3572183027620506,28
25,tinyGP,chemical 2,0.3480521521693364,0.3480521521693364,0.0,30
26,tinyGP,chemical 2,0.3850984456395917,0.3850984456395917,0.519821729904985,29
27,tinyGP,chemical 2,0.3357610550926153,0.3357610550926153,1.176095211705058,28
28,tinyGP,chemical 2,0.291740885030661,0.291740885030661,0.5607158213905923,29
29,tinyGP,chemical 2,0.447071367426597,0.447071367426597,1.3052420851135675,28
0,eggp_mo,flow,0.9923860114121996,0.9934672121077904,16.199126202557572,16
1,eggp_mo,flow,0.9928390870990677,0.9928390870990677,16.354793688212926,21
2,eggp_mo,flow,0.995679312496063,0.9957184507283244,16.34915218931541,18
3,eggp_mo,flow,0.9849631609640284,0.9854882689389298,16.254197612071184,19
4,eggp_mo,flow,0.9954184181485952,0.9954184181485952,16.373342143054877,20
5,eggp_mo,flow,0.9949534277630602,0.9949534277630602,16.35910358551709,20
6,eggp_mo,flow,0.995287964816196,0.995287964816196,16.36082869685289,19
7,eggp_mo,flow,0.9947264243651448,0.9947264243651448,16.288320584453114,19
8,eggp_mo,flow,0.9915143970304634,0.9915143970304634,16.292500365706758,19
9,eggp_mo,flow,0.995465135988046,0.995465135988046,16.402860531117373,19
10,eggp_mo,flow,0.994557673601124,0.994557673601124,16.423358932832492,21
11,eggp_mo,flow,0.99573204481785,0.9957801323054672,16.334608902330988,18
12,eggp_mo,flow,0.9949799375993156,0.9950371528933878,16.379050340055826,19
13,eggp_mo,flow,0.9883404340650538,0.9883404340650538,16.338159608847953,20
14,eggp_mo,flow,0.9943414940284646,0.9943414940284646,16.41348142563589,18
15,eggp_mo,flow,0.9909564726025212,0.9909564726025212,16.329035744008657,17
16,eggp_mo,flow,0.9942628168453336,0.9942628168453336,16.236570193356698,21
17,eggp_mo,flow,0.9950446552146932,0.9950446552146932,16.393929184653718,18
18,eggp_mo,flow,0.9950621606901076,0.9950630840483952,16.334496959293688,16
19,eggp_mo,flow,0.9948749318430188,0.9948749318430188,16.36393485602921,19
20,eggp_mo,flow,0.9936177234429104,0.9936177234429104,16.259593739957126,23
21,eggp_mo,flow,0.993918335017159,0.993918335017159,16.377746650486483,19
22,eggp_mo,flow,0.9917277269641522,0.9917277269641522,16.388190015862413,14
23,eggp_mo,flow,0.994997914393189,0.994997914393189,16.295957296095555,18
24,eggp_mo,flow,0.9961732171897504,0.9961732171897504,16.394495318470863,18
25,eggp_mo,flow,0.9940082547922244,0.9940082547922244,16.378393107102035,17
26,eggp_mo,flow,0.994068889608454,0.994068889608454,16.364159514774002,19
27,eggp_mo,flow,0.9964189239949224,0.9964189239949224,16.345467649495298,20
28,eggp_mo,flow,0.987596569199348,0.987596569199348,16.383379664304705,20
29,eggp_mo,flow,0.9938994607894336,0.9938994607894336,16.284263660157,19
0,eggp_so,flow,0.9944132179101292,0.9944132179101292,16.32008560317304,26
1,eggp_so,flow,0.9928471388906642,0.9928471388906642,16.333727569906358,21
2,eggp_so,flow,0.9930848952580436,0.9930848952580436,16.262560008700348,29
3,eggp_so,flow,0.9884782363185104,0.9884782363185104,16.152803631859086,24
4,eggp_so,flow,0.9939468791014914,0.9939468791014914,16.287193922681244,27
5,eggp_so,flow,0.9518397486339328,0.9518397486339328,16.061211212828038,9
6,eggp_so,flow,0.9968000175915352,0.9968000175915352,16.3622586940875,27
7,eggp_so,flow,0.994902321677134,0.994902321677134,16.348677746329773,19
8,eggp_so,flow,0.9959035586217656,0.9959035586217656,16.31987582436522,30
9,eggp_so,flow,0.9942655711656,0.9942655711656,16.302041988471895,30
10,eggp_so,flow,0.9958433302282552,0.9958433302282552,16.37321389661895,19
11,eggp_so,flow,0.9935350814218338,0.9935350814218338,16.226511613459397,19
