id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,3.2430166543067043,3.2430166543067043,1,0.9152034000853707,0.6393729535303044,0.7106118632148922,-2.220446049250313e-16,-1.6318330189357688e-4,-8.365653934816919e-3,0.9152034000853707,0.6393729535303044,0.7106118632148922,0.9152034000853707,0.6393729535303044,0.7106118632148922
1,(Abs(x0) ^ 0.6081348456159147),0.6081348456159147,4,0.7767788315752419,0.5586169054166246,0.6540281974780046,0.15125005927339907,0.1261625014276384,7.19271585784349e-2,0.7767788315752419,0.5586169054166246,0.6540281974780046,4.072615697579571,3.8544537714209537,3.9498650634823336
2,Log((Abs(x0) ^ 1.6840979471422308)),1.6840979471422308,5,0.7846211588510218,0.5573894976926068,0.6537037402683615,0.1426811146267245,0.12808252011107601,7.238756674682012e-2,0.7846211588510218,0.5573894976926068,0.6537037402683615,6.329798603330584,6.102566942172169,6.198881184747924
3,Sqrt(Abs(((68.65394052341802 / x0) + -20.780368658944138))),68.65394052341802;-20.780368658944138,7,0.7966578736939518,0.5561080238870681,0.6712228563037258,0.1295291586333276,0.13008711369544446,4.75277581623722e-2,0.7966578736939518,0.5561080238870681,0.6712228563037258,10.453285348298554,10.21273549849167,10.327850330908326
4,Sqrt(Abs((Sin(x2) + (x0 * 1.4967842567259269)))),1.4967842567259269,8,0.7563677677648397,0.5223746866312868,0.618458337363932,0.17355227516169025,0.1828557548881149,0.1224011614919639,0.7563677677648397,0.5223746866312868,0.618458337363932,14.377738811152032,14.143745730018479,14.239829380751125
5,Sqrt(Abs((((Sin(x2) + -2.1165958397167968) + x0) * 2.1170589678440623))),-2.1165958397167968;2.1170589678440623,10,0.7327443354905749,0.5152052721462546,0.628549241537986,0.19936449599922346,0.19407078106988906,0.10808206310226187,0.7327443354905749,0.5152052721462546,0.628549241537986,18.245935676988395,18.028396613644073,18.141740583035805
6,Sqrt(Abs((((x0 + -2.853225138158723) + (2.081152399965414 / x2)) * -2.087860667199549))),-2.853225138158723;2.081152399965414;-2.087860667199549,11,0.7178627669678825,0.5107283704768815,0.6277224767304187,0.21562489070635005,0.20107394283994273,0.109255250997073,0.7178627669678825,0.5107283704768815,0.6277224767304187,20.176964257521014,19.969829861030014,20.08682396728355
7,Sqrt(Abs(((Sin((x2 + 0.7047709719286193)) + 6.595162501477135) / (4.297505035123984 / x0)))),0.7047709719286193;6.595162501477135;4.297505035123984,12,0.7504054346240407,0.5022763036247674,0.612140058341708,0.1800670380441739,0.21429540621529353,0.1313668653984026,0.7504054346240407,0.5022763036247674,0.612140058341708,22.15541707423249,21.907287943233214,22.017151697950155
8,Sqrt(Abs((Sqrt(Abs((Abs(-1.3777218532844901) ^ Sin((x2 + 0.7210256555622236))))) / (0.6555476522549772 / x0)))),-1.3777218532844901;0.7210256555622236;0.6555476522549772,15,0.7484537185849942,0.5007809427095747,0.611519990989159,0.1821995869823274,0.2166345807532004,0.1322467474462592,0.7484537185849942,0.5007809427095747,0.611519990989159,25.70175221874302,25.454079442867602,25.564818491147186
9,Sqrt(Abs(((x0 + -1.616156713026615) / (-0.5489852185706671 + ((0.17802899364036373 / x2) * Sin(x2)))))),-1.616156713026615;-0.5489852185706671;0.17802899364036373,14,0.7252803013260105,0.49725043503299327,0.6125562704150674,0.20752009743587485,0.22215731013514328,0.1307762561203224,0.7252803013260105,0.49725043503299327,0.6125562704150674,27.758020343163874,27.529990476870857,27.64529631225293
