id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,x3,,1,0.1819687578895465,0.24667083738595427,0.5105360688206286,0.710171113969073,0.6990146265402312,0.7338466533841567,0.1819687578895465,0.24667083738595427,0.5105360688206286,0.1819687578895465,0.24667083738595427,0.5105360688206286
1,(Abs(x3) ^ 0.990789800563762),0.990789800563762,4,0.18190148115015667,0.24288038111398233,0.5183456485778986,0.7102782683106166,0.7036397046755007,0.7297753528140278,0.18190148115015667,0.24288038111398233,0.5183456485778986,3.4777383471544856,3.5387172471183113,3.8141825145822277
2,Sqrt(Abs((x2 * x3))),,5,9.758277874895487e-2,9.729730551880018e-2,0.3060135245438589,0.8445760228919125,0.8812787674921445,0.8404686198661648,9.758277874895487e-2,9.729730551880018e-2,0.3060135245438589,5.6427602232285174,5.642474749998362,5.851190969023421
3,(Sqrt(Abs((x2 * x3))) + -7.841504945459199e-2),-7.841504945459199e-2,7,9.143385876798878e-2,9.183669108972636e-2,0.32179306888561526,0.8543696525734342,0.8879417564805143,0.8322424066931497,9.143385876798878e-2,9.183669108972636e-2,0.32179306888561526,10.84199067413632,10.842393506458057,11.072349884253946
4,(Sqrt(Abs((x2 * x3))) + (-0.13782443967393523 * Sin(x2))),-0.13782443967393523,10,8.935352533422215e-2,8.660877598412337e-2,0.3295967205282984,0.8576830824647755,0.8943208080017684,0.8281741965756506,8.935352533422215e-2,8.660877598412337e-2,0.3295967205282984,17.60254486683204,17.599800117481944,17.842788062026116
5,(Sqrt(Abs((x2 * x3))) + ((x1 * 5.560845595619873e-2) + -0.1641447523896279)),5.560845595619873e-2;-0.1641447523896279,11,8.770269772716684e-2,8.387459399409686e-2,0.33232375106831497,0.8603124213245393,0.8976570304595836,0.8267525373651159,8.770269772716684e-2,8.387459399409686e-2,0.33232375106831497,19.546804188280298,19.542976084547227,19.791425241621447
6,(Sqrt(Abs((x2 * x3))) + ((Abs(-0.8273047741524276) ^ Exp(x1)) * -0.2006156361843241)),-0.8273047741524276;-0.2006156361843241,13,8.701988879838553e-2,8.349887564290631e-2,0.3333888523135273,0.8613999582924006,0.8981154783630617,0.8261972773586039,8.701988879838553e-2,8.349887564290631e-2,0.3333888523135273,24.2564902394968,24.25296922634132,24.50285920301194
7,(Sqrt(Abs((x2 * x3))) + ((Abs(Sin(x3)) ^ Exp(x1)) * -0.14527032836399628)),-0.14527032836399628,14,9.120517580412361e-2,7.986728056591227e-2,0.30285622506424176,0.8547338850353139,0.9025467156024823,0.8421145874560939,9.120517580412361e-2,7.986728056591227e-2,0.30285622506424176,27.722226291732674,27.710888396494465,27.933877340992794
8,(Sqrt(Abs((x2 * x3))) + (-9.218378304470687e-2 * (x4 * Sin((x1 * x3))))),-9.218378304470687e-2,14,8.037991866811263e-2,7.934747849493302e-2,0.3315843285413941,0.8719757030985708,0.9031809730693026,0.8271380141063729,8.037991866811263e-2,7.934747849493302e-2,0.3315843285413941,28.644299424038966,28.64326698386579,28.895503833912247
9,(Sqrt(Abs((x2 * x3))) + (((x1 * 0.622867189096225) - Sqrt(Abs(x1))) * Sin(x3))),0.622867189096225,16,9.240687786921604e-2,6.0919856293819685e-2,0.3029868725380725,0.852819886308795,0.9256661797072456,0.8420464781401992,9.240687786921604e-2,6.0919856293819685e-2,0.3029868725380725,30.85355096057629,30.82206393900089,31.064130955245144
