gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,0.6998504,0.62489754,0.62883687,0.7221475,0.7245606,0.6538155,0.6174462,0.6197753,0.80867934,0.9005142,413.08456,394.22363,395.26996,419.56265,420.11975,432.71744,408.24332,409.32874,455.46906,458.02078,17.917595,5.5451775,5.5451775,29.11218,37.352818,6.6676846,3.89535,4.683074,8.387828,9.231209,10,4,4,14,17,6.004,5.664,5.8,6.21,6.268
2,0.6964725,0.59141433,0.6288368,0.7215651,0.7221475,0.65381515,0.613967,0.61619234,0.8089533,0.8408196,412.279,385.05435,395.26993,419.42792,419.56265,432.38812,409.5788,411.23245,458.02078,462.65735,17.917595,5.5451775,6.931472,34.538776,36.841362,7.1539865,4.003851,5.906249,9.879549,10.770119,10,4,5,16,16,5.584,5.218,5.35,6.178,6.298
3,0.68541676,0.5803533,0.62224597,0.72106826,0.72156495,0.6498103,0.59299904,0.613967,0.8198059,0.8408196,409.61478,381.91086,393.51562,419.3129,419.4279,432.39487,407.5873,411.9819,448.41806,454.78107,17.917595,6.931472,6.931472,33.570534,34.538776,7.2837167,4.003851,4.8077617,9.667168,10.803394,10,5,5,14,15,5.638,4.81,5.19,6.384,6.384
4,0.6787215,0.5803533,0.60601306,0.7210681,0.72106826,0.6491656,0.59299904,0.6139662,0.8089533,0.8198059,409.20557,381.91086,389.11438,419.31287,419.3129,432.38812,407.5873,414.1479,454.68347,456.08606,19.709354,6.931472,6.931472,33.570534,34.538776,7.539155,4.003851,5.7605133,11.376036,12.076275,11,5,5,15,16,5.864,4.938,5.114,6.884,7.106
5,0.66964483,0.5803533,0.5906163,0.7196667,0.7196668,0.6488015,0.57281375,0.6044212,0.8408196,0.8725603,405.7387,381.91086,384.82953,418.98798,418.98798,431.5666,408.95563,414.1479,462.6906,481.89624,22.873857,9.656628,12.542316,41.446533,50.65687,7.68376,4.003851,6.2229676,12.102484,13.513289,11,6,7,18,22,6.384,4.804,5.11,7.158,7.746
6,0.66342473,0.57630336,0.59061587,0.71835357,0.71961254,0.6488015,0.5588204,0.59645075,0.85182106,0.87256026,404.18494,380.74487,384.8294,418.68298,418.9754,434.02487,408.35165,411.9819,467.3138,481.28497,23.350922,9.656628,12.542316,41.446533,57.12784,8.6823635,4.404737,6.4651637,13.513289,19.000343,12,6,7,18,26,6.792,5.318,5.53,8.488,8.554
7,0.6618843,0.57610416,0.5874859,0.71257657,0.71961254,0.6488015,0.56243885,0.61379856,0.830939,0.8408196,404.1825,380.68732,383.94467,417.33453,418.9754,437.75327,410.13043,420.57956,493.75833,505.1136,29.188652,8.04719,12.542316,57.12784,62.169796,8.854521,6.0540614,6.2601404,22.747679,29.357063,15,5,7,26,27,7.544,5.632,5.738,9.508,9.806
8,0.6607586,0.57517207,0.58729476,0.71257657,0.71961254,0.6488015,0.55389756,0.61379856,0.83064014,0.8408196,403.6109,380.41772,383.8905,417.33453,418.9754,446.47897,416.2756,425.69635,481.28497,493.75815,33.08047,12.542316,19.4591,55.151592,62.169796,9.372828,5.6403103,6.2229676,22.747553,22.765411,16,7,10,23,27,8.3,5.58,6.06,10.766,11.178
9,0.6587263,0.57455057,0.57573146,0.7125762,0.7171234,0.6480556,0.58500844,0.59618914,0.834335,0.8408196,403.0016,380.23773,380.57953,417.33444,418.39673,451.0656,419.721,425.31,486.02747,493.75815,36.841362,14.4849415,25.296831,62.169796,64.74317,9.641348,6.2229676,6.6461573,22.747553,23.924135,17,9,12,27,29,9.036,6.19,6.562,12.212,12.664
10,0.65318584,0.5692752,0.57573134,0.708166,0.71702,0.6480556,0.58500844,0.59618914,0.86279404,0.87477356,401.79193,378.7019,380.57953,416.29767,418.37265,447.61438,417.74652,425.31,496.10272,504.19864,39.509388,16.125835,19.4591,62.169796,64.74317,9.117906,4.508996,5.787738,34.88653,36.81032,18,9,10,27,29,9.998,6.524,7.266,13.918,14.52
