-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,25505,6,2978.5264,2845.388,2978.5264,3033.6035,22.873857,32.203484,2845.388,9.007386e6,7.466867e6,0.1746639,0.13112265,11,"exp((abs(sin(((0.0165673 + (13363.385 * X2)) / 23.808023))) ^ -0.26413265)) NeoGP.GaussianLikelihood{Float32} Float32[3001.2305]"
2,42614,10,2971.9749,2839.624,2971.9749,3.4028235e38,23.292873,3.4028235e38,2839.624,8.641534e6,6.6841775e6,0.20818645,0.22219986,13,"(abs((0.12778924 * X1)) ^ ((-2.94603 * X1) + (abs((-0.48111433 * X2)) ^ -55.948414))) NeoGP.GaussianLikelihood{Float32} Float32[2939.6484]"
3,59651,11,2971.9749,2839.624,2971.9749,3.4028235e38,23.292873,3.4028235e38,2839.624,8.641534e6,6.6841775e6,0.20818645,0.22219986,13,"(abs((0.12778924 * X1)) ^ ((-2.94603 * X1) + (abs((-0.48111433 * X2)) ^ -55.948414))) NeoGP.GaussianLikelihood{Float32} Float32[2939.6484]"
4,76708,10,2769.0781,2653.3008,2769.0781,2837.083,30.761145,37.243595,2653.3008,2.3926988e6,5.1088875e6,0.7807599,0.4055075,14,"((8.254935 * X3) / sqrt(abs((log(abs(sqrt(abs((-2.2280854e7 * X1))))) + (-3.002993 * X2))))) NeoGP.GaussianLikelihood{Float32} Float32[1546.835]"
5,97409,13,2634.6233,2528.6067,2634.6233,2701.1301,32.95837,33.548668,2528.6067,1.021674e6,1.4457058e6,0.90638524,0.8317714,15,"(exp((1.4377977 * X1)) / sqrt(abs((log(abs(sqrt(abs((-2.2281598e7 * X1))))) + (-3.0029871 * X2))))) NeoGP.GaussianLikelihood{Float32} Float32[1010.7789]"
6,117465,12,2631.1775,2517.3496,2631.1775,2693.2332,24.953299,37.10231,2517.3496,999634.44,1.4337844e6,0.9084047,0.8331586,12,"(83.41658 / sqrt(abs((log(abs(sqrt(abs((-2.2281478e7 * X1))))) + (-3.0029879 * X2))))) NeoGP.GaussianLikelihood{Float32} Float32[999.81714]"
7,136757,13,2631.1775,2517.3496,2631.1775,2693.2332,24.953299,37.10231,2517.3496,999634.44,1.4337844e6,0.9084047,0.8331586,12,"(83.41658 / sqrt(abs((log(abs(sqrt(abs((-2.2281478e7 * X1))))) + (-3.0029879 * X2))))) NeoGP.GaussianLikelihood{Float32} Float32[999.81714]"
8,159458,16,2631.1775,2517.3496,2631.1775,2693.2332,24.953299,37.10231,2517.3496,999634.44,1.4337844e6,0.9084047,0.8331586,12,"(83.41658 / sqrt(abs((log(abs(sqrt(abs((-2.2281478e7 * X1))))) + (-3.0029879 * X2))))) NeoGP.GaussianLikelihood{Float32} Float32[999.81714]"
9,184376,16,2631.1775,2517.3496,2631.1775,2693.2332,24.953299,37.10231,2517.3496,999634.44,1.4337844e6,0.9084047,0.8331586,12,"(83.41658 / sqrt(abs((log(abs(sqrt(abs((-2.2281478e7 * X1))))) + (-3.0029879 * X2))))) NeoGP.GaussianLikelihood{Float32} Float32[999.81714]"
10,211661,18,2631.1775,2517.3496,2631.1775,2693.2332,24.953299,37.10231,2517.3496,999634.44,1.4337844e6,0.9084047,0.8331586,12,"(83.41658 / sqrt(abs((log(abs(sqrt(abs((-2.2281478e7 * X1))))) + (-3.0029879 * X2))))) NeoGP.GaussianLikelihood{Float32} Float32[999.81714]"
