Complexity,Loss,Equation
1,0.00022729844,"0.08261555"
5,0.00010802252,"powabs(x0, -0.017930945) + -0.92025954"
6,0.000107893946,"powabs(0.9576202, sin(x0)) + -0.88571733"
7,0.00010721029,"powabs(0.04898947, powabs(-1.4162773, x0)) + 0.06584785"
8,0.00010693087,"powabs(0.07184093, powabs(-1.2384903, exp(x0))) + 0.07058292"
9,9.737373e-5,"powabs(-0.0456832, powabs(powabs(x1, 0.13498735), x0)) + 0.06844464"
11,8.941614e-5,"powabs(powabs(-0.04841069, powabs(1.417363, x0)) + 0.064965844, powabs(0.92651224, x5))"
13,8.914703e-5,"powabs(-0.049112327, powabs(powabs(1.4978975, 0.92173046), x0)) + powabs(0.06587212, powabs(0.92173046, x5))"
15,8.855324e-5,"powabs(-0.049926423, powabs(powabs(powabs(-0.40312976, x0), powabs(powabs(-0.32495886, x5), 0.8398667)), -0.4333507)) + 0.06637741"
17,8.578483e-5,"powabs(-0.049112327, powabs(powabs(-1.2803681, x0), powabs(-1.5165081, powabs(-1.5165081, x2)))) + powabs(0.06587212, powabs(0.92173046, x5))"
19,8.452433e-5,"powabs(-0.049112327, powabs(powabs(-1.2803681, x0), powabs(-1.5165081, powabs(powabs(-1.9131566, x2), x2)))) + powabs(0.06587212, powabs(0.92173046, x5))"
21,8.437749e-5,"powabs(-0.049112327, powabs(powabs(-1.2803681, x0), powabs(-1.5165081, powabs(powabs(-1.8436565, powabs(0.92173046, -1.5501842)), x2)))) + powabs(0.06587212, powabs(0.92173046, x5))"
25,8.333428e-5,"powabs(powabs(-0.049215015, powabs(powabs(-0.7100869, x0), powabs(0.0070040296, x2))), powabs(powabs(powabs(powabs(-0.6904973, x0), powabs(-2.3524137, powabs(-0.5688547, x5))), 1.0290394), -0.78993237)) + 0.06615353"
27,8.3116494e-5,"powabs(powabs(-0.049215015, powabs(powabs(-0.7100869, x0), powabs(0.07052433, x2))), powabs(powabs(powabs(powabs(-0.6904973, x0), powabs(-2.3524137, powabs(-0.5688547, x5))), powabs(1.0290394, x0)), -0.78993237)) + 0.06615353"
29,8.236491e-5,"powabs(powabs(powabs(-0.037418213, powabs(powabs(-0.55802506, x0), powabs(-0.48737773, x2))), 0.9061744), powabs(powabs(powabs(powabs(powabs(-0.497924, x0), powabs(1.0734546, x9)), 1.5542562), powabs(0.7782088, x5)), -0.8674278)) + 0.06526455"
31,8.0469894e-5,"powabs(powabs(powabs(-0.050745558, powabs(-0.6617977, x0)), powabs(-0.9605121, x13)), powabs(powabs(powabs(powabs(-0.5664258, x0), powabs(1.345685, x2)), powabs(powabs(-1.5605108, powabs(0.34053454, x5)), powabs(-1.5501842, x13))), -0.8476485)) + 0.06436285"
33,8.036293e-5,"powabs(powabs(powabs(-0.050745558, powabs(powabs(-0.6617977, x0), 1.0139966)), powabs(-0.9605121, x13)), powabs(powabs(powabs(powabs(-0.5664258, x0), powabs(1.345685, x2)), powabs(powabs(-1.5605108, powabs(0.34053454, x5)), powabs(-1.5501842, x13))), -0.8476485)) + 0.06436285"
37,6.469831e-5,"powabs(powabs(powabs(-0.19830139, powabs(-0.6241723, x0)), powabs(powabs(x1, 0.045054384), powabs(powabs(-0.5855896, x0), powabs(powabs(-0.57166594, x0), 1.0067489)))), powabs(powabs(powabs(powabs(-0.61631644, x0), powabs(x0, -0.13613854)), powabs(1.5609186, powabs(0.73806643, x5))), -0.8211092)) + -0.04221766"
