Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,340.27826,1,8164.349896891496,6932.314659004186,8164.349896891496,6932.314659004186,-7.206446550611645e-10,-0.0035364542854721126
1,powabs(x5, 1.3064066),3,4443.229936298925,3481.210127418509,4443.229936298925,3481.210127418509,0.45577663921623013,0.4960526981627108
2,(x5 - x0) * 5.6704874,5,3871.737032677364,2974.5524363513136,3871.737032677364,2974.5524363513136,0.5257752197830668,0.5693975314312969
3,((x5 - x3) - x0) * 9.732159,7,3006.3884270849962,2236.051303082146,3006.3884270849962,2236.051303082146,0.6317663418129361,0.6763045091467607
4,(((x5 - x0) - x3) * 10.459208) - x3,9,2939.433296613385,2186.9262598181285,2939.433296613385,2186.9262598181285,0.6399672557087692,0.6834159537592408
5,(sin(x15) - ((x5 - x3) - x0)) * -9.927613,10,2856.4626145933335,2143.8101269006165,2856.4626145933335,2143.8101269006165,0.6501298140419728,0.6896575358683767
6,((x3 - ((x5 - x3) - x0)) * -13.773058) - -208.22708,11,2433.3835603459625,1906.0698622709347,2433.3835603459625,1906.0698622709347,0.7019501132568979,0.7240733167356624
7,sqrtabs(powabs(x3 + (x0 - (x5 - (x3 + -80.858025))), 2.7905364) - 167799.08),14,2289.8612884243353,1886.1779525774932,2289.8612884243353,1886.1779525774932,0.7195292559734173,0.7269529114316122
8,((x3 - ((x5 - (x3 - sin(x3 - x11))) - x0)) * -13.773058) - -208.22708,16,2027.6385357581923,1532.4295277192919,2027.6385357581923,1532.4295277192919,0.7516472759219439,0.7781622776322897
9,sqrtabs(powabs(((x3 + x3) - (sin(x3 - x11) + x5)) + (x0 + -70.453804), 2.8360405) - 131442.33),19,1972.0577807766897,1569.2951101395586,1972.0577807766897,1569.2951101395586,0.7584550139198853,0.7728255383630832
10,sqrtabs((powabs(((x3 - sin(x3 - x11)) + x0) + ((x3 + -49.427494) - x5), 2.9692388) - 64429.33) - 3.0278542),21,1969.7339299247506,1536.2839682602228,1969.7339299247506,1536.2839682602228,0.758739647832317,0.7776043007105878
11,sqrtabs(powabs(((x3 + x3) + -27.143955) + (((x0 - sin(x3 - x11)) - sin(x3 - x11)) - x5), 3.2351513)),22,1807.2064884430629,1358.8483346856344,1807.2064884430629,1358.8483346856344,0.7786466145414108,0.8032902563170687
12,sqrtabs(powabs(((x3 - sin(x3 - x11)) + -42.429626) + ((x3 + x0) - (sin(x3 - x11) + x5)), 3.0326116) - 44211.598),24,1750.4766021126368,1328.2741012075053,1750.4766021126368,1328.2741012075053,0.7855951024293328,0.8077162466776312
13,sqrtabs(powabs((((x3 - sin(x3 - x11)) + -42.429626) + (x3 + x0)) - (sin(x3 - x11) + x5), 3.0326116) - (-42.429626 + 44211.598)),26,1750.0205541744378,1328.048964471778,1750.0205541744378,1328.048964471778,0.7856509608803164,0.8077488379451392
