Id,Expression,size,MSE_train,MSE_test,nll_train,nll_test,R2_train,R2_test
0,340.27826,1,8164.349896891496,6932.314659004186,8164.349896891496,6932.314659004186,-7.206446550611645e-10,-0.0035364542854721126
1,powabs(x5, 1.306412),3,4443.229763777699,3481.3048780699637,4443.229763777699,3481.3048780699637,0.4557766603472728,0.49603898185906914
2,powabs(x9 + x5, 1.303551),5,4344.892815634983,3485.023892569487,4344.892815634983,3485.023892569487,0.4678213362192639,0.4955006094960316
3,sqrtabs((x5 * -3546.9058) + 188177.84),6,4333.504796421113,3337.807156943332,4333.504796421113,3337.807156943332,0.469216183251287,0.5168120138607861
4,(-3779.649 / (x7 + x9)) + 617.1613,7,3759.7005239543705,2826.7438021228086,3759.7005239543705,2826.7438021228086,0.5394978688878522,0.5907946202829676
5,495.5641 + (x5 + (-3304.3281 / (x24 + x9))),9,3602.782405188128,2691.7349238517177,3602.782405188128,2691.7349238517177,0.5587177848469992,0.6103387895340344
6,powabs((x8 * -1282.1473) + ((x9 + x5) * 2029.2711), 0.5608006),11,2995.220792950725,2375.177672084263,2995.220792950725,2375.177672084263,0.6331341952591205,0.6561642832750672
7,powabs((x8 * -1457.5023) + ((18.46672 + (x5 + x9)) * 1839.0001), 0.56463325),13,2711.297352555904,2013.9235841936618,2711.297352555904,2013.9235841936618,0.6679101963106593,0.7084601850467768
8,powabs((x8 * -1067.2722) + ((x5 + ((x9 + x9) + 13.336395)) * 1377.3661), 0.583316),15,2385.0444529280294,1852.2730094251676,2385.0444529280294,1852.2730094251676,0.7078708672744558,0.7318610623317796
9,powabs(x5 + ((x8 * -1298.5209) + (((x9 * 2.4017456) + (x5 + 12.965269)) * 1663.407)), 0.5727743),17,2359.076797018827,1861.1440046351408,2359.076797018827,1861.1440046351408,0.7110514825415455,0.7305768784023273
10,powabs(sqrtabs(1663.407) + ((x8 * -1298.5209) + (((x9 * 2.4017456) + (x5 + 12.965269)) * 1663.407)), 0.5727743),18,2359.0095443735568,1860.9396959873757,2359.0095443735568,1860.9396959873757,0.7110597198961627,0.7306064545520037
11,powabs(((x8 * x1) + (x8 * -2127.151)) + ((((x9 + x9) + x5) + 11.227597) * 2762.4595), 0.5455698),19,2352.7119683002957,1836.7881992507357,2352.7119683002957,1836.7881992507357,0.7118310704822268,0.7341026760296734
12,powabs((((x5 + x5) * x1) + (x8 * -2127.151)) + ((((x9 + x5) + x9) + 11.227597) * 2762.4595), 0.5455698),21,2304.3929743363374,1804.9729389033025,2304.3929743363374,1804.9729389033025,0.7177493609289868,0.7387083200507165
13,powabs((((x9 * x9) * x8) * -11.201825) + (((((x9 * 8.598461) + x5) + 4.222999) * 1333.5009) + (x8 * -1044.7905)), 0.58749914),23,2218.0251267067856,1763.1503040705866,2218.0251267067856,1763.1503040705866,0.7283280167659538,0.7447626526558278
14,powabs(((((x9 * x9) * x8) * -11.201825) + x5) + (((((x9 * 8.598461) + x5) + 4.222999) * 1333.5009) + (x8 * -1044.7905)), 0.58749914),25,2217.0764536248817,1762.215213011315,2217.0764536248817,1762.215213011315,0.7284442137803602,0.7448980184048184
15,0.5856263 + powabs((((x9 * (x9 * x8)) * -11.201825) + (x1 + x1)) + (((((x9 * 8.598461) + x5) + 4.222999) * 1333.5009) + (x8 * -1044.7905)), 0.58749914),29,2214.3240468508425,1760.16829894348,2214.3240468508425,1760.16829894348,0.7287813388191915,0.7451943339915892
16,powabs((((x9 + x9) * ((((1.2194793 + x5) * -5.1770496) + x1) * x9)) + x9) + ((x8 * -656.03204) + (((x9 * 6.789912) + ((1.2194793 + x9) + x5)) * 892.00604)), 0.6095567),33,2122.1688238264064,1634.016385774035,2122.1688238264064,1634.016385774035,0.740068853961816,0.7634563503412017
17,powabs(((x9 + x9) * (x9 * ((x8 * -6.1696672) + (x1 + (x1 + x1))))) + ((x8 * -1000.18396) + ((((((x9 * 5.8508277) + x9) + x5) + 2.038441) + x9) * 1332.8455)), 0.58688956),35,2056.256057675382,1643.317577152276,2056.256057675382,1643.317577152276,0.7481420951911784,0.7621098903093816
18,powabs(((x9 + x9) * (x9 * ((x8 * -6.1696672) + ((x1 + x9) + (x1 + x1))))) + ((x8 * -1000.18396) + ((((((x9 * 5.8508277) + x9) + x5) + 2.038441) + x9) * 1334.2959)), 0.58688956),37,2049.2542836774987,1635.1362783443803,2049.2542836774987,1635.1362783443803,0.7489996985633212,0.7632942323366815
19,powabs((((x9 + x9) * (x9 * (((x1 + (-5.1770496 * x8)) + x8) + (x1 + (x1 + x1))))) + x8) + ((x8 * -656.03204) + ((((x9 * 6.789912) + 1.2194793) + (x5 + 1.2194793)) * 892.00604)), 0.6095567),39,1979.53607775908,1598.7960612327734,1979.53607775908,1598.7960612327734,0.7575390442367845,0.7685549186185394
20,powabs((((x9 + x9) * (x9 * (((x1 + (x8 * -5.7452703)) + x8) + (x1 + (x1 + x1))))) + (x8 + 3.5487134)) + ((x8 * -656.81415) + ((((x9 * 7.723374) + -0.5389961) + (x5 + 1.6743256)) * 891.5325)), 0.61076784),41,1971.8439186631126,1603.6212305825702,1971.8439186631126,1603.6212305825702,0.758481208548537,0.7678564169522406
21,powabs(((((x9 + x9) * x9) * ((x8 + (x8 * -5.8774395)) + (x1 + ((x1 + x1) + x1)))) + (x9 + (exp(x9) + x5))) + (((x8 + x9) + x8) + ((x8 * -638.9442) + (((x9 * 7.051681) + ((x5 + x9) + 0.5504439)) * 866.9679))), 0.61223847),50,1967.8999554010638,1608.2340274880837,1967.8999554010638,1608.2340274880837,0.7589642798664863,0.7671886587677668
