id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Log(Exp(((Sin(((Sin(Sqrt(Abs(x2))) * t0) - (((Abs(Sqrt(Abs((Abs(Sin(x2)) ^ (t1 - t2))))) ^ Sin(Sin(Exp(t3)))) - ((t4 * x0) - Sin(t5))) * (Sqrt(Abs(t6)) + x1)))) - ((x3 + t7) * (((Abs((Sin(t8) + t9)) ^ x4) + t10) * t11))) * t12))),-0.505113769452366;-0.4683132105314103;-0.23677846190812452;-0.8890938649483754;-0.6135973640503387;0.22127687154212383;2.3779831467006374;-1.8374423579257624;-1.0788368058626214;-5.4612145005498006e-2;-0.8065015115960966;0.8599432582763783;-1.462861798405085,50,7.349468585025008e-2,6.625729917258331e-2,0.9270560586951256,0.9325193795232636
