id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin((t0 * Exp(x0))) + (Abs((Sin(Sqrt(Abs(Sqrt(Abs((Abs(((Abs(((x0 - t1) / ((x2 * x1) / x7))) ^ (t2 + t3)) / t4)) ^ (Sin(x0) + Exp(t5)))))))) + (Abs(Exp(x1)) ^ (Exp((Abs((((t6 / t7) + t8) + x3)) ^ t9)) * t10)))) ^ (t11 * x1))),-0.6259275961448252;0.36799130478419356;-0.21739261238842414;0.6791411751843502;0.11304358710777958;-1.2599648519525413;0.33923399801165993;1.0781159195365027;0.9327811243363395;-0.35159592768578773;0.5410812576603101;-3.286012149714401,50,0.3219126630201031,0.3611719173161459,0.6666474454504252,0.6608929499582998
