id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sqrt(Abs(((((Sqrt(Abs(t0)) + (Log(Exp(x0)) / Exp(Sqrt(Abs(((Abs(t1) ^ t2) * (Sqrt(Abs(Sin(Sin((Sqrt(Abs((x43 / x36))) - t3))))) * x26))))))) * ((t4 * x1) - Sqrt(Abs(t5)))) * Exp(x3)) - Sin((t6 * Sqrt(Abs((Sqrt(Abs(Exp(Sin(x18)))) + Sin(t7))))))))) + Log(t8)),-1.0007605578932344;0.2650922099350988;0.231012727093636;-0.14683648400365704;-0.6521775314236228;-1.6490303635114407;-5.743290223596391e-2;-1.0231667614834277;0.31472809743396624,50,0.38346763345611035,0.3716028694638615,0.6100148802953497,0.6369906191463417
