id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Abs(Exp(t0)) ^ (Exp(t1) + (Sqrt(Abs((Log(x1) + (Abs(x15) ^ x3)))) * ((((Abs((x15 - t2)) ^ (x4 * x0)) * t3) / x0) + Exp((t4 * x5)))))),-0.5900891344936289;0.8682078632089039;-2.4278676506662547;-6.263779472628271e-2;-0.2157920553260645,30,4.786129632050221e-5,4.066328828086624e-5,0.7894341541137961,0.7327132093355944
