gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
1,158.89214,153.79102,154.53615,158.90182,158.9057,158.89214,153.79102,154.53615,158.90182,158.9057,8.363683310678823,7.571858969858511,8.348683921030386,8.363683310678823,8.363698569467886,16.39009627454601,16.390081015756948,16.39009627454601,21.68648299329601,21.803212729624136,5.4930615,5.4930615,5.4930615,6.931472,6.931472,2.5333586,2.533348,2.533352,3.7880392,5.8421803,5),5),5),5),5),7.764,7.148,7.414,8.064,8.138
2,158.89215,158.86801,158.89206,158.90182,158.9057,158.89215,158.86801,158.89206,158.90182,158.9057,8.363683310678823,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.39009627454601,16.390081015756948,16.390081015756948,17.828527060678823,18.214467612436636,5.4930615,5.4930615,5.4930615,6.931472,6.931472,2.5333586,2.5333347,2.533351,2.5333767,3.7111354,5),5),5),5),5),7.03,6.192,6.524,7.472,7.478
3,158.89215,158.86795,158.8885,158.90182,158.9055,158.89215,158.86795,158.8885,158.90182,158.9055,8.363683310678823,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.39009627454601,16.390081015756948,16.390081015756948,17.828481284311636,17.82851180188976,5.4930615,5.4930615,5.4930615,6.931472,6.931472,2.5333586,2.53333,2.533348,2.5333767,2.5333767,5),5),5),5),5),6.646,5.648,6.118,7.176,7.336
4,158.89215,158.86795,158.86801,158.90182,158.9055,158.89215,158.86795,158.86801,158.90182,158.9055,8.363683310678823,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.39009627454601,16.390081015756948,16.390081015756948,16.39009627454601,16.629430380991323,5.4930615,5.4930615,5.4930615,5.4930615,6.931472,2.5333576,2.53333,2.533348,2.5333767,2.5333767,5),5),5),5),5),6.208,5.52,5.676,7.046,7.064
5,158.8921,158.86795,158.86801,158.90182,158.9055,158.8921,158.86795,158.86801,158.90182,158.9055,8.363683310678823,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.39009627454601,16.05397566907726,16.390081015756948,16.39009627454601,16.39009627454601,5.4930615,5.4930615,5.4930615,5.4930615,7.690286,2.5333576,0.0,2.533348,2.5333767,2.5333767,5),5),5),5),7),6.07,5.394,5.478,6.65,6.894
6,158.89212,158.86795,158.89194,158.9055,158.9057,158.89212,158.86795,158.89194,158.9055,158.9057,8.363683310678823,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.39009627454601,16.05397566907726,16.390081015756948,16.39009627454601,16.39009627454601,5.4930615,5.4930615,5.4930615,5.4930615,7.690286,2.5333576,0.0,2.533348,2.5333767,2.5333767,5),5),5),5),7),6.156,4.97,5.37,7.082,7.098
7,158.8921,158.86801,158.89194,158.90627,158.90729,158.8921,158.86801,158.89194,158.90627,158.90729,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.390081015756948,16.05397566907726,16.390065756967886,16.39009627454601,16.39009627454601,5.4930615,5.4930615,5.4930615,5.4930615,7.690286,2.5333576,0.0,2.5333471,2.5333633,2.5333767,5),5),5),5),7),6.418,5.19,5.428,7.2,7.228
8,158.8921,158.86801,158.89192,158.90627,158.90729,158.8921,158.86801,158.89192,158.90627,158.90729,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.390081015756948,16.05397566907726,16.390065756967886,16.39009627454601,16.39009627454601,5.4930615,5.4930615,5.4930615,5.4930615,7.690286,2.5333576,0.0,2.5333357,2.5333633,2.5333767,5),5),5),5),7),6.632,5.68,5.906,7.478,7.536
9,158.89207,158.88559,158.89192,158.90627,158.90729,158.89207,158.88559,158.89192,158.90627,158.90729,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.390081015756948,16.05397566907726,16.390065756967886,16.39009627454601,16.39009627454601,5.4930615,5.4930615,5.4930615,5.4930615,7.690286,2.5333576,0.0,2.5333357,2.5333586,2.5333633,5),5),5),5),7),6.926,5.656,6.016,7.824,7.87
10,158.89212,158.89192,158.89206,158.90733,158.94191,158.89212,158.89192,158.89206,158.90733,158.94191,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.390081015756948,16.05397566907726,16.390050498178823,16.39009627454601,16.39009627454601,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333557,0.0,2.5333147,2.5333586,2.5333586,5),5),5),7),7),6.992,5.868,6.388,7.96,8.008
11,158.89815,158.89194,158.89206,158.94977,158.95036,158.89815,158.89194,158.89206,158.94977,158.95036,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363698569467886,16.390081015756948,16.05397566907726,16.390050498178823,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.533348,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.096,6.35,6.498,8.028,8.168
12,158.90088,158.89206,158.89206,158.94977,158.95036,158.90088,158.89206,158.89206,158.94977,158.95036,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363698569467886,16.390081015756948,16.05397566907726,16.390050498178823,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333471,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.276,6.374,6.474,7.83,7.892
13,158.90088,158.89206,158.89206,158.94977,158.95036,158.90088,158.89206,158.89206,158.94977,158.95036,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363698569467886,16.390081015756948,16.05397566907726,16.390050498178823,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333471,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.332,6.518,6.584,7.768,7.776
14,158.9057,158.89206,158.89206,158.94978,158.95036,158.9057,158.89206,158.89206,158.94978,158.95036,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363698569467886,16.390065756967886,16.05397566907726,16.390050498178823,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333471,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.236,6.626,6.726,7.916,8.134
15,158.9057,158.89206,158.89206,158.94978,158.95036,158.9057,158.89206,158.89206,158.94978,158.95036,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363698569467886,16.390065756967886,16.05397566907726,16.390050498178823,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333471,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.266,6.78,6.8,7.904,7.91
16,158.9057,158.89206,158.89206,158.94978,158.95036,158.9057,158.89206,158.89206,158.94978,158.95036,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363698569467886,16.390065756967886,16.05397566907726,16.390050498178823,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333471,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.42,6.86,6.994,7.85,7.91
17,158.90627,158.89206,158.89206,158.94978,158.95036,158.90627,158.89206,158.89206,158.94978,158.95036,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363698569467886,16.390065756967886,16.05397566907726,16.390050498178823,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333471,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.414,6.824,6.964,7.758,7.762
18,158.90627,158.89206,158.89206,158.94978,158.94978,158.90627,158.89206,158.89206,158.94978,158.94978,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363683310678823,16.390065756967886,16.05397566907726,16.390050498178823,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333471,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.386,6.84,6.908,7.898,7.946
19,158.9067,158.89206,158.89206,158.95825,158.97728,158.9067,158.89206,158.89206,158.95825,158.97728,8.36366805188976,8.36366805188976,8.36366805188976,8.363683310678823,8.363698569467886,16.390065756967886,16.05397566907726,16.39003523938976,16.390081015756948,16.390081015756948,5.4930615,5.4930615,5.4930615,7.690286,7.690286,2.5333462,0.0,2.5332747,2.5333576,2.5333576,5),5),5),7),7),7.356,6.86,7.028,7.712,7.846
