Complexity,Loss,Equation
1,0.14150095,"7.8069644"
3,0.039443035,"x2 + 4.4206324"
5,0.03161936,"powabs(x2, 1.1468718) + 3.7545106"
6,0.021941397,"sqrtabs(x3 + 21.752026) + x2"
7,0.014988289,"powabs(2.1294334, x3) + (x2 + 4.183856)"
8,0.0071554654,"x2 + (sqrtabs(x2 + x3) + 3.1737838)"
9,0.00684689,"(x2 + powabs(x2 + x3, 0.46368995)) + 3.194645"
10,0.0024471048,"sqrtabs(powabs(x2 + -2.0659297, x3 + 4.677989)) + 6.26951"
12,0.0023106905,"sqrtabs(powabs(x2 + -2.0358794, x3 + 4.9745016) + 1.0022141) + 5.852678"
15,0.0020159578,"sqrtabs(powabs(x2 + -2.0585163, x3 + 5.343162) + sqrtabs(x3 + 10.982718)) + 5.3528776"
18,0.002001531,"(x2 + 3.2759209) + sqrtabs(powabs(powabs(x2 + -1.9526111, x2 + -2.3655598), x3 + (x2 + -1.0972347)))"
20,0.0019260527,"sqrtabs(powabs(powabs(powabs(-1.4719174, x2) + -2.1541033, x2 + -2.5510933), x2 + (x3 + -1.1805139))) + (x2 + 3.2890794)"
23,0.00181413,"sqrtabs(powabs(x2 + -2.0450764, x3 + 5.4522657)) + (((5.8284693 / sqrtabs(powabs(x2 + -2.2176876, x3 + 4.532291))) / 6.2856946) + 5.2840533)"
24,0.0017184314,"(x2 + 3.278741) + sqrtabs(powabs(powabs(x2 + -1.935446, x2 + -2.3110545), (powabs(x1 + -1.3746873, x2) + (x2 + x3)) + -1.2265203))"
26,0.0015469544,"(x2 + 3.2713423) + sqrtabs(powabs(powabs(x2 + -1.9512331, x2 + -2.333901), (powabs(powabs(x1 + -1.1387949, x2), x2) + (x2 + x3)) + -1.1387949))"
28,0.0014955564,"(x2 + 3.2713423) + sqrtabs(powabs(powabs(x2 + -1.9512331, x2 + -2.333901), (powabs(powabs(x1 + -1.0670406, x2), powabs(x3, 3.2713423)) + (x2 + x3)) + -1.1387949))"
32,0.0014449117,"(x2 + 3.2713423) + sqrtabs(powabs(powabs(x2 + -1.9682426, x2 + -2.2949889), (powabs(x1 + -1.1408626, -1.9682426 + powabs(3.2675467 + 6.268723, x2 + -2.295969)) + x2) + (x3 + -1.1408626)))"
34,0.0014398181,"(x2 + 3.2675467) + sqrtabs(powabs(powabs(x2 + -1.9682426, x2 + -2.2949889), powabs(x1 + -1.1408626, -1.9682426 + powabs(3.3231404 + (x1 + x2), x2 + -2.2949889)) + (x2 + (x3 + -1.1408626))))"
36,0.0011287739,"(x2 + 3.3396585) + sqrtabs(powabs(powabs(x2 + -1.8730837, x2 + -2.6111953), powabs(powabs(powabs(x1 + -1.0584786, 3.3396585), 3.2675467), powabs(0.82532066, x2 + powabs(x3 + x2, x2))) + (x3 + (x2 + -1.9953595))))"
38,0.0010779876,"(x2 + 3.3365755) + sqrtabs(powabs(powabs(x2 + -1.884539, x2 + -2.619843), powabs(powabs(powabs(x1 + -1.0542967, (x2 + x2) + x2), 1.4458245), powabs(0.7681355, powabs(x2, x3 + x2))) + (x2 + (x3 + -1.9642103))))"
40,0.00095898414,"(x2 + 3.3718083) + sqrtabs(powabs(powabs(x2 + -1.7310613, x2 + -2.7243826), powabs(powabs(powabs(x1 + -1.0508791, x2), powabs(x2 + -2.921504, -2.1088092)), powabs(0.8430069, x2 + powabs(x3 + x2, x2))) + ((x2 + x3) + -2.1088092)))"
42,0.0009448772,"(x2 + 3.3894567) + sqrtabs(powabs(powabs(x2 + -1.6964005, x2 + -2.709077), powabs(powabs(powabs(x1 + -1.0533173, 3.3894567), 3.3894567), powabs(0.8192547, powabs(x3 + x2, x2) + powabs(x2 + -2.2466679, x2 + x1))) + ((x3 + x2) + -2.2192497)))"
44,0.00080952415,"(x2 + 3.388561) + sqrtabs(powabs(powabs(x2 + -1.6990004, x2 + -2.7094047), powabs(powabs(powabs(powabs(x1 + -1.0537512, 3.3897831), x2), 3.3897831), powabs(0.7896979, powabs(x2, x3 + x2) + powabs(x2 + -2.295969, x2 + x2))) + (x3 + (x2 + -2.21069))))"
46,0.000801863,"sqrtabs(powabs(powabs(x2 + -1.7144442, x2 + -2.6968415), powabs(powabs(powabs(powabs(x1 + -1.0541312, x2 + x2), x2), 1.7177701), powabs(0.78056276, powabs(x2, x3 + x2) + powabs(x2 + -2.301383, x2 + x2))) + (x3 + (x2 + -2.2169712)))) + (x2 + 3.3887675)"
48,0.00078210636,"(x2 + 3.3231404) + sqrtabs(powabs(powabs(x2 + -1.9006556, x2 + -2.5693858), powabs(powabs(powabs(x1 + -1.0496917, 3.2258494 + (x2 + -0.94946384)), x2), powabs(0.8378183, powabs(x3 + -2.8934126, x3 + x2) + powabs(x1 + -1.1505518, x1 + x3))) + ((x2 + x3) + -1.9605395)))"
50,0.0007708993,"(x2 + 3.3231404) + sqrtabs(powabs(powabs(x2 + -1.9006556, x2 + -2.5693858), powabs(powabs(powabs(x1 + -1.0496917, (x2 + 0.89391345) + (x1 + -0.94946384)), x2), powabs(0.8378183, powabs(x3 + -2.8934126, x3 + x2) + powabs(x1 + -1.1505518, x1 + x3))) + ((x2 + x3) + -1.9605395)))"
