id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,8.78657581764134e-2,8.78657581764134e-2,1,1.9337354375123376e-4,1.9337354375123376e-4,1.422766737995458e-4,6.661338147750939e-16,6.661338147750939e-16,-5.5462445150666895e-3,1.9337354375123376e-4,1.9337354375123376e-4,1.422766737995458e-4,1.9337354375123376e-4,1.9337354375123376e-4,1.422766737995458e-4
1,(-0.9147678388013178 + (Abs(x0) ^ -1.6468043101699695e-2)),-0.9147678388013178;-1.6468043101699695e-2,6,9.285353818941082e-5,9.285353818941082e-5,1.3132864811975407e-4,0.5198229479164813,0.5198229479164813,7.182937731511008e-2,9.285353818941082e-5,9.285353818941082e-5,1.3132864811975407e-4,6.931564659137642,6.931564659137642,6.931603134247573
2,(Exp((-2.9688372466564865 - x0)) + 6.684768685609113e-2),-2.9688372466564865;6.684768685609113e-2,6,9.244734181612108e-5,9.244734181612108e-5,1.34705110394596e-4,0.5219235267516724,0.5219235267516724,4.796609129959939e-2,9.244734181612108e-5,9.244734181612108e-5,1.34705110394596e-4,9.656719921946417,9.656719921946417,9.656762179714995
3,((Abs((x1 * x0)) ^ -1.0122034065700034e-2) + -0.9160327010823853),-1.0122034065700034e-2;-0.9160327010823853,8,6.579750349806104e-5,6.579750349806104e-5,7.081196317044753e-5,0.6597388545420335,0.6597388545420335,0.49953353749959506,6.579750349806104e-5,6.579750349806104e-5,7.081196317044753e-5,12.542382082099882,12.542382082099882,12.542387096559555
4,(0.11332980372729368 + ((x1 + (x0 - x6)) * -1.3209611768307844e-2)),0.11332980372729368;-1.3209611768307844e-2,9,4.7134700585535324e-5,4.7134700585535324e-5,5.6619895448527055e-5,0.7562505207735556,0.7562505207735556,0.5998365599035823,4.7134700585535324e-5,4.7134700585535324e-5,5.6619895448527055e-5,17.513238476198406,17.513238476198406,17.51324796139327
5,(((Abs(1.0193233821590908) ^ x6) + ((x1 * -1.0722480758667392e-2) + -1.9047560816815174)) + (Abs(x0) ^ -1.2891040741559692e-2)),1.0193233821590908;-1.0722480758667392e-2;-1.9047560816815174;-1.2891040741559692e-2,15,3.7017933666120574e-5,3.7017933666120574e-5,4.359789374791565e-5,0.8085677443355828,0.8085677443355828,0.6918700925722412,3.7017933666120574e-5,3.7017933666120574e-5,4.359789374791565e-5,25.29686895565274,25.29686895565274,25.29687553561282
6,((Sin(((x4 + x6) * 1.4719443178539295e-2)) + -0.9056053200367455) + ((x1 * -1.0735965960973008e-2) + (Abs(x0) ^ -1.3001266015265195e-2))),1.4719443178539295e-2;-0.9056053200367455;-1.0735965960973008e-2;-1.3001266015265195e-2,17,3.522072118948245e-5,3.522072118948245e-5,4.111889018515709e-5,0.8178617379283679,0.8178617379283679,0.709390552223859,3.522072118948245e-5,3.522072118948245e-5,4.111889018515709e-5,35.1556284581007,35.1556284581007,35.1556343562697
7,((x1 * -1.1032701193800913e-2) + ((x4 * 1.0793163623201414e-2) + ((-1.905324079832093 + (Abs(x0) ^ -1.280993110328141e-2)) + (Abs(1.018945961677709) ^ x6)))),-1.1032701193800913e-2;1.0793163623201414e-2;-1.905324079832093;-1.280993110328141e-2;1.018945961677709,19,3.16260466408304e-5,3.16260466408304e-5,3.701230630055494e-5,0.8364510158560479,0.8364510158560479,0.7384140027493167,3.16260466408304e-5,3.16260466408304e-5,3.701230630055494e-5,35.35053783460385,35.35053783460385,35.35054322086351
8,((x1 * -9.431877899717883e-3) + (-0.9714629657801527 + ((((Abs(-1.01934787447105) ^ x6) + -0.935123882424555) + (Abs(x0) ^ -1.3780779495517082e-2)) + (x4 * 6.309149574717378e-3)))),-9.431877899717883e-3;-0.9714629657801527;-1.01934787447105;-0.935123882424555;-1.3780779495517082e-2;6.309149574717378e-3,21,3.24518072745133e-5,3.24518072745133e-5,3.995100521147221e-5,0.8321807283199969,0.8321807283199969,0.7176446273153879,3.24518072745133e-5,3.24518072745133e-5,3.995100521147221e-5,39.509421743724154,39.509421743724154,39.509429242922096
9,(((x4 * 1.1216511416940187e-2) + ((x6 * 2.0990130926976037e-2) + ((Abs(x0) ^ -1.2783417136869209e-2) + (x1 * -1.0612892834351961e-2)))) + ((x5 * 1.0185882260352658e-2) + -0.9065254634397667)),1.1216511416940187e-2;2.0990130926976037e-2;-1.2783417136869209e-2;-1.0612892834351961e-2;1.0185882260352658e-2;-0.9065254634397667,22,2.5517383176108803e-5,2.5517383176108803e-5,2.9212553345011695e-5,0.8680409807820674,0.8680409807820674,0.7935390775991957,2.5517383176108803e-5,2.5517383176108803e-5,2.9212553345011695e-5,46.14174164144379,46.14174164144379,46.14174533661395
10,(((Exp(x5) * 5.35580835181152e-3) + ((6.687255676026696e-3 * (x4 + 0.26906265501518645)) + (x6 * 2.343139904439484e-2))) + ((x1 * -1.1127706279949435e-2) + ((Abs(x0) ^ -1.3525265109309435e-2) + -0.9134032174197243))),5.35580835181152e-3;6.687255676026696e-3;0.26906265501518645;2.343139904439484e-2;-1.1127706279949435e-2;-1.3525265109309435e-2;-0.9134032174197243,25,2.716865033683527e-5,2.716865033683527e-5,3.130630856939433e-5,0.8595017197813446,0.8595017197813446,0.778741376425931,2.716865033683527e-5,2.716865033683527e-5,3.130630856939433e-5,55.262069400507436,55.262069400507436,55.26207353816567
11,((x1 * -1.0115649787692997) + ((x1 + -0.8017709664888882) + ((((Abs(-1.020801355571982) ^ x6) + -1.1038249925224712) + (Abs(x0) ^ -1.2562309924064222e-2)) + ((Abs((x5 - x4)) ^ 0.7252278570783528) * 1.0110084436619274e-2)))),-1.0115649787692997;-0.8017709664888882;-1.020801355571982;-1.1038249925224712;-1.2562309924064222e-2;0.7252278570783528;1.0110084436619274e-2,28,2.5651069647270816e-5,2.5651069647270816e-5,2.9129288396573917e-5,0.867349642822548,0.867349642822548,0.7941275560473166,2.5651069647270816e-5,2.5651069647270816e-5,2.9129288396573917e-5,57.564652975920794,57.564652975920794,57.564656454139545
12,((x1 * -1.0108452790237532) + ((x1 + -1.9066398954717296) + ((((Abs(1.021925197381856) ^ x6) + (x11 * 2.989268407678621e-3)) + (Abs(x0) ^ -1.2820030059501256e-2)) + ((Abs((x5 - x4)) ^ x1) * 1.0188500982458028e-2)))),-1.0108452790237532;-1.9066398954717296;1.021925197381856;2.989268407678621e-3;-1.2820030059501256e-2;1.0188500982458028e-2,30,2.4306025797702852e-5,2.4306025797702852e-5,2.8197213744281153e-5,0.8743053195065225,0.8743053195065225,0.8007150319925384,2.4306025797702852e-5,2.4306025797702852e-5,2.8197213744281153e-5,64.7431966715818,64.7431966715818,64.74320056276974
13,((x1 * -1.0777694697371772e-2) + (((x11 * 6.183328069316783e-3) + x6) + ((((Abs(2.0895148342365874e-2) ^ x6) + -1.9070607158377775) + (Abs(x0) ^ -1.3647921869984727e-2)) + ((Abs((Sin((x0 * x5)) - x4)) ^ 0.6698161910261953) * 1.2079529574499098e-2)))),-1.0777694697371772e-2;6.183328069316783e-3;2.0895148342365874e-2;-1.9070607158377775;-1.3647921869984727e-2;0.6698161910261953;1.2079529574499098e-2,33,2.3938670742767304e-5,2.3938670742767304e-5,2.8620076020716232e-5,0.8762050367470987,0.8762050367470987,0.7977264354597331,2.3938670742767304e-5,2.3938670742767304e-5,2.8620076020716232e-5,74.54722343231074,74.54722343231074,74.54722811371603
