id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((x2 * t0) + ((((t1 + (t2 * x4)) / x1) / x3) + t3)) + (t4 / x0)),-5960.235074553537;-26602.21690761553;6815.954447376902;28715.371843963138;243.01570363444222,19,857.5286900294689,1539.025213936945,0.9940038099171749,0.9798826174789459
