Complexity,Loss,Equation
1,1277.9684,"71.75035"
3,197.50706,"24036.15 / x0"
5,63.34221,"(35186.445 / x0) + -38.39715"
6,58.89781,"(4064.5454 / sqrtabs(x0)) + -152.96416"
7,58.539165,"(60778.816 / (x0 + 92.1228)) + -73.45549"
8,57.86343,"-153.0424 + sqrtabs((1.6527099e7 / x0) + x1)"
9,49.78373,"(31729.078 / (x0 + (x1 / -22.480835))) + -32.69434"
11,10.378679,"(37058.312 / ((-967.6692 / (-1.8599124 - x1)) + x0)) + -41.15408"
13,7.521409,"(37963.086 / (((279900.22 / (x1 + 2.3917403)) / x0) + x0)) + -43.818405"
15,4.4288793,"(45972.152 / ((((236762.17 / (x1 + 2.0835)) + 5491.1367) / x0) + x0)) + -59.836796"
17,3.9779465,"(34727.07 / ((x0 + (((182548.4 / (x1 + 1.346404)) + 12452.948) / x0)) + -78.776375)) + -47.74956"
19,3.930574,"(35708.758 / ((x0 + ((((215082.22 / (x1 + 1.8641542)) + x0) + 11358.5) / x0)) + -70.78241)) + -48.575184"
23,3.6588175,"(50076.883 / (((87123.51 / (x1 + (230.4689 / (x0 + -158.04587)))) / ((x0 + -145.78622) / 1.1552769)) + (x0 + 41.960022))) + -62.41753"
27,2.2643213,"(33887.76 / ((((87900.64 / (x1 + 0.7639895)) / ((-57.63235 / ((x1 + 23.754686) / -44.50737)) + ((x0 + -189.87006) / 1.4751766))) + x0) + -30.93981)) + -41.425186"
29,2.1910832,"(33888.04 / ((((33888.04 / (x1 + 0.7249163)) + 56.03911) / ((-41.993557 / ((x1 + 16.311037) / -17.286272)) + ((x0 + -178.09892) / 3.91998))) + (x0 + -33.631702))) + -41.993557"
31,1.0166212,"(((x1 / -0.3049287) + 33888.164) / (((33888.086 / (x1 + 0.86354107)) / ((-40.131176 / ((x1 + 13.993553) / -15.883998)) + ((x0 + -181.48312) / 7.685295))) + (x0 + -42.091328))) + -40.74289"
35,0.9260183,"((((x1 / (-37.674934 / x0)) / 2.9143336) + 33886.74) / (((87900.64 / (x1 + 0.86355364)) / ((-43.64064 / ((x1 + 17.201902) / -43.6406)) + ((x0 + -183.2175) / 2.9487028))) + (x0 + -37.33488))) + -39.205086"
37,0.9193347,"((((x1 / (-37.674934 / (x0 + 6.7315273))) / 2.9143336) + 33886.74) / ((((87900.64 / (x1 + 0.86355364)) / ((-43.64064 / ((x1 + 17.201902) / -43.6406)) + ((x0 + -183.2175) / 2.9487028))) + x0) + -37.33488)) + -39.205086"
38,0.74744976,"(((x1 / (sin(x0 + -40.118214) + -1.2149092)) + 33888.074) / ((((33888.043 / (x1 + 0.8393605)) + 54.024796) / ((-38.65844 / ((x1 + 13.953375) / -15.876803)) + ((x0 + -167.90431) / 8.635718))) + (x0 + -40.657944))) + -39.4977"
