gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,40550.453,15985.565,18327.629,140741.44,140741.44,29834.451,3198.8398,8226.706,283029.9,283029.9,12827.291,6385.7188,6999.871,39100.06,39100.06,12893.128,6446.7573,7075.277,39117.414,39117.414,13,5,6,26,26
2,18327.629,4173.788,4323.2466,51856.83,51856.83,25088.658,3198.8398,3985.125,89849.4,89849.4,6999.871,3288.354,3327.546,15792.127,15792.127,7075.277,3373.7446,3377.1846,15810.201,15810.201,15,6,6,26,26
3,17466.076,4141.8706,4151.6597,28357.15,28357.15,21431.463,3985.125,7106.4717,58149.758,58149.758,6773.948,3279.9844,3282.5513,9629.881,9629.881,6825.273,3331.1711,3350.9426,9675.205,9675.205,15,7,8,24,24
4,15033.927,2074.0051,4151.6597,18493.25,18493.25,19665.123,7106.4717,8138.137,42395.805,42395.805,6136.174,2737.7344,3282.5513,7043.3013,7043.3013,6186.095,2821.1956,3331.1711,7074.269,7074.269,13,8,8,27,27
5,12332.675,2074.0051,2344.4595,18493.25,18493.25,19665.123,3710.0723,7106.4717,56880.477,56880.477,5427.833,2737.7344,2808.6548,7043.3013,7043.3013,5455.555,2821.1956,2882.3416,7074.269,7074.269,13,8,9,27,27
6,4726.449,2074.0051,2344.4595,16846.922,16846.922,19664.664,3710.0723,8241.437,56880.477,56880.477,3433.2764,2737.7344,2808.6548,6611.59,6611.59,3512.2659,2821.1956,2882.3416,6685.747,6685.747,19,7,8,27,27
7,4726.449,2074.0051,2344.4595,16126.549,16126.549,19664.664,3300.6138,3710.0723,56880.477,56880.477,3433.2764,2737.7344,2808.6548,6422.6885,6422.6885,3512.2659,2821.1956,2882.3416,6482.6616,6482.6616,19,7,9,27,27
8,4399.124,2074.0051,2344.4595,5775.791,5775.791,17337.396,3710.0723,6103.146,24683.264,24683.264,3347.4429,2737.7344,2808.6548,3708.442,3708.442,3390.9053,2818.7976,2882.3416,3794.3794,3794.3794,19,7,10,33,33
9,4383.866,1518.975,2344.4595,5775.791,5775.791,17337.396,3710.0723,4469.6953,25346.28,25346.28,3343.442,2592.1904,2808.6548,3708.442,3708.442,3386.3582,2724.954,2882.3416,3779.47,3779.47,19,7,10,44,44
10,4072.3318,1028.5183,2344.4595,5775.791,5775.791,17337.396,3710.0723,4216.571,30018.99,30018.99,3261.7493,2463.5796,2808.6548,3708.442,3708.442,3358.5828,2592.744,2882.3416,3767.0547,3767.0547,22,10,11,34,34
11,4018.1282,1028.5183,2344.4595,5775.791,5775.791,16054.053,3710.0723,4216.571,25346.28,25346.28,3247.5356,2463.5796,2808.6548,3708.442,3708.442,3353.8708,2592.744,2882.3416,3762.085,3762.085,22,10,11,36,36
12,4018.1282,1028.5183,1298.3055,5775.791,5775.791,16054.053,3281.4946,4216.571,27985.219,27985.219,3247.5356,2463.5796,2534.3252,3708.442,3708.442,3353.8708,2592.744,2682.1306,3749.3499,3749.3499,29,10,11,42,42
13,4018.1282,748.0693,1298.3055,5775.791,5775.791,16054.053,1289.1904,3281.4946,27985.219,27985.219,3247.5356,2390.0383,2534.3252,3708.442,3708.442,3353.8708,2582.4268,2682.1306,3749.3499,3749.3499,29,10,11,51,51
14,3985.4153,748.0693,1065.7618,5775.791,5775.791,19670.932,1289.1904,2990.0547,27985.219,27985.219,3238.9575,2390.0383,2473.346,3708.442,3708.442,3287.3396,2582.4268,2640.4004,3749.3499,3749.3499,29,10,11,55,55
15,3985.4153,1032.6263,1065.7618,4659.012,4659.012,19670.932,2990.0547,3695.9915,32850.824,32850.824,3238.9575,2464.6567,2473.346,3415.5928,3415.5928,3287.3396,2582.1443,2640.4004,3506.5498,3506.5498,29,10,11,55,55
16,3962.9517,1032.6263,1065.7618,4423.527,4423.527,13224.834,1931.2991,2990.0547,94979.125,94979.125,3233.067,2464.6567,2473.346,3353.842,3353.842,3268.891,2582.1443,2640.4004,3433.4363,3433.4363,29,10,11,55,55
17,3553.0923,1022.25226,1032.6263,4321.1616,4321.1616,13224.834,1632.2927,1931.2991,79612.75,79612.75,3125.5908,2461.9365,2464.6567,3326.999,3326.999,3216.4683,2582.1443,2609.4307,3430.8381,3430.8381,31,10,11,47,47
18,2604.0837,747.86755,1022.25226,4018.1282,4018.1282,13224.834,1035.002,1632.2927,79612.75,79612.75,2876.7354,2389.9854,2461.9365,3247.5356,3247.5356,2972.0186,2574.9592,2609.4307,3346.967,3346.967,29,10,11,58,58
19,2336.1143,698.5496,747.86755,4049.6802,4049.6802,13224.834,1035.002,1150.857,79612.75,79612.75,2806.4663,2377.053,2389.9854,3255.8093,3255.8093,2888.539,2571.4993,2574.9592,3307.8684,3307.8684,28,10,18,68,68
20,2101.0,698.5496,747.86755,3962.9517,3962.9517,6089.293,1035.002,1150.857,19670.932,19670.932,2744.813,2377.053,2389.9854,3233.067,3233.067,2842.9216,2571.4993,2574.9592,3268.891,3268.891,52,10,20,87,87
21,1744.2865,698.2839,747.86755,3962.9517,3962.9517,5849.6797,1035.002,1128.6208,19670.932,19670.932,2651.2732,2376.9834,2389.9854,3233.067,3233.067,2801.2712,2545.9773,2568.5664,3268.891,3268.891,38,10,20,92,92
22,1775.0604,698.2839,747.86755,3962.9517,3962.9517,5995.5884,1035.002,1128.6208,19670.932,19670.932,2659.343,2376.9834,2389.9854,3233.067,3233.067,2758.206,2545.9773,2568.5664,3268.891,3268.891,29,10,20,71,71
23,1775.0597,699.25684,747.86755,3962.9517,3962.9517,5328.975,822.5303,1035.002,19670.932,19670.932,2659.3428,2377.2385,2389.9854,3233.067,3233.067,2756.4014,2528.7893,2545.9773,3268.891,3268.891,34,10,21,56,56
24,1776.1769,522.12915,747.86755,3962.9517,3962.9517,5328.975,825.7541,1035.002,19670.932,19670.932,2659.6357,2330.7908,2389.9854,3233.067,3233.067,2730.936,2526.46,2545.9773,3268.891,3268.891,30,10,20,62,62
25,1776.1769,561.9188,817.5493,3962.9517,3962.9517,5328.975,888.63965,1276.4501,19670.932,19670.932,2659.6357,2341.2246,2408.2578,3233.067,3233.067,2730.936,2520.048,2545.9773,3268.891,3268.891,30,10,20,58,58
