gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.087254696,0.061171263,0.06803144,0.09944982,0.09944982,0.1476571,0.1131075,0.12922366,0.18470773,0.18470773,1299.9583,656.02344,825.38416,1601.0254,1601.0254,1319.4247,672.0666,842.85455,1649.0093,1649.0093,6,3,5,15,15
2,0.06803141,0.060922876,0.061171196,0.09548382,0.09548382,0.15093885,0.13428445,0.14521565,0.18469486,0.18469486,825.3833,649.8915,656.02185,1503.1147,1503.1147,842.8536,672.06635,672.15063,1542.406,1542.406,7,5,5,25,25
3,0.061407812,0.060821462,0.060922876,0.09548382,0.09548382,0.15093885,0.14521565,0.1476571,0.1648838,0.1648838,661.8633,647.3878,649.8915,1503.1147,1503.1147,684.367,672.06635,672.15063,1542.406,1542.406,7,4,5,14,14
4,0.061347168,0.057845585,0.060214654,0.093833014,0.093833014,0.15093885,0.14087676,0.14679122,0.16487585,0.16487585,660.3661,573.9209,632.4072,1462.3604,1462.3604,686.6462,627.58905,671.3517,1505.8212,1505.8212,11,4,7,18,18
5,0.060922876,0.053713936,0.056195576,0.093833014,0.093833014,0.15093698,0.14087676,0.14679122,0.16267261,0.16267261,649.8915,471.92078,533.1863,1462.3604,1462.3604,675.7176,547.9522,585.80054,1505.8212,1505.8212,14,7,7,28,28
6,0.060214654,0.053713936,0.054024596,0.0902311,0.0902311,0.14949927,0.09835155,0.12349226,0.159005,0.159005,632.4072,471.92078,479.5901,1373.4382,1373.4382,671.3517,539.12115,547.9522,1431.1165,1431.1165,19,7,11,28,28
7,0.05824951,0.051705662,0.053713717,0.09021466,0.09021466,0.15057312,0.075580515,0.09835332,0.1590031,0.1590031,583.8927,422.34143,471.91528,1373.0325,1373.0325,636.143,457.36212,530.0408,1439.5367,1439.5367,20,9,10,29,29
8,0.053685896,0.047182873,0.04987902,0.08736859,0.08736859,0.14560197,0.08361705,0.094005674,0.16092114,0.16092114,471.22852,310.68518,377.24622,1302.77,1302.77,525.9078,368.86047,426.69992,1330.673,1330.673,18,8,10,32,32
9,0.051731206,0.04376417,0.046276253,0.06271373,0.06271373,0.09746371,0.063212276,0.08028252,0.15766908,0.15766908,422.97205,226.28589,288.30298,694.103,694.103,484.03284,346.01407,368.86047,744.51935,744.51935,22,17,18,34,34
10,0.04916033,0.042260528,0.04376417,0.056226794,0.056226794,0.110373065,0.063212276,0.06899332,0.15411201,0.15411201,359.50366,189.16467,226.28589,533.9569,533.9569,444.01715,346.01407,358.0624,555.65375,555.65375,29,9,15,54,54
11,0.047182873,0.040269826,0.041547686,0.056226794,0.056226794,0.10578192,0.05112057,0.070453726,0.15072799,0.15072799,310.68518,140.01923,171.5664,533.9569,533.9569,378.69214,284.53012,309.5417,555.65375,555.65375,39,9,14,54,54
12,0.044254757,0.034612317,0.03895329,0.05403236,0.05403236,0.10578192,0.041334912,0.07044867,0.15701275,0.15701275,238.39734,0.34942627,107.51727,479.78186,479.78186,361.6313,108.16353,258.05045,546.3926,546.3926,39,9,17,54,54
13,0.044219732,0.03208029,0.034612317,0.0537123,0.0537123,0.095330544,0.03986184,0.041334912,0.14621109,0.14621109,237.5326,-62.159912,0.34942627,471.88037,471.88037,312.8873,108.16353,198.09592,777.278,777.278,55,26,31,73,73
14,0.039806806,0.030559478,0.03249446,0.05124432,0.05124432,0.101429276,0.03771337,0.041334912,0.12659873,0.12659873,128.58844,-99.704956,-51.93512,410.95203,410.95203,275.84128,108.16353,153.16908,589.82776,589.82776,47,37,39,75,75
15,0.039806806,0.030297684,0.03249446,0.050727542,0.050727542,0.095161065,0.038190402,0.04581443,0.4144391,0.4144391,128.58844,-106.16803,-51.93512,398.1942,398.1942,275.84128,135.31903,157.815,589.1749,589.1749,47,33,39,75,75
16,0.039806806,0.02920701,0.032136798,0.04841228,0.04841228,0.07516411,0.03392984,0.04581443,0.11577002,0.11577002,128.58844,-133.09406,-60.764893,341.03613,341.03613,317.3808,135.31903,235.92496,1414.634,1414.634,47,39,40,85,85
17,0.036010865,0.028536268,0.028893847,0.047413617,0.047413617,0.083030194,0.035657413,0.056631733,2.5310044,2.5310044,34.87616,-149.65302,-140.8252,316.3816,316.3816,299.34235,126.22293,130.47844,1066.4222,1066.4222,61,40,42,91,91
18,0.036010865,0.027758913,0.02889384,0.045090128,0.045090128,0.08344971,0.034865513,0.056630958,2.5310044,2.5310044,34.87616,-168.84387,-140.82544,259.0205,259.0205,297.4494,103.311424,126.22293,1066.4222,1066.4222,61,38,42,91,91
19,0.035967458,0.026604066,0.027424455,0.043940704,0.043940704,0.07184259,0.02751264,0.032559544,0.10958578,0.10958578,33.804565,-197.35419,-177.10089,230.64404,230.64404,460.91467,126.22293,135.96127,1352.7295,1352.7295,83,43,46,100,100
20,0.035297792,0.023360774,0.026951252,0.043940704,0.043940704,0.07184259,0.023709387,0.03255951,538.55145,538.55145,17.272217,-277.42297,-188.78302,230.64404,230.64404,401.3448,56.244453,126.22293,601.618,601.618,81,43,50,100,100
21,0.034770116,0.023360768,0.02686416,0.042798694,0.042798694,0.07295689,0.023714097,0.032657668,538.49896,538.49896,4.245117,-277.4231,-190.9331,202.45068,202.45068,272.67545,73.35802,126.22293,598.89124,598.89124,65,39,43,100,100
22,0.033454694,0.023360768,0.02686416,0.038937952,0.038937952,0.073095046,0.023714097,0.032657668,985.1043,985.1043,-28.22931,-277.4231,-190.9331,107.13867,107.13867,444.08853,73.35802,192.14423,638.6235,638.6235,91,62,68,100,100
23,0.033223614,0.021055046,0.026836878,0.037551045,0.037551045,0.063224934,0.031267766,0.032657668,985.1043,985.1043,-33.934082,-334.34558,-191.60663,72.89935,72.89935,268.6012,11.442047,171.8446,643.0808,643.0808,76,53,62,100,100
24,0.03233849,0.021055022,0.026836878,0.037551045,0.037551045,0.08922226,0.031263135,0.032657668,985.1043,985.1043,-55.785706,-334.3462,-191.60663,72.89935,72.89935,280.25662,11.402664,207.6273,643.0808,643.0808,84,62,64,100,100
25,0.031158747,0.021055022,0.026836878,0.03754696,0.03754696,0.07976193,0.031263135,0.032656077,985.1043,985.1043,-84.91052,-334.3462,-191.60663,72.79846,72.79846,273.20737,11.402664,154.31284,643.0808,643.0808,85,64,72,100,100
