id,view,Expression,Numpy,theta,size,loss_train,loss_val,loss_test,maxloss,R2_train,R2_val,R2_test,mdl_train,mdl_val,mdl_test
0,0,21.588628982331585,"t[0]",21.588628982331585,1,257.73785764529663,254.29194406706674,248.85367708669568,254.29194406706674,1.1102230246251565e-16,-3.1800578730600826e-4,-2.338717476292995e-3,257.73785764529663,254.29194406706674,248.85367708669568
1,0,(21.92862898233162 - x0),"(t[0] - x[:, 0])",21.92862898233162,3,248.06388711458303,245.126954068014,239.6366324040355,245.126954068014,3.7534146590242456e-2,3.5734668050034e-2,3.47859127654403e-2,251.35972398058735,248.4227909340183,242.93246927003983
2,0,((x0 * -22.0551928046211) + 29.087394535902668),"((x[:, 0] * t[0]) + t[1])",-22.0551928046211;29.087394535902668,5,148.58262239205902,158.44277856247848,146.95078680851256,158.44277856247848,0.423512619568131,0.3767275449307299,0.40810815051584637,155.51409419765847,165.37425036807792,153.882258614112
3,0,(((x0 * x1) * -0.34256037918070803) + 29.086464126585916),"(((x[:, 0] * x[:, 1]) * t[0]) + t[1])",-0.34256037918070803;29.086464126585916,7,146.1529679720515,154.82849360270936,146.57599593526749,154.82849360270936,0.4329394629593384,0.3909451967583073,0.4096177420461311,157.4190333590902,166.09455898974807,157.8420613223062
4,0,((((x0 * x1) * -0.33366701521416275) + 29.119809456136455) - x8),"((((x[:, 0] * x[:, 1]) * t[0]) + t[1]) - x[:, 8])",-0.33366701521416275;29.119809456136455,9,144.7533805292109,153.7125522471128,145.3067971600722,153.7125522471128,0.4383697379512519,0.3953350182113672,0.4147298508461492,162.2665718707087,171.2257435886106,162.81998850157
5,0,(((x1 * (x0 * -0.2996049903561163)) + 29.23953377807956) - (x5 * x8)),"(((x[:, 1] * (x[:, 0] * t[0])) + t[1]) - (x[:, 5] * x[:, 8]))",-0.2996049903561163;29.23953377807956,11,141.60805299049264,152.00236334173204,142.35095689108573,152.00236334173204,0.450573329489779,0.4020624541182588,0.426635454086436,164.48190994897084,174.87622030021024,165.22481384956393
6,0,(((x1 * (x0 * -0.30534046228398304)) + 29.220578107507194) - (x8 * Log(x1))),"(((x[:, 1] * (x[:, 0] * t[0])) + t[1]) - (x[:, 8] * np.log(x[:, 1])))",-0.30534046228398304;29.220578107507194,12,141.7091156396569,151.63142323873964,142.6799062963433,151.63142323873964,0.4501812153855974,0.40352163547554964,0.42531050390349945,166.66241413981493,176.58472173889766,167.63320479650133
7,0,((((x0 * x1) * -0.29649611096267386) + 30.61139539797483) - (x7 + (x5 * x8))),"((((x[:, 0] * x[:, 1]) * t[0]) + t[1]) - (x[:, 7] + (x[:, 5] * x[:, 8])))",-0.29649611096267386;30.61139539797483,13,140.67680601372115,151.09008916725122,141.65472643646763,151.09008916725122,0.45418648506296255,0.4056511021436451,0.4294397475536639,169.240725519092,179.65400867262207,170.21864594183847
8,0,((((x0 * x1) * -0.3023656499089089) + 29.263931236667002) - (x8 * Log((x4 * x4)))),"((((x[:, 0] * x[:, 1]) * t[0]) + t[1]) - (x[:, 8] * np.log((x[:, 4] * x[:, 4]))))",-0.3023656499089089;29.263931236667002,14,141.33793972838666,150.55230580728218,141.83389354234427,150.55230580728218,0.4516213449601245,0.4077666012412018,0.4287180940534193,172.09908381109372,181.31344988998924,172.59503762505133
9,0,((((x0 * x1) * -0.29925677543590284) + 30.635792856034076) - (x7 + (x8 * Log((x4 * x4))))),"((((x[:, 0] * x[:, 1]) * t[0]) + t[1]) - (x[:, 7] + (x[:, 8] * np.log((x[:, 4] * x[:, 4])))))",-0.29925677543590284;30.635792856034076,16,140.4139727340822,149.66557519836178,141.13976694133413,149.66557519836178,0.45520625484781374,0.41125476755980095,0.4315139135694006,177.2553342219869,186.5069366862665,177.98112842923888
10,0,(((x1 * ((x0 * Log((x4 * x4))) * -5.729224318550934e-2)) + 28.40102549616251) - (x8 * Log(x1))),"(((x[:, 1] * ((x[:, 0] * np.log((x[:, 4] * x[:, 4]))) * t[0])) + t[1]) - (x[:, 8] * np.log(x[:, 1])))",-5.729224318550934e-2;28.40102549616251,17,150.00887346630918,149.18274477951022,144.87525105220317,149.18274477951022,0.41797889205413497,0.41315409615823906,0.41646804245077884,187.36169128102492,186.53556259422595,182.2280688669189
11,0,((((x0 * x1) * -0.2969985292122628) + 30.7643652143708) - ((x7 + x2) + (x8 * Log((x4 * x4))))),"((((x[:, 0] * x[:, 1]) * t[0]) + t[1]) - ((x[:, 7] + x[:, 2]) + (x[:, 8] * np.log((x[:, 4] * x[:, 4])))))",-0.2969985292122628;30.7643652143708,18,139.91708250961474,149.013323026346,140.50711526914864,149.013323026346,0.4571341447938507,0.4138205570281812,0.43406212291527535,183.0791974199854,192.17543793671666,183.66923017951933
