gen,MSE_train_median,MSE_train_p5,MSE_train_p10,MSE_train_p90,MSE_train_p95,MSE_test_median,MSE_test_p5,MSE_test_p10,MSE_test_p90,MSE_test_p95,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,size_median,size_p5,size_p10,size_p90,size_p95
1,0.0012307168,0.0011784955,0.0012105323,0.0017042583,0.0017537491,0.0014637521,0.0014157936,0.0014209924,0.0019168089,0.0031027712,7787.1963,7411.8555,7642.119,11190.774,11546.49,7813.406,7452.541,7681.854,11225.492,11559.143,11,5,5,18,20
2,0.0012241864,0.0011485813,0.0011655665,0.0012307178,0.0013245577,0.0014637513,0.0013924836,0.0014242879,0.0019069372,0.0043837726,7740.259,7196.8467,7318.9277,7787.203,8461.678,7785.712,7241.826,7354.0327,7850.9136,8500.627,13,5,6,20,22
3,0.0012114197,0.0011231748,0.0011485813,0.0012307169,0.0012307172,0.0014683261,0.0014185726,0.0014242891,0.0021522166,0.0064044166,7648.498,7014.238,7196.8467,7787.1973,7787.199,7689.577,7084.616,7263.9966,7814.918,7833.698,13,5,7,22,22
4,0.0012105325,0.0010921649,0.0011430384,0.0012307166,0.0012307168,0.0014720602,0.0013924836,0.0014246933,0.0027120113,0.0064044166,7642.121,6791.3545,7157.008,7787.1943,7787.1963,7686.6963,6825.958,7237.0083,7805.2744,7809.137,13,5,7,22,24
5,0.0012040214,0.001002931,0.0011017009,0.001230716,0.0012307166,0.001468325,0.0013379122,0.0013822354,0.0019069461,0.0064044166,7595.3223,6149.986,6859.894,7787.1904,7787.1943,7642.2495,6212.708,6899.1416,7801.698,7804.4165,13,6,7,23,26
6,0.0011752016,0.00082665624,0.0009564135,0.0012218698,0.0012241877,0.001468325,0.0011145822,0.0012930245,0.0063732225,0.008965132,7388.1807,4883.0107,5815.6416,7723.6084,7740.2676,7452.541,4982.6196,5883.129,7763.8506,7780.686,16,8,9,27,30
7,0.0011488511,0.0006846615,0.0008930971,0.0012167392,0.0012198762,0.0015721307,0.0011145822,0.001242571,0.0064044166,0.008965163,7198.787,3862.4238,5360.5547,7686.7314,7709.2793,7271.139,3920.3135,5415.685,7723.5605,7750.6943,16,9,9,30,32
8,0.0011253832,0.0006846615,0.0007864941,0.0012083075,0.0012123544,0.0014318059,0.00095843634,0.0011145822,0.0022494465,0.0047871023,7030.1113,3862.4238,4594.3457,7626.129,7655.217,7098.796,3920.3135,4682.171,7673.7363,7709.007,19,13,13,30,32
9,0.0011078321,0.000680335,0.0007202024,0.0012038107,0.001210318,0.0013924836,0.00095618214,0.0010040301,0.0021058545,0.0047628814,6903.9614,3831.3271,4117.874,7593.8076,7640.579,6963.255,3901.6838,4263.1484,7648.81,7675.224,19,12,13,32,34
10,0.0010515228,0.000680335,0.0006941997,0.001169008,0.0011969425,0.0013924834,0.0009153056,0.00095939625,0.0026079488,0.010382026,6499.2393,3831.3271,3930.9795,7343.664,7544.4434,6541.8003,3901.6838,4083.9976,7384.6074,7591.2725,20,11,13,35,40
