id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((Sin((Sin(((Exp((t0 * (t1 + Exp(x0)))) - t2) / t3)) / t4)) * t5) + t6),-0.37317033688194545;-0.8757824670017066;0.8880291140448268;-0.5492281128927857;-0.4101328372943421;-1.1610335874946685;0.980654026480105,19,1.3142797608988283e-3,1.3443271488639713e-3,0.9753931332173276,0.9820045164043973
