-- NEO GP (NSGA2)--
SEED=-1
MAX_LEN=50
POPSIZE=500
TOURNAMENT_SIZE=2
INITIAL_DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
----------------------------------
gen,fevals,|bestfront|,bestloss,obj,nll,dl,func_compl,param_compl,FBF,MSE_train,MSE_test,R2_train,R2_test,size,expression
1,15942,3,-3180.7852,-3049.9517,-3180.7852,-3149.4673,17.703817,13.613932,-3049.9517,0.00010699764,0.00015517972,0.52926356,-0.02002287,11,"(((0.46726742 + (-0.12420261 * X1)) * (-0.09994065 * X1)) - -0.11393599) NeoGP.GaussianLikelihood{Float32} Float32[0.010343963]"
2,30702,4,-3180.7852,-3049.9517,-3180.7852,-3149.4673,17.703817,13.613932,-3049.9517,0.00010699764,0.00015517972,0.52926356,-0.02002287,11,"(((0.46726742 + (-0.12420261 * X1)) * (-0.09994065 * X1)) - -0.11393599) NeoGP.GaussianLikelihood{Float32} Float32[0.010343963]"
3,46288,6,-3254.5476,-3103.5386,-3254.5476,-3196.1526,32.95837,25.436878,-3103.5386,9.244348e-5,9.869811e-5,0.5932946,0.3512404,15,"((-0.32267255 + (log(abs(1.4955238)) - (0.00018697573 * X2))) + (5.6496476e-5 / sin((0.007510901 * X1)))) NeoGP.GaussianLikelihood{Float32} Float32[0.0096147545]"
4,63714,8,-3266.9058,-3108.916,-3266.9058,-3198.5945,39.55004,28.761215,-3108.916,9.0206544e-5,0.00013688258,0.60313606,0.10024738,18,"((sin((0.10303879 - (-2.927238 * X8))) + ((-0.002306818 * X10) + (0.01699186 * X6))) - (0.021891562 * X1)) NeoGP.GaussianLikelihood{Float32} Float32[0.009497714]"
5,83017,13,-3369.2146,-3194.0176,-3369.2146,-3300.72,48.33894,20.155691,-3194.0176,7.364891e-5,7.92689e-5,0.6759814,0.47895193,22,"(((sin((-0.40568644 - (0.015220505 * X1))) + ((-0.003580765 * X10) + (0.019906864 * X6))) + (-0.39483812 - (0.00019477785 * X2))) + 0.89314264) NeoGP.GaussianLikelihood{Float32} Float32[0.008581896]"
6,103448,14,-3519.2131,-3282.811,-3519.2131,-3381.3018,94.42645,43.48487,-3282.811,5.4706805e-5,5.3185773e-5,0.7593173,0.65040076,38,"(((sin((-0.7127665 - (0.20152041 * X1))) + ((-0.0032799167 * X10) + (0.021339778 * X6))) + (((sin(sqrt(abs((29.798527 + ((-584.37805 * X4) + (-131.12411 * X12)))))) * -0.039732467) + (0.11098529 * X1)) - (0.00024723908 * X2))) + 0.73961025) NeoGP.GaussianLikelihood{Float32} Float32[0.0073964023]"
7,127363,16,-3519.2131,-3282.811,-3519.2131,-3381.3018,94.42645,43.48487,-3282.811,5.4706805e-5,5.3185773e-5,0.7593173,0.65040076,38,"(((sin((-0.7127665 - (0.20152041 * X1))) + ((-0.0032799167 * X10) + (0.021339778 * X6))) + (((sin(sqrt(abs((29.798527 + ((-584.37805 * X4) + (-131.12411 * X12)))))) * -0.039732467) + (0.11098529 * X1)) - (0.00024723908 * X2))) + 0.73961025) NeoGP.GaussianLikelihood{Float32} Float32[0.0073964023]"
8,153989,17,-3519.5159,-3283.104,-3519.5159,-3367.7087,94.42645,57.380688,-3283.104,5.467399e-5,5.308838e-5,0.75946164,0.651041,38,"(((sin((-0.92957026 - (0.18929258 * X1))) + ((-0.003280354 * X10) + (0.021344637 * X6))) + (((sin(sqrt(abs((-166.62239 + ((4979.0527 * X4) + (-68.130356 * X12)))))) * -0.12999842) + (0.07080062 * X1)) - (0.0002474841 * X2))) + 0.9600212) NeoGP.GaussianLikelihood{Float32} Float32[0.0073941844]"
9,181518,20,-3496.929,-3296.3103,-3496.929,-3388.271,67.14107,41.516945,-3296.3103,5.717739e-5,5.4571305e-5,0.7484479,0.64129347,28,"(((sin((-1.3361083 - (0.17297703 * X1))) + ((-0.0033493843 * X10) + (0.020152556 * X6))) + (sqrt(abs((-0.0025262553 * exp((-0.028867722 * X2))))) - (-8.69298e-5 * X2))) + 1.0426503) NeoGP.GaussianLikelihood{Float32} Float32[0.0075615738]"
10,212022,21,-3502.961,-3309.5469,-3502.961,-3388.4072,62.345276,52.208485,-3309.5469,5.649785e-5,5.535331e-5,0.75143754,0.6361532,26,"((sqrt(abs(((0.120072775 + (0.00084623153 * X2)) + (4.757095e-5 / sin((0.0017333312 * X1)))))) / sqrt(abs((log(abs(sin(56.548668))) - (0.38060635 * X2))))) - (-0.020621585 * X6)) NeoGP.GaussianLikelihood{Float32} Float32[0.0075165033]"
