-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=50
TSIZE=3
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,size,Expression
1,38796,17727.262,17745.873,4758.913,3780.6855,0.41711044,0.45269948,17727.262,10339.738,7.442,7,"((0.024772963 * X6) * pdiv(-184.63564, -1.1582451)) [likelihood params: Float32[68.98487]]"
2,63391,17727.262,17745.873,4758.913,3780.6855,0.41711044,0.45269948,17727.262,10339.738,7.374,7,"((0.024772963 * X6) * pdiv(-184.63564, -1.1582451)) [likelihood params: Float32[68.98487]]"
3,92516,17547.832,17571.135,4244.344,3374.5278,0.48013675,0.51149577,17547.832,10233.724,8.104,8,"((X6 - (X4 - exp(-2.082976e8))) * 5.585005) [likelihood params: Float32[-65.14863]]"
4,135094,17377.285,17408.79,3806.9153,2974.7195,0.5337147,0.5693729,17377.285,10119.677,8.882,10,"((13.079681 - log(abs(X24)) * (X6 - (X4 - -20.071308))) [likelihood params: Float32[-61.7002]]"
5,170707,17377.285,17408.79,3806.9153,2974.7195,0.5337147,0.5693729,17377.285,10119.677,9.812,10,"((13.079681 - log(abs(X24)) * (X6 - (X4 - -20.071308))) [likelihood params: Float32[-61.7002]]"
6,208530,17377.285,17408.79,3806.9153,2974.7195,0.5337147,0.5693729,17377.285,10119.677,11.4,10,"((13.079681 - log(abs(X24)) * (X6 - (X4 - -20.071308))) [likelihood params: Float32[-61.7002]]"
7,248389,17289.938,17341.768,3600.6477,2777.6892,0.55897915,0.5978955,17289.938,10058.509,12.196,16,"(pdiv((-111.78465 * 8.940105), pdiv(-565.1426, ((X6 - (X4 - -756.56586)) * log(abs(X20)))) - -6312.833) [likelihood params: Float32[-60.00495]]"
8,295282,17073.562,17149.209,3136.5356,2271.0251,0.6158253,0.6712413,17073.562,9885.823,13.642,25,"(-1124.9553 - ((((((X3 + -212.94127) * X6) * pdiv(-161399.95, -2.3831312e7)) + pdiv(-7.855442e12, (X8 * -4.6730383e11))) * pdiv(-6.8524435e11, -2.7172196e10)) + (X8 * 13.214199))) [likelihood params: Float32[-56.00418]]"
9,342086,17073.562,17149.209,3136.5356,2271.0251,0.6158253,0.6712413,17073.562,9885.823,14.634,25,"(-1124.9553 - ((((((X3 + -212.94127) * X6) * pdiv(-161399.95, -2.3831312e7)) + pdiv(-7.855442e12, (X8 * -4.6730383e11))) * pdiv(-6.8524435e11, -2.7172196e10)) + (X8 * 13.214199))) [likelihood params: Float32[-56.00418]]"
10,388914,17073.562,17149.209,3136.5356,2271.0251,0.6158253,0.6712413,17073.562,9885.823,17.34,25,"(-1124.9553 - ((((((X3 + -212.94127) * X6) * pdiv(-161399.95, -2.3831312e7)) + pdiv(-7.855442e12, (X8 * -4.6730383e11))) * pdiv(-6.8524435e11, -2.7172196e10)) + (X8 * 13.214199))) [likelihood params: Float32[-56.00418]]"
11,434454,17009.166,17180.51,3009.9097,2282.9104,0.6313349,0.66952074,17009.166,9883.36,18.842,40,"(((-202.47777 + (pdiv((0.12027736 - -8.303087e7), pdiv(-1.255471e9, (X6 * -3.6635692))) + X16)) * ((log(abs(X7) + (X12 + (X6 * 0.15509036))) - 123.894485)) - (((-159.66043 + (pdiv((8.3039784e7 - -8.3030856e7), pdiv(-1.255471e9, X6)) + X16)) * 42.29413) - 1836.787)) [likelihood params: Float32[-55.32366]]"
12,488539,16934.16,17107.193,2869.6587,2296.091,0.64851344,0.66761273,16934.16,9872.646,20.002,40,"(((-235.88853 + (pdiv((0.120277375 - -8.303087e7), pdiv(-1.255471e9, (X6 * -5.9553843))) + X16)) * ((log(abs(X7) + (X12 + (X6 * 0.19777487))) - 124.94776)) - (((-230.12102 + (pdiv((8.3039784e7 - -8.3030856e7), pdiv(-1.255471e9, X6)) + X16)) * 28.50427) - 1838.459)) [likelihood params: Float32[-53.39316]]"
13,542347,16852.959,16993.84,2723.2498,2107.206,0.66644615,0.6949561,16852.959,9808.329,22.156,45,"((pdiv(pdiv(pdiv(487.4696, X15), pdiv(-835.07837, (X8 * -3063.4373))), -260.03772) - 190.7741) + (((X4 - -23.50405) * -11.143349) - ((-15.625041 * ((X6 - (-24.834555 - exp(-2.082976e8))) * 20.382656)) * pdiv((log(abs(pdiv(((-2.4123178 * X6) * X6), log(abs(X12))) - log(abs(X12)), X3)))) [likelihood params: Float32[53.103943]]"
14,600914,16777.686,16859.268,2597.1675,2033.4498,0.6818892,0.7056333,16777.686,9764.918,24.274,24,"(X9 - ((log(abs(X7) + (-1130.6638 + pdiv((X3 * (((X12 + (X6 * -0.87759316)) - -32.136333) - 81.63386)), log(abs(X20)))) - log(abs(X24))) [likelihood params: Float32[50.962433]]"
15,667165,16633.426,16696.39,2368.8865,2125.2864,0.70984983,0.6923388,16633.426,9785.611,25.544,19,"(((29.59367 * -29.760433) - (-11.176656 * X6)) - ((292984.7 * X6) * pdiv(-0.012028375, (X16 * (X4 - 15.420436))))) [likelihood params: Float32[48.67121]]"
16,730973,16453.002,16727.662,2111.4045,1628.2102,0.74138725,0.76429665,16453.002,9561.002,27.256,50,"((pdiv((log(abs(-1.5330435e8) * 84.170845), (X1 - 16.82545)) - 194.80554) + (((X24 + pdiv(-537494.9, X12)) * -0.22978064) - ((2.7672606 * ((X6 - (127.981995 - exp(-2.082976e8))) * -0.091842026)) * pdiv(X15, log(abs((4305.136 + (((X12 * -26.807728) - (-4.014849 * X6)) - log(abs(pdiv(X7, (-274.52704 + log(abs(X7))))))))))) [likelihood params: Float32[45.945667]]"
17,796256,16427.807,16692.395,2077.7485,1609.6576,0.7455095,0.7669824,16427.807,9549.298,29.002,44,"((pdiv((log(abs(-1.5330435e8) * 82.935555), (X1 - 16.78923)) - 194.69722) + (((X24 + pdiv(-537494.9, X12)) * -0.19372132) - ((2.7907586 * ((X6 - (111.64519 - exp(-2.082976e8))) * -0.09050806)) * pdiv(X15, log(abs((4305.1724 + (((X12 * -26.562733) - (-3.4383793 * X6)) - 16.933949))))))) [likelihood params: Float32[45.572]]"
18,867673,16427.807,16692.395,2077.7485,1609.6576,0.7455095,0.7669824,16427.807,9549.298,31.818,44,"((pdiv((log(abs(-1.5330435e8) * 82.935555), (X1 - 16.78923)) - 194.69722) + (((X24 + pdiv(-537494.9, X12)) * -0.19372132) - ((2.7907586 * ((X6 - (111.64519 - exp(-2.082976e8))) * -0.09050806)) * pdiv(X15, log(abs((4305.1724 + (((X12 * -26.562733) - (-3.4383793 * X6)) - 16.933949))))))) [likelihood params: Float32[45.572]]"
19,939155,16317.591,16494.537,1936.6736,1619.6589,0.76278895,0.7655345,16317.591,9540.279,33.182,31,"((pdiv((log(abs(-1.5330435e8) * 78.09686), (X1 - 16.243086)) - 239.20479) + (((X24 + pdiv(-537494.9, X12)) * -0.33023268) - ((0.8929143 * ((X6 - (124.26289 - exp(-2.082976e8))) * -0.69066167)) * X4))) [likelihood params: Float32[43.86168]]"
20,1011009,16294.924,16494.055,1908.9199,1557.7927,0.7661883,0.7744905,16294.924,9509.21,33.74,33,"((pdiv((log(abs(-1.5330435e8) * (X6 * 0.59966874)), (X1 - 18.135153)) - 239.32552) + (((X24 + pdiv(-537494.9, X12)) * -0.34344202) - ((0.9752634 * ((X6 - (128.85562 - exp(-2.082976e8))) * -0.574754)) * X4))) [likelihood params: Float32[43.72214]]"
21,1090387,16274.292,16506.072,1883.9684,1603.2234,0.76924443,0.7679138,16274.292,9529.239,34.598,44,"((pdiv((log(abs(-1.5330435e8) * 53.36695), (X1 - 17.692848)) - 160.05745) + (((X24 + pdiv(-537494.9, X4)) * -0.03310574) - ((0.77602315 * ((X6 - (111.46271 - exp(-2.082976e8))) * -1.022769)) * pdiv(X15, log(abs((4304.515 + (((X6 * -104.4156) - pdiv(-3.429671, X6)) - 17.592165))))))) [likelihood params: Float32[43.404545]]"
22,1167749,16055.742,16233.458,1638.4979,1357.9409,0.7993106,0.80342144,16055.742,9382.033,35.132,33,"((pdiv((log(abs(-1.5330435e8) * (X6 * 0.4646232)), (X1 - 18.721804)) - 2672.7515) + (((X24 + pdiv(-537494.9, X12)) * -1.1035635) - ((3.9180427 * ((X6 - (115.64391 - exp(-2291.052))) * -0.15535288)) * X4))) [likelihood params: Float32[40.905907]]"
23,1243109,15687.637,15941.535,1295.9342,1088.8159,0.84126914,0.8423806,15687.637,9170.153,36.33,46,"((pdiv((log(abs(-1.5330435e8) * 94.27675), (X1 - 16.923676)) - (X6 * 5.305264)) + ((((X6 - (95.271866 - exp(-2.88902))) + pdiv(-537494.9, X12)) * 0.06328223) - ((pdiv(((X12 + -192.01074) * X6), log(abs(X12)) * ((X6 - (100.172905 - X23)) * 0.023875281)) * pdiv(X15, 115.552155)))) [likelihood params: Float32[35.937637]]"
