id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Log((Abs(Exp((t0 * t1))) ^ (x0 + t2))) - (Sqrt(Abs(Sqrt(Abs((((((Abs((t3 / (t4 - x2))) ^ Log(Exp(Sin((x0 + (Abs(t5) ^ t6)))))) + t7) / x0) * t8) + Sqrt(Abs((t9 * t10)))))))) / (Exp(Sin(Sqrt(Abs((t11 * t12))))) / (Sqrt(Abs(t13)) / t14)))),-0.935409915406778;7.552397920590322e-2;0.5520610354128989;-2.2033862123867483;-0.3354556379703821;0.549881425642831;1.0032693075959438;-0.31191690876236755;-0.6695579979341262;0.6959497327125235;-0.7180623992399237;-0.5681138536627883;0.690094657839326;-0.7129664266319979;-3.208836419362083e-2,49,4.696098026454281,14.241230431314312,0.5666825873862753,-3.4136452239079906e-2
