id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,((t0 * x0) + (t1 * (Sqrt(Abs(Sin((Exp((t2 - Sqrt(Abs(((Sin((t3 * t4)) + Exp((Sqrt(Abs(t5)) * Sin(((Sin(((t6 - t7) - x0)) + t8) - ((Abs(t9) ^ Sqrt(Abs(((Abs(x0) ^ t10) * t11)))) * t12)))))) * x2))))) * Exp((t13 - t14)))))) + t15))),-5.804306549054285e-2;4.800385804845025;9.172848765956405e-2;-0.6664160392846913;0.8490765106498469;-0.4146594434937568;-0.4344787523298252;0.3538889970671958;-0.18603292425458562;0.42821900882282565;-0.16490595877623446;0.6479972779563883;0.4229808002144974;0.4743105232155296;-1.1323723865970081;2.2114478968253293,50,6.522409441248127,5.8388536049582775,0.5365701073239642,0.3182155661888336
