Complexity,Loss,Equation
1,0.113488264,"2.9722016"
3,0.11249192,"log(sqrtabs(x48))"
4,0.06525807,"log(x48 + -330.13202)"
6,0.064688176,"log(x48 + -328.27573) + -0.0986208"
7,0.06177527,"log(x48 + (sin(x46) + -330.00095))"
8,0.0538631,"sin(sqrtabs(x46)) + log(x48 + -323.16827)"
9,0.0535577,"log(x48 + -323.33826) + sin(sin(sqrtabs(x46)))"
10,0.0533502,"sin(sin(sin(sqrtabs(x46)))) + log(x48 + -323.56128)"
11,0.051216483,"sin(sqrtabs(x46)) + log((x48 + -323.07034) + sin(x46))"
12,0.05076421,"log(x48 + -309.61246) + sin(sqrtabs((x48 + -369.1499) + x46))"
13,0.050739933,"sin(sin(sin(sqrtabs(x46)))) + log((x48 + sin(x46)) + -323.4233)"
14,0.04964931,"sin(sqrtabs(x46)) + log((x48 + (-323.53824 + sin(x46))) + sin(x37))"
15,0.04730211,"sin(sqrtabs(sqrtabs(powabs(x35, sin(sqrtabs(x35)))) + x46)) + log(x48 + -323.53824)"
16,0.047136407,"sin(sqrtabs(x46 + powabs(x46 + -323.56128, sin(sqrtabs(x35))))) + log(x48 + -323.53824)"
17,0.045479514,"log(x48 + -323.56128) + sin(sqrtabs(x46 + powabs(sqrtabs(powabs(x35, sin(sqrtabs(x35)))), 1.1724159)))"
18,0.04456215,"sin(sqrtabs(x46 + powabs(sqrtabs(x35), sin(sqrtabs(x35))))) + log(x48 + (-323.53824 + sin(x46)))"
19,0.044499867,"sin(sin(sqrtabs(x46 + powabs(sqrtabs(x48), sin(sqrtabs(x35)))))) + log(x48 + (-323.53824 + sin(x46)))"
20,0.042840317,"sin(sqrtabs(x46 + powabs(powabs(sqrtabs(x48), sin(sqrtabs(x35))), 1.1724159))) + log(x48 + (-323.53824 + sin(x46)))"
21,0.042382117,"sin(sqrtabs(x46 + powabs(powabs(x46 + -323.56128, sin(sqrtabs(x35))), 1.1724159))) + log(sin(x46) + (x48 + -323.56128))"
22,0.041508526,"sin(sin(sqrtabs(x46 + powabs(powabs(x48 + -323.56128, sin(sqrtabs(x35))), 1.1724159)))) + log(x48 + (sin(x46) + -323.7695))"
24,0.040706437,"sin(sqrtabs(x46 + powabs(powabs(x48 + -323.56128, sin(sqrtabs(x35))), 1.1724159))) + log(x48 + ((sin(x46) + -323.53824) + sin(x46)))"
25,0.039976593,"sin(sqrtabs(x46 + powabs(powabs(sqrtabs(x35), sin(sqrtabs(x35))), 1.172393))) + log(sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48))))) + sqrtabs(x48))"
27,0.03747315,"sin(sqrtabs(x46 + powabs(x48 + -323.56128, sin(sqrtabs(x35))))) + log(sin(x46) + (sqrtabs(x48) + sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48)))))))"
29,0.03696704,"sin(sqrtabs(x46 + powabs(powabs(x48 + -323.56128, sin(sqrtabs(x35))), 1.1724159))) + log(sin(x46) + (sqrtabs(x48) + sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48)))))))"
31,0.03666674,"sin(sqrtabs(x46 + powabs(powabs(sqrtabs(x35), sin(sqrtabs(x35))), 1.172393))) + log((sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48))))) + sin(x46)) + (sin(x46) + sqrtabs(x48)))"
32,0.036586802,"sin(sin(sqrtabs(x46 + powabs(powabs(sqrtabs(x46), sin(sqrtabs(x35))), 1.1724159)))) + log(sin(x46) + ((sqrtabs(x28) + sin(x46)) + sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48)))))))"
34,0.03598968,"sin(sin(sqrtabs(x46 + powabs(powabs(sqrtabs(x48 + x31), sin(sqrtabs(x35))), 1.1724159)))) + log(sin(x46) + ((sqrtabs(x28) + sin(x46)) + sqrtabs(powabs(x49, sin(powabs(1.1724147, sqrtabs(x48)))))))"
36,0.035844184,"sin(sin(sqrtabs((x46 + 1.1724159) + powabs(powabs(sqrtabs(x35 + x48), sin(sqrtabs(x35))), 1.172393)))) + log(sin(x46) + ((sqrtabs(x28) + sin(x46)) + sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48)))))))"
37,0.03571802,"sin(sin(sqrtabs((x46 + sin(x28)) + powabs(powabs(sqrtabs(x46 + x28), sin(sqrtabs(x35))), 1.1724159)))) + log(sin(x46) + ((sqrtabs(x28) + sin(x46)) + sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48)))))))"
39,0.035575364,"sin(sin(sqrtabs((x46 + sin(x28)) + powabs(powabs(sqrtabs(x46 + x35), sin(sqrtabs(x35))), 1.1724159)))) + log(sin(x46) + ((sqrtabs(x28 + 1.1724159) + sin(x46)) + sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48)))))))"
40,0.035332646,"sin(sin(sqrtabs((x46 + sin(sin(x48) + -330.30884)) + powabs(powabs(sqrtabs(x48 + x31), sin(sqrtabs(x35))), 1.1724159)))) + log(sin(x46) + ((sqrtabs(x28) + sin(x46)) + sqrtabs(powabs(x49, sin(powabs(1.172393, sqrtabs(x48)))))))"
