id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((((x0 + t0) / ((Abs((t1 + x0)) ^ t2) - Log(x0))) * t3) - (x0 * t4)) - t5),0.6728673819852171;-4.2963159855554454e-2;1.9024003633424442;0.6982759646427723;-0.2457390105611025;-0.6180193572325424,20,1.6077550465248992e-3,1.4722742291680422e-3,0.9698984832407741,0.9802917862950168
