NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,56887,-648.1145,-622.6272,-648.1145,6.931472,18.55587,6.4066668,Inf,5,"((-0.122160874 - X1) * -1.5405325) RARMNRLikelihood{Float32} Float32[0.106455036, -0.5029977, 0.73036253]"
2,86987,-906.4912,-882.04376,-906.4912,9.656628,14.790831,5.6866665,Inf,6,"(1.8235846 * (abs(X1) ^ sqrt(abs(-0.44457033)))) RARMNRLikelihood{Float32} Float32[0.08588863, -0.50346476, 0.7419887]"
3,124345,-906.4912,-882.04376,-906.4912,9.656628,14.790831,5.096667,Inf,6,"(1.8235846 * (abs(X1) ^ sqrt(abs(-0.44457033)))) RARMNRLikelihood{Float32} Float32[0.08588863, -0.50346476, 0.7419887]"
4,158644,-972.4375,-941.5101,-972.4375,14.4849415,16.442505,5.15,Inf,9,"sqrt(abs((sqrt(abs(X1)) * ((X1 * -3.0783865) - 0.13186817)))) RARMNRLikelihood{Float32} Float32[0.083068095, -0.50268376, 0.73964685]"
5,195517,-972.4375,-941.5101,-972.4375,14.4849415,16.442505,5.3766665,Inf,9,"sqrt(abs((sqrt(abs(X1)) * ((X1 * -3.0783865) - 0.13186817)))) RARMNRLikelihood{Float32} Float32[0.083068095, -0.50268376, 0.73964685]"
6,233589,-999.21875,-964.26404,-999.21875,16.09438,18.860363,5.8433332,Inf,10,"((0.72645944 * (X1 + -0.0022541704)) + (sqrt(abs(X1)) * 0.99891746)) RARMNRLikelihood{Float32} Float32[0.08075707, -0.50248367, 0.74009323]"
7,273975,-1000.72754,-947.8425,-1000.72754,27.242743,25.642282,6.883333,Inf,14,"(((sqrt(abs(X1)) * ((X1 * -0.14594644) - 2.3786678)) + -0.18898886) + (abs(X1) ^ 0.2533539)) RARMNRLikelihood{Float32} Float32[0.08099448, -0.50263774, 0.73996645]"
8,326002,-1000.82227,-953.78046,-1000.82227,26.876392,20.16543,7.5633335,Inf,15,"((abs(sqrt(abs((0.97727704 + sqrt(abs(((abs(sqrt(abs(X1))) ^ 1.6543212) * 0.12339586))))))) ^ 3.791386) * sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080507375, -0.5026935, 0.7387105]"
9,371173,-1001.4812,-949.98,-1001.4812,26.876392,24.624844,7.8033333,Inf,15,"((abs(sqrt(abs((0.98223877 + sqrt(abs(((abs(sqrt(abs(X1))) ^ 1.3999828) * 0.019951692))))))) ^ 9.24016) * sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.080668695, -0.5013881, 0.73967177]"
10,416898,-1001.5498,-950.3929,-1001.5498,26.876392,24.280506,8.79,Inf,15,"((abs(sqrt(abs((0.98431116 + sqrt(abs(((abs(sqrt(abs(X1))) ^ 1.3509958) * 0.012274191))))))) ^ 11.856986) * sqrt(abs(X1))) RARMNRLikelihood{Float32} Float32[0.08064068, -0.50249815, 0.73996633]"
11,462865,-1002.1653,-932.5623,-1002.1653,49.906597,19.696342,9.333333,Inf,24,"sqrt(abs(((X1 + sqrt(abs(-250.02895))) * ((0.02871697 * (X1 + X1)) + (sqrt(abs(X1)) * ((X1 * sqrt(abs(exp(14.304224)))) / (X1 - -10842.209))))))) RARMNRLikelihood{Float32} Float32[0.08060881, -0.50252795, 0.73995805]"
12,507547,-1002.1653,-932.5623,-1002.1653,49.906597,19.696342,9.75,Inf,24,"sqrt(abs(((X1 + sqrt(abs(-250.02895))) * ((0.02871697 * (X1 + X1)) + (sqrt(abs(X1)) * ((X1 * sqrt(abs(exp(14.304224)))) / (X1 - -10842.209))))))) RARMNRLikelihood{Float32} Float32[0.08060881, -0.50252795, 0.73995805]"
13,554228,-1002.90625,-944.3064,-1002.90625,35.83519,22.764624,9.756667,Inf,20,"(((sqrt(abs(X1)) ^ (-1.2299846 + (-0.23645015 * (X1 + -5.14972)))) + -1.0202229) + (sqrt(abs(0.7648128)) * (sqrt(abs(X1)) + X1))) RARMNRLikelihood{Float32} Float32[0.08072981, -0.50258744, 0.7401065]"
14,607129,-1002.90674,-944.3068,-1002.90674,35.83519,22.76473,10.58,Inf,20,"(((sqrt(abs(X1)) ^ (-1.2299846 + (-0.23645017 * (X1 + -5.14972)))) + -1.0202229) + (sqrt(abs(0.7648128)) * (sqrt(abs(X1)) + X1))) RARMNRLikelihood{Float32} Float32[0.08072981, -0.50258744, 0.7401065]"
15,657584,-1002.90674,-944.3068,-1002.90674,35.83519,22.76473,10.856667,Inf,20,"(((sqrt(abs(X1)) ^ (-1.2299846 + (-0.23645017 * (X1 + -5.14972)))) + -1.0202229) + (sqrt(abs(0.7648128)) * (sqrt(abs(X1)) + X1))) RARMNRLikelihood{Float32} Float32[0.08072981, -0.50258744, 0.7401065]"
16,721021,-1002.90674,-944.3068,-1002.90674,35.83519,22.76473,12.113334,Inf,20,"(((sqrt(abs(X1)) ^ (-1.2299846 + (-0.23645017 * (X1 + -5.14972)))) + -1.0202229) + (sqrt(abs(0.7648128)) * (sqrt(abs(X1)) + X1))) RARMNRLikelihood{Float32} Float32[0.08072981, -0.50258744, 0.7401065]"
17,788082,-1002.90674,-944.3068,-1002.90674,35.83519,22.76473,13.803333,Inf,20,"(((sqrt(abs(X1)) ^ (-1.2299846 + (-0.23645017 * (X1 + -5.14972)))) + -1.0202229) + (sqrt(abs(0.7648128)) * (sqrt(abs(X1)) + X1))) RARMNRLikelihood{Float32} Float32[0.08072981, -0.50258744, 0.7401065]"
18,860990,-1003.4817,-921.2985,-1003.4817,57.336304,24.84684,15.9366665,Inf,32,"((0.41774184 * (X1 + X1)) + (sqrt(abs(((-0.8039849 * X1) + -17.745935))) * (sqrt(abs(((0.64031124 + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.059308823 + X1))))))) ^ -1.4223225)))) * X1))) * 0.17116503))) RARMNRLikelihood{Float32} Float32[0.080627084, -0.5025767, 0.7399733]"
19,942164,-1003.4817,-921.2985,-1003.4817,57.336304,24.84684,18.56,Inf,32,"((0.41774184 * (X1 + X1)) + (sqrt(abs(((-0.8039849 * X1) + -17.745935))) * (sqrt(abs(((0.64031124 + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.059308823 + X1))))))) ^ -1.4223225)))) * X1))) * 0.17116503))) RARMNRLikelihood{Float32} Float32[0.080627084, -0.5025767, 0.7399733]"
20,1019791,-1003.4817,-921.2985,-1003.4817,57.336304,24.84684,19.406666,Inf,32,"((0.41774184 * (X1 + X1)) + (sqrt(abs(((-0.8039849 * X1) + -17.745935))) * (sqrt(abs(((0.64031124 + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.059308823 + X1))))))) ^ -1.4223225)))) * X1))) * 0.17116503))) RARMNRLikelihood{Float32} Float32[0.080627084, -0.5025767, 0.7399733]"
21,1091609,-1009.04834,-924.3643,-1009.04834,53.752785,30.931211,19.523333,Inf,30,"((sqrt(abs(X1)) + X1) + (-0.13449237 * (sqrt(abs(sqrt(abs(((((-0.32112467 * sqrt(abs(X1))) + X1) + 0.022785109) * X1))))) + (sqrt(abs(X1)) ^ (2.8180773 + (-0.08287928 * (X1 + -5.271549))))))) RARMNRLikelihood{Float32} Float32[0.07973182, -0.50311726, 0.7394561]"
22,1177040,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,19.773333,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
23,1267692,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,20.45,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
24,1362504,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,21.756666,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
25,1460452,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,21.946667,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
26,1568186,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,22.44,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
27,1663588,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,22.406666,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
28,1750941,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,22.94,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
29,1838499,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,22.21,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
30,1926174,-1010.09644,-910.9974,-1010.09644,71.67038,27.428644,23.09,Inf,40,"((0.19949375 * (X1 + X1)) + (sqrt(abs(((-0.9964758 * X1) + -17.789024))) * (sqrt(abs(((sqrt(abs(sqrt(abs((-4.6797237 * ((X1 + 0.96410584) * X1)))))) + sqrt(abs((abs(sqrt(abs((abs((X1 + X1)) ^ sqrt(abs((-0.042260855 + X1))))))) ^ -1.2415994)))) * X1))) * 0.18749124))) RARMNRLikelihood{Float32} Float32[0.08008551, -0.50251186, 0.73978496]"
31,2004683,-1011.01416,3.4028235e38,-1011.01416,53.752785,3.4028235e38,23.423334,Inf,30,"((0.24543008 * (X1 + X1)) + (sqrt(abs(((-1.828521 * X1) + -18.005869))) * (sqrt(abs((((sqrt(abs(0.0)) + (abs((X1 + -0.017529976)) ^ sqrt(abs(-0.11280107)))) + sqrt(abs(9.063752))) * X1))) * 0.13582794))) RARMNRLikelihood{Float32} Float32[0.079520606, -0.50240487, 0.7397209]"
32,2100068,-1015.9949,-962.32086,-1015.9949,35.350506,18.323458,24.496666,Inf,17,"((X1 + X1) + ((abs(sqrt(abs((1/(X1) * sqrt(abs(sqrt(abs(X1)))))))) ^ -1.3180737) - (X1 * 1.2989405))) RARMNRLikelihood{Float32} Float32[0.08963853, -0.5035475, 0.7416417]"
33,2200874,-1015.9949,-962.32086,-1015.9949,35.350506,18.323458,25.07,Inf,17,"((X1 + X1) + ((abs(sqrt(abs((1/(X1) * sqrt(abs(sqrt(abs(X1)))))))) ^ -1.3180737) - (X1 * 1.2989405))) RARMNRLikelihood{Float32} Float32[0.08963853, -0.5035475, 0.7416417]"
34,2292300,-1015.9949,-962.32086,-1015.9949,35.350506,18.323458,25.743334,Inf,17,"((X1 + X1) + ((abs(sqrt(abs((1/(X1) * sqrt(abs(sqrt(abs(X1)))))))) ^ -1.3180737) - (X1 * 1.2989405))) RARMNRLikelihood{Float32} Float32[0.08963853, -0.5035475, 0.7416417]"
