NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,48762,-906.49023,3.4028235e38,-906.49023,35.350506,3.4028235e38,6.79,Inf,17,"((abs((0.8962094 / exp(69.691154))) ^ ((log(abs(X1)) / -33.862503) / sqrt(abs(-9.557461)))) / (log(abs(-1778.4879)) * -0.073277295)) RARMNRLikelihood{Float32} Float32[0.085888505, -0.5034669, 0.74198824]"
2,79689,-906.49243,3.4028235e38,-906.49243,35.350506,3.4028235e38,5.403333,Inf,17,"((abs((0.8962093 / exp(69.691154))) ^ ((log(abs(X1)) / -33.862503) / sqrt(abs(-9.557461)))) / (log(abs(-1778.4879)) * -0.07327718)) RARMNRLikelihood{Float32} Float32[0.0858886, -0.5034649, 0.74198914]"
3,110937,-922.4646,-899.2612,-922.4646,9.656628,13.546753,4.6766667,Inf,6,"((sqrt(abs(X1)) / 1.1452405) + X1) RARMNRLikelihood{Float32} Float32[0.08418881, -0.5075846, 0.731694]"
4,141786,-965.5469,-934.467,-965.5469,21.501114,9.578796,4.786667,Inf,12,"((sqrt(abs(X1)) + X1) / (((X1 + -191399.06) - X1) / 172024.25)) RARMNRLikelihood{Float32} Float32[0.08198719, -0.50449497, 0.7346484]"
5,176506,-965.5469,-934.467,-965.5469,21.501114,9.578796,5.5033336,Inf,12,"((sqrt(abs(X1)) + X1) / (((X1 + -191399.06) - X1) / 172024.25)) RARMNRLikelihood{Float32} Float32[0.08198719, -0.50449497, 0.7346484]"
6,208339,-999.1787,-970.1219,-999.1787,16.125835,12.930975,5.633333,Inf,9,"(exp(-0.31252506) * (sqrt(abs((1.8354707 * X1))) + X1)) RARMNRLikelihood{Float32} Float32[0.08079475, -0.50246483, 0.7400563]"
7,243033,-999.1787,-970.1219,-999.1787,16.125835,12.930975,5.85,Inf,9,"(exp(-0.31252506) * (sqrt(abs((1.8354707 * X1))) + X1)) RARMNRLikelihood{Float32} Float32[0.08079475, -0.50246483, 0.7400563]"
8,278433,-999.1787,-970.1219,-999.1787,16.125835,12.930975,6.5733333,Inf,9,"(exp(-0.31252506) * (sqrt(abs((1.8354707 * X1))) + X1)) RARMNRLikelihood{Float32} Float32[0.08079475, -0.50246483, 0.7400563]"
9,312524,-999.1787,-970.1219,-999.1787,16.125835,12.930975,7.596667,Inf,9,"(exp(-0.31252506) * (sqrt(abs((1.8354707 * X1))) + X1)) RARMNRLikelihood{Float32} Float32[0.08079475, -0.50246483, 0.7400563]"
10,355159,-999.1787,-970.1219,-999.1787,16.125835,12.930975,7.886667,Inf,9,"(exp(-0.31252506) * (sqrt(abs((1.8354707 * X1))) + X1)) RARMNRLikelihood{Float32} Float32[0.08079475, -0.50246483, 0.7400563]"
11,394154,-999.1787,-970.1219,-999.1787,16.125835,12.930975,8.263333,Inf,9,"(exp(-0.31252506) * (sqrt(abs((1.8354707 * X1))) + X1)) RARMNRLikelihood{Float32} Float32[0.08079475, -0.50246483, 0.7400563]"
