NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,54959,-999.1782,-966.44,-999.1782,16.09438,16.643887,6.5633335,Inf,10,"((-0.72303796 * (1.0118381 * X1)) + (-0.9911647 * sqrt(abs(X1)))) RARMNRLikelihood{Float32} Float32[0.08079474, -0.5024647, 0.7400562]"
2,89302,-999.1853,-938.55115,-999.1853,37.429947,23.204237,6.01,Inf,18,"(((abs((X1 - -0.0002718041)) ^ log(abs((0.14725688 * -4.125043)))) - (exp(-8.415726) + (log(abs(-1.1356168)) * -5.6934376))) * X1) RARMNRLikelihood{Float32} Float32[0.08075632, -0.50249076, 0.7401265]"
3,127069,-999.18555,-938.55133,-999.18555,37.429947,23.204306,6.02,Inf,18,"(((abs((X1 - -0.00027181263)) ^ log(abs((0.14725688 * -4.125043)))) - (exp(-8.415726) + (log(abs(-1.1356168)) * -5.6934376))) * X1) RARMNRLikelihood{Float32} Float32[0.080756344, -0.50249076, 0.7401265]"
4,163018,-999.18555,-938.55133,-999.18555,37.429947,23.204306,6.43,Inf,18,"(((abs((X1 - -0.00027181263)) ^ log(abs((0.14725688 * -4.125043)))) - (exp(-8.415726) + (log(abs(-1.1356168)) * -5.6934376))) * X1) RARMNRLikelihood{Float32} Float32[0.080756344, -0.50249076, 0.7401265]"
5,200237,-999.2434,-965.7014,-999.2434,16.125835,17.416126,6.5433335,Inf,9,"((X1 * -0.72839254) - (-0.0053228405 + (abs(X1) ^ 0.4947291))) RARMNRLikelihood{Float32} Float32[0.080730736, -0.5025045, 0.74016565]"
6,238086,-1000.55786,-958.94086,-1000.55786,20.922693,20.694347,6.923333,Inf,13,"((abs(X1) ^ 0.5008422) + (X1 * (0.7088444 + (-0.0027034204 * (X1 * -1.3949456))))) RARMNRLikelihood{Float32} Float32[0.08075239, -0.5023872, 0.7397436]"
7,276405,-1000.7512,-956.54553,-1000.7512,24.14157,20.064177,7.7933335,Inf,15,"(((abs(X1) ^ 0.48758474) + (X1 * (0.7155472 + (-0.002938446 * (X1 * -1.3637893))))) + -0.009084671) RARMNRLikelihood{Float32} Float32[0.08066624, -0.50241995, 0.7398239]"
8,322093,-1001.1575,-928.1581,-1001.1575,48.354286,24.645084,8.316667,Inf,21,"((X1 / (abs(X1) ^ log(abs(((exp((abs(X1) ^ -0.021352395)) / 1.3601525) - sqrt(abs(0.64561677))))))) + (abs((-0.73971003 * sqrt(abs(X1)))) ^ 1.0927285)) RARMNRLikelihood{Float32} Float32[0.08071928, -0.5024094, 0.73984456]"
9,371501,-1001.25635,-927.6999,-1001.25635,48.354286,25.20216,8.646667,Inf,21,"((X1 / (abs(X1) ^ log(abs(((exp((abs(X1) ^ -0.017355109)) / 1.0867057) - sqrt(abs(1.6988561))))))) + (abs((-0.73981714 * sqrt(abs(X1)))) ^ 1.0964344)) RARMNRLikelihood{Float32} Float32[0.08067601, -0.503101, 0.7401049]"
10,422036,-1002.6614,-910.1068,-1002.6614,66.77497,25.779587,10.31,Inf,29,"(((0.101840645 * (-0.017521176 + (-1.7876889 * (X1 * -1.7411731)))) / (abs(X1) ^ log(abs(((exp((abs(X1) ^ -0.056186464)) / 1.1348126) - sqrt(abs(1.4072798))))))) + (abs((-1.2941293 * sqrt(abs(X1)))) ^ 1.3412865)) RARMNRLikelihood{Float32} Float32[0.080608234, -0.50372547, 0.7398769]"
11,487647,-1003.31616,-905.1041,-1003.31616,66.77497,31.437067,12.026667,Inf,29,"(((0.07242403 * (-0.022502037 + (-1.7838426 * (X1 * -1.7376771)))) / (abs(X1) ^ log(abs(((exp((abs(X1) ^ -0.09880013)) / 1.8108534) - sqrt(abs(0.14423898))))))) + (abs((-1.3625416 * sqrt(abs(X1)))) ^ 1.3291379)) RARMNRLikelihood{Float32} Float32[0.080374494, -0.5027676, 0.7411626]"
12,551460,-1008.33984,-914.70465,-1008.33984,58.377304,35.257866,12.72,Inf,30,"((exp(-30.822453) + sqrt(abs((abs((X1 * (-16.416248 + -15.82236))) ^ sqrt(abs((((abs(X1) ^ -0.040896483) + -1.1794585) + (X1 * -0.02417733)))))))) + (0.16144969 * (-2.6033635 + (-2.4886518 + (X1 + X1))))) RARMNRLikelihood{Float32} Float32[0.079102315, -0.5027012, 0.740048]"
13,614695,-1008.3401,-914.62396,-1008.3401,58.377304,35.338818,13.99,Inf,30,"((exp(-30.822453) + sqrt(abs((abs((X1 * (-16.416248 + -15.82236))) ^ sqrt(abs((((abs(X1) ^ -0.040896665) + -1.1794591) + (X1 * -0.024178019)))))))) + (0.16144516 * (-2.603363 + (-2.4886513 + (X1 + X1))))) RARMNRLikelihood{Float32} Float32[0.0791028, -0.50270116, 0.74004805]"
14,679538,-1017.33813,-919.7681,-1017.33813,58.377304,39.19271,14.753333,Inf,30,"((exp(-30.822453) + sqrt(abs((abs((X1 * (-16.370752 + -15.776865))) ^ sqrt(abs((((abs(X1) ^ -0.03552627) + -1.1541467) + (X1 * -0.018243704)))))))) + (0.23314434 * (-1.8230184 + (-1.7083066 + (X1 + X1))))) RARMNRLikelihood{Float32} Float32[0.07854645, -0.5049383, 0.7460592]"
15,762958,-1022.07324,-922.3964,-1022.07324,58.377304,41.299515,16.226667,Inf,30,"((exp(-30.822453) + sqrt(abs((abs((X1 * (-16.361301 + -15.767422))) ^ sqrt(abs((((abs(X1) ^ -0.029265199) + -1.1254691) + (X1 * -0.009864337)))))))) + (0.28734732 * (-1.499648 + (-1.3849361 + (X1 * 2.2858083))))) RARMNRLikelihood{Float32} Float32[0.07873609, -0.49077037, 0.7452254]"
16,848776,-1022.6741,-927.1504,-1022.6741,58.377304,37.146343,17.39,Inf,30,"((exp(-30.822453) + sqrt(abs((abs((X1 * (-16.361372 + -15.76749))) ^ sqrt(abs((((abs(X1) ^ -0.028997019) + -1.1242503) + (X1 * -0.01023187)))))))) + (0.28706893 * (-1.4997706 + (-1.3850588 + (X1 * 2.2856224))))) RARMNRLikelihood{Float32} Float32[0.07853346, -0.50153214, 0.7400277]"
