NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,64288,-922.4646,-900.95105,-922.4646,9.656628,11.856945,6.11,Inf,6,"(sqrt(abs((X1 * -0.7624415))) + X1) RARMNRLikelihood{Float32} Float32[0.08418881, -0.50758463, 0.731694]"
2,100498,-964.124,-930.89435,-964.124,16.09438,17.135286,5.61,Inf,10,"sqrt(abs((X1 * (-1.38002 - ((-0.09734558 * -13.342102) * X1))))) RARMNRLikelihood{Float32} Float32[0.08379854, -0.50179386, 0.7388794]"
3,134979,-1000.48364,-948.67084,-1000.48364,31.134562,20.678194,5.923333,Inf,16,"((X1 + 1.2290405) - (abs(((abs(X1) ^ (sqrt(abs(0.9491926)) + -0.30199298)) - -0.8464721)) ^ (8.172287 / -7.6767154))) RARMNRLikelihood{Float32} Float32[0.08075754, -0.5027358, 0.73917466]"
4,174165,-1001.99414,-936.4083,-1001.99414,41.74727,23.83855,5.983333,Inf,19,"((X1 + 0.9150658) - (abs(((abs((exp(-0.917705) * X1)) ^ (sqrt(abs(0.9583161)) + -0.25833616)) - -1.041262)) ^ (12.191429 / -3.4147527))) RARMNRLikelihood{Float32} Float32[0.08082827, -0.5022507, 0.73979986]"
5,210280,-1002.17896,-937.0516,-1002.17896,41.74727,23.38013,6.5933332,Inf,19,"((X1 + 0.8671263) - (abs(((abs((exp(-1.9172988) * X1)) ^ (sqrt(abs(0.9465534)) + -0.2588598)) - -1.0276008)) ^ (12.656724 / -1.7167301))) RARMNRLikelihood{Float32} Float32[0.080845214, -0.501986, 0.7392719]"
6,250881,-1002.2173,-936.60486,-1002.2173,41.74727,23.865152,7.1266665,Inf,19,"((X1 + 0.8627588) - (abs(((abs((exp(-2.3744125) * X1)) ^ (sqrt(abs(0.9482123)) + -0.26379958)) - -1.0208892)) ^ (12.716821 / -1.2769178))) RARMNRLikelihood{Float32} Float32[0.08078839, -0.50294864, 0.7396548]"
7,293978,-1002.22925,-936.375,-1002.22925,41.74727,24.106966,8.25,Inf,19,"((X1 + 0.8638347) - (abs(((abs((exp(-2.6137412) * X1)) ^ (sqrt(abs(0.93817127)) + -0.26422894)) - -1.0179207)) ^ (12.736938 / -1.1126517))) RARMNRLikelihood{Float32} Float32[0.08081541, -0.50287056, 0.7395197]"
8,334842,-1002.22925,-936.375,-1002.22925,41.74727,24.106966,8.423333,Inf,19,"((X1 + 0.8638347) - (abs(((abs((exp(-2.6137412) * X1)) ^ (sqrt(abs(0.93817127)) + -0.26422894)) - -1.0179207)) ^ (12.736938 / -1.1126517))) RARMNRLikelihood{Float32} Float32[0.08081541, -0.50287056, 0.7395197]"
9,382613,-1002.2388,3.4028235e38,-1002.2388,59.32506,3.4028235e38,8.593333,Inf,27,"(X1 + (sqrt(abs((abs(((abs((14.7205 - -14.237292)) ^ ((abs(X1) ^ 0.3613493) / -1.0848836)) - -1.0276586)) ^ (12.472085 / -1.2592999)))) + (log(abs(X1)) / (X1 * (2.7901604e7 * 11.952275))))) RARMNRLikelihood{Float32} Float32[0.08079396, -0.50275356, 0.73963314]"
10,433993,-1002.2388,3.4028235e38,-1002.2388,59.32506,3.4028235e38,9.953333,Inf,27,"(X1 + (sqrt(abs((abs(((abs((14.7205 - -14.237292)) ^ ((abs(X1) ^ 0.3613493) / -1.0848836)) - -1.0276586)) ^ (12.472085 / -1.2592999)))) + (log(abs(X1)) / (X1 * (2.7901604e7 * 11.952275))))) RARMNRLikelihood{Float32} Float32[0.08079396, -0.50275356, 0.73963314]"
11,483460,-1002.2388,3.4028235e38,-1002.2388,59.32506,3.4028235e38,11.15,Inf,27,"(X1 + (sqrt(abs((abs(((abs((14.7205 - -14.237292)) ^ ((abs(X1) ^ 0.3613493) / -1.0848836)) - -1.0276586)) ^ (12.472085 / -1.2592999)))) + (log(abs(X1)) / (X1 * (2.7901604e7 * 11.952275))))) RARMNRLikelihood{Float32} Float32[0.08079396, -0.50275356, 0.73963314]"
12,531747,-1004.8772,-947.927,-1004.8772,33.08047,23.869728,12.043333,Inf,17,"(0.089989126 + sqrt(abs(((X1 * sqrt(abs((((0.018985007 / (abs(X1) ^ -2.1990771)) + 7.582422) * X1)))) + -0.0031982015)))) RARMNRLikelihood{Float32} Float32[0.08092211, -0.5048253, 0.7386963]"
13,591307,-1005.07886,-950.0912,-1005.07886,33.08047,21.9072,14.156667,Inf,17,"(0.09008306 + sqrt(abs(((X1 * sqrt(abs((((0.035799548 / (abs(X1) ^ -2.0003521)) + 7.584174) * X1)))) + -0.003201332)))) RARMNRLikelihood{Float32} Float32[0.0802856, -0.50259805, 0.73906463]"
14,668304,-1013.6614,-945.9457,-1013.6614,50.536167,17.17952,15.543333,Inf,23,"sqrt(abs((-1.2149811 * ((((((1/(X1) + 43.07817) + sqrt(abs((log(X1) + X1)))) / -35.692616) * X1) + 0.035055272) - (X1 * X1))))) RARMNRLikelihood{Float32} Float32[0.066883095, -0.50206435, 0.73902136]"
15,732666,-1013.6614,-945.9457,-1013.6614,50.536167,17.17952,16.97,Inf,23,"sqrt(abs((-1.2149811 * ((((((1/(X1) + 43.07817) + sqrt(abs((log(X1) + X1)))) / -35.692616) * X1) + 0.035055272) - (X1 * X1))))) RARMNRLikelihood{Float32} Float32[0.066883095, -0.50206435, 0.73902136]"
16,798571,-1018.72876,-959.9632,-1018.72876,41.58883,17.176777,17.486666,Inf,20,"sqrt(abs((-1.2001468 * ((((((1/(X1) + 38.810833) + sqrt(abs(X1))) / -31.369598) * X1) + 0.0380498) - (X1 * X1))))) RARMNRLikelihood{Float32} Float32[0.06500887, -0.50203955, 0.73910755]"
17,878630,-1018.72925,-959.9636,-1018.72925,41.58883,17.176826,18.136667,Inf,20,"sqrt(abs((-1.2001468 * ((((((1/(X1) + 38.810833) + sqrt(abs(X1))) / -31.369598) * X1) + 0.038049795) - (X1 * X1))))) RARMNRLikelihood{Float32} Float32[0.06500887, -0.50203955, 0.73910755]"
18,957483,-1018.72925,-959.9636,-1018.72925,41.58883,17.176826,18.753334,Inf,20,"sqrt(abs((-1.2001468 * ((((((1/(X1) + 38.810833) + sqrt(abs(X1))) / -31.369598) * X1) + 0.038049795) - (X1 * X1))))) RARMNRLikelihood{Float32} Float32[0.06500887, -0.50203955, 0.73910755]"
19,1036785,-1019.6741,-937.9395,-1019.6741,60.303806,21.430744,20.076666,Inf,29,"(((X1 + -0.29165685) + (abs(((17.22315 + 1/((sqrt(abs((X1 * X1))) + (-0.0034490393 + (X1 / (sqrt(abs(sqrt(abs(-12.904667)))) + 50.24593)))))) * X1)) ^ -7.0537143)) + (abs(X1) ^ 0.23878847)) RARMNRLikelihood{Float32} Float32[0.07400053, -0.5019951, 0.73787785]"
20,1119140,-1020.0891,-938.3619,-1020.0891,60.303806,21.4234,21.883333,Inf,29,"(((X1 + -0.292614) + (abs(((16.44997 + 1/((sqrt(abs((X1 * X1))) + (-0.0033012063 + (X1 / (sqrt(abs(sqrt(abs(-36.954216)))) + 705.3497)))))) * X1)) ^ -7.0819154)) + (abs(X1) ^ 0.23843989)) RARMNRLikelihood{Float32} Float32[0.0743998, -0.50307965, 0.73896646]"
