NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,60802,-939.886,-869.8872,-939.886,41.58883,28.409964,6.4566665,Inf,20,"(abs(((-0.23599456 - X1) / log(abs(((0.8324521 + -1.4840895) - 0.60035586))))) ^ ((-0.3030877 + (X1 + (-0.3633475 * X1))) / X1)) RARMNRLikelihood{Float32} Float32[0.0827575, -0.50907665, 0.72864205]"
2,93537,-997.64014,-957.10406,-997.64014,21.405012,19.131031,5.6833334,Inf,11,"((abs((sqrt(abs(X1)) * 1.0345958)) ^ 1.1711969) * log(abs((X1 - -4.149218)))) RARMNRLikelihood{Float32} Float32[0.08068698, -0.5025378, 0.74013233]"
3,129411,-999.4253,-951.36755,-999.4253,29.11218,18.94555,5.2633333,Inf,14,"(X1 * sqrt(abs(((((0.49327737 * X1) - X1) + -2.36391) / (abs(X1) ^ 0.8057344))))) RARMNRLikelihood{Float32} Float32[0.080646925, -0.5025646, 0.74001974]"
4,167028,-999.4253,-951.36755,-999.4253,29.11218,18.94555,5.7933335,Inf,14,"(X1 * sqrt(abs(((((0.49327737 * X1) - X1) + -2.36391) / (abs(X1) ^ 0.8057344))))) RARMNRLikelihood{Float32} Float32[0.080646925, -0.5025646, 0.74001974]"
5,201901,-999.4253,-951.36755,-999.4253,29.11218,18.94555,6.1833334,Inf,14,"(X1 * sqrt(abs(((((0.49327737 * X1) - X1) + -2.36391) / (abs(X1) ^ 0.8057344))))) RARMNRLikelihood{Float32} Float32[0.080646925, -0.5025646, 0.74001974]"
6,244150,-999.4253,-951.36755,-999.4253,29.11218,18.94555,6.863333,Inf,14,"(X1 * sqrt(abs(((((0.49327737 * X1) - X1) + -2.36391) / (abs(X1) ^ 0.8057344))))) RARMNRLikelihood{Float32} Float32[0.080646925, -0.5025646, 0.74001974]"
7,287076,-1001.2009,-945.7279,-1001.2009,41.58883,13.884198,7.58,Inf,20,"sqrt(abs((X1 + (sqrt(abs(X1)) * (X1 * sqrt(abs(((((0.55460334 * X1) - X1) + -3.3221245) / (abs(X1) ^ -0.12514928))))))))) RARMNRLikelihood{Float32} Float32[0.080739535, -0.5024813, 0.74001074]"
8,338296,-1001.2009,-945.7279,-1001.2009,41.58883,13.884198,8.666667,Inf,20,"sqrt(abs((X1 + (sqrt(abs(X1)) * (X1 * sqrt(abs(((((0.55460334 * X1) - X1) + -3.3221245) / (abs(X1) ^ -0.12514928))))))))) RARMNRLikelihood{Float32} Float32[0.080739535, -0.5024813, 0.74001074]"
9,388504,-1001.2009,-945.7279,-1001.2009,41.58883,13.884198,9.86,Inf,20,"sqrt(abs((X1 + (sqrt(abs(X1)) * (X1 * sqrt(abs(((((0.55460334 * X1) - X1) + -3.3221245) / (abs(X1) ^ -0.12514928))))))))) RARMNRLikelihood{Float32} Float32[0.080739535, -0.5024813, 0.74001074]"
10,442948,-1001.2009,-945.7279,-1001.2009,41.58883,13.884198,10.766666,Inf,20,"sqrt(abs((X1 + (sqrt(abs(X1)) * (X1 * sqrt(abs(((((0.55460334 * X1) - X1) + -3.3221245) / (abs(X1) ^ -0.12514928))))))))) RARMNRLikelihood{Float32} Float32[0.080739535, -0.5024813, 0.74001074]"
