NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,63142,-967.553,-925.9603,-967.553,20.922693,20.670013,6.463333,Inf,13,"(abs(((X1 - -0.017556453) / (0.45311773 / (abs(X1) ^ (X1 - X1))))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.083284386, -0.50280285, 0.74020594]"
2,104612,-967.553,-925.9603,-967.553,20.922693,20.670013,6.26,Inf,13,"(abs(((X1 - -0.017556453) / (0.45311773 / (abs(X1) ^ (X1 - X1))))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.083284386, -0.50280285, 0.74020594]"
3,138294,-967.553,-925.9603,-967.553,20.922693,20.670013,6.09,Inf,13,"(abs(((X1 - -0.017556453) / (0.45311773 / (abs(X1) ^ (X1 - X1))))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.083284386, -0.50280285, 0.74020594]"
4,178132,-967.553,-925.9603,-967.553,20.922693,20.670013,6.2733335,Inf,13,"(abs(((X1 - -0.017556453) / (0.45311773 / (abs(X1) ^ (X1 - X1))))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.083284386, -0.50280285, 0.74020594]"
5,211146,-967.553,-925.9603,-967.553,20.922693,20.670013,5.8566666,Inf,13,"(abs(((X1 - -0.017556453) / (0.45311773 / (abs(X1) ^ (X1 - X1))))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.083284386, -0.50280285, 0.74020594]"
6,258185,-967.553,-925.9603,-967.553,20.922693,20.670013,7.06,Inf,13,"(abs(((X1 - -0.017556453) / (0.45311773 / (abs(X1) ^ (X1 - X1))))) ^ 0.72832286) RARMNRLikelihood{Float32} Float32[0.083284386, -0.50280285, 0.74020594]"
7,293324,-999.1775,-970.3532,-999.1775,11.266066,17.558245,8.433333,Inf,7,"((X1 * -0.7239413) - (abs(X1) ^ 0.5025555)) RARMNRLikelihood{Float32} Float32[0.08077936, -0.50248235, 0.74009955]"
8,330376,-999.1775,-970.3532,-999.1775,11.266066,17.558245,8.633333,Inf,7,"((X1 * -0.7239413) - (abs(X1) ^ 0.5025555)) RARMNRLikelihood{Float32} Float32[0.08077936, -0.50248235, 0.74009955]"
9,366502,-999.1775,-970.3532,-999.1775,11.266066,17.558245,8.856667,Inf,7,"((X1 * -0.7239413) - (abs(X1) ^ 0.5025555)) RARMNRLikelihood{Float32} Float32[0.08077936, -0.50248235, 0.74009955]"
10,404766,-1015.86646,-951.6819,-1015.86646,43.749115,20.43544,9.573334,Inf,19,"((1/((abs((3.4033988 + sqrt(abs(X1)))) ^ log(abs(((133.15907 + X1) / X1))))) * -982.4724) - (0.99253666 * sqrt(abs(X1)))) RARMNRLikelihood{Float32} Float32[0.09332036, -0.5028022, 0.7431954]"
11,451244,-1015.8992,-951.67365,-1015.8992,43.749115,20.47637,10.043333,Inf,19,"((1/((abs((3.3980153 + sqrt(abs(X1)))) ^ log(abs(((133.13353 + X1) / X1))))) * -982.489) - (0.98947436 * sqrt(abs(X1)))) RARMNRLikelihood{Float32} Float32[0.09313684, -0.50231045, 0.7410769]"
12,493938,-1018.2993,-953.44476,-1018.2993,43.749115,21.105427,10.113334,Inf,19,"((1/((abs((4.035469 + sqrt(abs(X1)))) ^ log(abs(((572.7674 + X1) / X1))))) * -18836.15) - (1.0481106 * sqrt(abs(X1)))) RARMNRLikelihood{Float32} Float32[0.09266489, -0.50237656, 0.74066305]"
13,543847,-1042.6917,-926.66296,-1042.6917,89.80082,26.227858,12.373333,Inf,39,"(((-0.35599357 * ((1/((abs((2.0691972 + sqrt(abs(X1)))) ^ log(abs(((135.61009 + X1) / X1))))) * 503.68643) - (-1.9304726 - (log(abs(X1)) * sqrt(abs(X1)))))) * sqrt(abs(log(abs((sqrt(abs(128.40305)) * (-4.344342 - sqrt(abs(sqrt(abs(2.9636862))))))))))) + (0.38432878 - -0.7882488)) RARMNRLikelihood{Float32} Float32[0.081774615, -0.5114561, 0.741466]"
14,600307,-1042.7834,-927.2973,-1042.7834,92.1034,23.38276,13.553333,Inf,40,"(((-0.88386405 * ((1/((abs((2.0866716 + sqrt(abs(X1)))) ^ log(abs(((257.4288 + X1) / X1))))) * 421.18695) - (-1.4595588 - (log(abs(sqrt(abs(X1)))) * sqrt(abs(X1)))))) * sqrt(abs(log(abs((sqrt(abs(128.39806)) * (-3.8821177 - sqrt(abs(sqrt(abs(2.9373431))))))))))) + (0.9634854 - -1.367405)) RARMNRLikelihood{Float32} Float32[0.07820037, -0.5045268, 0.7411287]"
15,659432,-1046.2974,-981.3622,-1046.2974,46.141716,18.793438,13.466666,Inf,21,"(X1 + sqrt(abs(((1/((abs((0.56468934 + (X1 + (abs(X1) ^ 0.21943866)))) ^ log(abs(X1)))) * 0.06733199) - (0.6185288 * sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.06563258, -0.50251585, 0.7370109]"
16,715392,-1046.3027,-981.41327,-1046.3027,46.141716,18.747763,14.516666,Inf,21,"(X1 + sqrt(abs(((1/((abs((0.5755431 + (X1 + (abs(X1) ^ 0.22548969)))) ^ log(abs(X1)))) * 0.06696441) - (0.6180395 * sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.06572541, -0.5036452, 0.7368334]"
17,778611,-1046.3027,-981.41327,-1046.3027,46.141716,18.747763,14.466666,Inf,21,"(X1 + sqrt(abs(((1/((abs((0.5755431 + (X1 + (abs(X1) ^ 0.22548969)))) ^ log(abs(X1)))) * 0.06696441) - (0.6180395 * sqrt(abs(X1))))))) RARMNRLikelihood{Float32} Float32[0.06572541, -0.5036452, 0.7368334]"
18,847123,-1056.488,-969.6462,-1056.488,59.32506,27.516764,15.44,Inf,27,"(X1 + sqrt(abs(((1/((abs((0.92644596 + (X1 + (abs(X1) ^ 0.32029188)))) ^ log(abs(X1)))) * 0.13640782) - (0.56275535 * (abs((X1 * sqrt(abs((-4.042067 - X1))))) ^ 0.16861431)))))) RARMNRLikelihood{Float32} Float32[0.07238461, -0.50894856, 0.74038684]"
19,921583,-1057.197,-980.3823,-1057.197,52.73339,24.081297,16.773333,Inf,24,"(X1 + sqrt(abs(((1/((abs((0.9759489 + (X1 + (abs(X1) ^ 0.3584294)))) ^ log(abs(X1)))) * 0.15028706) - (0.66411424 * (abs((X1 * X1)) ^ 0.07470821)))))) RARMNRLikelihood{Float32} Float32[0.07350561, -0.50297034, 0.7390968]"
20,995251,-1057.197,-980.3823,-1057.197,52.73339,24.081297,17.326666,Inf,24,"(X1 + sqrt(abs(((1/((abs((0.9759489 + (X1 + (abs(X1) ^ 0.3584294)))) ^ log(abs(X1)))) * 0.15028706) - (0.66411424 * (abs((X1 * X1)) ^ 0.07470821)))))) RARMNRLikelihood{Float32} Float32[0.07350561, -0.50297034, 0.7390968]"
21,1060467,-1057.197,-980.3823,-1057.197,52.73339,24.081297,18.433332,Inf,24,"(X1 + sqrt(abs(((1/((abs((0.9759489 + (X1 + (abs(X1) ^ 0.3584294)))) ^ log(abs(X1)))) * 0.15028706) - (0.66411424 * (abs((X1 * X1)) ^ 0.07470821)))))) RARMNRLikelihood{Float32} Float32[0.07350561, -0.50297034, 0.7390968]"
22,1137757,-1057.197,-980.3823,-1057.197,52.73339,24.081297,19.556667,Inf,24,"(X1 + sqrt(abs(((1/((abs((0.9759489 + (X1 + (abs(X1) ^ 0.3584294)))) ^ log(abs(X1)))) * 0.15028706) - (0.66411424 * (abs((X1 * X1)) ^ 0.07470821)))))) RARMNRLikelihood{Float32} Float32[0.07350561, -0.50297034, 0.7390968]"
23,1233893,-1057.197,-980.3823,-1057.197,52.73339,24.081297,20.966667,Inf,24,"(X1 + sqrt(abs(((1/((abs((0.9759489 + (X1 + (abs(X1) ^ 0.3584294)))) ^ log(abs(X1)))) * 0.15028706) - (0.66411424 * (abs((X1 * X1)) ^ 0.07470821)))))) RARMNRLikelihood{Float32} Float32[0.07350561, -0.50297034, 0.7390968]"
24,1315718,-1057.197,-980.3823,-1057.197,52.73339,24.081297,21.03,Inf,24,"(X1 + sqrt(abs(((1/((abs((0.9759489 + (X1 + (abs(X1) ^ 0.3584294)))) ^ log(abs(X1)))) * 0.15028706) - (0.66411424 * (abs((X1 * X1)) ^ 0.07470821)))))) RARMNRLikelihood{Float32} Float32[0.07350561, -0.50297034, 0.7390968]"
