NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,55850,-906.62036,-843.50104,-906.62036,47.827156,15.292167,6.7633333,Inf,23,"(abs((abs((log(abs((3.7436225 / -2.492639))) / X1)) ^ 0.0023331372)) ^ (((sqrt(abs(30.951092)) / (274.3694 + X1)) + -143.17908) + (sqrt(abs(log(abs(X1)))) - 144.1364))) RARMNRLikelihood{Float32} Float32[0.08585571, -0.5034717, 0.7419579]"
2,88489,-967.5525,-921.5602,-967.5525,25.084633,20.90765,5.62,Inf,14,"sqrt(abs((abs(((-1.3534604 + (0.9318172 * -0.91592145)) * (X1 + 0.017556477))) ^ (abs(3.7757626) ^ 0.2831069)))) RARMNRLikelihood{Float32} Float32[0.08328439, -0.502803, 0.740206]"
3,123080,-999.17847,-970.5012,-999.17847,12.875504,15.801757,5.58,Inf,8,"((-0.7315974 * X1) - sqrt(abs((-0.9824073 * X1)))) RARMNRLikelihood{Float32} Float32[0.08079475, -0.5024649, 0.7400563]"
4,157596,-999.17847,-970.5012,-999.17847,12.875504,15.801757,5.8366666,Inf,8,"((-0.7315974 * X1) - sqrt(abs((-0.9824073 * X1)))) RARMNRLikelihood{Float32} Float32[0.08079475, -0.5024649, 0.7400563]"
5,191200,-999.17847,-970.5012,-999.17847,12.875504,15.801757,6.54,Inf,8,"((-0.7315974 * X1) - sqrt(abs((-0.9824073 * X1)))) RARMNRLikelihood{Float32} Float32[0.08079475, -0.5024649, 0.7400563]"
6,227931,-999.209,-958.5769,-999.209,21.501114,19.130983,6.7266665,Inf,12,"((-0.72862536 * X1) - sqrt(abs((-0.98938996 * (0.4963514 + (-0.49604973 - X1)))))) RARMNRLikelihood{Float32} Float32[0.08075397, -0.5024781, 0.74008405]"
7,266257,-1002.5574,-939.1153,-1002.5574,42.810024,20.632088,7.5533333,Inf,22,"sqrt(abs((abs(((-2.1369262 + (sqrt(abs((X1 * X1))) * -0.1819908)) * ((exp(-69.52536) + 0.005245821) + X1))) ^ (abs((1.606851 + -0.95566493)) ^ -0.57457495)))) RARMNRLikelihood{Float32} Float32[0.08078153, -0.502596, 0.73995656]"
8,315633,-1002.5574,-939.1153,-1002.5574,42.810024,20.632088,8.596666,Inf,22,"sqrt(abs((abs(((-2.1369262 + (sqrt(abs((X1 * X1))) * -0.1819908)) * ((exp(-69.52536) + 0.005245821) + X1))) ^ (abs((1.606851 + -0.95566493)) ^ -0.57457495)))) RARMNRLikelihood{Float32} Float32[0.08078153, -0.502596, 0.73995656]"
9,365796,-1002.5574,-939.1153,-1002.5574,42.810024,20.632088,9.413333,Inf,22,"sqrt(abs((abs(((-2.1369262 + (sqrt(abs((X1 * X1))) * -0.1819908)) * ((exp(-69.52536) + 0.005245821) + X1))) ^ (abs((1.606851 + -0.95566493)) ^ -0.57457495)))) RARMNRLikelihood{Float32} Float32[0.08078153, -0.502596, 0.73995656]"
10,421403,-1002.5574,-939.1153,-1002.5574,42.810024,20.632088,11.14,Inf,22,"sqrt(abs((abs(((-2.1369262 + (sqrt(abs((X1 * X1))) * -0.1819908)) * ((exp(-69.52536) + 0.005245821) + X1))) ^ (abs((1.606851 + -0.95566493)) ^ -0.57457495)))) RARMNRLikelihood{Float32} Float32[0.08078153, -0.502596, 0.73995656]"
11,477727,-1002.5574,-939.1153,-1002.5574,42.810024,20.632088,11.69,Inf,22,"sqrt(abs((abs(((-2.1369262 + (sqrt(abs((X1 * X1))) * -0.1819908)) * ((exp(-69.52536) + 0.005245821) + X1))) ^ (abs((1.606851 + -0.95566493)) ^ -0.57457495)))) RARMNRLikelihood{Float32} Float32[0.08078153, -0.502596, 0.73995656]"
12,529008,-1002.5574,-939.1153,-1002.5574,42.810024,20.632088,12.66,Inf,22,"sqrt(abs((abs(((-2.1369262 + (sqrt(abs((X1 * X1))) * -0.1819908)) * ((exp(-69.52536) + 0.005245821) + X1))) ^ (abs((1.606851 + -0.95566493)) ^ -0.57457495)))) RARMNRLikelihood{Float32} Float32[0.08078153, -0.502596, 0.73995656]"
