NeoGP.optimize!(rarindiv, buffers) = 65
NeoGP.extractparam(Float32, rarindiv) = Float32[0.83929104, -0.020135105, 0.38504496]
NeoGP.description_length_terms(rarindiv) = (-1274.7557f0, 14.4849415f0, 11.983779f0)
 RARMNRLikelihood{Float32} Float32[0.1, -0.5004616, 0.7451956]
-- NEO GP --
SEED=-1
MAX_LEN=40
POPSIZE=300
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=100
TSIZE=2
----------------------------------
gen,fevals,best_fitness,dl,nll,func_compl,param_compl,avg_len,avg_fitness,size,expression
1,61316,-906.4912,-871.7882,-906.4912,16.125835,18.577173,6.5233335,Inf,9,"sqrt(abs((abs((-0.018502 * (X1 * -133.0806))) ^ log(abs(3.7943842))))) RARMNRLikelihood{Float32} Float32[0.085888624, -0.5034647, 0.74198866]"
2,96436,-906.4912,-871.7882,-906.4912,16.125835,18.577173,6.056667,Inf,9,"sqrt(abs((abs((-0.018502 * (X1 * -133.0806))) ^ log(abs(3.7943842))))) RARMNRLikelihood{Float32} Float32[0.085888624, -0.5034647, 0.74198866]"
3,134357,-989.2864,-960.11084,-989.2864,12.542316,16.633255,5.8966665,Inf,7,"(X1 + log(abs((sqrt(abs(X1)) - -1.0077856)))) RARMNRLikelihood{Float32} Float32[0.08150776, -0.50213873, 0.73822355]"
4,175478,-990.97485,-954.31976,-990.97485,19.4591,17.195976,5.7833333,Inf,10,"(X1 + log(abs(((X1 * (abs(X1) ^ -0.5480263)) - -0.9756147)))) RARMNRLikelihood{Float32} Float32[0.08127762, -0.5018629, 0.7388105]"
5,212850,-999.42554,-925.4194,-999.42554,52.959457,21.046688,6.2966666,Inf,23,"sqrt(abs(((abs((-3.4404151 * (0.49956676 * X1))) ^ 1.1942657) / ((abs((X1 + 0.6783716)) ^ exp(-16.41315)) / ((X1 * log(abs(log(abs(2.1531074))))) - 1.2380396))))) RARMNRLikelihood{Float32} Float32[0.08064691, -0.50256455, 0.74001974]"
6,254354,-1002.66724,-933.42175,-1002.66724,48.354286,20.891163,7.0733333,Inf,21,"sqrt(abs(((abs((X1 - -0.0047661127)) ^ 1.2673141) / ((abs((X1 + 0.6783716)) ^ exp(-16.41315)) / ((X1 * log(abs(log(abs(2.0297055))))) - 2.5822134))))) RARMNRLikelihood{Float32} Float32[0.08074807, -0.5025789, 0.7399703]"
7,301937,-1002.66724,-933.42175,-1002.66724,48.354286,20.891163,8.156667,Inf,21,"sqrt(abs(((abs((X1 - -0.0047661127)) ^ 1.2673141) / ((abs((X1 + 0.6783716)) ^ exp(-16.41315)) / ((X1 * log(abs(log(abs(2.0297055))))) - 2.5822134))))) RARMNRLikelihood{Float32} Float32[0.08074807, -0.5025789, 0.7399703]"
8,353656,-1002.66724,-933.42175,-1002.66724,48.354286,20.891163,8.976666,Inf,21,"sqrt(abs(((abs((X1 - -0.0047661127)) ^ 1.2673141) / ((abs((X1 + 0.6783716)) ^ exp(-16.41315)) / ((X1 * log(abs(log(abs(2.0297055))))) - 2.5822134))))) RARMNRLikelihood{Float32} Float32[0.08074807, -0.5025789, 0.7399703]"
9,405154,-1002.66724,-933.42175,-1002.66724,48.354286,20.891163,10.963333,Inf,21,"sqrt(abs(((abs((X1 - -0.0047661127)) ^ 1.2673141) / ((abs((X1 + 0.6783716)) ^ exp(-16.41315)) / ((X1 * log(abs(log(abs(2.0297055))))) - 2.5822134))))) RARMNRLikelihood{Float32} Float32[0.08074807, -0.5025789, 0.7399703]"
10,459263,-1002.66724,-933.42175,-1002.66724,48.354286,20.891163,12.146667,Inf,21,"sqrt(abs(((abs((X1 - -0.0047661127)) ^ 1.2673141) / ((abs((X1 + 0.6783716)) ^ exp(-16.41315)) / ((X1 * log(abs(log(abs(2.0297055))))) - 2.5822134))))) RARMNRLikelihood{Float32} Float32[0.08074807, -0.5025789, 0.7399703]"
11,518247,-1004.7488,-911.64075,-1004.7488,66.54213,26.565926,14.223333,Inf,32,"((abs((3.784594 * (sqrt(abs((3.3940208 * X1))) * sqrt(abs((3.5775535 * X1)))))) ^ 0.22630697) / ((abs(((abs(0.7421409) ^ X1) * ((sqrt(abs(X1)) + X1) + -0.15624474))) ^ exp(-2.306686)) / (X1 / sqrt(abs(X1))))) RARMNRLikelihood{Float32} Float32[0.07929308, -0.50264865, 0.74001586]"
12,572152,-1004.7488,-911.64075,-1004.7488,66.54213,26.565926,15.106667,Inf,32,"((abs((3.784594 * (sqrt(abs((3.3940208 * X1))) * sqrt(abs((3.5775535 * X1)))))) ^ 0.22630697) / ((abs(((abs(0.7421409) ^ X1) * ((sqrt(abs(X1)) + X1) + -0.15624474))) ^ exp(-2.306686)) / (X1 / sqrt(abs(X1))))) RARMNRLikelihood{Float32} Float32[0.07929308, -0.50264865, 0.74001586]"
13,630101,-1007.74414,-923.2271,-1007.74414,59.867214,24.649817,15.57,Inf,26,"(0.09323316 + sqrt(abs(((abs((-1.8073137 + (X1 + 1.7962036))) ^ 1.3969233) / ((abs((0.0963674 + exp(-29.43844))) ^ exp(-16.41315)) / ((X1 * log(abs(log(abs(2.3033705))))) - 2.5215275)))))) RARMNRLikelihood{Float32} Float32[0.07987584, -0.502518, 0.73976684]"
14,694127,-1007.812,-920.7351,-1007.812,62.169796,24.90709,16.63,Inf,27,"(0.09263096 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.389962) / ((abs(((4.167836 * X1) + 2.3639102)) ^ exp(-16.41315)) / ((X1 * log(abs(log(abs(2.2777836))))) - 2.4911585)))))) RARMNRLikelihood{Float32} Float32[0.079870485, -0.50269943, 0.7395549]"
15,750736,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,17.623333,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
16,811091,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,17.226667,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
17,880365,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,19.173334,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
18,947798,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,19.29,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
19,1027988,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,20.8,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
20,1116703,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,20.443333,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
21,1200127,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,20.683332,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
22,1288156,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,22.593334,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
23,1392193,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,23.066668,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
24,1476079,-1007.8152,-916.6629,-1007.8152,66.77497,24.377342,23.593334,Inf,29,"(0.09257668 + sqrt(abs(((abs((-1.8073133 + (X1 + 1.796204))) ^ 1.3897341) / ((abs((0.09636753 + exp(-29.43844))) ^ exp(-16.41315)) / (((X1 + sqrt(abs(0.04164068))) * log(abs(log(abs(2.2765968))))) - 2.4512255)))))) RARMNRLikelihood{Float32} Float32[0.07987685, -0.5024899, 0.73980445]"
