id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(t0 - ((t1 * Sqrt(Abs(((Sin(((t2 - t3) / x4)) / Exp((Abs((Sqrt(Abs(((t4 - ((Sqrt(Abs(Sqrt(Abs(t5)))) / Log(x4)) + x4)) / t6))) * Sqrt(Abs((t7 / x3))))) ^ (Sqrt(Abs(Exp(x1))) + ((t8 - t9) - x1))))) * (x3 + t10))))) * (x3 + x2))),5.558938655214025e-2;-0.7100997800971811;0.606347037093935;-0.5461637669326405;1.8400369083110348;3.6217528815734014e-2;0.5759044572052701;-1.2135669197139642;-1.6499251120137637;1.3670444054502677;1.380949646524432e-2,49,6.896288256238209e-2,0.10175747487737867,0.9483135142913549,0.8645875456872792
