-- TINY GP (Julia version) --
SEED=-1
MAX_LEN=50
POPSIZE=500
DEPTH=5
CROSSOVER_PROB=0.900000
PMUT_PER_NODE=0.050000
GENERATIONS=50
TSIZE=3
----------------------------------
gen,fevals,best_fitness,dl,MSE_train,MSE_test,R2_train,R2_test,nll_train,nll_test,avg_len,size,Expression
1,62799,-24.480314,-24.480314,0.03291782,0.03893133,0.38368946,0.4788559,-57.586395,-31.847717,6.876,12,"(pdiv((((X1 + -10.460493) + log(abs(-30927.51)) + X1), X1) + -0.07300056) [likelihood params: Float32[0.18143275]]"
2,110768,-73.408134,-73.408134,0.022064386,0.028495098,0.5868951,0.6185578,-97.59134,-55.44136,6.71,13,"(abs(X1) ^ pdiv(2.4894881, pdiv(-1.5094573, (abs(pdiv(-0.3065669, X1)) ^ pdiv(-0.6130858, X1))))) [likelihood params: Float32[0.14854085]]"
3,153077,-73.408134,-73.408134,0.022064386,0.028495098,0.5868951,0.6185578,-97.59134,-55.44136,5.398,13,"(abs(X1) ^ pdiv(2.4894881, pdiv(-1.5094573, (abs(pdiv(-0.3065669, X1)) ^ pdiv(-0.6130858, X1))))) [likelihood params: Float32[0.14854085]]"
4,199498,-76.180725,-76.180725,0.022064386,0.028495098,0.5868951,0.6185578,-97.59134,-55.44136,3.632,11,"pdiv(2.4894881, pdiv(-1.5094573, (abs(pdiv(-0.3065669, X1)) ^ pdiv(-0.6130858, X1)))) [likelihood params: Float32[0.14854085]]"
5,237165,-81.72584,-81.72584,0.022064395,0.028495103,0.5868949,0.61855775,-97.5913,-55.441345,2.806,7,"(abs(pdiv(0.30656686, X1)) ^ pdiv(-0.6130857, X1)) [likelihood params: Float32[0.14854085]]"
6,284617,-81.72584,-81.72584,0.022064395,0.028495103,0.5868949,0.61855775,-97.5913,-55.441345,3.472,7,"(abs(pdiv(0.30656686, X1)) ^ pdiv(-0.6130857, X1)) [likelihood params: Float32[0.14854085]]"
7,336844,-81.72584,-81.72584,0.022064395,0.028495103,0.5868949,0.61855775,-97.5913,-55.441345,5.118,7,"(abs(pdiv(0.30656686, X1)) ^ pdiv(-0.6130857, X1)) [likelihood params: Float32[0.14854085]]"
8,391930,-81.7259,-81.7259,0.022064386,0.028495098,0.5868951,0.6185578,-97.59134,-55.44136,5.65,7,"(abs(pdiv(0.3065669, X1)) ^ pdiv(-0.6130858, X1)) [likelihood params: Float32[-0.14854085]]"
9,464020,-81.7259,-81.7259,0.022064386,0.028495098,0.5868951,0.6185578,-97.59134,-55.44136,6.882,7,"(abs(pdiv(0.3065669, X1)) ^ pdiv(-0.6130858, X1)) [likelihood params: Float32[-0.14854085]]"
10,545982,-81.7259,-81.7259,0.022064386,0.028495098,0.5868951,0.6185578,-97.59134,-55.44136,7.984,7,"(abs(pdiv(0.3065669, X1)) ^ pdiv(-0.6130858, X1)) [likelihood params: Float32[-0.14854085]]"
11,624623,-81.7259,-81.7259,0.022064386,0.028495098,0.5868951,0.6185578,-97.59134,-55.44136,9.076,7,"(abs(pdiv(0.3065669, X1)) ^ pdiv(-0.6130858, X1)) [likelihood params: Float32[-0.14854085]]"
