id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,2.9634303797468355,2.9634303797468355,1,0.11683338017411754,0.10703006174224224,0.143278214180194,-2.220446049250313e-16,-6.5443783360203955e-3,-2.319342104523603e-2,0.11683338017411754,0.10703006174224224,0.143278214180194,0.11683338017411754,0.10703006174224224,0.143278214180194
1,(x45 * 8.771024831787377e-3),8.771024831787377e-3,3,0.10213809702852326,9.449643384069183e-2,0.1379677091988227,0.1257798338428091,0.11132580223850852,1.4730514498331071e-2,0.10213809702852326,9.449643384069183e-2,0.1379677091988227,3.397974963032852,3.390333299845021,3.4338045752031516
2,((x48 - x13) * 1.7942763232278613e-2),1.7942763232278613e-2,5,7.947351726967918e-2,7.936358618504849e-2,0.13012974982165598,0.31977045300547413,0.2536398632420963,7.070377264524497e-2,7.947351726967918e-2,7.936358618504849e-2,0.13012974982165598,8.126663079440181,8.12655314835555,8.177319311992157
3,(((291.5768588441608 - x48) / x15) * -4.7021935073294685),291.5768588441608;-4.7021935073294685,7,5.2302799207540024e-2,6.311511723960164e-2,0.12249916666717407,0.5523300008131851,0.4064455778925632,0.12519609394529485,5.2302799207540024e-2,6.311511723960164e-2,0.12249916666717407,12.594619083803925,12.605431401835986,12.664815451263559
4,(Sqrt(Abs((x15 + (229.85756503064994 - x48)))) * 0.5732255166654482),229.85756503064994;0.5732255166654482,9,5.03944598347956e-2,6.237536866317957e-2,0.10527962078762147,0.5686638548016635,0.4134024062719851,0.24816612227902568,5.03944598347956e-2,6.237536866317957e-2,0.10527962078762147,15.6176756522773,15.629656561105685,15.672560813230128
5,((-8.63310033515607 / (x15 + x0)) * (296.59345008430114 - x48)),-8.63310033515607;296.59345008430114,9,5.192315551494511e-2,5.449550576155058e-2,6.922600883525265e-2,0.5555794462373363,0.4875071164495265,0.5056359600045792,5.192315551494511e-2,5.449550576155058e-2,6.922600883525265e-2,18.766897030633466,18.76946938088007,18.78419988395377
6,(Sqrt(Abs(((x48 + (x30 + -656.7457306898515)) / x0))) * 3.8331173388938167),-656.7457306898515;3.8331173388938167,11,4.731865910764628e-2,4.4831273288021375e-2,8.244410548119449e-2,0.5949902413408994,0.5783925995448242,0.4112415009149477,4.731865910764628e-2,4.4831273288021375e-2,8.244410548119449e-2,20.841734075906004,20.83924669008638,20.876859522279553
7,((((x54 * (-597.2683756154146 + (x48 + x46))) / x15) * Sqrt(Abs(x21))) / x15),-597.2683756154146,15,3.8576247123091455e-2,4.433532377225128e-2,0.11871485338995924,0.6698182739761442,0.5830566648448992,0.15222102910780755,3.8576247123091455e-2,4.433532377225128e-2,0.11871485338995924,32.27476754903973,32.28052662568889,32.3549061553066
8,((((x54 * (x48 + (x30 + -594.4892819589841))) / x15) / (x15 + x0)) * 19.759908731598745),-594.4892819589841;19.759908731598745,15,4.6434904603442045e-2,4.010251032488474e-2,6.372571392244089e-2,0.6025544708692001,0.6228633743864893,0.5449152433261851,4.6434904603442045e-2,4.010251032488474e-2,6.372571392244089e-2,33.004803564646735,32.99847117036818,33.02209437396573
9,(((((((98354.60344240203 / x46) - x48) / x46) * x54) / x15) / (x15 + x0)) * -10646.58097185708),98354.60344240203;-10646.58097185708,17,3.740859265043077e-2,3.7188047857047137e-2,8.02156866350966e-2,0.6798124594642343,0.6502718964887938,0.42715531946514973,3.740859265043077e-2,3.7188047857047137e-2,8.02156866350966e-2,39.18135517354921,39.18113462875583,39.22416226753388
