gen,nll_train_median,nll_train_p5,nll_train_p10,nll_train_p90,nll_train_p95,dl_median,dl_p5,dl_p10,dl_p90,dl_p95,func_compl_median,func_compl_p5,func_compl_p10,func_compl_p90,func_compl_p95,param_compl_median,param_compl_p5,param_compl_p10,param_compl_p90,param_compl_p95,size_median,size_p5,size_p10,size_p90,size_p95,avg_len_median,avg_len_p5,avg_len_p10,avg_len_p90,avg_len_p95
11,-998.9363,-1000.6609,-1000.3623,-998.55273,-998.0149,-971.9227,-976.24713,-976.24713,-962.87427,-961.2168,12.875504,9.656628,9.656628,19.709354,21.501114,13.111995,9.6558075,12.331287,17.868498,18.817753,8,6,6,11,12,23.617544,23.182796,23.302326,24.078617,24.132204
12,-998.9363,-1000.6609,-1000.3623,-998.5525,-996.8115,-971.923,-976.24713,-976.24713,-963.23694,-961.7844,12.875504,9.656628,9.656628,19.4591,21.405012,13.111993,9.6558075,12.331287,17.622038,18.32,8,6,6,11,11,23.838284,23.355635,23.46844,24.25,24.41018
13,-998.9363,-1000.6487,-1000.3623,-998.55273,-997.80884,-972.50397,-976.24713,-976.24713,-966.4227,-962.48065,12.875504,9.656628,9.656628,17.917595,19.709354,13.111993,9.904564,12.331287,17.558247,18.03714,8,6,6,10,11,23.95283,23.531353,23.62987,24.35821,24.444109
14,-998.9363,-1000.6487,-1000.3623,-998.93604,-997.80884,-972.9376,-976.24713,-976.24713,-966.46045,-962.7192,12.542316,9.656628,9.656628,17.917595,19.4591,13.032526,9.904564,12.331287,17.558245,17.868498,8,6,6,10,11,24.107595,23.672297,23.731392,24.48503,24.643713
15,-998.9363,-1000.36255,-999.81177,-998.93604,-997.80884,-973.72974,-976.24713,-976.24713,-966.65326,-962.7192,11.266066,9.656628,9.656628,17.703817,19.4591,13.032526,9.904564,12.331287,17.558245,17.622038,7,6,6,10,11,24.249268,23.776358,23.854431,24.533537,24.712166
16,-998.9363,-1000.36255,-999.3928,-998.93604,-994.4448,-974.494,-976.24713,-976.24713,-966.9702,-962.7192,11.266066,9.656628,9.656628,17.703817,19.4591,13.032526,9.904564,12.331287,17.558245,17.622038,7,6,6,10,11,24.333334,23.872726,23.93125,24.61095,24.748537
17,-998.9363,-1000.36255,-999.3508,-998.93604,-998.5525,-974.99945,-976.24713,-976.24713,-966.97046,-962.7192,11.266066,9.656628,9.656628,17.703817,19.4591,13.032526,9.602743,12.331287,17.558245,17.59898,7,6,6,10,11,24.4,23.932308,24.036913,24.659702,24.765217
18,-998.9363,-1000.36255,-999.3508,-998.93604,-997.80884,-975.0025,-976.24713,-976.24713,-967.25635,-963.9922,11.266066,9.656628,9.656628,17.703817,19.4591,13.032526,9.602243,12.331287,16.977995,17.558247,7,6,6,10,11,24.467648,24.012049,24.118902,24.73066,24.853449
19,-998.9363,-1000.36255,-999.3169,-998.93604,-998.5525,-975.0025,-976.24713,-976.24713,-967.91016,-963.9937,11.266066,9.656628,9.656628,16.125835,17.917595,13.032526,9.601931,12.331287,16.977995,17.558247,7,6,6,9,10,24.511696,24.073248,24.192308,24.827892,24.852692
20,-998.9363,-1000.7405,-999.3169,-998.9363,-998.93604,-976.16766,-976.24713,-976.24713,-967.91016,-963.9937,9.704061,9.656628,9.656628,16.125835,19.4591,13.032526,11.770221,12.331287,16.633255,17.558247,7,6,6,9,10,24.59366,24.136507,24.250814,24.852072,24.958101
21,-998.9363,-1000.36255,-999.3169,-998.9363,-998.73096,-976.16766,-976.24713,-976.24713,-967.91016,-966.05597,9.656628,9.656628,9.656628,16.125835,20.922693,13.032526,9.601931,12.331287,16.977995,17.59898,6,6,6,9,11,24.657381,24.170347,24.333334,24.9162,25.049725
22,-998.9363,-1000.36255,-999.3169,-998.9363,-998.93604,-976.16766,-976.2492,-976.24713,-968.70386,-966.05597,9.656628,9.656628,9.656628,16.125835,21.405012,13.032526,9.601702,12.082252,16.515287,17.59898,6,6,6,10,11,24.704546,24.271084,24.371166,24.930029,25.09863
23,-998.9363,-999.3508,-999.17847,-998.9363,-998.93604,-976.16766,-976.2492,-976.24713,-969.7877,-966.8739,9.656628,9.656628,9.656628,15.567281,17.917595,13.032526,9.601702,12.331287,16.20831,17.558245,6,6,6,9,10,24.754238,24.349255,24.43695,24.978552,25.133152
24,-998.9363,-999.3508,-999.17847,-998.9363,-998.93604,-976.16766,-976.2492,-976.24713,-969.7877,-966.8739,9.656628,9.656628,9.656628,15.567281,17.917595,13.032526,9.601702,12.331287,16.20831,17.558245,6,6,6,9,10,24.761236,24.409222,24.49128,25.032967,25.185484
25,-998.9363,-1000.36255,-999.1787,-998.9363,-998.9363,-976.24713,-976.4607,-976.24713,-970.0772,-967.8246,9.656628,9.656628,9.656628,15.567281,21.405012,13.032526,9.600103,12.082251,16.317122,17.558247,6,6,6,9,11,24.80057,24.481367,24.569365,25.02981,25.185484
26,-998.9363,-1000.36255,-999.1787,-998.9363,-998.93604,-976.24713,-976.4611,-976.24713,-970.0772,-967.8246,9.656628,9.656628,9.656628,15.567281,21.405012,13.032526,9.59973,11.752339,16.317122,17.558247,6,6,6,9,11,24.859943,24.495651,24.613832,25.075418,25.185484
27,-998.9363,-1007.78,-999.3169,-998.9363,-998.93604,-976.24713,-976.4611,-976.2494,-970.257,-967.88385,9.656628,9.656628,9.656628,17.513191,21.501114,13.032526,9.599691,10.183398,16.888283,17.59898,6,6,6,9,12,24.897223,24.528902,24.655462,25.141273,25.292553
28,-998.9363,-1007.78,-999.3169,-998.9363,-998.93604,-976.24713,-976.4611,-976.2505,-970.257,-967.88385,9.656628,9.656628,9.656628,17.513191,21.501114,13.032526,9.599676,9.610865,16.888283,17.59898,6,6,6,9,12,24.8874,24.55747,24.657303,25.172775,25.301588
29,-998.9363,-1007.78,-999.3508,-998.9363,-998.9363,-976.24713,-976.4611,-976.4607,-970.257,-967.88385,9.656628,9.656628,9.656628,17.513191,21.501114,13.032526,9.599675,9.599884,16.888283,17.59898,6,6,6,10,12,24.9446,24.62147,24.716291,25.221636,25.308706
30,-998.9363,-1007.78,-999.3508,-998.9363,-998.93604,-976.24713,-976.4611,-976.46094,-970.3532,-968.77386,9.656628,9.656628,9.656628,17.513191,20.922693,13.032526,9.599672,9.59985,16.888283,17.59898,6,6,6,9,11,24.969528,24.684507,24.78237,25.242968,25.358696
31,-998.9363,-1011.9939,-1000.3623,-998.9363,-998.93604,-976.24713,-976.4611,-976.4611,-970.3532,-968.77386,9.656628,9.656628,9.656628,17.513191,21.405012,13.032526,9.599672,9.599884,16.976585,17.59898,6,6,6,10,12,24.975676,24.70028,24.781164,25.276882,25.390244
32,-998.9363,-1012.2107,-1000.3623,-998.9363,-998.93604,-976.24713,-976.46136,-976.4611,-971.82324,-968.77386,9.656628,9.656628,9.656628,17.513191,21.501114,13.032526,9.599672,9.59985,16.976585,17.80851,6,6,6,10,13,25.008064,24.760447,24.813334,25.299747,25.389473
33,-998.9363,-1011.9939,-1000.36255,-998.9363,-998.93604,-976.24713,-977.7243,-976.4611,-971.82324,-968.9815,9.656628,9.656628,9.656628,17.513191,21.405012,13.032526,9.599672,9.599884,16.976585,17.638878,6,6,6,9,12,25.043835,24.813334,24.8547,25.31795,25.401535
34,-998.9363,-1011.9939,-1000.36255,-998.9363,-998.9363,-976.24713,-977.7243,-976.4611,-971.923,-968.9815,9.656628,9.656628,9.656628,17.513191,21.405012,13.032526,9.599672,9.599884,16.976585,17.638878,6,6,6,9,12,25.056604,24.84153,24.887978,25.348051,25.404467
35,-998.9363,-1011.9939,-1000.36255,-998.9363,-998.9363,-976.24713,-977.7243,-976.4611,-971.923,-970.35345,9.656628,9.656628,9.656628,16.125835,17.513191,13.032526,9.599672,9.59985,16.976585,17.638878,6,6,6,9,10,25.07563,24.874659,24.919138,25.361322,25.41969
36,-998.9363,-1023.2207,-1007.78,-998.9363,-998.9363,-976.24713,-980.56134,-976.46136,-971.923,-970.35345,9.656628,9.656628,9.656628,17.513191,34.04343,13.032526,9.599672,9.59973,17.09122,17.80851,6,6,6,9,19,25.094488,24.907652,24.933687,25.397879,25.436869
37,-998.9363,-1023.2207,-1007.78,-998.9363,-998.9363,-976.24713,-980.56134,-976.46136,-971.923,-970.35345,9.656628,9.656628,9.656628,17.513191,34.04343,13.032526,9.599672,9.59973,17.09122,17.80851,6,6,6,9,19,25.112904,24.924324,24.97128,25.405128,25.456852
38,-998.9363,-1023.22095,-1011.9934,-998.9363,-998.93604,-976.24713,-980.56134,-976.46185,-971.99207,-971.42474,9.656628,9.656628,9.656628,17.513191,34.04343,13.032526,9.599672,9.59985,16.628784,17.80851,6,6,6,10,19,25.141733,24.932976,25.0,25.404638,25.482233
39,-998.9363,-1030.6206,-1011.99365,-998.9363,-998.93604,-976.24713,-981.1934,-976.46185,-971.99207,-971.42474,9.656628,9.656628,9.656628,17.513191,35.350506,13.032526,9.599672,9.59985,16.628784,17.59898,6,6,6,10,19,25.165354,24.932976,25.015957,25.428934,25.487436
40,-998.9363,-1030.6206,-1011.99365,-998.9363,-998.93604,-976.24713,-981.1934,-976.4657,-971.99207,-971.425,9.656628,9.656628,9.656628,17.513191,35.350506,13.032526,9.599672,9.59973,16.628784,17.59898,6,6,6,10,19,25.18205,24.989218,25.021448,25.460957,25.5125
41,-998.9363,-1030.6206,-1011.99365,-998.9363,-998.9363,-976.24713,-981.1934,-976.4657,-971.99207,-971.425,9.656628,9.656628,9.656628,17.513191,35.350506,13.032526,9.599672,9.59973,16.800365,17.59898,6,6,6,10,19,25.206806,25.0,25.02957,25.449749,25.513716
42,-998.9363,-1030.6206,-1011.99365,-998.9363,-998.9363,-976.24713,-983.79175,-976.4657,-971.99207,-971.425,9.656628,9.656628,9.656628,17.513191,35.350506,13.032526,9.599672,9.59973,16.00154,17.214342,6,6,6,10,19,25.23316,25.035812,25.058666,25.48062,25.519802
43,-998.9363,-1035.4836,-1011.99365,-998.9363,-998.9363,-976.24713,-983.79175,-976.4661,-972.0478,-971.923,9.656628,9.656628,9.656628,17.513191,38.9182,13.032526,9.599672,9.59973,16.473862,17.214342,6,6,6,10,19,25.251295,25.05851,25.082447,25.469288,25.514635
44,-998.9363,-1035.4836,-1011.9939,-998.9363,-998.9363,-976.24713,-983.79175,-976.9153,-972.0478,-971.923,9.656628,9.656628,9.656628,17.513191,38.9182,13.032526,9.599672,9.599675,16.800365,17.59898,6,6,6,10,19,25.282051,25.079786,25.11671,25.493828,25.513382
45,-998.9363,-1030.6206,-1012.1272,-998.9363,-998.9363,-976.24713,-984.15045,-977.72455,-972.2731,-971.923,9.656628,9.656628,9.656628,17.513191,35.350506,13.032526,9.599672,9.599675,16.800365,17.59898,6,6,6,10,19,25.29199,25.085493,25.132433,25.503668,25.513514
46,-998.9363,-1030.6206,-1012.1272,-998.9363,-998.9363,-976.24713,-984.15045,-977.72455,-973.72974,-971.923,9.656628,9.656628,9.656628,17.513191,35.350506,13.032526,9.599672,9.599672,16.628784,17.214342,6,6,6,10,19,25.29765,25.090185,25.137306,25.513382,25.545906
47,-998.9363,-1030.6206,-1012.2107,-998.9363,-998.9363,-976.24713,-984.5127,-977.72455,-973.72974,-971.923,9.656628,9.656628,9.656628,17.703817,35.350506,13.032526,9.599672,9.599672,16.62081,17.214342,6,6,6,10,19,25.320107,25.121447,25.153646,25.542997,25.560493
48,-998.9363,-1030.6194,-1012.2107,-998.9363,-998.93604,-976.24713,-984.5127,-977.72455,-973.72974,-971.923,9.656628,9.656628,9.656628,17.703817,35.350506,13.032526,9.599672,9.599672,16.5896,17.214342,6,6,6,10,19,25.341524,25.148718,25.169271,25.542788,25.574879
49,-998.9363,-1030.6194,-1012.2107,-998.9363,-998.93604,-976.24713,-984.5127,-977.72455,-973.72974,-971.923,9.656628,9.656628,9.656628,17.703817,35.350506,13.032526,9.599672,9.599672,16.508787,16.882387,6,6,6,10,19,25.35427,25.167109,25.198511,25.54634,25.596577
50,-998.9363,-1030.6194,-1012.2107,-998.9363,-998.93604,-976.24713,-985.83716,-979.80804,-974.494,-971.923,9.656628,9.656628,9.656628,17.703817,34.04343,13.032526,9.599672,9.599672,16.508787,16.882387,6,6,6,10,17,25.370844,25.168766,25.213198,25.549261,25.584135
51,-998.9363,-1030.6194,-1012.2107,-998.9363,-998.93604,-976.24713,-985.83716,-979.80804,-974.67334,-971.923,9.656628,9.656628,9.656628,17.703817,34.04343,13.032526,9.599672,9.599672,16.5896,17.352715,6,6,6,10,17,25.3775,25.178392,25.204603,25.57421,25.607748
52,-998.9363,-1036.0767,-1023.22095,-998.9363,-998.93604,-976.24713,-985.83716,-980.0072,-974.6736,-971.923,9.656628,9.656628,9.656628,27.242743,38.9182,13.032526,9.599672,9.599672,16.62081,17.782242,6,6,6,14,19,25.391857,25.184343,25.213032,25.584766,25.617434
53,-998.9363,-1036.7456,-1023.7815,-998.9363,-998.9363,-976.24713,-985.83716,-980.00854,-974.6736,-971.923,9.656628,9.656628,9.656628,27.360445,39.41871,13.032526,9.599672,9.599672,16.62081,18.18962,6,6,6,15,20,25.406485,25.190355,25.220253,25.60241,25.640965
54,-998.9363,-1036.0769,-1023.7815,-998.9363,-998.9363,-976.24713,-985.83716,-980.41187,-974.6736,-971.923,9.656628,9.656628,9.656628,27.360445,38.9182,13.032526,9.599672,9.599672,16.62081,18.18962,6,6,6,15,19,25.419024,25.197916,25.230179,25.614458,25.640965
55,-998.9363,-1036.7456,-1023.7815,-998.9363,-998.9363,-976.24713,-985.83716,-982.0687,-974.6736,-971.923,9.656628,9.656628,9.656628,27.360445,35.83519,13.032526,9.599672,9.599672,16.62081,18.18962,6,6,6,15,19,25.42611,25.232323,25.251871,25.629187,25.648193
56,-998.9363,-1041.1003,-1025.4331,-998.9363,-998.9363,-976.24713,-986.15814,-983.79175,-974.6736,-971.923,9.656628,9.656628,9.656628,27.360445,38.9182,13.032526,9.599672,9.599672,16.62081,18.18962,6,6,6,15,20,25.446913,25.249376,25.264484,25.63702,25.676191
57,-998.9363,-1041.1003,-1025.4331,-998.9363,-998.9363,-976.24713,-988.09753,-983.79175,-975.00714,-971.923,9.656628,9.656628,9.656628,27.360445,38.9182,13.032526,9.599671,9.599672,16.62081,18.18962,6,6,6,15,20,25.462122,25.253101,25.2825,25.652382,25.667463
58,-998.9363,-1041.1003,-1025.4331,-998.9363,-998.9363,-976.24713,-988.09753,-983.79175,-975.3418,-971.923,9.656628,9.656628,9.656628,27.360445,38.9182,13.032526,9.599672,9.599672,16.62081,18.18962,6,6,6,15,20,25.477722,25.275253,25.302956,25.654589,25.690308
59,-998.9363,-1041.1003,-1025.4331,-998.9363,-998.9363,-976.24713,-988.09753,-983.79175,-976.16766,-971.923,9.656628,9.656628,9.656628,27.360445,35.83519,13.032526,9.599672,9.599677,16.62081,18.18962,6,6,6,15,19,25.48426,25.281013,25.306372,25.661098,25.690308
60,-998.9363,-1043.0906,-1030.1733,-998.9363,-998.9363,-976.24713,-988.2095,-983.79175,-976.16766,-971.923,9.656628,9.656628,9.656628,29.188652,38.9182,13.032526,9.599672,9.599672,16.933477,20.016268,6,6,6,17,20,25.501211,25.282555,25.322418,25.673077,25.705189
61,-998.9363,-1043.0906,-1030.6194,-998.9363,-998.9363,-976.24713,-988.2095,-983.79175,-976.16766,-971.923,9.656628,9.656628,9.656628,34.04343,38.9182,13.032526,9.599672,9.599672,17.054848,20.016268,6,6,6,17,20,25.502392,25.29723,25.341583,25.677647,25.735577
62,-998.9363,-1046.9998,-1035.4758,-998.9363,-998.9363,-976.24713,-989.4352,-983.79175,-976.16766,-971.923,9.656628,9.656628,9.656628,35.026382,38.9182,13.032526,9.599672,9.599677,17.352724,22.03027,6,6,6,18,20,25.519512,25.311882,25.347395,25.682577,25.759434
63,-998.9363,-1046.9998,-1035.4758,-998.9363,-998.9363,-976.24713,-989.4352,-983.79175,-976.16766,-971.923,9.656628,9.656628,9.656628,35.026382,38.9182,13.032526,9.599672,9.599672,17.5832,22.03027,6,6,6,18,20,25.534483,25.326633,25.373787,25.688995,25.770493
64,-998.9363,-1045.0657,-1039.5591,-998.9363,-998.9363,-976.2474,-989.4352,-983.79175,-976.16766,-971.935,9.656628,9.656628,9.656628,35.350506,41.58883,13.032526,9.599671,9.599672,17.5832,20.016268,6,6,6,19,20,25.539215,25.323458,25.3825,25.688995,25.798122
65,-998.9363,-1045.0664,-1039.5591,-998.9363,-998.9363,-976.2474,-989.4352,-983.79175,-976.16766,-972.50397,9.656628,9.656628,9.656628,35.350506,41.58883,13.032526,9.599671,9.599672,17.5832,20.016268,6,6,6,19,20,25.557142,25.338346,25.395576,25.705883,25.789227
66,-998.9365,-1045.0669,-1041.103,-998.9363,-998.9363,-976.2474,-989.4352,-984.2965,-976.16766,-972.50397,9.656628,9.656628,9.656628,36.972294,41.58883,13.032526,9.599671,9.599672,17.808506,20.86241,6,6,6,19,22,25.574572,25.338346,25.40796,25.70726,25.789227
67,-998.9365,-1046.9998,-1041.103,-998.9363,-998.9363,-976.2474,-989.9714,-985.61096,-976.16766,-972.50397,9.656628,9.656628,9.656628,36.972294,43.002228,13.032526,9.599671,9.599672,17.808506,20.016268,6,6,6,19,22,25.57767,25.380835,25.407766,25.720873,25.818605
68,-998.9365,-1047.0913,-1043.0146,-998.9363,-998.9363,-976.2474,-990.59937,-985.61096,-976.16766,-972.50397,9.656628,9.656628,9.656628,36.972294,43.002228,13.032526,9.599671,9.599672,17.808506,22.03027,6,6,6,19,22,25.59322,25.388206,25.437653,25.715328,25.818605
69,-998.9365,-1047.852,-1043.814,-998.9363,-998.9363,-976.2476,-990.59937,-985.61096,-976.16766,-972.50397,9.656628,9.656628,9.656628,36.972294,45.747715,13.032526,9.599671,9.599672,18.149769,22.346071,6,6,6,19,22,25.60192,25.394608,25.440594,25.744577,25.802784
70,-998.9365,-1047.2856,-1043.814,-998.9363,-998.9363,-976.2476,-990.59937,-985.61096,-976.24713,-972.50397,9.656628,9.656628,9.656628,36.972294,45.747715,13.032526,9.599671,9.599672,17.808506,22.03027,6,6,6,19,22,25.61298,25.405941,25.45679,25.759615,25.802784
71,-998.9365,-1047.2856,-1043.0906,-998.9363,-998.9363,-976.2476,-990.59937,-985.61096,-976.24713,-973.6421,9.656628,9.656628,9.656628,36.972294,45.747715,13.032526,9.599671,9.599672,17.808506,22.03027,6,6,6,19,22,25.623787,25.405941,25.45679,25.77197,25.80324
72,-998.9365,-1047.852,-1045.0691,-998.9363,-998.9363,-976.2476,-990.59937,-985.61096,-976.24713,-973.6421,9.656628,9.656628,9.656628,39.509388,43.002228,13.032526,9.599672,9.599672,18.149769,22.346071,6,6,6,19,22,25.628916,25.411192,25.474821,25.781473,25.824228
73,-998.9365,-1047.936,-1046.9563,-998.9363,-998.9363,-976.2476,-990.59937,-985.61096,-976.24713,-973.6421,9.656628,9.656628,9.656628,39.509388,45.747715,13.032526,9.599672,9.599672,18.149769,22.346071,6,6,6,19,22,25.62963,25.419903,25.502392,25.791569,25.828163
74,-998.9365,-1047.936,-1046.9563,-998.9363,-998.9363,-976.2476,-990.59937,-985.61096,-976.24713,-973.6421,9.656628,9.656628,9.656628,39.509388,45.747715,13.032526,9.599671,9.599672,18.149769,22.346071,6,6,6,19,22,25.639025,25.438257,25.501228,25.791569,25.828163
75,-998.9365,-1047.852,-1046.3574,-998.9363,-998.9363,-976.2485,-990.59937,-985.61096,-976.24713,-974.4938,11.266066,9.656628,9.656628,38.9182,45.747715,13.032526,9.59967,9.599672,17.808506,22.03027,7,6,6,19,22,25.650234,25.436584,25.50957,25.80324,25.828163
76,-998.9365,-1047.936,-1046.9998,-998.9363,-998.9363,-976.2485,-990.59937,-985.72144,-976.24713,-974.494,11.266066,9.656628,9.656628,38.9182,46.585747,13.032526,9.59967,9.599672,17.808506,22.030235,7,6,6,20,24,25.658768,25.456522,25.516827,25.816471,25.851162
77,-998.9365,-1047.936,-1046.9998,-998.9363,-998.9363,-976.2485,-993.094,-985.72144,-976.24713,-974.494,11.266066,9.656628,9.656628,38.9182,46.585747,13.032526,9.59967,9.599672,17.808506,22.030235,7,6,6,20,24,25.670588,25.483952,25.529976,25.810875,25.851162
78,-998.9365,-1047.936,-1047.0918,-998.9363,-998.9363,-976.2485,-993.094,-985.72144,-976.24713,-974.494,11.266066,9.656628,9.656628,38.9182,46.585747,13.032526,9.59967,9.599672,17.813398,22.030235,7,6,6,20,24,25.672985,25.477833,25.53735,25.815166,25.854118
79,-998.93677,-1048.227,-1047.0918,-998.9363,-998.9363,-976.2485,-993.094,-985.72144,-976.24713,-974.494,12.875504,9.656628,9.656628,40.864113,46.585747,13.032526,9.59967,9.599672,19.180319,22.030235,8,6,6,20,23,25.68421,25.529976,25.558537,25.823256,25.851852
80,-998.93677,-1048.866,-1047.8464,-998.9363,-998.9363,-976.2485,-993.094,-988.8761,-976.24713,-974.494,12.875504,9.656628,9.656628,43.668274,46.585747,13.032526,9.59967,9.599672,17.808506,19.958076,8,6,6,21,24,25.694836,25.539759,25.563416,25.827423,25.851852
81,-998.93677,-1049.2561,-1047.8464,-998.9363,-998.9363,-976.2505,-993.094,-988.8761,-976.24713,-974.494,12.875504,9.656628,9.656628,43.668274,45.747715,13.032526,9.59967,9.599672,18.332989,20.531149,8,6,6,21,24,25.695652,25.549637,25.563416,25.827982,25.877316
82,-998.93677,-1049.2561,-1047.8464,-998.9363,-998.9363,-976.2505,-993.094,-989.33685,-976.24713,-974.494,12.875504,9.656628,9.656628,43.944492,46.585747,13.032526,9.59967,9.599672,18.332989,22.343828,8,6,6,21,24,25.706024,25.549637,25.56796,25.845623,25.87816
83,-998.93677,-1049.2561,-1047.8464,-998.9363,-998.9363,-976.2505,-993.094,-989.33685,-976.24713,-974.6737,12.875504,9.656628,9.656628,43.944492,46.585747,13.032526,9.59967,9.599672,18.479843,22.343828,8,6,6,21,24,25.72488,25.55107,25.57109,25.845623,25.8894
84,-998.93677,-1049.2097,-1047.8464,-998.9363,-998.9363,-976.2505,-993.094,-989.33685,-976.24713,-974.6737,12.875504,9.656628,9.656628,43.668274,46.585747,13.032526,9.59967,9.599672,18.479843,22.343828,8,6,6,21,24,25.7277,25.55107,25.571428,25.86916,25.892448
85,-998.93677,-1049.3389,-1047.852,-998.9363,-998.9363,-976.25055,-993.094,-989.33685,-976.24713,-974.6737,12.875504,9.656628,9.656628,44.75593,46.585747,13.032526,9.59967,9.599672,18.479843,24.329943,8,6,6,21,24,25.730497,25.561274,25.577938,25.86916,25.909513
86,-998.93677,-1049.3357,-1047.8467,-998.9363,-998.9363,-976.2511,-993.2248,-990.85864,-976.24713,-974.6737,12.875504,9.656628,9.656628,42.810024,46.141716,13.032526,9.59967,9.599672,18.479843,24.329943,8,6,6,21,23,25.735224,25.555555,25.6,25.881395,25.909513
87,-998.93677,-1049.3357,-1047.8467,-998.9363,-998.9363,-976.2523,-993.2248,-990.85864,-976.24713,-974.6737,12.875504,9.656628,9.656628,42.810024,46.141716,13.032526,9.59967,9.599672,18.479843,24.329943,8,6,6,21,23,25.75236,25.555555,25.607143,25.883295,25.91014
88,-998.93677,-1049.5957,-1047.852,-998.9363,-998.9363,-976.2523,-993.2248,-990.85864,-976.24713,-974.6737,12.875504,9.656628,9.656628,43.002228,46.141716,13.032526,9.59967,9.599672,19.180319,24.743523,8,6,6,21,24,25.76279,25.577938,25.61085,25.886574,25.909513
89,-998.93677,-1049.5955,-1047.8467,-998.9363,-998.9363,-976.2523,-993.2248,-990.85864,-976.24713,-974.6737,12.875504,9.656628,9.656628,42.810024,45.747715,13.032526,9.59967,9.599672,19.177673,24.743523,8,6,6,20,23,25.76279,25.577938,25.630953,25.8894,25.922716
90,-998.93677,-1049.718,-1047.852,-998.9363,-998.9363,-976.2523,-993.2248,-990.85864,-976.24713,-974.6737,12.875504,9.656628,9.656628,42.810024,45.747715,13.032526,9.59967,9.599672,19.177673,24.743523,8,6,6,20,23,25.765808,25.583942,25.636793,25.908676,25.922728
91,-998.93677,-1049.718,-1047.852,-998.9363,-998.9363,-976.2523,-993.4416,-992.4242,-976.24713,-974.6737,12.875504,9.656628,9.656628,41.58883,45.747715,13.032526,9.59967,9.599672,19.540205,24.743523,8,6,6,20,23,25.769596,25.616505,25.644707,25.909513,25.9447
