id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(t0 * Sqrt(Abs(Exp(((x0 - Exp(((Abs(t1) ^ Log(x2)) - (Abs(((t2 + Sin((Abs(Sqrt(Abs(t3))) ^ x2))) - x3)) ^ (Abs(x1) ^ t4))))) * ((t5 + Exp((x5 / Exp((x0 - Exp(((Abs(t6) ^ x2) - (Abs((Sin(x1) * t7)) ^ (Abs(t8) ^ t9))))))))) * t10)))))),1.575623415463692;-1.2370311103577243;-0.7088435570331197;1.1030893892441695;-0.595335113441322;0.9150222810070991;-0.81246958217504;-7.251827106007193e-3;-0.8807749571289508;-0.6790863607734537;0.14128359795366072,49,0.5424623320620242,0.5178801023118688,0.3427316489850617,0.24393992816704857
