id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(((x0 * t0) + t1) * Exp(((Abs(Exp(Exp((Abs(Log(Sin((Sqrt(Abs(t2)) - t3)))) ^ x2)))) ^ (Sin((Abs(x0) ^ x3)) - Sqrt(Abs(Log((x6 * (Abs(t4) ^ (Abs(x5) ^ (Sqrt(Abs(t5)) / t6))))))))) / Log((Abs((Sqrt(Abs((t7 / x2))) + Sqrt(Abs((t8 + Sqrt(Abs(x1))))))) ^ t9))))),0.3584189847112766;1.4382424309253226;0.9045245881819634;0.26517647912466225;-0.2942681476831143;-0.7831291785010488;-0.6110235120299015;-0.20707794392934595;1.641167644502316;-0.9909526695211147,49,0.5412643767538616,0.6041104715612834,0.34252599247140936,0.14276093288277958
