id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(Sin((x3 * t0)) + ((((Log(Exp(x2)) * t1) - (Sqrt(Abs((Abs(Exp(x0)) ^ (Abs(((Abs(x0) ^ t2) * (((x3 * x5) - t3) - x1))) ^ t4)))) * t5)) - (t6 / Sin(x6))) + Exp(Exp(Log((Abs((Abs(x0) ^ Sqrt(Abs(((x1 * x5) / x6))))) ^ t7)))))),0.10450194773057464;-0.11666376227883793;-0.7104537018730004;0.5566354682632049;4.945661172648499e-2;-1.6998404015553928e-2;-1.217763194348961e-2;6.531749491982006e-2,49,0.47136939402684397,0.7607491735451043,0.3278301052091256,0.19570722938388396
