id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,22.471303752624884,22.471303752624884,1,243.42300363750886,256.93591490430424,251.4104033702513,-2.220446049250313e-16,-5.184293137318496e-3,-4.324358799875805e-3,243.42300363750886,256.93591490430424,251.4104033702513,243.42300363750886,256.93591490430424,251.4104033702513
1,(1394.247119021607 / x1),1394.247119021607,3,237.91512472631305,246.11821177205184,245.4529170715768,2.2626780661197388e-2,3.71367085039368e-2,1.947437238534011e-2,237.91512472631305,246.11821177205184,245.4529170715768,241.21096159231737,249.41404863805616,248.7487539375811
2,(29.393723163102432 - (x0 * 20.956051488081414)),29.393723163102432;20.956051488081414,5,146.2763165440048,172.2546078692624,145.32134730509202,0.399085894273859,0.32610578666980305,0.41947601612499363,146.2763165440048,172.2546078692624,145.32134730509202,153.20778834960424,179.18607967486184,152.25281911069146
3,Sqrt(Abs((-1.5738378644257076 * (321.3608631416814 - x0)))),-1.5738378644257076;321.3608631416814,7,243.09864799508978,256.6185147249653,251.0800781416909,1.3324773648017985e-3,-3.9425606413796555e-3,-3.0047886113631073e-3,243.09864799508978,256.6185147249653,251.0800781416909,252.75527546969437,266.27514219956987,260.7367056162955
4,((29.425113297631462 - x8) - (x0 * 20.432896168065113)),29.425113297631462;20.432896168065113,7,145.03749031155508,170.59700061032396,144.27177373034766,0.404175085574343,0.33259067525182906,0.42366881122550515,145.03749031155508,170.59700061032396,144.27177373034766,156.30355569859378,181.86306599736267,155.53783911738637
5,Sqrt(Abs(((-424.63720965691056 * (x0 + x8)) + 809.556556396044))),-424.63720965691056;809.556556396044,9,151.29456955507305,166.75801655499666,155.08875978721275,0.37847053362149785,0.34760954279884704,0.3804575421607592,151.29456955507305,166.75801655499666,155.08875978721275,165.6286453088975,181.0920923088211,169.4228355410372
6,((((x8 * x0) + x0) * -12.591846668687396) + 28.937387177086002),-12.591846668687396;28.937387177086002,9,145.7242338630945,160.54338995362332,146.70774778905505,0.40135389143378397,0.3719223954794094,0.41393767817863014,145.7242338630945,160.54338995362332,146.70774778905505,160.2091750750014,175.02833116553023,161.19268900096196
7,Sqrt(Abs((-824.1683988892488 / (Exp(x0) - (x8 * ((x4 * x0) * 3.022397711724538)))))),-824.1683988892488;3.022397711724538,14,146.1110962068223,158.59556111923743,150.47066752887739,0.3997646318406196,0.3795426884648174,0.39890571488573945,146.1110962068223,158.59556111923743,150.47066752887739,174.67501571219316,187.15948062460828,179.03458703424823
8,Sqrt(Abs((-50934.290646574496 / ((x1 * Exp(x0)) - (x8 * ((x4 * x0) * -121.42318912024844)))))),-50934.290646574496;-121.42318912024844,16,144.77197070975194,157.85870781625098,150.28449043855463,0.4052658600608764,0.38242540482926257,0.39964944777966527,144.77197070975194,157.85870781625098,150.28449043855463,179.31074710466262,192.39748421116167,184.8232668334653
9,Sqrt(Abs((55056.57213931139 / (((x1 + x5) * Exp(x0)) - (x8 * ((x4 * x0) * -129.92856590093527)))))),55056.57213931139;-129.92856590093527,18,144.80511285275847,157.50227296783754,150.75567316436704,0.40512970964570905,0.3838198486978257,0.39776718561932733,144.80511285275847,157.50227296783754,150.75567316436704,187.04852589915447,199.74568601423354,192.99908621076304
10,Sqrt(Abs((54569.9166913316 / (((x1 + x5) * Exp(x0)) - (Abs((x0 * (x7 * (x4 * -133.52505433276008)))) ^ x8))))),54569.9166913316;-133.52505433276008,21,144.3305344703636,155.40675836835132,150.54745264233392,0.4070793133203955,0.3920179177074774,0.39859897674442224,144.3305344703636,155.40675836835132,150.54745264233392,194.47262373305352,205.5488476310412,200.68954190502382
11,Sqrt(Abs((57332.50092265672 / (((x1 + x5) * Exp(x0)) - (Abs(((x0 - (x0 * (x4 * -196.7002428123528))) - x4)) ^ x8))))),57332.50092265672;-196.7002428123528,23,146.86799729325045,155.1986161300166,152.1759683992028,0.3966552252721455,0.392832211453801,0.3920934462596549,146.86799729325045,155.1986161300166,152.1759683992028,200.73193379994274,209.06255263670886,206.03990490589507
