id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,(x0 / (Exp(t0) / ((Abs(t1) ^ Sin((((Abs((x1 + t2)) ^ t3) - x0) + t4))) - t5))),0.9755881313414241;-0.193584499486018;3.57559743998068e-2;-0.5968734808621295;-1.4825248528273212;4.3807964677976985e-2,19,9.503422594839144,10.099730139761684,0.9925636489470053,0.9887020431294236
