id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Exp((Sin((Sqrt(Abs(Exp((Abs(Exp((Sqrt(Abs((t0 + x1))) + t1))) ^ t2)))) - (t3 + x0))) - t4)),-0.3247247645468315;-2.2685678517909325;-0.33816108871239325;-0.3924024831217345;-4.283902695957549,19,10.06919749736508,8.290673659983497,0.9921209346774703,0.990725725129055
