id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Log(Exp(((x0 * Sin(Log((t0 / Sqrt(Abs(x0)))))) + Exp(Sqrt(Abs(((Abs(t1) ^ x1) - t2))))))),929.3958272035788;-0.9656083402586727;32.812511497005346,18,31.594971659493762,23.154815098300507,0.9752771910935536,0.9740981096814787
