id,Expression,theta,size,MSE_train,MSE_test,R2_train,R2_test
0,Log(Exp((Abs(((Abs((t0 - Exp(t1))) ^ Sin(((((Sin((Sin(x0) * t2)) * Exp(Sqrt(Abs(Log((x7 - t3)))))) * (Abs(t4) ^ x8)) / Exp((Abs(x4) ^ t5))) + Exp((t6 * ((Abs(t7) ^ x8) / t8)))))) - Exp(t9))) ^ Sin((Abs((t10 - t11)) ^ x2))))),-1.2698586709745112;4.005808615816617;-1.1861240466990426;0.26628306154175346;-1.025117124624589;-0.16681059645192142;3.597365963445177;-0.40024736773422953;8.09212985933968;-5.916532702860627;-0.20886269298645355;0.7346200595817547,48,132.42828672612583,145.80986990512284,0.4505377769540899,0.4151641291172745
